['diagnoses', 'prevents', 'complicates', 'inhibits']
['disrupts', 'isa', 'interacts_with', 'stimulates']
['disrupts', 'disrupts', 'coexists_with', 'same_as']
['disrupts', 'interacts_with', 'causes', 'stimulates']
['disrupts', 'disrupts', 'compared_with', 'stimulates']
['disrupts', 'stimulates', 'location_of', 'augments']
['disrupts', 'stimulates', 'augments', 'complicates']
['disrupts', 'affects', 'causes', 'location_of']
['disrupts', 'treats', 'affects']
['disrupts', 'interacts_with', 'location_of', 'prevents']
['disrupts', 'part_of', 'disrupts', 'isa']
['disrupts', 'complicates', 'part_of', 'part_of']
['disrupts', 'inhibits', 'interacts_with', 'inhibits']
['disrupts', 'treats', 'interacts_with', 'part_of']
['disrupts', 'same_as', 'augments', 'coexists_with']
['disrupts', 'stimulates', 'augments', 'disrupts']
['disrupts', 'causes', 'produces', 'causes']
['disrupts', 'location_of', 'location_of', 'location_of']
['disrupts', 'augments', 'part_of']
['disrupts']
['disrupts', 'disrupts', 'causes', 'interacts_with']
['disrupts', 'location_of', 'prevents', 'stimulates']
['disrupts', 'occurs_in', 'coexists_with', 'coexists_with']
['disrupts', 'affects', 'occurs_in', 'interacts_with']
['disrupts', 'treats', 'compared_with', 'inhibits']
['disrupts', 'isa', 'complicates', 'prevents']
['disrupts', 'causes', 'produces', 'stimulates']
['disrupts', 'affects', 'produces', 'produces']
['disrupts', 'coexists_with', 'part_of']
['disrupts', 'causes', 'coexists_with']
['disrupts', 'stimulates', 'same_as', 'causes']
['disrupts', 'coexists_with', 'coexists_with', 'occurs_in']
['disrupts', 'inhibits', 'same_as', 'causes']
['disrupts', 'disrupts', 'prevents', 'associated_with']
['disrupts', 'stimulates', 'augments', 'part_of']
['disrupts', 'prevents', 'interacts_with', 'augments']
['disrupts', 'associated_with', 'stimulates', 'coexists_with']
['disrupts', 'complicates']
['produces', 'occurs_in', 'interacts_with', 'isa']
['produces', 'compared_with', 'isa', 'location_of']
['produces', 'treats', 'associated_with', 'prevents']
['produces', 'causes', 'associated_with', 'disrupts']
['produces', 'stimulates']
['produces', 'augments', 'prevents']
['produces', 'causes', 'prevents', 'isa']
['produces', 'associated_with', 'causes', 'isa']
['produces', 'location_of', 'part_of', 'interacts_with']
['produces', 'isa', 'same_as', 'treats']
['produces', 'treats', 'associated_with', 'causes']
['produces', 'same_as', 'isa', 'prevents']
['produces', 'prevents', 'coexists_with', 'compared_with']
['produces', 'prevents', 'causes', 'interacts_with']
['produces', 'coexists_with', 'associated_with', 'interacts_with']
['produces', 'disrupts', 'disrupts', 'associated_with']
['produces', 'prevents', 'interacts_with', 'isa']
['produces', 'isa', 'disrupts', 'stimulates']
['produces', 'treats', 'disrupts', 'location_of']
['produces', 'disrupts', 'complicates', 'diagnoses']
['produces', 'augments', 'causes', 'coexists_with']
['produces', 'affects']
['produces', 'occurs_in', 'coexists_with', 'same_as']
['produces', 'inhibits', 'diagnoses', 'complicates']
['produces', 'stimulates', 'location_of', 'compared_with']
['produces', 'treats', 'prevents', 'causes']
['produces', 'prevents', 'produces', 'diagnoses']
['produces', 'part_of', 'inhibits', 'location_of']
['produces', 'stimulates', 'isa', 'disrupts']
['produces', 'inhibits']
['produces', 'interacts_with', 'isa', 'associated_with']
['produces', 'occurs_in', 'causes', 'diagnoses']
['produces', 'occurs_in', 'produces', 'prevents']
['produces', 'same_as', 'location_of', 'causes']
['produces', 'part_of', 'produces', 'affects']
['produces', 'causes', 'part_of', 'isa']
['produces', 'associated_with', 'prevents', 'diagnoses']
['produces', 'interacts_with', 'same_as', 'augments']
['produces', 'produces', 'stimulates', 'causes']
['produces', 'associated_with', 'causes', 'prevents']
['produces', 'disrupts', 'isa', 'part_of']
['produces', 'occurs_in', 'isa', 'associated_with']
['produces', 'location_of', 'diagnoses', 'same_as']
['produces', 'causes', 'augments', 'same_as']
['produces', 'stimulates', 'inhibits', 'interacts_with']
['produces', 'compared_with', 'produces', 'stimulates']
['produces', 'coexists_with', 'isa', 'affects']
['produces', 'causes', 'part_of', 'complicates']
['produces', 'stimulates', 'compared_with', 'diagnoses']
['produces']
['produces', 'coexists_with', 'location_of', 'stimulates']
['produces', 'produces', 'compared_with', 'isa']
['produces', 'causes', 'produces', 'location_of']
['produces', 'disrupts', 'causes', 'produces']
['produces', 'interacts_with', 'compared_with', 'compared_with']
['produces', 'treats', 'causes', 'coexists_with']
['produces', 'coexists_with', 'location_of', 'associated_with']
['produces', 'associated_with', 'isa', 'inhibits']
['produces', 'same_as', 'interacts_with', 'coexists_with']
['produces', 'occurs_in', 'part_of', 'part_of']
['produces', 'part_of', 'part_of', 'coexists_with']
['produces', 'compared_with', 'produces', 'location_of']
['produces', 'same_as', 'isa', 'occurs_in']
['produces', 'treats', 'coexists_with', 'diagnoses']
['produces', 'produces', 'diagnoses', 'coexists_with']
['produces', 'interacts_with', 'causes', 'interacts_with']
['produces', 'diagnoses', 'complicates', 'compared_with']
['produces', 'associated_with', 'occurs_in', 'coexists_with']
['produces', 'diagnoses', 'inhibits', 'causes']
['produces', 'isa', 'location_of', 'diagnoses']
['produces', 'produces', 'augments', 'complicates']
['produces', 'stimulates', 'produces', 'augments']
['produces', 'produces', 'isa', 'treats']
['produces', 'inhibits', 'occurs_in', 'treats']
['produces', 'interacts_with', 'associated_with', 'produces']
['produces', 'diagnoses', 'treats', 'diagnoses']
['produces', 'location_of', 'produces', 'associated_with']
['produces', 'produces', 'coexists_with', 'produces']
['produces', 'coexists_with', 'interacts_with', 'produces']
['produces', 'inhibits', 'complicates', 'complicates']
['produces', 'produces', 'stimulates']
['produces', 'causes', 'affects', 'associated_with']
['produces', 'causes', 'occurs_in', 'coexists_with']
['produces', 'associated_with', 'same_as', 'complicates']
['produces', 'diagnoses', 'interacts_with', 'occurs_in']
['produces', 'interacts_with', 'compared_with', 'coexists_with']
['produces', 'augments', 'compared_with', 'inhibits']
['produces', 'causes']
['produces', 'compared_with', 'associated_with', 'inhibits']
['produces', 'prevents', 'location_of', 'complicates']
['produces', 'disrupts', 'coexists_with', 'part_of']
['produces', 'coexists_with', 'location_of', 'coexists_with']
['produces', 'disrupts']
['produces', 'prevents', 'diagnoses', 'produces']
['produces', 'augments', 'produces', 'prevents']
['produces', 'location_of', 'location_of', 'occurs_in']
['produces', 'coexists_with', 'location_of', 'produces']
['produces', 'associated_with', 'location_of', 'associated_with']
['produces', 'diagnoses', 'augments', 'associated_with']
['compared_with', 'treats', 'affects', 'location_of']
['compared_with', 'inhibits', 'diagnoses', 'affects']
['compared_with', 'inhibits', 'complicates', 'compared_with']
['compared_with', 'complicates', 'associated_with', 'disrupts']
['compared_with', 'treats', 'augments', 'affects']
['compared_with', 'isa', 'stimulates', 'coexists_with']
['compared_with', 'same_as', 'affects', 'interacts_with']
['compared_with', 'affects', 'inhibits', 'causes']
['compared_with', 'isa', 'isa', 'diagnoses']
['compared_with', 'part_of', 'stimulates', 'disrupts']
['compared_with', 'associated_with', 'causes', 'produces']
['compared_with', 'location_of', 'coexists_with', 'disrupts']
['compared_with', 'compared_with', 'same_as', 'location_of']
['compared_with', 'augments', 'prevents', 'treats']
['compared_with', 'treats', 'produces', 'coexists_with']
['compared_with', 'causes', 'interacts_with', 'isa']
['compared_with', 'inhibits', 'prevents', 'treats']
['compared_with', 'location_of', 'produces', 'inhibits']
['compared_with', 'isa', 'coexists_with', 'stimulates']
['compared_with', 'augments', 'location_of', 'compared_with']
['compared_with', 'part_of']
['compared_with', 'compared_with', 'affects', 'affects']
['compared_with', 'diagnoses', 'associated_with', 'location_of']
['compared_with', 'diagnoses', 'coexists_with', 'coexists_with']
['compared_with', 'same_as', 'stimulates', 'diagnoses']
['compared_with', 'inhibits']
['compared_with', 'occurs_in', 'occurs_in', 'isa']
['compared_with', 'disrupts', 'part_of', 'interacts_with']
['compared_with', 'isa', 'inhibits', 'diagnoses']
['compared_with', 'interacts_with', 'inhibits', 'stimulates']
['compared_with', 'stimulates', 'inhibits', 'coexists_with']
['compared_with', 'causes', 'part_of', 'affects']
['compared_with', 'diagnoses', 'part_of', 'treats']
['compared_with', 'augments', 'causes', 'associated_with']
['compared_with', 'same_as', 'same_as', 'affects']
['compared_with', 'augments', 'augments', 'isa']
['compared_with', 'occurs_in', 'disrupts', 'affects']
['compared_with', 'prevents', 'inhibits', 'affects']
['compared_with', 'treats', 'prevents', 'part_of']
['compared_with', 'same_as', 'isa', 'stimulates']
['compared_with', 'interacts_with', 'inhibits', 'treats']
['compared_with', 'disrupts', 'location_of', 'produces']
['compared_with', 'produces', 'isa', 'associated_with']
['compared_with', 'complicates', 'isa', 'produces']
['compared_with', 'augments', 'same_as']
['compared_with', 'causes', 'location_of', 'complicates']
['compared_with', 'prevents', 'occurs_in', 'treats']
['compared_with', 'stimulates']
['compared_with', 'occurs_in', 'prevents', 'coexists_with']
['compared_with', 'coexists_with', 'isa', 'location_of']
['compared_with', 'coexists_with', 'occurs_in', 'location_of']
['compared_with', 'associated_with', 'occurs_in', 'interacts_with']
['compared_with', 'treats', 'inhibits', 'part_of']
['compared_with', 'coexists_with', 'inhibits', 'prevents']
['compared_with', 'coexists_with', 'interacts_with', 'complicates']
['compared_with', 'isa', 'disrupts', 'part_of']
['compared_with', 'part_of', 'affects', 'diagnoses']
['compared_with', 'causes', 'part_of', 'isa']
['compared_with', 'part_of', 'interacts_with', 'part_of']
['compared_with', 'treats', 'augments', 'same_as']
['compared_with', 'complicates', 'occurs_in', 'complicates']
['compared_with', 'associated_with']
['compared_with', 'part_of', 'prevents', 'affects']
['compared_with', 'location_of', 'location_of', 'causes']
['compared_with', 'interacts_with', 'compared_with', 'interacts_with']
['compared_with', 'coexists_with', 'produces', 'coexists_with']
['compared_with', 'causes', 'stimulates', 'interacts_with']
['compared_with', 'augments', 'coexists_with', 'treats']
['compared_with', 'coexists_with', 'associated_with', 'affects']
['compared_with', 'occurs_in', 'augments', 'augments']
['compared_with', 'location_of', 'complicates', 'treats']
['compared_with', 'associated_with', 'augments', 'interacts_with']
['compared_with', 'affects', 'same_as', 'augments']
['compared_with', 'part_of', 'augments']
['compared_with', 'inhibits', 'occurs_in', 'prevents']
['compared_with', 'produces', 'complicates', 'associated_with']
['compared_with', 'coexists_with', 'augments', 'stimulates']
['compared_with', 'causes', 'complicates', 'treats']
['compared_with', 'interacts_with', 'isa', 'location_of']
['compared_with', 'location_of', 'interacts_with', 'prevents']
['compared_with', 'coexists_with', 'prevents', 'diagnoses']
['compared_with', 'diagnoses', 'interacts_with', 'treats']
['compared_with', 'stimulates', 'inhibits', 'isa']
['compared_with', 'inhibits', 'causes', 'complicates']
['compared_with', 'prevents', 'complicates', 'part_of']
['compared_with', 'causes', 'inhibits', 'produces']
['compared_with']
['compared_with', 'causes', 'coexists_with', 'part_of']
['compared_with', 'occurs_in', 'part_of', 'location_of']
['compared_with', 'stimulates', 'compared_with']
['compared_with', 'affects', 'associated_with']
['compared_with', 'part_of', 'location_of', 'diagnoses']
['compared_with', 'coexists_with', 'stimulates', 'associated_with']
['compared_with', 'stimulates', 'location_of', 'part_of']
['compared_with', 'interacts_with', 'complicates', 'disrupts']
['compared_with', 'diagnoses', 'prevents', 'prevents']
['compared_with', 'produces', 'occurs_in', 'part_of']
['compared_with', 'coexists_with', 'part_of', 'complicates']
['augments', 'causes', 'occurs_in', 'coexists_with']
['augments', 'compared_with', 'causes', 'treats']
['augments', 'stimulates', 'complicates', 'treats']
['augments', 'prevents', 'produces', 'prevents']
['augments', 'causes', 'diagnoses', 'complicates']
['augments', 'causes', 'occurs_in', 'inhibits']
['augments', 'augments', 'associated_with', 'disrupts']
['augments', 'produces', 'augments', 'stimulates']
['augments', 'isa', 'location_of', 'part_of']
['augments', 'disrupts', 'affects', 'stimulates']
['augments', 'causes', 'part_of', 'same_as']
['augments', 'associated_with', 'disrupts', 'location_of']
['augments', 'produces', 'augments', 'same_as']
['augments', 'prevents', 'stimulates', 'treats']
['augments', 'interacts_with', 'interacts_with', 'disrupts']
['augments', 'location_of', 'occurs_in', 'diagnoses']
['augments', 'prevents', 'coexists_with', 'disrupts']
['augments', 'produces', 'associated_with', 'disrupts']
['augments', 'same_as', 'interacts_with', 'complicates']
['augments', 'stimulates', 'part_of', 'part_of']
['augments', 'compared_with', 'same_as', 'same_as']
['augments', 'diagnoses', 'isa', 'prevents']
['augments', 'isa', 'location_of', 'complicates']
['augments', 'augments']
['augments', 'diagnoses', 'coexists_with', 'augments']
['augments', 'occurs_in', 'same_as', 'produces']
['augments', 'complicates', 'prevents', 'same_as']
['augments', 'augments', 'affects', 'produces']
['augments', 'interacts_with', 'complicates', 'isa']
['augments', 'occurs_in', 'stimulates', 'diagnoses']
['augments', 'interacts_with', 'prevents', 'associated_with']
['augments', 'occurs_in', 'causes', 'compared_with']
['augments', 'augments', 'augments', 'prevents']
['augments', 'affects', 'produces', 'compared_with']
['augments', 'diagnoses', 'causes', 'stimulates']
['augments', 'same_as', 'prevents', 'associated_with']
['augments', 'part_of', 'prevents', 'interacts_with']
['augments', 'treats', 'part_of', 'affects']
['augments', 'part_of', 'complicates', 'diagnoses']
['augments', 'interacts_with', 'part_of', 'occurs_in']
['augments', 'disrupts', 'stimulates', 'augments']
['augments', 'location_of']
['augments', 'prevents', 'location_of', 'augments']
['augments', 'part_of', 'treats', 'diagnoses']
['augments', 'complicates', 'occurs_in', 'same_as']
['augments', 'augments', 'isa', 'same_as']
['augments', 'associated_with', 'prevents', 'affects']
['augments', 'stimulates', 'location_of', 'same_as']
['augments', 'prevents', 'associated_with', 'affects']
['augments', 'interacts_with', 'interacts_with', 'coexists_with']
['augments', 'associated_with', 'inhibits', 'isa']
['augments', 'compared_with', 'coexists_with', 'complicates']
['augments', 'location_of', 'stimulates', 'complicates']
['augments', 'produces', 'produces', 'isa']
['augments', 'augments', 'occurs_in', 'location_of']
['augments', 'produces', 'part_of', 'diagnoses']
['augments', 'interacts_with', 'causes', 'location_of']
['augments', 'compared_with', 'produces', 'compared_with']
['augments']
['augments', 'same_as', 'treats', 'coexists_with']
['augments', 'location_of', 'prevents', 'diagnoses']
['augments', 'produces', 'same_as', 'stimulates']
['augments', 'compared_with', 'occurs_in', 'inhibits']
['augments', 'part_of', 'inhibits', 'occurs_in']
['augments', 'inhibits', 'stimulates', 'part_of']
['augments', 'interacts_with']
['augments', 'causes', 'part_of']
['augments', 'causes', 'complicates', 'occurs_in']
['augments', 'disrupts', 'augments', 'isa']
['augments', 'interacts_with', 'occurs_in', 'compared_with']
['augments', 'stimulates', 'affects', 'augments']
['augments', 'same_as', 'affects', 'affects']
['augments', 'occurs_in', 'isa', 'complicates']
['augments', 'compared_with', 'inhibits', 'treats']
['augments', 'occurs_in', 'part_of', 'affects']
['augments', 'treats', 'location_of', 'causes']
['augments', 'disrupts', 'diagnoses', 'interacts_with']
['augments', 'affects']
['augments', 'disrupts', 'treats', 'interacts_with']
['augments', 'isa', 'part_of', 'occurs_in']
['augments', 'location_of', 'diagnoses', 'complicates']
['augments', 'treats', 'associated_with', 'part_of']
['augments', 'associated_with', 'complicates', 'complicates']
['augments', 'occurs_in', 'coexists_with']
['augments', 'coexists_with', 'diagnoses', 'affects']
['augments', 'occurs_in', 'isa', 'interacts_with']
['augments', 'produces', 'prevents', 'interacts_with']
['augments', 'produces', 'same_as', 'same_as']
['augments', 'associated_with', 'affects', 'isa']
['augments', 'affects', 'complicates', 'produces']
['augments', 'complicates', 'augments', 'causes']
['augments', 'treats', 'coexists_with', 'augments']
['augments', 'treats', 'treats', 'same_as']
['augments', 'diagnoses', 'diagnoses', 'disrupts']
['augments', 'treats', 'treats', 'produces']
['inhibits', 'interacts_with', 'location_of', 'diagnoses']
['inhibits', 'occurs_in', 'coexists_with', 'part_of']
['inhibits', 'occurs_in']
['inhibits', 'compared_with', 'occurs_in', 'associated_with']
['inhibits', 'interacts_with', 'stimulates', 'complicates']
['inhibits', 'produces', 'compared_with', 'part_of']
['inhibits', 'interacts_with', 'produces', 'occurs_in']
['inhibits', 'location_of', 'stimulates', 'compared_with']
['inhibits', 'same_as', 'same_as', 'occurs_in']
['inhibits', 'coexists_with', 'part_of', 'stimulates']
['inhibits', 'location_of', 'causes', 'diagnoses']
['inhibits', 'inhibits', 'prevents', 'occurs_in']
['inhibits', 'diagnoses', 'augments', 'disrupts']
['inhibits', 'coexists_with', 'coexists_with', 'produces']
['inhibits', 'isa', 'compared_with', 'associated_with']
['inhibits']
['inhibits', 'location_of', 'complicates', 'coexists_with']
['inhibits', 'same_as', 'complicates', 'compared_with']
['inhibits', 'inhibits', 'augments', 'compared_with']
['inhibits', 'causes', 'inhibits', 'diagnoses']
['inhibits', 'affects', 'produces', 'associated_with']
['inhibits', 'location_of', 'prevents', 'interacts_with']
['inhibits', 'coexists_with', 'interacts_with', 'treats']
['inhibits', 'isa', 'location_of', 'associated_with']
['inhibits', 'isa', 'produces', 'coexists_with']
['inhibits', 'affects', 'inhibits', 'occurs_in']
['inhibits', 'affects', 'part_of', 'disrupts']
['inhibits', 'compared_with', 'isa', 'location_of']
['inhibits', 'same_as', 'location_of', 'part_of']
['inhibits', 'isa', 'complicates', 'prevents']
['inhibits', 'part_of', 'associated_with', 'part_of']
['inhibits', 'associated_with', 'disrupts', 'same_as']
['inhibits', 'stimulates', 'compared_with', 'isa']
['inhibits', 'interacts_with', 'interacts_with', 'diagnoses']
['inhibits', 'interacts_with', 'compared_with', 'isa']
['inhibits', 'treats', 'compared_with', 'part_of']
['inhibits', 'location_of', 'stimulates', 'produces']
['inhibits', 'interacts_with', 'associated_with', 'produces']
['inhibits', 'causes', 'inhibits', 'treats']
['inhibits', 'complicates', 'affects', 'location_of']
['inhibits', 'treats', 'part_of', 'disrupts']
['inhibits', 'stimulates', 'disrupts', 'isa']
['inhibits', 'causes', 'occurs_in', 'inhibits']
['inhibits', 'isa', 'affects', 'compared_with']
['inhibits', 'treats', 'part_of', 'compared_with']
['inhibits', 'produces', 'treats', 'treats']
['inhibits', 'coexists_with', 'disrupts', 'stimulates']
['inhibits', 'stimulates', 'diagnoses', 'stimulates']
['inhibits', 'same_as', 'part_of', 'affects']
['inhibits', 'complicates', 'compared_with', 'produces']
['inhibits', 'affects', 'treats', 'treats']
['inhibits', 'complicates', 'causes', 'disrupts']
['inhibits', 'produces', 'prevents', 'produces']
['inhibits', 'same_as', 'part_of', 'disrupts']
['inhibits', 'prevents', 'treats', 'disrupts']
['inhibits', 'produces', 'inhibits', 'location_of']
['inhibits', 'coexists_with', 'location_of']
['inhibits', 'diagnoses', 'prevents', 'part_of']
['inhibits', 'occurs_in', 'part_of', 'augments']
['inhibits', 'isa', 'stimulates', 'isa']
['inhibits', 'interacts_with', 'interacts_with', 'isa']
['inhibits', 'disrupts', 'associated_with', 'produces']
['inhibits', 'disrupts', 'coexists_with', 'causes']
['inhibits', 'coexists_with', 'stimulates', 'occurs_in']
['inhibits', 'prevents', 'diagnoses', 'stimulates']
['inhibits', 'isa', 'location_of', 'prevents']
['inhibits', 'affects']
['inhibits', 'treats', 'occurs_in', 'part_of']
['inhibits', 'treats', 'part_of', 'affects']
['inhibits', 'complicates', 'stimulates', 'complicates']
['inhibits', 'diagnoses', 'part_of', 'associated_with']
['inhibits', 'inhibits', 'isa', 'location_of']
['inhibits', 'prevents', 'part_of', 'interacts_with']
['inhibits', 'prevents', 'produces', 'isa']
['inhibits', 'compared_with', 'same_as', 'stimulates']
['inhibits', 'location_of', 'treats', 'compared_with']
['inhibits', 'associated_with', 'diagnoses', 'produces']
['inhibits', 'part_of', 'associated_with', 'disrupts']
['inhibits', 'complicates', 'associated_with', 'causes']
['inhibits', 'treats', 'complicates', 'causes']
['inhibits', 'coexists_with', 'stimulates', 'produces']
['inhibits', 'same_as', 'diagnoses', 'same_as']
['inhibits', 'associated_with', 'augments', 'augments']
['inhibits', 'diagnoses', 'diagnoses', 'complicates']
['inhibits', 'affects', 'treats', 'causes']
['inhibits', 'diagnoses', 'treats', 'treats']
['inhibits', 'causes', 'affects', 'interacts_with']
['inhibits', 'part_of']
['inhibits', 'compared_with', 'location_of', 'prevents']
['inhibits', 'occurs_in', 'disrupts', 'disrupts']
['inhibits', 'stimulates']
['inhibits', 'augments', 'associated_with', 'stimulates']
['inhibits', 'complicates', 'interacts_with', 'interacts_with']
['inhibits', 'location_of', 'compared_with', 'inhibits']
['inhibits', 'inhibits', 'associated_with', 'same_as']
['inhibits', 'disrupts', 'treats', 'same_as']
['inhibits', 'causes', 'interacts_with', 'isa']
['inhibits', 'augments', 'prevents', 'inhibits']
['causes', 'inhibits', 'location_of', 'stimulates']
['causes', 'stimulates', 'occurs_in', 'treats']
['causes', 'associated_with', 'diagnoses', 'occurs_in']
['causes', 'prevents', 'treats', 'associated_with']
['causes', 'location_of', 'stimulates', 'inhibits']
['causes', 'compared_with', 'inhibits', 'interacts_with']
['causes', 'isa', 'augments', 'part_of']
['causes', 'disrupts', 'associated_with', 'interacts_with']
['causes', 'augments', 'augments', 'interacts_with']
['causes', 'augments', 'associated_with', 'augments']
['causes', 'diagnoses', 'same_as', 'treats']
['causes', 'location_of', 'treats']
['causes', 'disrupts', 'interacts_with', 'complicates']
['causes', 'stimulates', 'treats', 'treats']
['causes', 'complicates', 'causes', 'inhibits']
['causes', 'affects', 'associated_with', 'location_of']
['causes', 'compared_with', 'augments', 'part_of']
['causes', 'produces', 'augments', 'occurs_in']
['causes', 'causes', 'prevents', 'stimulates']
['causes', 'produces', 'location_of', 'stimulates']
['causes', 'occurs_in', 'location_of', 'prevents']
['causes', 'affects', 'isa', 'produces']
['causes', 'causes', 'coexists_with', 'diagnoses']
['causes', 'disrupts', 'coexists_with', 'associated_with']
['causes', 'disrupts', 'coexists_with', 'occurs_in']
['causes', 'treats', 'diagnoses', 'associated_with']
['causes', 'associated_with', 'same_as', 'produces']
['causes', 'prevents', 'interacts_with', 'same_as']
['causes', 'same_as', 'same_as', 'isa']
['causes', 'disrupts', 'disrupts', 'augments']
['causes', 'affects', 'associated_with', 'stimulates']
['causes', 'causes', 'same_as', 'produces']
['causes', 'associated_with', 'treats', 'occurs_in']
['causes', 'produces', 'stimulates', 'stimulates']
['causes', 'causes', 'inhibits', 'augments']
['causes', 'disrupts']
['causes', 'associated_with', 'prevents', 'location_of']
['causes', 'disrupts', 'prevents', 'part_of']
['causes']
['causes', 'augments', 'interacts_with', 'prevents']
['causes', 'disrupts', 'interacts_with', 'disrupts']
['causes', 'augments', 'diagnoses', 'complicates']
['causes', 'complicates', 'treats', 'produces']
['causes', 'produces', 'inhibits', 'coexists_with']
['causes', 'location_of', 'isa', 'disrupts']
['causes', 'diagnoses', 'compared_with', 'interacts_with']
['causes', 'isa', 'augments', 'causes']
['causes', 'augments', 'augments', 'complicates']
['causes', 'treats', 'treats', 'prevents']
['causes', 'part_of', 'prevents', 'inhibits']
['causes', 'augments', 'treats', 'same_as']
['causes', 'occurs_in', 'isa', 'occurs_in']
['causes', 'causes', 'produces', 'same_as']
['causes', 'location_of', 'diagnoses', 'causes']
['causes', 'occurs_in', 'prevents', 'same_as']
['causes', 'same_as', 'part_of', 'prevents']
['causes', 'complicates', 'causes', 'same_as']
['causes', 'complicates', 'compared_with', 'compared_with']
['causes', 'stimulates', 'location_of', 'part_of']
['causes', 'part_of', 'isa', 'coexists_with']
['causes', 'part_of', 'coexists_with', 'coexists_with']
['causes', 'part_of', 'occurs_in', 'complicates']
['causes', 'produces', 'part_of', 'prevents']
['causes', 'inhibits', 'treats', 'causes']
['causes', 'treats', 'complicates', 'same_as']
['causes', 'interacts_with', 'prevents', 'location_of']
['causes', 'produces', 'complicates', 'disrupts']
['causes', 'disrupts', 'location_of', 'compared_with']
['causes', 'same_as', 'prevents', 'associated_with']
['causes', 'stimulates', 'augments', 'treats']
['causes', 'occurs_in', 'inhibits', 'compared_with']
['causes', 'compared_with', 'inhibits', 'disrupts']
['causes', 'causes', 'affects', 'augments']
['causes', 'causes', 'augments', 'same_as']
['causes', 'interacts_with']
['causes', 'occurs_in', 'prevents', 'causes']
['causes', 'augments', 'causes', 'disrupts']
['causes', 'diagnoses', 'causes', 'causes']
['causes', 'location_of', 'isa', 'stimulates']
['causes', 'location_of', 'inhibits', 'complicates']
['causes', 'coexists_with', 'treats', 'compared_with']
['causes', 'stimulates', 'occurs_in', 'produces']
['causes', 'prevents', 'interacts_with']
['causes', 'produces', 'compared_with', 'complicates']
['causes', 'disrupts', 'coexists_with', 'part_of']
['causes', 'produces', 'augments', 'compared_with']
['causes', 'coexists_with', 'inhibits', 'prevents']
['causes', 'isa', 'disrupts', 'same_as']
['causes', 'part_of', 'location_of', 'complicates']
['causes', 'causes', 'associated_with', 'causes']
['causes', 'part_of', 'augments', 'stimulates']
['causes', 'inhibits', 'complicates', 'causes']
['causes', 'stimulates', 'same_as', 'disrupts']
['causes', 'causes', 'stimulates', 'affects']
['stimulates', 'occurs_in', 'prevents', 'complicates']
['stimulates', 'isa', 'prevents', 'associated_with']
['stimulates', 'stimulates', 'location_of', 'isa']
['stimulates', 'diagnoses', 'causes', 'coexists_with']
['stimulates', 'diagnoses', 'location_of', 'occurs_in']
['stimulates', 'diagnoses', 'inhibits', 'produces']
['stimulates', 'complicates', 'affects', 'occurs_in']
['stimulates', 'augments', 'prevents', 'augments']
['stimulates', 'isa', 'same_as', 'prevents']
['stimulates', 'inhibits', 'location_of', 'complicates']
['stimulates', 'part_of', 'complicates', 'coexists_with']
['stimulates', 'prevents', 'augments', 'associated_with']
['stimulates', 'treats', 'associated_with', 'interacts_with']
['stimulates', 'stimulates', 'treats', 'augments']
['stimulates', 'causes', 'compared_with', 'affects']
['stimulates', 'complicates', 'complicates', 'complicates']
['stimulates', 'affects', 'disrupts', 'affects']
['stimulates', 'complicates', 'stimulates', 'coexists_with']
['stimulates', 'diagnoses', 'augments', 'treats']
['stimulates', 'treats']
['stimulates', 'stimulates', 'augments', 'produces']
['stimulates', 'associated_with', 'coexists_with', 'produces']
['stimulates', 'disrupts', 'treats', 'produces']
['stimulates', 'coexists_with', 'location_of', 'interacts_with']
['stimulates', 'location_of', 'interacts_with', 'prevents']
['stimulates', 'complicates', 'inhibits', 'causes']
['stimulates', 'causes', 'same_as', 'complicates']
['stimulates', 'occurs_in', 'stimulates', 'produces']
['stimulates', 'coexists_with', 'occurs_in', 'associated_with']
['stimulates', 'interacts_with', 'location_of', 'causes']
['stimulates', 'prevents', 'associated_with', 'disrupts']
['stimulates', 'location_of', 'interacts_with', 'causes']
['stimulates', 'coexists_with', 'complicates', 'associated_with']
['stimulates', 'diagnoses', 'stimulates', 'stimulates']
['stimulates', 'same_as', 'associated_with', 'isa']
['stimulates', 'same_as', 'location_of', 'complicates']
['stimulates', 'prevents', 'treats', 'disrupts']
['stimulates', 'prevents', 'disrupts', 'compared_with']
['stimulates', 'diagnoses', 'augments', 'inhibits']
['stimulates', 'augments', 'produces', 'stimulates']
['stimulates', 'coexists_with', 'coexists_with', 'produces']
['stimulates', 'disrupts', 'treats', 'prevents']
['stimulates', 'produces', 'part_of', 'isa']
['stimulates', 'affects', 'occurs_in', 'prevents']
['stimulates', 'location_of', 'prevents']
['stimulates', 'treats', 'prevents', 'inhibits']
['stimulates', 'diagnoses', 'associated_with', 'inhibits']
['stimulates', 'produces', 'same_as', 'inhibits']
['stimulates', 'augments', 'coexists_with', 'affects']
['stimulates', 'location_of', 'stimulates', 'part_of']
['stimulates', 'inhibits', 'affects', 'diagnoses']
['stimulates', 'stimulates', 'complicates', 'diagnoses']
['stimulates', 'coexists_with', 'stimulates', 'interacts_with']
['stimulates', 'isa', 'occurs_in', 'disrupts']
['stimulates', 'part_of', 'complicates', 'complicates']
['stimulates', 'associated_with', 'affects', 'occurs_in']
