['diagnoses', 'causes', 'associated_with', 'interacts_with']
['disrupts', 'isa', 'occurs_in', 'inhibits']
['disrupts', 'location_of', 'location_of', 'location_of']
['disrupts', 'augments', 'part_of']
['disrupts', 'coexists_with', 'coexists_with', 'occurs_in']
['disrupts', 'compared_with', 'prevents', 'produces']
['disrupts', 'occurs_in', 'augments']
['disrupts', 'prevents', 'interacts_with', 'augments']
['disrupts', 'associated_with', 'same_as', 'treats']
['disrupts', 'interacts_with', 'causes']
['disrupts', 'causes', 'produces', 'causes']
['disrupts', 'location_of', 'coexists_with', 'associated_with']
['disrupts', 'interacts_with', 'produces', 'part_of']
['disrupts', 'associated_with', 'affects', 'produces']
['disrupts']
['disrupts', 'part_of', 'prevents', 'associated_with']
['disrupts', 'isa', 'interacts_with', 'stimulates']
['disrupts', 'inhibits', 'same_as', 'causes']
['disrupts', 'disrupts', 'prevents', 'associated_with']
['disrupts', 'disrupts', 'part_of', 'augments']
['disrupts', 'same_as', 'complicates', 'prevents']
['disrupts', 'isa', 'affects', 'isa']
['disrupts', 'causes', 'produces', 'stimulates']
['disrupts', 'location_of']
['disrupts', 'isa', 'prevents', 'complicates']
['disrupts', 'augments', 'augments', 'augments']
['disrupts', 'isa', 'prevents', 'compared_with']
['disrupts', 'inhibits', 'disrupts', 'coexists_with']
['disrupts', 'occurs_in', 'augments', 'diagnoses']
['disrupts', 'part_of', 'location_of', 'prevents']
['disrupts', 'causes', 'occurs_in', 'occurs_in']
['disrupts', 'associated_with', 'stimulates', 'coexists_with']
['disrupts', 'stimulates', 'augments', 'part_of']
['produces', 'diagnoses', 'interacts_with', 'occurs_in']
['produces', 'stimulates', 'inhibits', 'interacts_with']
['produces', 'causes', 'associated_with', 'disrupts']
['produces', 'disrupts', 'treats', 'diagnoses']
['produces', 'interacts_with', 'affects', 'associated_with']
['produces', 'location_of', 'part_of', 'interacts_with']
['produces', 'interacts_with', 'compared_with', 'compared_with']
['produces', 'coexists_with', 'interacts_with', 'produces']
['produces', 'same_as', 'isa', 'prevents']
['produces', 'associated_with', 'location_of', 'isa']
['produces', 'coexists_with', 'associated_with', 'interacts_with']
['produces', 'compared_with', 'associated_with', 'compared_with']
['produces', 'causes', 'inhibits', 'isa']
['produces', 'isa', 'disrupts', 'stimulates']
['produces', 'occurs_in', 'part_of', 'compared_with']
['produces', 'compared_with', 'produces', 'location_of']
['produces', 'causes', 'produces', 'location_of']
['produces', 'occurs_in', 'coexists_with', 'same_as']
['produces', 'inhibits', 'diagnoses', 'complicates']
['produces', 'diagnoses', 'complicates', 'compared_with']
['produces', 'produces', 'augments', 'complicates']
['produces', 'inhibits']
['produces', 'diagnoses', 'stimulates', 'causes']
['produces', 'produces', 'coexists_with', 'produces']
['produces', 'produces', 'stimulates']
['produces', 'occurs_in', 'causes', 'diagnoses']
['produces', 'treats', 'prevents', 'causes']
['produces', 'occurs_in', 'produces', 'prevents']
['produces', 'produces', 'diagnoses', 'produces']
['produces', 'same_as', 'location_of', 'causes']
['produces', 'same_as', 'isa', 'occurs_in']
['produces', 'interacts_with', 'compared_with', 'coexists_with']
['produces', 'prevents', 'same_as', 'diagnoses']
['produces']
['produces', 'associated_with', 'prevents', 'diagnoses']
['produces', 'interacts_with', 'same_as', 'augments']
['produces', 'produces', 'compared_with', 'diagnoses']
['produces', 'inhibits', 'same_as', 'complicates']
['produces', 'diagnoses', 'augments', 'associated_with']
['produces', 'inhibits', 'occurs_in', 'treats']
['produces', 'disrupts', 'causes', 'produces']
['produces', 'interacts_with', 'occurs_in', 'interacts_with']
['produces', 'causes', 'occurs_in', 'coexists_with']
['produces', 'disrupts', 'coexists_with', 'part_of']
['produces', 'diagnoses', 'treats', 'diagnoses']
['produces', 'disrupts', 'isa', 'part_of']
['produces', 'compared_with', 'produces', 'stimulates']
['produces', 'location_of', 'diagnoses', 'same_as']
['produces', 'location_of', 'location_of', 'occurs_in']
['produces', 'coexists_with', 'isa', 'affects']
['produces', 'stimulates', 'compared_with', 'diagnoses']
['produces', 'isa', 'same_as', 'treats']
['produces', 'augments', 'causes', 'coexists_with']
['produces', 'compared_with', 'isa', 'location_of']
['produces', 'treats', 'same_as', 'diagnoses']
['produces', 'associated_with', 'causes', 'prevents']
['produces', 'treats', 'associated_with', 'prevents']
['produces', 'diagnoses', 'isa', 'associated_with']
['produces', 'augments', 'prevents']
['produces', 'causes', 'part_of', 'complicates']
['produces', 'coexists_with', 'location_of', 'produces']
['produces', 'treats', 'associated_with', 'causes']
['produces', 'prevents', 'coexists_with', 'compared_with']
['produces', 'treats', 'produces', 'associated_with']
['produces', 'treats', 'causes', 'coexists_with']
['produces', 'disrupts', 'disrupts', 'associated_with']
['produces', 'coexists_with', 'location_of', 'associated_with']
['produces', 'associated_with', 'isa', 'inhibits']
['produces', 'produces', 'isa', 'treats']
['produces', 'same_as', 'interacts_with', 'coexists_with']
['produces', 'part_of', 'part_of', 'coexists_with']
['produces', 'treats', 'disrupts', 'location_of']
['produces', 'affects']
['produces', 'prevents', 'causes', 'interacts_with']
['produces', 'part_of', 'inhibits', 'occurs_in']
['produces', 'associated_with', 'disrupts', 'isa']
['produces', 'diagnoses', 'inhibits', 'causes']
['produces', 'prevents', 'interacts_with', 'isa']
['produces', 'isa', 'location_of', 'diagnoses']
['produces', 'stimulates', 'produces', 'augments']
['produces', 'interacts_with', 'associated_with', 'produces']
['produces', 'stimulates', 'isa', 'disrupts']
['produces', 'compared_with', 'augments', 'same_as']
['produces', 'interacts_with', 'isa', 'associated_with']
['produces', 'compared_with', 'prevents', 'isa']
['produces', 'stimulates']
['produces', 'associated_with', 'diagnoses', 'associated_with']
['produces', 'associated_with', 'same_as', 'complicates']
['produces', 'part_of', 'produces', 'affects']
['produces', 'occurs_in', 'interacts_with', 'isa']
['produces', 'causes', 'treats', 'prevents']
['produces', 'same_as', 'location_of', 'compared_with']
['produces', 'disrupts']
['produces', 'associated_with', 'occurs_in', 'treats']
['produces', 'prevents', 'diagnoses', 'produces']
['produces', 'augments', 'produces', 'prevents']
['produces', 'augments', 'diagnoses', 'inhibits']
['produces', 'coexists_with', 'location_of', 'stimulates']
['compared_with', 'causes', 'isa', 'interacts_with']
['compared_with', 'causes', 'interacts_with', 'isa']
['compared_with', 'inhibits', 'prevents', 'treats']
['compared_with', 'coexists_with', 'occurs_in', 'location_of']
['compared_with', 'inhibits', 'diagnoses', 'affects']
['compared_with', 'interacts_with', 'inhibits', 'treats']
['compared_with', 'isa', 'stimulates', 'coexists_with']
['compared_with', 'same_as', 'affects', 'interacts_with']
['compared_with', 'affects', 'inhibits', 'causes']
['compared_with', 'isa', 'isa', 'diagnoses']
['compared_with', 'isa', 'interacts_with', 'stimulates']
['compared_with', 'occurs_in', 'augments', 'augments']
['compared_with', 'location_of', 'coexists_with', 'disrupts']
['compared_with']
['compared_with', 'coexists_with', 'prevents', 'diagnoses']
['compared_with', 'complicates', 'occurs_in', 'complicates']
['compared_with', 'associated_with']
['compared_with', 'diagnoses', 'part_of', 'complicates']
['compared_with', 'same_as', 'stimulates', 'diagnoses']
['compared_with', 'prevents', 'complicates', 'part_of']
['compared_with', 'occurs_in', 'occurs_in', 'isa']
['compared_with', 'diagnoses', 'interacts_with', 'treats']
['compared_with', 'treats', 'augments', 'affects']
['compared_with', 'treats', 'inhibits', 'part_of']
['compared_with', 'stimulates', 'location_of', 'part_of']
['compared_with', 'interacts_with', 'isa', 'location_of']
['compared_with', 'treats', 'augments', 'same_as']
['compared_with', 'compared_with', 'complicates', 'associated_with']
['compared_with', 'same_as', 'same_as', 'affects']
['compared_with', 'augments', 'augments', 'isa']
['compared_with', 'occurs_in', 'prevents', 'coexists_with']
['compared_with', 'treats', 'disrupts', 'part_of']
['compared_with', 'complicates', 'augments', 'stimulates']
['compared_with', 'coexists_with', 'inhibits', 'prevents']
['compared_with', 'location_of', 'interacts_with', 'prevents']
['compared_with', 'diagnoses', 'location_of', 'complicates']
['compared_with', 'disrupts', 'location_of', 'produces']
['compared_with', 'diagnoses', 'compared_with', 'treats']
['compared_with', 'part_of', 'location_of', 'diagnoses']
['compared_with', 'causes', 'treats', 'treats']
['compared_with', 'augments', 'same_as']
['compared_with', 'produces', 'occurs_in', 'part_of']
['compared_with', 'part_of']
['compared_with', 'causes', 'inhibits', 'produces']
['compared_with', 'location_of', 'affects', 'treats']
['compared_with', 'diagnoses', 'part_of', 'treats']
['compared_with', 'treats', 'produces', 'coexists_with']
['compared_with', 'same_as', 'part_of', 'location_of']
['compared_with', 'interacts_with', 'associated_with', 'affects']
['compared_with', 'location_of', 'produces', 'inhibits']
['compared_with', 'diagnoses', 'coexists_with', 'complicates']
['compared_with', 'coexists_with', 'isa', 'location_of']
['compared_with', 'complicates', 'isa', 'produces']
['compared_with', 'treats', 'affects', 'location_of']
['compared_with', 'inhibits', 'complicates', 'compared_with']
['compared_with', 'complicates', 'associated_with', 'disrupts']
['compared_with', 'interacts_with', 'occurs_in', 'associated_with']
['compared_with', 'isa', 'disrupts', 'part_of']
['compared_with', 'part_of', 'affects', 'diagnoses']
['compared_with', 'part_of', 'stimulates', 'disrupts']
['compared_with', 'occurs_in', 'inhibits', 'isa']
['compared_with', 'compared_with', 'same_as', 'location_of']
['compared_with', 'associated_with', 'augments', 'interacts_with']
['compared_with', 'part_of', 'prevents', 'affects']
['compared_with', 'interacts_with', 'compared_with', 'interacts_with']
['compared_with', 'associated_with', 'augments', 'produces']
['compared_with', 'augments', 'location_of', 'compared_with']
['compared_with', 'causes', 'part_of', 'isa']
['compared_with', 'compared_with', 'affects', 'affects']
['compared_with', 'diagnoses', 'associated_with', 'location_of']
['compared_with', 'affects', 'same_as', 'augments']
['compared_with', 'causes', 'coexists_with', 'part_of']
['compared_with', 'part_of', 'augments']
['compared_with', 'inhibits']
['compared_with', 'stimulates']
['compared_with', 'disrupts', 'part_of', 'interacts_with']
['compared_with', 'location_of', 'occurs_in', 'causes']
['compared_with', 'isa', 'inhibits', 'diagnoses']
['compared_with', 'causes', 'part_of', 'affects']
['compared_with', 'augments', 'prevents', 'treats']
['compared_with', 'inhibits', 'occurs_in', 'prevents']
['compared_with', 'occurs_in', 'disrupts', 'affects']
['compared_with', 'produces', 'isa', 'associated_with']
['compared_with', 'prevents', 'inhibits', 'affects']
['compared_with', 'diagnoses', 'prevents', 'diagnoses']
['compared_with', 'same_as', 'isa', 'stimulates']
['compared_with', 'interacts_with', 'inhibits', 'stimulates']
['compared_with', 'stimulates', 'compared_with']
['compared_with', 'inhibits', 'causes', 'complicates']
['compared_with', 'affects', 'associated_with']
['compared_with', 'interacts_with', 'complicates', 'disrupts']
['compared_with', 'coexists_with']
['compared_with', 'associated_with', 'occurs_in', 'interacts_with']
['compared_with', 'part_of', 'interacts_with', 'part_of']
['compared_with', 'augments', 'disrupts', 'associated_with']
['compared_with', 'part_of', 'associated_with', 'coexists_with']
['compared_with', 'prevents', 'occurs_in', 'treats']
['compared_with', 'coexists_with', 'produces', 'coexists_with']
['augments', 'associated_with', 'stimulates', 'treats']
['augments', 'location_of']
['augments', 'treats', 'associated_with', 'part_of']
['augments', 'inhibits', 'stimulates', 'part_of']
['augments', 'stimulates', 'part_of', 'part_of']
['augments', 'associated_with', 'prevents', 'affects']
['augments', 'stimulates', 'complicates', 'treats']
['augments', 'prevents', 'associated_with', 'affects']
['augments', 'affects', 'produces', 'compared_with']
['augments', 'associated_with', 'inhibits', 'isa']
['augments', 'disrupts', 'affects', 'stimulates']
['augments', 'causes', 'part_of', 'same_as']
['augments', 'produces', 'produces', 'isa']
['augments', 'affects', 'augments', 'causes']
['augments', 'interacts_with', 'prevents', 'associated_with']
['augments', 'occurs_in', 'treats', 'interacts_with']
['augments', 'occurs_in', 'coexists_with', 'diagnoses']
['augments', 'same_as', 'treats', 'coexists_with']
['augments', 'associated_with', 'disrupts', 'location_of']
['augments', 'occurs_in', 'same_as', 'produces']
['augments', 'occurs_in', 'stimulates', 'diagnoses']
['augments', 'interacts_with', 'causes', 'location_of']
['augments', 'compared_with', 'same_as', 'same_as']
['augments', 'diagnoses', 'isa', 'prevents']
['augments', 'isa', 'location_of', 'complicates']
['augments', 'associated_with', 'stimulates', 'complicates']
['augments', 'complicates', 'affects', 'same_as']
['augments', 'same_as', 'diagnoses', 'complicates']
['augments']
['augments', 'interacts_with', 'complicates', 'isa']
['augments', 'same_as', 'affects', 'affects']
['augments', 'produces', 'part_of', 'diagnoses']
['augments', 'compared_with', 'produces', 'compared_with']
['augments', 'occurs_in', 'produces', 'same_as']
['augments', 'treats', 'location_of', 'causes']
['augments', 'occurs_in', 'isa', 'interacts_with']
['augments', 'disrupts', 'diagnoses', 'interacts_with']
['augments', 'affects']
['augments', 'produces', 'augments', 'same_as']
['augments', 'isa', 'part_of', 'occurs_in']
['augments', 'treats', 'treats', 'same_as']
['augments', 'part_of', 'inhibits', 'occurs_in']
['augments', 'prevents', 'produces', 'prevents']
['augments', 'diagnoses', 'causes', 'stimulates']
['augments', 'part_of', 'part_of']
['augments', 'causes', 'occurs_in', 'inhibits']
['augments', 'same_as', 'prevents', 'associated_with']
['augments', 'produces', 'same_as', 'produces']
['augments', 'coexists_with', 'diagnoses', 'affects']
['augments', 'treats', 'coexists_with', 'augments']
['augments', 'interacts_with', 'part_of', 'occurs_in']
['augments', 'isa']
['augments', 'same_as', 'interacts_with', 'coexists_with']
['augments', 'augments']
['augments', 'disrupts', 'stimulates', 'augments']
['augments', 'prevents', 'coexists_with', 'disrupts']
['augments', 'complicates', 'occurs_in', 'same_as']
['augments', 'augments', 'isa', 'same_as']
['augments', 'stimulates', 'location_of', 'same_as']
['augments', 'causes', 'diagnoses', 'complicates']
['augments', 'augments', 'associated_with', 'disrupts']
['augments', 'produces', 'augments', 'stimulates']
['augments', 'produces', 'same_as', 'same_as']
['augments', 'augments', 'occurs_in', 'location_of']
['augments', 'location_of', 'prevents', 'diagnoses']
['augments', 'interacts_with', 'interacts_with', 'disrupts']
['augments', 'location_of', 'occurs_in', 'diagnoses']
['augments', 'compared_with', 'occurs_in', 'treats']
['augments', 'augments', 'affects', 'produces']
['augments', 'augments', 'augments', 'prevents']
['augments', 'causes', 'occurs_in', 'occurs_in']
['augments', 'interacts_with']
['augments', 'produces', 'associated_with', 'disrupts']
['augments', 'part_of', 'prevents', 'interacts_with']
['augments', 'diagnoses', 'coexists_with', 'augments']
['augments', 'associated_with', 'occurs_in', 'complicates']
['augments', 'disrupts', 'augments', 'isa']
['augments', 'stimulates', 'affects', 'augments']
['augments', 'occurs_in', 'causes', 'compared_with']
['augments', 'causes', 'complicates', 'occurs_in']
['augments', 'compared_with', 'occurs_in', 'inhibits']
['augments', 'treats', 'treats', 'produces']
['augments', 'compared_with', 'same_as', 'complicates']
['augments', 'produces', 'prevents', 'interacts_with']
['augments', 'interacts_with', 'occurs_in', 'compared_with']
['augments', 'associated_with', 'affects', 'isa']
['augments', 'part_of', 'treats', 'diagnoses']
['augments', 'treats', 'part_of', 'affects']
['augments', 'affects', 'complicates', 'produces']
['augments', 'part_of', 'complicates', 'diagnoses']
['augments', 'associated_with', 'location_of', 'augments']
['augments', 'same_as', 'interacts_with', 'diagnoses']
['augments', 'compared_with', 'inhibits', 'treats']
['augments', 'diagnoses', 'diagnoses', 'disrupts']
['augments', 'occurs_in', 'part_of', 'affects']
['inhibits', 'same_as', 'diagnoses', 'same_as']
['inhibits', 'same_as', 'part_of', 'affects']
['inhibits', 'diagnoses', 'diagnoses', 'complicates']
['inhibits', 'complicates', 'causes', 'disrupts']
['inhibits', 'associated_with', 'produces', 'isa']
['inhibits', 'complicates', 'interacts_with', 'interacts_with']
['inhibits', 'prevents', 'treats', 'disrupts']
['inhibits', 'interacts_with', 'diagnoses', 'diagnoses']
['inhibits', 'isa', 'stimulates', 'isa']
['inhibits', 'treats', 'complicates', 'affects']
['inhibits', 'interacts_with', 'disrupts', 'complicates']
['inhibits', 'coexists_with', 'stimulates', 'produces']
['inhibits', 'location_of', 'causes', 'diagnoses']
['inhibits', 'isa', 'complicates', 'interacts_with']
['inhibits', 'affects', 'treats', 'same_as']
['inhibits', 'affects', 'treats', 'treats']
['inhibits', 'compared_with', 'location_of', 'augments']
['inhibits', 'location_of', 'stimulates', 'produces']
['inhibits', 'compared_with', 'same_as', 'stimulates']
['inhibits', 'inhibits', 'augments', 'compared_with']
['inhibits', 'interacts_with', 'treats', 'diagnoses']
['inhibits', 'location_of', 'treats', 'compared_with']
['inhibits', 'isa', 'location_of', 'associated_with']
['inhibits', 'compared_with', 'part_of', 'interacts_with']
['inhibits', 'affects', 'part_of', 'disrupts']
['inhibits', 'compared_with', 'isa', 'location_of']
['inhibits', 'complicates', 'associated_with', 'causes']
['inhibits', 'location_of', 'prevents', 'diagnoses']
['inhibits', 'affects', 'diagnoses', 'inhibits']
['inhibits', 'complicates', 'isa', 'occurs_in']
['inhibits', 'augments', 'prevents', 'inhibits']
['inhibits']
['inhibits', 'treats', 'stimulates', 'compared_with']
['inhibits', 'part_of', 'associated_with', 'part_of']
['inhibits', 'produces', 'compared_with', 'disrupts']
['inhibits', 'interacts_with', 'compared_with', 'isa']
['inhibits', 'isa', 'occurs_in', 'inhibits']
['inhibits', 'part_of']
['inhibits', 'affects', 'produces', 'associated_with']
['inhibits', 'diagnoses', 'compared_with', 'associated_with']
['inhibits', 'stimulates']
['inhibits', 'affects', 'inhibits', 'occurs_in']
['inhibits', 'associated_with', 'diagnoses', 'produces']
['inhibits', 'isa', 'affects', 'compared_with']
['inhibits', 'disrupts', 'complicates', 'causes']
['inhibits', 'causes', 'inhibits', 'treats']
['inhibits', 'disrupts', 'treats', 'same_as']
['inhibits', 'stimulates', 'diagnoses', 'stimulates']
['inhibits', 'produces', 'inhibits', 'produces']
['inhibits', 'disrupts', 'diagnoses', 'produces']
['inhibits', 'diagnoses', 'treats', 'treats']
['inhibits', 'treats', 'occurs_in', 'part_of']
['inhibits', 'same_as', 'associated_with', 'produces']
['inhibits', 'diagnoses', 'prevents', 'part_of']
['inhibits', 'augments', 'interacts_with', 'treats']
['inhibits', 'occurs_in']
['inhibits', 'complicates', 'compared_with', 'affects']
['inhibits', 'interacts_with', 'produces', 'occurs_in']
['inhibits', 'occurs_in', 'complicates', 'coexists_with']
['inhibits', 'treats', 'part_of', 'affects']
['inhibits', 'diagnoses', 'augments', 'disrupts']
['inhibits', 'interacts_with', 'interacts_with', 'isa']
['inhibits', 'same_as', 'complicates', 'compared_with']
['inhibits', 'causes', 'inhibits', 'diagnoses']
['inhibits', 'location_of', 'compared_with', 'diagnoses']
['inhibits', 'associated_with', 'associated_with', 'disrupts']
['inhibits', 'associated_with', 'augments', 'augments']
['inhibits', 'complicates', 'stimulates', 'complicates']
['inhibits', 'compared_with', 'occurs_in', 'associated_with']
['inhibits', 'inhibits', 'produces', 'occurs_in']
['inhibits', 'complicates', 'affects', 'diagnoses']
['inhibits', 'same_as', 'same_as', 'occurs_in']
['inhibits', 'same_as', 'location_of', 'part_of']
['inhibits', 'complicates', 'interacts_with', 'isa']
['inhibits', 'inhibits', 'isa', 'inhibits']
['inhibits', 'isa', 'produces', 'coexists_with']
['inhibits', 'associated_with', 'disrupts', 'same_as']
['inhibits', 'stimulates', 'compared_with', 'isa']
['inhibits', 'isa', 'location_of', 'same_as']
['inhibits', 'treats', 'compared_with', 'part_of']
['inhibits', 'affects']
['inhibits', 'causes', 'affects', 'interacts_with']
['inhibits', 'coexists_with']
['inhibits', 'produces', 'inhibits', 'location_of']
['inhibits', 'occurs_in', 'compared_with', 'augments']
['inhibits', 'treats', 'part_of', 'disrupts']
['inhibits', 'augments', 'associated_with', 'stimulates']
['inhibits', 'stimulates', 'disrupts', 'isa']
['inhibits', 'same_as', 'same_as', 'disrupts']
['inhibits', 'treats', 'compared_with', 'associated_with']
['inhibits', 'prevents', 'diagnoses', 'stimulates']
['inhibits', 'occurs_in', 'disrupts', 'compared_with']
['inhibits', 'isa', 'coexists_with', 'produces']
['inhibits', 'treats', 'part_of', 'compared_with']
['inhibits', 'produces', 'treats', 'treats']
['inhibits', 'inhibits', 'associated_with', 'same_as']
['inhibits', 'coexists_with', 'disrupts', 'stimulates']
['inhibits', 'coexists_with', 'part_of', 'stimulates']
['causes', 'complicates', 'causes', 'same_as']
['causes', 'complicates', 'compared_with', 'compared_with']
['causes', 'part_of', 'augments', 'stimulates']
['causes', 'stimulates', 'occurs_in', 'treats']
['causes', 'produces', 'augments', 'compared_with']
['causes', 'produces', 'location_of', 'stimulates']
['causes', 'prevents', 'treats', 'associated_with']
['causes', 'compared_with', 'inhibits', 'interacts_with']
['causes', 'inhibits', 'location_of', 'diagnoses']
['causes', 'produces', 'part_of', 'prevents']
['causes', 'augments', 'diagnoses', 'complicates']
['causes', 'treats', 'complicates', 'same_as']
['causes', 'disrupts']
['causes', 'location_of', 'stimulates', 'inhibits']
['causes', 'part_of', 'occurs_in', 'complicates']
['causes', 'location_of', 'treats']
['causes', 'produces', 'augments', 'occurs_in']
['causes', 'associated_with', 'same_as', 'produces']
['causes', 'interacts_with', 'prevents', 'location_of']
['causes', 'causes', 'affects', 'augments']
['causes', 'causes', 'augments', 'same_as']
['causes', 'augments', 'augments', 'same_as']
['causes', 'affects', 'isa', 'produces']
['causes', 'produces', 'inhibits', 'coexists_with']
['causes']
['causes', 'disrupts', 'coexists_with', 'associated_with']
['causes', 'disrupts', 'coexists_with', 'occurs_in']
['causes', 'complicates', 'complicates', 'inhibits']
['causes', 'diagnoses', 'same_as', 'treats']
['causes', 'coexists_with', 'treats', 'compared_with']
['causes', 'disrupts', 'disrupts', 'augments']
['causes', 'disrupts', 'coexists_with', 'part_of']
['causes', 'occurs_in', 'inhibits', 'compared_with']
['causes', 'produces', 'stimulates', 'stimulates']
['causes', 'disrupts', 'interacts_with', 'disrupts']
['causes', 'associated_with', 'diagnoses', 'occurs_in']
['causes', 'occurs_in', 'occurs_in', 'occurs_in']
['causes', 'produces', 'complicates', 'disrupts']
['causes', 'causes', 'inhibits', 'augments']
['causes', 'diagnoses', 'inhibits', 'compared_with']
['causes', 'treats', 'treats', 'affects']
['causes', 'occurs_in', 'prevents', 'same_as']
['causes', 'location_of', 'diagnoses', 'causes']
['causes', 'same_as', 'part_of', 'prevents']
['causes', 'interacts_with']
['causes', 'same_as', 'treats', 'same_as']
['causes', 'augments', 'augments', 'interacts_with']
['causes', 'treats', 'inhibits', 'prevents']
['causes', 'part_of', 'isa', 'coexists_with']
['causes', 'associated_with', 'treats', 'occurs_in']
['causes', 'part_of', 'coexists_with', 'coexists_with']
['causes', 'same_as', 'causes', 'associated_with']
['causes', 'isa', 'augments', 'part_of']
['causes', 'stimulates', 'treats', 'treats']
['causes', 'disrupts', 'associated_with', 'interacts_with']
['causes', 'stimulates', 'augments', 'treats']
['causes', 'occurs_in', 'prevents', 'causes']
['causes', 'isa', 'augments', 'interacts_with']
['causes', 'augments', 'interacts_with', 'treats']
['causes', 'disrupts', 'interacts_with', 'complicates']
['causes', 'disrupts', 'location_of', 'compared_with']
['causes', 'causes', 'associated_with', 'diagnoses']
['causes', 'affects', 'associated_with', 'location_of']
['causes', 'compared_with', 'augments', 'part_of']
['causes', 'compared_with', 'inhibits', 'disrupts']
['causes', 'treats', 'diagnoses', 'associated_with']
['causes', 'disrupts', 'prevents', 'part_of']
['causes', 'location_of', 'treats', 'disrupts']
['causes', 'causes', 'coexists_with', 'diagnoses']
['causes', 'inhibits', 'complicates', 'causes']
['causes', 'augments', 'associated_with', 'augments']
['causes', 'causes', 'prevents', 'stimulates']
['causes', 'prevents', 'same_as', 'same_as']
['causes', 'augments', 'causes', 'disrupts']
['causes', 'location_of', 'isa', 'stimulates']
['causes', 'occurs_in', 'location_of', 'prevents']
['causes', 'part_of', 'prevents', 'inhibits']
['causes', 'causes', 'stimulates', 'affects']
['causes', 'location_of', 'inhibits', 'complicates']
['causes', 'same_as', 'same_as', 'isa']
['causes', 'affects', 'associated_with', 'stimulates']
['causes', 'stimulates', 'occurs_in', 'produces']
['causes', 'prevents', 'interacts_with']
['causes', 'stimulates', 'location_of', 'part_of']
['causes', 'produces', 'compared_with', 'complicates']
['causes', 'diagnoses', 'compared_with', 'interacts_with']
['causes', 'isa', 'disrupts', 'same_as']
['causes', 'associated_with', 'part_of', 'location_of']
['causes', 'complicates', 'treats', 'produces']
['causes', 'causes', 'same_as', 'produces']
['causes', 'part_of', 'location_of', 'complicates']
['causes', 'stimulates', 'same_as', 'disrupts']
['causes', 'affects', 'treats', 'same_as']
['stimulates', 'causes', 'affects', 'prevents']
['stimulates', 'augments', 'coexists_with', 'affects']
['stimulates', 'stimulates', 'complicates', 'diagnoses']
['stimulates', 'location_of', 'interacts_with', 'compared_with']
['stimulates', 'stimulates', 'treats', 'augments']
['stimulates', 'isa', 'occurs_in', 'disrupts']
['stimulates', 'diagnoses', 'augments', 'inhibits']
['stimulates', 'complicates', 'affects', 'occurs_in']
['stimulates', 'isa', 'same_as', 'prevents']
['stimulates', 'compared_with', 'diagnoses', 'produces']
['stimulates', 'inhibits', 'part_of', 'treats']
['stimulates', 'compared_with', 'disrupts', 'causes']
['stimulates', 'part_of', 'complicates', 'complicates']
['stimulates', 'produces', 'inhibits', 'occurs_in']
['stimulates', 'compared_with', 'location_of', 'causes']
['stimulates', 'same_as', 'disrupts']
['stimulates', 'complicates', 'complicates', 'complicates']
['stimulates', 'part_of', 'complicates', 'coexists_with']
['stimulates', 'compared_with', 'augments', 'associated_with']
['stimulates', 'location_of', 'compared_with', 'interacts_with']
['stimulates', 'associated_with', 'affects', 'occurs_in']
['stimulates', 'coexists_with', 'causes', 'augments']
['stimulates', 'interacts_with', 'location_of', 'inhibits']
['stimulates', 'produces', 'occurs_in', 'diagnoses']
['stimulates', 'coexists_with', 'location_of', 'interacts_with']
['stimulates', 'occurs_in', 'occurs_in', 'associated_with']
['stimulates', 'produces', 'same_as', 'associated_with']
['stimulates', 'treats', 'associated_with', 'interacts_with']
['stimulates', 'coexists_with', 'stimulates', 'interacts_with']
['stimulates', 'same_as', 'prevents']
['stimulates', 'same_as', 'disrupts', 'augments']
['stimulates', 'prevents', 'associated_with', 'disrupts']
['stimulates', 'affects', 'isa', 'location_of']
['stimulates', 'same_as', 'location_of', 'complicates']
['stimulates', 'prevents', 'treats', 'disrupts']
['stimulates', 'prevents', 'disrupts', 'compared_with']
['stimulates', 'location_of', 'interacts_with', 'prevents']
['stimulates', 'disrupts', 'prevents', 'location_of']
['stimulates', 'diagnoses', 'associated_with', 'inhibits']
['stimulates', 'augments', 'produces', 'stimulates']
['stimulates', 'produces', 'disrupts', 'isa']
['stimulates', 'associated_with', 'part_of', 'prevents']
['stimulates', 'produces', 'part_of', 'isa']
['stimulates', 'affects', 'occurs_in', 'prevents']
['stimulates', 'coexists_with', 'affects', 'produces']
['stimulates', 'occurs_in', 'stimulates', 'part_of']
['stimulates', 'augments', 'occurs_in']
['stimulates', 'produces', 'disrupts', 'prevents']
['stimulates', 'prevents', 'coexists_with', 'location_of']
['stimulates', 'treats', 'stimulates', 'associated_with']
['stimulates', 'associated_with', 'occurs_in', 'produces']
['stimulates', 'coexists_with', 'complicates', 'same_as']
['stimulates', 'inhibits', 'affects', 'diagnoses']
['stimulates', 'stimulates', 'location_of', 'isa']
['stimulates', 'complicates', 'stimulates', 'coexists_with']
['stimulates', 'diagnoses', 'inhibits', 'produces']
['stimulates', 'isa', 'produces', 'associated_with']
['stimulates', 'inhibits', 'location_of', 'complicates']
['stimulates', 'diagnoses', 'compared_with', 'inhibits']
['stimulates', 'complicates', 'inhibits', 'causes']
['stimulates', 'stimulates', 'complicates', 'associated_with']
['stimulates', 'compared_with']
['stimulates', 'disrupts', 'treats', 'produces']
