['diagnoses', 'part_of', 'disrupts', 'augments']
['disrupts', 'produces', 'treats', 'produces']
['disrupts', 'produces', 'location_of', 'produces']
['disrupts', 'compared_with', 'compared_with', 'stimulates']
['disrupts', 'stimulates', 'compared_with', 'location_of']
['disrupts', 'same_as', 'prevents', 'produces']
['disrupts', 'treats', 'associated_with', 'same_as']
['disrupts', 'produces', 'isa', 'associated_with']
['disrupts', 'causes', 'interacts_with', 'disrupts']
['disrupts', 'stimulates', 'isa', 'produces']
['disrupts', 'coexists_with', 'augments', 'associated_with']
['disrupts', 'compared_with', 'associated_with', 'augments']
['disrupts', 'stimulates', 'same_as', 'associated_with']
['disrupts', 'compared_with', 'coexists_with', 'inhibits']
['disrupts', 'prevents', 'inhibits', 'affects']
['disrupts', 'complicates']
['produces', 'stimulates', 'disrupts', 'part_of']
['produces', 'produces', 'treats', 'prevents']
['produces', 'compared_with', 'same_as', 'causes']
['produces', 'disrupts', 'prevents', 'inhibits']
['produces', 'occurs_in', 'causes', 'same_as']
['produces', 'coexists_with', 'treats', 'complicates']
['produces', 'causes', 'compared_with']
['produces', 'coexists_with', 'compared_with']
['produces', 'same_as', 'associated_with', 'coexists_with']
['produces', 'produces']
['produces', 'inhibits', 'causes', 'location_of']
['produces', 'coexists_with', 'interacts_with', 'causes']
['produces', 'produces', 'part_of', 'affects']
['produces', 'location_of', 'augments', 'complicates']
['produces', 'produces', 'occurs_in', 'occurs_in']
['produces', 'complicates', 'augments', 'causes']
['produces', 'isa', 'location_of', 'inhibits']
['produces', 'coexists_with']
['produces', 'compared_with', 'causes', 'part_of']
['produces', 'location_of', 'causes', 'compared_with']
['produces', 'location_of', 'location_of', 'complicates']
['produces', 'complicates', 'interacts_with', 'treats']
['produces', 'isa', 'diagnoses', 'inhibits']
['produces', 'augments', 'coexists_with', 'prevents']
['produces', 'augments', 'occurs_in', 'disrupts']
['produces', 'causes', 'interacts_with', 'compared_with']
['produces', 'compared_with', 'isa', 'causes']
['produces', 'occurs_in', 'occurs_in', 'disrupts']
['produces', 'complicates', 'disrupts', 'causes']
['produces', 'interacts_with', 'associated_with', 'treats']
['produces', 'same_as', 'associated_with', 'occurs_in']
['produces', 'interacts_with', 'occurs_in', 'location_of']
['produces', 'complicates', 'causes', 'same_as']
['produces', 'produces', 'treats', 'augments']
['produces', 'complicates', 'affects', 'location_of']
['produces', 'causes']
['produces', 'disrupts', 'stimulates', 'stimulates']
['produces', 'interacts_with', 'causes', 'complicates']
['produces', 'prevents', 'produces', 'occurs_in']
['produces', 'disrupts']
['produces', 'treats', 'prevents', 'stimulates']
['produces', 'complicates']
['produces', 'stimulates', 'location_of', 'coexists_with']
['produces', 'produces', 'treats', 'complicates']
['produces', 'treats', 'diagnoses', 'stimulates']
['produces']
['produces', 'prevents', 'causes', 'augments']
['produces', 'treats', 'prevents', 'associated_with']
['produces', 'affects', 'same_as', 'part_of']
['produces', 'disrupts', 'stimulates', 'complicates']
['produces', 'disrupts', 'coexists_with', 'location_of']
['produces', 'disrupts', 'inhibits', 'associated_with']
['produces', 'interacts_with', 'produces', 'associated_with']
['produces', 'affects', 'causes', 'compared_with']
['produces', 'part_of', 'causes', 'treats']
['produces', 'causes', 'coexists_with', 'same_as']
['produces', 'disrupts', 'affects', 'interacts_with']
['produces', 'stimulates', 'stimulates', 'compared_with']
['produces', 'location_of', 'occurs_in', 'location_of']
['produces', 'treats', 'location_of', 'complicates']
['produces', 'produces', 'augments', 'prevents']
['produces', 'same_as', 'associated_with', 'diagnoses']
['produces', 'same_as', 'produces']
['produces', 'part_of', 'occurs_in', 'disrupts']
['produces', 'coexists_with', 'inhibits', 'affects']
['produces', 'occurs_in']
['produces', 'affects', 'same_as', 'causes']
['produces', 'inhibits', 'part_of']
['produces', 'associated_with', 'inhibits', 'complicates']
['produces', 'same_as', 'same_as', 'complicates']
['produces', 'compared_with']
['produces', 'associated_with', 'diagnoses', 'stimulates']
['produces', 'associated_with', 'prevents']
['produces', 'prevents', 'compared_with', 'disrupts']
['produces', 'isa', 'disrupts', 'coexists_with']
['produces', 'interacts_with', 'stimulates', 'compared_with']
['produces', 'produces', 'prevents', 'interacts_with']
['produces', 'produces', 'augments', 'coexists_with']
['produces', 'treats']
['produces', 'occurs_in', 'part_of', 'isa']
['produces', 'compared_with', 'diagnoses', 'interacts_with']
['produces', 'augments', 'associated_with', 'produces']
['produces', 'causes', 'compared_with', 'location_of']
['produces', 'coexists_with', 'causes', 'complicates']
['produces', 'augments', 'location_of', 'compared_with']
['produces', 'complicates', 'causes', 'interacts_with']
['produces', 'compared_with', 'occurs_in', 'compared_with']
['produces', 'causes', 'stimulates']
['produces', 'treats', 'stimulates', 'compared_with']
['produces', 'stimulates', 'stimulates', 'treats']
['produces', 'diagnoses', 'isa', 'interacts_with']
['produces', 'interacts_with', 'compared_with', 'associated_with']
['produces', 'affects', 'stimulates', 'augments']
['produces', 'treats', 'occurs_in', 'causes']
['compared_with', 'same_as', 'same_as', 'isa']
['compared_with', 'affects', 'compared_with', 'associated_with']
['compared_with', 'produces', 'associated_with', 'isa']
['compared_with', 'interacts_with', 'treats', 'inhibits']
['compared_with', 'location_of', 'isa', 'occurs_in']
['compared_with', 'associated_with', 'occurs_in', 'interacts_with']
['compared_with', 'compared_with', 'inhibits', 'part_of']
['compared_with', 'coexists_with', 'same_as', 'treats']
['compared_with', 'part_of', 'associated_with', 'treats']
['compared_with', 'affects', 'interacts_with', 'stimulates']
['compared_with', 'stimulates', 'complicates', 'diagnoses']
['compared_with', 'complicates', 'occurs_in', 'complicates']
['compared_with', 'produces', 'augments', 'complicates']
['compared_with', 'occurs_in', 'location_of', 'compared_with']
['compared_with', 'occurs_in', 'treats', 'disrupts']
['compared_with', 'part_of', 'compared_with', 'diagnoses']
['compared_with', 'inhibits', 'occurs_in', 'complicates']
['compared_with', 'augments', 'causes', 'prevents']
['compared_with', 'part_of', 'complicates', 'disrupts']
['compared_with', 'coexists_with', 'causes', 'compared_with']
['compared_with', 'isa', 'isa', 'associated_with']
['compared_with', 'causes', 'diagnoses', 'associated_with']
['compared_with', 'augments', 'inhibits', 'disrupts']
['compared_with', 'causes', 'prevents', 'isa']
['compared_with', 'disrupts', 'stimulates', 'stimulates']
['compared_with', 'treats', 'diagnoses', 'inhibits']
['compared_with', 'location_of', 'part_of', 'affects']
['compared_with', 'coexists_with', 'isa', 'causes']
['compared_with', 'occurs_in', 'coexists_with', 'treats']
['compared_with', 'disrupts', 'inhibits', 'stimulates']
['compared_with', 'affects', 'causes', 'produces']
['compared_with', 'disrupts', 'stimulates', 'location_of']
['compared_with', 'treats', 'associated_with', 'same_as']
['compared_with', 'produces', 'diagnoses', 'occurs_in']
['compared_with', 'treats', 'coexists_with', 'compared_with']
['compared_with', 'occurs_in', 'interacts_with', 'isa']
['compared_with', 'affects', 'location_of', 'isa']
['compared_with', 'diagnoses', 'produces', 'occurs_in']
['compared_with', 'occurs_in', 'prevents', 'inhibits']
['compared_with', 'produces', 'interacts_with', 'augments']
['compared_with', 'coexists_with', 'inhibits', 'interacts_with']
['compared_with']
['compared_with', 'produces', 'inhibits', 'coexists_with']
['compared_with', 'affects', 'diagnoses', 'affects']
['compared_with', 'isa', 'part_of']
['compared_with', 'produces', 'causes', 'prevents']
['compared_with', 'same_as', 'disrupts', 'part_of']
['compared_with', 'augments', 'affects', 'isa']
['compared_with', 'inhibits', 'part_of', 'associated_with']
['compared_with', 'location_of', 'compared_with', 'interacts_with']
['compared_with', 'interacts_with', 'causes', 'affects']
['compared_with', 'disrupts', 'inhibits', 'affects']
['compared_with', 'occurs_in', 'stimulates', 'complicates']
['compared_with', 'complicates', 'diagnoses', 'associated_with']
['compared_with', 'prevents', 'inhibits', 'prevents']
['compared_with', 'produces', 'affects', 'affects']
['compared_with', 'prevents', 'produces', 'location_of']
['compared_with', 'interacts_with', 'prevents', 'stimulates']
['compared_with', 'stimulates', 'complicates', 'affects']
['compared_with', 'prevents', 'affects', 'compared_with']
['compared_with', 'location_of', 'augments', 'inhibits']
['compared_with', 'part_of', 'inhibits', 'location_of']
['compared_with', 'stimulates', 'complicates', 'inhibits']
['compared_with', 'disrupts', 'produces', 'compared_with']
['compared_with', 'interacts_with', 'isa', 'associated_with']
['compared_with', 'location_of', 'treats', 'disrupts']
['compared_with', 'isa', 'diagnoses', 'associated_with']
['compared_with', 'compared_with', 'produces', 'diagnoses']
['compared_with', 'diagnoses', 'compared_with', 'associated_with']
['compared_with', 'prevents', 'occurs_in', 'augments']
['compared_with', 'diagnoses', 'isa', 'affects']
['compared_with', 'diagnoses', 'same_as', 'interacts_with']
['compared_with', 'same_as', 'coexists_with', 'isa']
['compared_with', 'compared_with', 'interacts_with', 'inhibits']
['compared_with', 'produces', 'interacts_with', 'coexists_with']
['compared_with', 'produces', 'produces', 'treats']
['compared_with', 'complicates', 'prevents', 'disrupts']
['compared_with', 'affects', 'location_of', 'coexists_with']
['compared_with', 'disrupts', 'compared_with', 'causes']
['compared_with', 'prevents', 'prevents', 'coexists_with']
['compared_with', 'treats', 'complicates', 'associated_with']
['compared_with', 'associated_with', 'isa', 'interacts_with']
['compared_with', 'inhibits', 'coexists_with', 'interacts_with']
['compared_with', 'interacts_with', 'occurs_in', 'prevents']
['compared_with', 'disrupts', 'augments', 'isa']
['compared_with', 'inhibits', 'part_of', 'prevents']
['compared_with', 'isa', 'occurs_in']
['compared_with', 'produces', 'stimulates', 'isa']
['compared_with', 'coexists_with', 'complicates', 'associated_with']
['compared_with', 'treats', 'occurs_in', 'associated_with']
['compared_with', 'disrupts', 'treats', 'diagnoses']
['compared_with', 'part_of', 'coexists_with', 'occurs_in']
['compared_with', 'inhibits', 'diagnoses']
['compared_with', 'same_as', 'affects', 'affects']
['compared_with', 'coexists_with', 'produces', 'affects']
['compared_with', 'coexists_with', 'coexists_with', 'part_of']
['compared_with', 'same_as', 'associated_with', 'coexists_with']
['compared_with', 'causes', 'prevents', 'stimulates']
['compared_with', 'prevents', 'coexists_with', 'augments']
['augments', 'disrupts', 'augments', 'interacts_with']
['augments', 'produces', 'disrupts', 'associated_with']
['augments', 'isa', 'inhibits', 'occurs_in']
['augments', 'complicates', 'causes', 'affects']
['augments', 'coexists_with', 'produces', 'compared_with']
['augments', 'compared_with', 'compared_with', 'compared_with']
['augments', 'occurs_in', 'complicates', 'associated_with']
['augments', 'location_of', 'causes', 'occurs_in']
['augments', 'complicates', 'associated_with', 'augments']
['augments', 'complicates', 'inhibits']
['augments', 'associated_with', 'produces', 'compared_with']
['augments', 'augments', 'occurs_in', 'location_of']
['augments', 'same_as', 'complicates', 'location_of']
['augments', 'location_of', 'diagnoses', 'coexists_with']
['augments', 'stimulates', 'prevents', 'interacts_with']
['augments', 'compared_with', 'affects', 'causes']
['augments', 'associated_with', 'inhibits', 'associated_with']
['augments', 'same_as', 'interacts_with', 'augments']
['augments', 'coexists_with', 'coexists_with', 'compared_with']
['augments', 'augments', 'produces', 'treats']
['augments', 'occurs_in', 'isa', 'location_of']
['augments', 'interacts_with', 'coexists_with', 'coexists_with']
['augments', 'produces', 'location_of', 'occurs_in']
['augments', 'isa', 'associated_with', 'causes']
['augments', 'location_of', 'inhibits', 'compared_with']
['augments', 'prevents']
['augments', 'same_as', 'part_of', 'causes']
['augments', 'associated_with', 'causes', 'location_of']
['augments', 'inhibits', 'interacts_with', 'inhibits']
['augments', 'disrupts', 'prevents', 'stimulates']
['augments', 'associated_with', 'interacts_with', 'treats']
['augments', 'treats', 'isa', 'affects']
['augments', 'causes', 'occurs_in', 'occurs_in']
['augments', 'coexists_with', 'compared_with', 'coexists_with']
['augments', 'treats', 'isa', 'part_of']
['augments', 'complicates', 'coexists_with', 'isa']
['augments', 'complicates', 'occurs_in', 'treats']
['augments', 'occurs_in', 'inhibits', 'causes']
['augments', 'part_of', 'augments', 'part_of']
['augments', 'treats', 'produces', 'augments']
['augments', 'treats', 'compared_with', 'coexists_with']
['augments', 'complicates', 'inhibits', 'stimulates']
['augments', 'causes', 'interacts_with', 'associated_with']
['augments', 'produces', 'part_of', 'same_as']
['augments', 'same_as', 'prevents', 'augments']
['augments', 'same_as', 'same_as', 'produces']
['augments', 'diagnoses', 'location_of', 'interacts_with']
['augments', 'augments', 'location_of', 'stimulates']
['augments', 'produces']
['augments', 'affects', 'prevents', 'disrupts']
['augments', 'causes', 'disrupts', 'disrupts']
['augments', 'stimulates', 'part_of', 'occurs_in']
['augments', 'diagnoses', 'coexists_with']
['augments', 'diagnoses', 'isa', 'interacts_with']
['augments', 'produces', 'isa', 'prevents']
['augments', 'coexists_with', 'associated_with', 'interacts_with']
['augments', 'same_as', 'inhibits', 'prevents']
['augments', 'diagnoses', 'affects', 'associated_with']
['augments', 'associated_with', 'stimulates', 'isa']
['augments', 'coexists_with', 'causes', 'affects']
['augments', 'inhibits']
['augments', 'affects', 'location_of', 'coexists_with']
['augments', 'occurs_in', 'occurs_in', 'treats']
['augments', 'augments', 'associated_with', 'interacts_with']
['augments', 'interacts_with', 'part_of', 'diagnoses']
['augments', 'location_of', 'location_of', 'complicates']
['augments', 'same_as', 'coexists_with', 'causes']
['augments', 'stimulates', 'diagnoses', 'augments']
['augments', 'augments', 'same_as', 'occurs_in']
['augments', 'augments', 'part_of', 'same_as']
['augments', 'treats', 'isa', 'location_of']
['augments', 'isa']
['augments', 'affects', 'augments', 'stimulates']
['augments', 'interacts_with', 'inhibits', 'occurs_in']
['augments', 'occurs_in', 'occurs_in', 'associated_with']
['augments', 'causes', 'diagnoses', 'produces']
['augments']
['augments', 'occurs_in']
['augments', 'disrupts', 'prevents', 'interacts_with']
['augments', 'treats', 'occurs_in', 'coexists_with']
['augments', 'treats', 'inhibits', 'causes']
['augments', 'associated_with', 'inhibits', 'prevents']
['augments', 'treats', 'affects', 'inhibits']
['augments', 'compared_with', 'disrupts', 'prevents']
['augments', 'interacts_with', 'diagnoses', 'isa']
['augments', 'same_as', 'augments', 'associated_with']
['augments', 'interacts_with', 'prevents', 'complicates']
['augments', 'compared_with']
['augments', 'prevents', 'location_of', 'causes']
['augments', 'same_as', 'part_of', 'occurs_in']
['augments', 'interacts_with', 'inhibits', 'isa']
['augments', 'stimulates', 'occurs_in']
['augments', 'associated_with', 'part_of', 'augments']
['augments', 'occurs_in', 'interacts_with', 'same_as']
['augments', 'occurs_in', 'affects', 'treats']
['augments', 'part_of', 'complicates', 'interacts_with']
['augments', 'location_of', 'occurs_in', 'same_as']
['inhibits', 'prevents', 'location_of', 'occurs_in']
['inhibits', 'diagnoses', 'treats']
['inhibits', 'same_as', 'part_of', 'complicates']
['inhibits', 'affects', 'diagnoses', 'part_of']
['inhibits', 'disrupts', 'same_as', 'location_of']
['inhibits', 'isa', 'location_of', 'disrupts']
['inhibits', 'treats', 'part_of', 'interacts_with']
['inhibits', 'affects', 'disrupts', 'affects']
['inhibits', 'complicates', 'occurs_in', 'coexists_with']
['inhibits', 'isa', 'inhibits', 'augments']
['inhibits', 'same_as', 'stimulates', 'same_as']
['inhibits', 'disrupts', 'produces', 'interacts_with']
['inhibits', 'location_of', 'isa', 'complicates']
['inhibits', 'produces', 'disrupts', 'treats']
['inhibits', 'affects']
['inhibits', 'disrupts', 'affects', 'complicates']
['inhibits', 'occurs_in', 'location_of', 'part_of']
['inhibits', 'interacts_with', 'location_of', 'location_of']
['inhibits', 'stimulates', 'coexists_with', 'augments']
['inhibits', 'stimulates', 'diagnoses', 'prevents']
['inhibits', 'location_of', 'complicates', 'coexists_with']
['inhibits', 'coexists_with', 'isa', 'part_of']
['inhibits', 'isa', 'interacts_with', 'location_of']
['inhibits', 'causes', 'coexists_with', 'inhibits']
['inhibits', 'stimulates', 'occurs_in', 'stimulates']
['inhibits', 'produces', 'coexists_with', 'coexists_with']
['inhibits', 'same_as', 'location_of', 'complicates']
['inhibits', 'treats', 'complicates', 'causes']
['inhibits', 'coexists_with', 'stimulates', 'diagnoses']
['inhibits', 'coexists_with', 'part_of', 'augments']
['inhibits', 'associated_with', 'disrupts', 'same_as']
['inhibits', 'coexists_with', 'isa', 'affects']
['inhibits', 'location_of', 'diagnoses', 'prevents']
['inhibits', 'produces', 'occurs_in', 'inhibits']
['inhibits', 'affects', 'occurs_in', 'associated_with']
['inhibits', 'causes', 'inhibits', 'complicates']
['inhibits', 'part_of', 'inhibits', 'part_of']
['inhibits', 'part_of', 'part_of', 'complicates']
['inhibits', 'stimulates', 'part_of', 'produces']
['inhibits', 'same_as', 'isa', 'treats']
['inhibits', 'interacts_with', 'same_as', 'prevents']
['inhibits', 'prevents', 'complicates', 'same_as']
['inhibits', 'same_as', 'occurs_in', 'inhibits']
['inhibits', 'diagnoses', 'interacts_with', 'location_of']
['inhibits', 'complicates', 'augments', 'prevents']
['inhibits', 'complicates', 'inhibits', 'treats']
['inhibits', 'isa', 'prevents', 'complicates']
['inhibits', 'treats', 'same_as', 'diagnoses']
['inhibits', 'associated_with', 'augments', 'interacts_with']
['inhibits', 'treats', 'produces', 'prevents']
['inhibits', 'stimulates', 'occurs_in', 'isa']
['inhibits', 'interacts_with', 'prevents', 'compared_with']
['inhibits', 'prevents', 'occurs_in', 'compared_with']
['inhibits']
['inhibits', 'diagnoses', 'isa', 'interacts_with']
['inhibits', 'prevents', 'associated_with', 'augments']
['inhibits', 'same_as', 'coexists_with']
['inhibits', 'produces', 'complicates', 'prevents']
['inhibits', 'occurs_in', 'disrupts', 'affects']
['inhibits', 'associated_with', 'causes', 'treats']
['inhibits', 'compared_with', 'affects', 'associated_with']
['inhibits', 'affects', 'complicates', 'diagnoses']
['inhibits', 'prevents', 'occurs_in', 'isa']
['inhibits', 'location_of', 'treats', 'complicates']
['inhibits', 'occurs_in', 'coexists_with', 'coexists_with']
['inhibits', 'complicates', 'part_of', 'occurs_in']
['inhibits', 'prevents', 'treats', 'isa']
['inhibits', 'disrupts', 'prevents', 'diagnoses']
['inhibits', 'affects', 'associated_with', 'interacts_with']
['inhibits', 'affects', 'part_of', 'associated_with']
['inhibits', 'disrupts', 'compared_with', 'compared_with']
['inhibits', 'interacts_with', 'inhibits', 'produces']
['inhibits', 'treats', 'produces', 'treats']
['inhibits', 'stimulates', 'occurs_in', 'interacts_with']
['inhibits', 'coexists_with', 'isa', 'produces']
['inhibits', 'occurs_in', 'produces', 'produces']
['inhibits', 'same_as', 'stimulates', 'inhibits']
['inhibits', 'augments', 'associated_with', 'complicates']
['inhibits', 'diagnoses', 'isa']
['inhibits', 'produces', 'prevents', 'prevents']
['inhibits', 'coexists_with', 'augments', 'coexists_with']
['inhibits', 'diagnoses', 'part_of', 'interacts_with']
['inhibits', 'part_of', 'coexists_with', 'same_as']
['inhibits', 'complicates', 'part_of', 'augments']
['inhibits', 'part_of']
['inhibits', 'same_as', 'augments', 'prevents']
['inhibits', 'augments', 'causes', 'affects']
['inhibits', 'augments', 'disrupts', 'same_as']
['inhibits', 'diagnoses', 'interacts_with', 'treats']
['inhibits', 'interacts_with', 'prevents', 'produces']
['inhibits', 'inhibits', 'location_of', 'coexists_with']
['inhibits', 'inhibits']
['inhibits', 'diagnoses']
['inhibits', 'complicates', 'treats', 'same_as']
['inhibits', 'affects', 'same_as']
['inhibits', 'complicates', 'associated_with', 'augments']
['causes', 'stimulates', 'produces', 'diagnoses']
['causes', 'affects', 'affects', 'stimulates']
['causes', 'interacts_with']
['causes', 'coexists_with', 'compared_with', 'treats']
['causes', 'diagnoses', 'occurs_in', 'augments']
['causes', 'complicates', 'affects', 'augments']
['causes', 'complicates', 'complicates', 'prevents']
['causes', 'interacts_with', 'stimulates', 'interacts_with']
['causes', 'location_of', 'augments', 'interacts_with']
['causes', 'treats', 'prevents', 'diagnoses']
['causes', 'associated_with', 'compared_with', 'diagnoses']
['causes', 'affects', 'occurs_in', 'interacts_with']
['causes', 'prevents', 'produces', 'affects']
['causes', 'prevents', 'diagnoses', 'disrupts']
['causes', 'prevents', 'occurs_in', 'treats']
['causes', 'interacts_with', 'produces', 'location_of']
['causes', 'isa', 'isa', 'inhibits']
['causes', 'stimulates', 'location_of', 'stimulates']
['causes', 'produces', 'complicates', 'associated_with']
['causes', 'prevents', 'augments', 'complicates']
['causes', 'occurs_in', 'occurs_in', 'prevents']
['causes', 'location_of', 'part_of', 'inhibits']
['causes', 'produces', 'diagnoses', 'compared_with']
['causes', 'interacts_with', 'prevents']
['causes', 'affects', 'diagnoses', 'disrupts']
['causes', 'treats', 'compared_with', 'isa']
['causes', 'coexists_with', 'part_of', 'diagnoses']
['causes', 'affects', 'isa', 'produces']
['causes']
['causes', 'same_as', 'occurs_in', 'part_of']
['causes', 'causes', 'compared_with', 'diagnoses']
['causes', 'part_of', 'augments', 'diagnoses']
['causes', 'complicates', 'prevents', 'part_of']
['causes', 'treats', 'causes', 'associated_with']
['causes', 'complicates', 'part_of', 'same_as']
['causes', 'location_of', 'complicates', 'stimulates']
['causes', 'treats', 'isa', 'treats']
['causes', 'stimulates', 'causes', 'coexists_with']
['causes', 'augments', 'produces', 'compared_with']
['causes', 'inhibits', 'prevents', 'complicates']
['causes', 'treats', 'causes', 'complicates']
['causes', 'treats', 'augments', 'produces']
['causes', 'occurs_in', 'interacts_with', 'produces']
['causes', 'affects', 'inhibits', 'affects']
['causes', 'complicates', 'treats', 'treats']
['causes', 'isa', 'prevents', 'isa']
['causes', 'associated_with', 'diagnoses', 'prevents']
['causes', 'produces', 'disrupts', 'associated_with']
['causes', 'location_of', 'diagnoses', 'causes']
['causes', 'diagnoses', 'same_as', 'coexists_with']
['causes', 'treats', 'augments', 'diagnoses']
['causes', 'treats', 'inhibits', 'augments']
['causes', 'part_of', 'isa']
['causes', 'diagnoses', 'augments', 'part_of']
['causes', 'disrupts', 'isa', 'augments']
['causes', 'compared_with', 'compared_with', 'causes']
['causes', 'occurs_in', 'coexists_with', 'location_of']
['causes', 'complicates', 'compared_with', 'isa']
['causes', 'same_as', 'interacts_with', 'location_of']
['causes', 'prevents', 'produces']
['causes', 'stimulates', 'inhibits', 'affects']
['causes', 'coexists_with']
['causes', 'treats', 'disrupts', 'prevents']
['causes', 'part_of', 'inhibits', 'augments']
['causes', 'affects', 'complicates', 'part_of']
['causes', 'complicates', 'disrupts', 'augments']
['causes', 'isa', 'treats', 'stimulates']
['causes', 'augments', 'affects', 'part_of']
['causes', 'causes', 'complicates', 'complicates']
['causes', 'stimulates', 'interacts_with', 'part_of']
['causes', 'diagnoses', 'prevents', 'associated_with']
['causes', 'same_as', 'associated_with', 'compared_with']
['causes', 'stimulates', 'stimulates', 'disrupts']
['causes', 'diagnoses', 'inhibits']
['causes', 'affects', 'isa', 'augments']
['causes', 'affects', 'prevents', 'occurs_in']
['causes', 'causes', 'compared_with', 'produces']
['causes', 'augments', 'treats', 'coexists_with']
['causes', 'location_of', 'interacts_with', 'inhibits']
['causes', 'location_of', 'coexists_with', 'prevents']
['causes', 'interacts_with', 'complicates', 'complicates']
['causes', 'affects', 'affects', 'isa']
['causes', 'complicates', 'same_as', 'part_of']
['causes', 'inhibits', 'augments', 'stimulates']
['causes', 'same_as', 'disrupts', 'location_of']
['causes', 'causes', 'complicates', 'same_as']
['causes', 'prevents', 'causes', 'diagnoses']
['causes', 'location_of', 'interacts_with']
['causes', 'causes', 'occurs_in', 'location_of']
['causes', 'inhibits', 'isa']
['causes', 'stimulates', 'complicates', 'complicates']
['causes', 'causes', 'complicates', 'associated_with']
['causes', 'affects', 'location_of', 'same_as']
['stimulates', 'causes', 'causes', 'diagnoses']
['stimulates', 'occurs_in', 'affects', 'augments']
['stimulates', 'part_of', 'treats', 'interacts_with']
['stimulates', 'interacts_with', 'coexists_with', 'prevents']
['stimulates', 'produces', 'associated_with', 'disrupts']
['stimulates', 'isa', 'stimulates', 'complicates']
['stimulates', 'interacts_with', 'causes', 'inhibits']
['stimulates', 'affects', 'causes', 'coexists_with']
['stimulates', 'coexists_with', 'isa', 'interacts_with']
['stimulates', 'interacts_with', 'inhibits', 'location_of']
['stimulates']
['stimulates', 'augments', 'interacts_with', 'occurs_in']
['stimulates', 'compared_with', 'part_of', 'coexists_with']
['stimulates', 'occurs_in', 'diagnoses', 'diagnoses']
['stimulates', 'location_of', 'compared_with', 'interacts_with']
['stimulates', 'compared_with', 'stimulates', 'stimulates']
['stimulates', 'compared_with', 'interacts_with', 'interacts_with']
['stimulates', 'same_as', 'same_as', 'disrupts']
['stimulates', 'interacts_with', 'causes', 'complicates']
['stimulates', 'affects', 'affects', 'disrupts']
['stimulates', 'coexists_with', 'disrupts', 'part_of']
['stimulates', 'complicates', 'augments', 'occurs_in']
['stimulates', 'coexists_with', 'produces', 'same_as']
['stimulates', 'prevents', 'occurs_in', 'stimulates']
['stimulates', 'treats', 'stimulates', 'causes']
['stimulates', 'diagnoses', 'affects', 'interacts_with']
['stimulates', 'produces', 'same_as', 'occurs_in']
['stimulates', 'disrupts']
['stimulates', 'compared_with']
['stimulates', 'coexists_with', 'prevents', 'stimulates']
['stimulates', 'associated_with', 'disrupts', 'diagnoses']
['stimulates', 'diagnoses', 'produces', 'complicates']
['stimulates', 'same_as', 'prevents', 'affects']
['stimulates', 'produces', 'isa', 'compared_with']
['stimulates', 'same_as', 'stimulates', 'produces']
['stimulates', 'coexists_with', 'part_of', 'associated_with']
['stimulates', 'associated_with', 'prevents', 'compared_with']
['stimulates', 'produces', 'same_as', 'compared_with']
['stimulates', 'occurs_in', 'associated_with', 'diagnoses']
['stimulates', 'occurs_in', 'affects', 'prevents']
['stimulates', 'produces', 'same_as', 'inhibits']
['stimulates', 'complicates', 'diagnoses', 'diagnoses']
['stimulates', 'part_of', 'part_of', 'same_as']
['stimulates', 'affects', 'same_as', 'disrupts']
['stimulates', 'same_as', 'isa', 'inhibits']
['stimulates', 'causes', 'complicates', 'inhibits']
['stimulates', 'disrupts', 'part_of', 'isa']
['stimulates', 'compared_with', 'causes', 'compared_with']
['stimulates', 'interacts_with', 'part_of', 'coexists_with']
['stimulates', 'compared_with', 'complicates']
['stimulates', 'inhibits', 'inhibits', 'coexists_with']
['stimulates', 'disrupts', 'complicates', 'stimulates']
['stimulates', 'compared_with', 'stimulates', 'isa']
['stimulates', 'part_of', 'inhibits', 'isa']
['stimulates', 'interacts_with', 'coexists_with', 'affects']
['stimulates', 'treats', 'causes', 'augments']
['stimulates', 'location_of', 'coexists_with', 'inhibits']
['stimulates', 'coexists_with', 'causes', 'compared_with']
['stimulates', 'interacts_with', 'part_of', 'stimulates']
['stimulates', 'compared_with', 'affects', 'compared_with']
['stimulates', 'part_of', 'coexists_with', 'inhibits']
['stimulates', 'inhibits', 'coexists_with', 'complicates']
['stimulates', 'produces', 'compared_with', 'isa']
['stimulates', 'isa', 'treats', 'interacts_with']
['stimulates', 'same_as', 'location_of', 'diagnoses']
['stimulates', 'prevents', 'stimulates', 'complicates']
['stimulates', 'occurs_in', 'prevents', 'augments']
['stimulates', 'treats', 'disrupts', 'compared_with']
['stimulates', 'stimulates', 'causes', 'causes']
['stimulates', 'isa', 'part_of', 'treats']
['stimulates', 'prevents', 'associated_with', 'causes']
['stimulates', 'treats', 'diagnoses', 'causes']
['stimulates', 'inhibits', 'compared_with', 'occurs_in']
['stimulates', 'causes']
['stimulates', 'disrupts', 'diagnoses', 'disrupts']
['stimulates', 'causes', 'stimulates', 'causes']
['stimulates', 'coexists_with', 'stimulates', 'interacts_with']
['stimulates', 'affects', 'interacts_with', 'location_of']
['stimulates', 'affects', 'augments', 'prevents']
['stimulates', 'interacts_with', 'isa', 'causes']
['stimulates', 'compared_with', 'occurs_in', 'part_of']
['stimulates', 'compared_with', 'causes', 'diagnoses']
['stimulates', 'same_as', 'augments', 'coexists_with']
['stimulates', 'affects']
['stimulates', 'augments', 'associated_with', 'same_as']
