['diagnoses', 'diagnoses', 'location_of', 'stimulates']
['disrupts', 'causes', 'produces', 'causes']
['disrupts', 'isa', 'occurs_in', 'inhibits']
['disrupts', 'location_of', 'coexists_with', 'associated_with']
['disrupts']
['disrupts', 'part_of', 'prevents', 'associated_with']
['disrupts', 'associated_with', 'same_as', 'treats']
['disrupts', 'coexists_with', 'part_of']
['disrupts', 'causes', 'coexists_with']
['disrupts', 'interacts_with', 'interacts_with', 'occurs_in']
['disrupts', 'produces', 'stimulates', 'same_as']
['disrupts', 'inhibits', 'same_as', 'causes']
['disrupts', 'coexists_with', 'location_of', 'interacts_with']
['disrupts', 'causes', 'produces', 'stimulates']
['disrupts', 'associated_with', 'affects', 'isa']
['disrupts', 'coexists_with', 'augments', 'occurs_in']
['disrupts', 'isa', 'prevents', 'complicates']
['disrupts', 'produces', 'diagnoses', 'location_of']
['disrupts', 'isa', 'same_as', 'same_as']
['disrupts', 'inhibits', 'disrupts', 'coexists_with']
['disrupts', 'augments', 'stimulates', 'causes']
['disrupts', 'part_of', 'location_of', 'prevents']
['disrupts', 'associated_with', 'stimulates', 'coexists_with']
['disrupts', 'treats', 'isa', 'produces']
['disrupts', 'stimulates', 'augments', 'part_of']
['produces', 'compared_with', 'isa', 'location_of']
['produces', 'treats', 'associated_with', 'prevents']
['produces', 'causes', 'associated_with', 'disrupts']
['produces', 'augments', 'produces', 'prevents']
['produces', 'produces', 'compared_with', 'isa']
['produces', 'diagnoses', 'isa', 'associated_with']
['produces', 'augments', 'prevents']
['produces', 'coexists_with', 'location_of', 'produces']
['produces', 'coexists_with', 'location_of', 'isa']
['produces', 'location_of', 'part_of', 'interacts_with']
['produces', 'isa', 'same_as', 'treats']
['produces', 'treats', 'associated_with', 'causes']
['produces', 'interacts_with', 'compared_with', 'compared_with']
['produces', 'coexists_with', 'interacts_with', 'produces']
['produces', 'same_as', 'isa', 'prevents']
['produces', 'treats', 'causes', 'coexists_with']
['produces', 'coexists_with', 'associated_with', 'interacts_with']
['produces', 'disrupts', 'disrupts', 'associated_with']
['produces', 'coexists_with', 'location_of', 'associated_with']
['produces', 'compared_with', 'associated_with', 'compared_with']
['produces', 'same_as', 'interacts_with', 'coexists_with']
['produces', 'occurs_in', 'part_of', 'compared_with']
['produces', 'part_of', 'part_of', 'coexists_with']
['produces', 'produces', 'coexists_with', 'affects']
['produces', 'associated_with', 'disrupts', 'isa']
['produces', 'diagnoses', 'inhibits', 'causes']
['produces', 'stimulates', 'isa', 'disrupts']
['produces', 'interacts_with', 'isa', 'associated_with']
['produces', 'compared_with', 'produces', 'stimulates']
['produces', 'compared_with', 'prevents', 'isa']
['produces', 'occurs_in', 'causes', 'diagnoses']
['produces', 'treats', 'prevents', 'causes']
['produces', 'stimulates', 'produces', 'augments']
['produces', 'occurs_in', 'produces', 'prevents']
['produces', 'prevents', 'same_as', 'diagnoses']
['produces']
['produces', 'part_of', 'produces', 'affects']
['produces', 'disrupts', 'treats', 'diagnoses']
['produces', 'augments', 'compared_with', 'inhibits']
['produces', 'associated_with', 'prevents', 'diagnoses']
['produces', 'causes']
['produces', 'diagnoses', 'treats', 'diagnoses']
['produces', 'same_as', 'location_of', 'compared_with']
['produces', 'disrupts']
['produces', 'disrupts', 'isa', 'part_of']
['produces', 'location_of', 'diagnoses', 'same_as']
['produces', 'location_of', 'location_of', 'occurs_in']
['produces', 'coexists_with', 'isa', 'affects']
['produces', 'stimulates', 'compared_with', 'diagnoses']
['produces', 'coexists_with', 'location_of', 'stimulates']
['produces', 'augments', 'causes', 'coexists_with']
['produces', 'occurs_in', 'interacts_with', 'isa']
['produces', 'treats', 'same_as', 'diagnoses']
['produces', 'associated_with', 'causes', 'prevents']
['produces', 'part_of', 'inhibits', 'occurs_in']
['produces', 'stimulates', 'inhibits', 'interacts_with']
['produces', 'prevents', 'diagnoses', 'produces']
['produces', 'produces', 'augments', 'complicates']
['produces', 'stimulates']
['produces', 'interacts_with', 'affects', 'associated_with']
['produces', 'causes', 'part_of', 'complicates']
['produces', 'prevents', 'coexists_with', 'compared_with']
['produces', 'causes', 'inhibits', 'isa']
['produces', 'associated_with', 'isa', 'inhibits']
['produces', 'produces', 'isa', 'treats']
['produces', 'isa', 'disrupts', 'stimulates']
['produces', 'treats', 'disrupts', 'location_of']
['produces', 'compared_with', 'produces', 'location_of']
['produces', 'same_as', 'isa', 'occurs_in']
['produces', 'affects']
['produces', 'occurs_in', 'coexists_with', 'same_as']
['produces', 'inhibits', 'diagnoses', 'complicates']
['produces', 'prevents', 'causes', 'interacts_with']
['produces', 'diagnoses', 'complicates', 'compared_with']
['produces', 'isa', 'location_of', 'diagnoses']
['produces', 'prevents', 'interacts_with', 'isa']
['produces', 'compared_with', 'augments', 'same_as']
['produces', 'inhibits']
['produces', 'disrupts', 'stimulates', 'causes']
['produces', 'causes', 'affects', 'location_of']
['produces', 'location_of', 'produces', 'associated_with']
['produces', 'produces', 'stimulates']
['produces', 'interacts_with', 'same_as', 'interacts_with']
['produces', 'same_as', 'location_of', 'causes']
['produces', 'interacts_with', 'associated_with', 'produces']
['produces', 'interacts_with', 'compared_with', 'coexists_with']
['produces', 'associated_with', 'same_as', 'complicates']
['produces', 'produces', 'diagnoses', 'same_as']
['produces', 'diagnoses', 'interacts_with', 'occurs_in']
['produces', 'interacts_with', 'same_as', 'augments']
['produces', 'inhibits', 'occurs_in', 'treats']
['produces', 'disrupts', 'causes', 'produces']
['produces', 'causes', 'occurs_in', 'coexists_with']
['produces', 'disrupts', 'coexists_with', 'part_of']
['produces', 'associated_with', 'occurs_in', 'treats']
['produces', 'associated_with', 'location_of', 'associated_with']
['produces', 'diagnoses', 'augments', 'associated_with']
['compared_with', 'inhibits', 'prevents', 'treats']
['compared_with', 'coexists_with', 'occurs_in', 'location_of']
['compared_with', 'complicates', 'isa', 'produces']
['compared_with', 'treats', 'affects', 'location_of']
['compared_with', 'inhibits', 'complicates', 'compared_with']
['compared_with', 'complicates', 'associated_with', 'disrupts']
['compared_with', 'treats', 'augments', 'affects']
['compared_with', 'treats', 'inhibits', 'part_of']
['compared_with', 'isa', 'disrupts', 'part_of']
['compared_with', 'isa', 'isa', 'diagnoses']
['compared_with', 'part_of', 'affects', 'diagnoses']
['compared_with', 'part_of', 'stimulates', 'disrupts']
['compared_with']
['compared_with', 'coexists_with', 'prevents', 'diagnoses']
['compared_with', 'part_of', 'prevents', 'affects']
['compared_with', 'associated_with']
['compared_with', 'augments', 'prevents', 'treats']
['compared_with', 'prevents', 'complicates', 'part_of']
['compared_with', 'coexists_with', 'associated_with', 'affects']
['compared_with', 'isa', 'coexists_with', 'stimulates']
['compared_with', 'treats', 'prevents', 'part_of']
['compared_with', 'augments', 'location_of', 'compared_with']
['compared_with', 'occurs_in', 'augments', 'augments']
['compared_with', 'associated_with', 'augments', 'interacts_with']
['compared_with', 'diagnoses', 'associated_with', 'location_of']
['compared_with', 'causes', 'coexists_with', 'part_of']
['compared_with', 'inhibits']
['compared_with', 'associated_with', 'augments', 'produces']
['compared_with', 'location_of', 'occurs_in', 'causes']
['compared_with', 'isa', 'inhibits', 'diagnoses']
['compared_with', 'diagnoses', 'interacts_with', 'treats']
['compared_with', 'causes', 'part_of', 'affects']
['compared_with', 'same_as', 'same_as', 'affects']
['compared_with', 'occurs_in', 'prevents', 'coexists_with']
['compared_with', 'complicates', 'augments', 'stimulates']
['compared_with', 'coexists_with', 'inhibits', 'prevents']
['compared_with', 'location_of', 'interacts_with', 'prevents']
['compared_with', 'stimulates', 'compared_with']
['compared_with', 'diagnoses', 'location_of', 'complicates']
['compared_with', 'diagnoses', 'compared_with', 'treats']
['compared_with', 'produces', 'isa', 'associated_with']
['compared_with', 'part_of', 'location_of', 'diagnoses']
['compared_with', 'augments', 'same_as']
['compared_with', 'part_of', 'associated_with', 'coexists_with']
['compared_with', 'same_as', 'part_of', 'location_of']
['compared_with', 'coexists_with', 'produces', 'coexists_with']
['compared_with', 'causes', 'isa', 'interacts_with']
['compared_with', 'causes', 'interacts_with', 'isa']
['compared_with', 'location_of', 'produces', 'inhibits']
['compared_with', 'coexists_with', 'isa', 'location_of']
['compared_with', 'causes', 'treats', 'treats']
['compared_with', 'inhibits', 'diagnoses', 'affects']
['compared_with', 'associated_with', 'occurs_in', 'interacts_with']
['compared_with', 'isa', 'stimulates', 'coexists_with']
['compared_with', 'same_as', 'affects', 'interacts_with']
['compared_with', 'affects', 'inhibits', 'causes']
['compared_with', 'location_of', 'coexists_with', 'disrupts']
['compared_with', 'compared_with', 'same_as', 'location_of']
['compared_with', 'treats', 'augments', 'same_as']
['compared_with', 'diagnoses', 'part_of', 'complicates']
['compared_with', 'interacts_with', 'compared_with', 'interacts_with']
['compared_with', 'occurs_in', 'occurs_in', 'isa']
['compared_with', 'diagnoses', 'prevents', 'diagnoses']
['compared_with', 'causes', 'part_of', 'isa']
['compared_with', 'part_of']
['compared_with', 'compared_with', 'affects', 'affects']
['compared_with', 'affects', 'same_as', 'augments']
['compared_with', 'part_of', 'augments']
['compared_with', 'diagnoses', 'coexists_with', 'coexists_with']
['compared_with', 'same_as', 'stimulates', 'diagnoses']
['compared_with', 'stimulates']
['compared_with', 'complicates', 'affects', 'complicates']
['compared_with', 'disrupts', 'part_of', 'interacts_with']
['compared_with', 'produces', 'occurs_in', 'part_of']
['compared_with', 'interacts_with', 'isa', 'location_of']
['compared_with', 'diagnoses', 'part_of', 'treats']
['compared_with', 'stimulates', 'inhibits', 'isa']
['compared_with', 'compared_with', 'complicates', 'associated_with']
['compared_with', 'augments', 'augments', 'isa']
['compared_with', 'inhibits', 'occurs_in', 'prevents']
['compared_with', 'occurs_in', 'disrupts', 'affects']
['compared_with', 'prevents', 'inhibits', 'affects']
['compared_with', 'same_as', 'isa', 'stimulates']
['compared_with', 'interacts_with', 'inhibits', 'treats']
['compared_with', 'interacts_with', 'inhibits', 'stimulates']
['compared_with', 'inhibits', 'causes', 'complicates']
['compared_with', 'disrupts', 'location_of', 'produces']
['compared_with', 'affects', 'associated_with']
['compared_with', 'interacts_with', 'complicates', 'disrupts']
['compared_with', 'coexists_with']
['compared_with', 'part_of', 'interacts_with', 'part_of']
['compared_with', 'location_of', 'occurs_in', 'treats']
['compared_with', 'augments', 'disrupts', 'associated_with']
['compared_with', 'causes', 'inhibits', 'produces']
['compared_with', 'location_of', 'affects', 'treats']
['compared_with', 'treats', 'produces', 'coexists_with']
['augments']
['augments', 'complicates', 'occurs_in', 'same_as']
['augments', 'inhibits', 'stimulates', 'part_of']
['augments', 'same_as', 'interacts_with', 'diagnoses']
['augments', 'associated_with', 'prevents', 'affects']
['augments', 'causes', 'diagnoses', 'complicates']
['augments', 'associated_with', 'inhibits', 'isa']
['augments', 'causes', 'part_of', 'same_as']
['augments', 'treats', 'same_as', 'same_as']
['augments', 'affects', 'augments', 'causes']
['augments', 'produces', 'part_of', 'diagnoses']
['augments', 'compared_with', 'produces', 'compared_with']
['augments', 'occurs_in', 'same_as', 'produces']
['augments', 'location_of', 'prevents', 'diagnoses']
['augments', 'produces', 'augments', 'same_as']
['augments', 'interacts_with', 'interacts_with', 'disrupts']
['augments', 'compared_with', 'occurs_in', 'treats']
['augments', 'interacts_with', 'causes', 'location_of']
['augments', 'diagnoses', 'isa', 'prevents']
['augments', 'isa', 'location_of', 'complicates']
['augments', 'part_of', 'prevents', 'interacts_with']
['augments', 'complicates', 'affects', 'same_as']
['augments', 'same_as', 'diagnoses', 'complicates']
['augments', 'augments', 'affects', 'produces']
['augments', 'stimulates', 'affects', 'augments']
['augments', 'affects', 'diagnoses', 'compared_with']
['augments', 'same_as', 'affects', 'affects']
['augments', 'occurs_in', 'isa', 'complicates']
['augments', 'occurs_in', 'part_of', 'affects']
['augments', 'associated_with', 'occurs_in', 'complicates']
['augments', 'causes', 'complicates', 'occurs_in']
['augments', 'isa', 'part_of', 'occurs_in']
['augments', 'prevents', 'produces', 'prevents']
['augments', 'diagnoses', 'causes', 'stimulates']
['augments', 'part_of', 'part_of']
['augments', 'causes', 'occurs_in', 'inhibits']
['augments', 'associated_with', 'affects', 'isa']
['augments', 'treats', 'part_of', 'affects']
['augments', 'part_of', 'complicates', 'diagnoses']
['augments', 'associated_with', 'location_of', 'augments']
['augments', 'diagnoses', 'diagnoses', 'disrupts']
['augments', 'isa']
['augments', 'disrupts', 'stimulates', 'augments']
['augments', 'produces', 'prevents', 'interacts_with']
['augments', 'location_of']
['augments', 'prevents', 'coexists_with', 'disrupts']
['augments', 'augments', 'isa', 'same_as']
['augments', 'stimulates', 'part_of', 'part_of']
['augments', 'stimulates', 'location_of', 'same_as']
['augments', 'stimulates', 'complicates', 'treats']
['augments', 'prevents', 'associated_with', 'affects']
['augments', 'augments', 'associated_with', 'disrupts']
['augments', 'disrupts', 'affects', 'stimulates']
['augments', 'location_of', 'stimulates', 'complicates']
['augments', 'produces', 'produces', 'isa']
['augments', 'augments', 'occurs_in', 'location_of']
['augments', 'interacts_with', 'prevents', 'associated_with']
['augments', 'same_as', 'treats', 'coexists_with']
['augments', 'associated_with', 'disrupts', 'location_of']
['augments', 'location_of', 'occurs_in', 'diagnoses']
['augments', 'produces', 'same_as', 'stimulates']
['augments', 'occurs_in', 'stimulates', 'diagnoses']
['augments', 'compared_with', 'occurs_in', 'inhibits']
['augments', 'part_of', 'inhibits', 'occurs_in']
['augments', 'augments', 'augments', 'prevents']
['augments', 'produces', 'associated_with', 'disrupts']
['augments', 'compared_with', 'same_as', 'same_as']
['augments', 'augments']
['augments', 'diagnoses', 'coexists_with', 'augments']
['augments', 'disrupts', 'augments', 'isa']
['augments', 'interacts_with', 'occurs_in', 'compared_with']
['augments', 'interacts_with', 'complicates', 'isa']
['augments', 'compared_with', 'inhibits', 'treats']
['augments', 'interacts_with', 'part_of', 'occurs_in']
['augments', 'associated_with', 'causes', 'compared_with']
['augments', 'associated_with', 'stimulates', 'treats']
['augments', 'treats', 'location_of', 'causes']
['augments', 'occurs_in', 'isa', 'interacts_with']
['augments', 'disrupts', 'diagnoses', 'interacts_with']
['augments', 'affects']
['augments', 'disrupts', 'treats', 'interacts_with']
['augments', 'treats', 'associated_with', 'part_of']
['augments', 'occurs_in', 'coexists_with']
['augments', 'causes', 'occurs_in', 'coexists_with']
['augments', 'treats', 'treats', 'produces']
['augments', 'augments', 'augments', 'stimulates']
['augments', 'compared_with', 'same_as', 'complicates']
['augments', 'same_as', 'prevents', 'associated_with']
['augments', 'coexists_with', 'diagnoses', 'affects']
['augments', 'produces', 'same_as', 'same_as']
['augments', 'part_of', 'treats', 'diagnoses']
['augments', 'affects', 'complicates', 'produces']
['augments', 'treats', 'coexists_with', 'augments']
['augments', 'interacts_with']
['augments', 'same_as', 'interacts_with', 'coexists_with']
['inhibits', 'same_as', 'part_of', 'affects']
['inhibits', 'produces', 'prevents', 'produces']
['inhibits', 'treats', 'occurs_in', 'part_of']
['inhibits', 'complicates', 'interacts_with', 'interacts_with']
['inhibits', 'occurs_in']
['inhibits', 'complicates', 'compared_with', 'affects']
['inhibits', 'compared_with', 'occurs_in', 'associated_with']
['inhibits', 'isa', 'stimulates', 'isa']
['inhibits', 'same_as', 'same_as', 'occurs_in']
['inhibits', 'associated_with', 'produces', 'isa']
['inhibits', 'coexists_with', 'isa', 'occurs_in']
['inhibits', 'interacts_with', 'disrupts', 'complicates']
['inhibits', 'treats', 'part_of', 'affects']
['inhibits', 'location_of', 'causes', 'diagnoses']
['inhibits', 'isa', 'occurs_in', 'inhibits']
['inhibits', 'interacts_with', 'interacts_with', 'isa']
['inhibits', 'same_as', 'complicates', 'compared_with']
['inhibits', 'compared_with', 'location_of', 'augments']
['inhibits', 'inhibits', 'augments', 'compared_with']
['inhibits', 'interacts_with', 'treats', 'diagnoses']
['inhibits', 'affects', 'produces', 'associated_with']
['inhibits', 'location_of', 'compared_with', 'diagnoses']
['inhibits', 'coexists_with', 'interacts_with', 'treats']
['inhibits', 'isa', 'location_of', 'associated_with']
['inhibits', 'compared_with', 'part_of', 'interacts_with']
['inhibits', 'associated_with', 'diagnoses', 'produces']
['inhibits', 'affects', 'part_of', 'disrupts']
['inhibits', 'compared_with', 'isa', 'location_of']
['inhibits', 'complicates', 'associated_with', 'causes']
['inhibits', 'location_of', 'prevents', 'diagnoses']
['inhibits', 'treats', 'stimulates', 'compared_with']
['inhibits', 'same_as', 'diagnoses', 'same_as']
['inhibits', 'part_of', 'associated_with', 'part_of']
['inhibits', 'associated_with', 'disrupts', 'same_as']
['inhibits', 'stimulates', 'compared_with', 'isa']
['inhibits', 'affects', 'treats', 'causes']
['inhibits', 'causes', 'affects', 'interacts_with']
['inhibits', 'coexists_with']
['inhibits', 'isa', 'complicates', 'prevents']
['inhibits', 'same_as', 'associated_with', 'produces']
['inhibits', 'stimulates']
['inhibits', 'complicates', 'affects', 'location_of']
['inhibits', 'augments', 'associated_with', 'stimulates']
['inhibits', 'stimulates', 'disrupts', 'isa']
['inhibits', 'same_as', 'same_as', 'disrupts']
['inhibits', 'treats', 'part_of', 'compared_with']
['inhibits', 'coexists_with', 'disrupts', 'stimulates']
['inhibits', 'disrupts', 'treats', 'treats']
['inhibits', 'coexists_with', 'part_of', 'stimulates']
['inhibits', 'disrupts', 'isa', 'location_of']
['inhibits', 'stimulates', 'diagnoses', 'stimulates']
['inhibits', 'treats', 'compared_with', 'associated_with']
['inhibits', 'complicates', 'causes', 'disrupts']
['inhibits', 'diagnoses', 'treats', 'treats']
['inhibits', 'prevents', 'treats', 'disrupts']
['inhibits', 'diagnoses', 'prevents', 'part_of']
['inhibits', 'treats', 'complicates', 'affects']
['inhibits', 'interacts_with', 'produces', 'occurs_in']
['inhibits', 'affects']
['inhibits', 'part_of']
['inhibits', 'coexists_with', 'stimulates', 'produces']
['inhibits', 'interacts_with', 'diagnoses', 'diagnoses']
['inhibits', 'diagnoses', 'augments', 'disrupts']
['inhibits', 'location_of', 'complicates', 'coexists_with']
['inhibits', 'affects', 'treats', 'treats']
['inhibits', 'location_of', 'stimulates', 'produces']
['inhibits', 'compared_with', 'same_as', 'stimulates']
['inhibits', 'causes', 'inhibits', 'diagnoses']
['inhibits', 'location_of', 'treats', 'compared_with']
['inhibits', 'occurs_in', 'compared_with', 'augments']
['inhibits', 'affects', 'inhibits', 'occurs_in']
['inhibits', 'associated_with', 'associated_with', 'disrupts']
['inhibits', 'complicates', 'stimulates', 'complicates']
['inhibits', 'inhibits', 'prevents', 'occurs_in']
['inhibits', 'same_as', 'location_of', 'part_of']
['inhibits', 'causes', 'interacts_with', 'isa']
['inhibits', 'augments', 'prevents', 'inhibits']
['inhibits', 'isa', 'produces', 'coexists_with']
['inhibits', 'associated_with', 'augments', 'augments']
['inhibits', 'diagnoses', 'diagnoses', 'complicates']
['inhibits', 'disrupts', 'diagnoses', 'produces']
['inhibits', 'interacts_with', 'compared_with', 'isa']
['inhibits', 'isa', 'location_of', 'same_as']
['inhibits', 'treats', 'compared_with', 'part_of']
['inhibits', 'produces', 'inhibits', 'location_of']
['inhibits', 'treats', 'part_of', 'disrupts']
['inhibits', 'produces', 'compared_with', 'disrupts']
['inhibits', 'isa', 'affects', 'compared_with']
['inhibits', 'prevents', 'diagnoses', 'stimulates']
['inhibits', 'occurs_in', 'disrupts', 'compared_with']
['inhibits']
['inhibits', 'inhibits', 'associated_with', 'same_as']
['inhibits', 'causes', 'inhibits', 'treats']
['inhibits', 'disrupts', 'treats', 'same_as']
['inhibits', 'disrupts', 'complicates', 'causes']
['inhibits', 'diagnoses', 'compared_with', 'associated_with']
['inhibits', 'isa', 'coexists_with', 'location_of']
['causes', 'complicates', 'compared_with', 'compared_with']
['causes', 'stimulates', 'occurs_in', 'treats']
['causes', 'associated_with', 'diagnoses', 'occurs_in']
['causes', 'part_of', 'coexists_with', 'coexists_with']
['causes', 'same_as', 'causes', 'associated_with']
['causes', 'stimulates', 'treats', 'treats']
['causes', 'disrupts', 'associated_with', 'interacts_with']
['causes', 'occurs_in', 'prevents', 'causes']
['causes', 'same_as', 'treats', 'same_as']
['causes', 'augments', 'associated_with', 'augments']
['causes', 'augments', 'augments', 'interacts_with']
['causes', 'affects', 'associated_with', 'location_of']
['causes', 'produces', 'augments', 'occurs_in']
['causes', 'occurs_in', 'inhibits', 'compared_with']
['causes', 'compared_with', 'inhibits', 'disrupts']
['causes', 'treats', 'diagnoses', 'associated_with']
['causes', 'causes', 'affects', 'augments']
['causes', 'coexists_with', 'inhibits', 'prevents']
['causes', 'causes', 'augments', 'same_as']
['causes', 'affects', 'isa', 'produces']
['causes', 'causes', 'coexists_with', 'diagnoses']
['causes', 'causes', 'prevents', 'stimulates']
['causes', 'location_of', 'isa', 'stimulates']
['causes', 'diagnoses', 'same_as', 'treats']
['causes', 'location_of', 'inhibits', 'complicates']
['causes', 'coexists_with', 'treats', 'compared_with']
['causes', 'same_as', 'same_as', 'isa']
['causes', 'disrupts', 'disrupts', 'augments']
['causes', 'affects', 'associated_with', 'stimulates']
['causes', 'prevents', 'interacts_with']
['causes', 'produces', 'augments', 'compared_with']
['causes', 'disrupts']
['causes', 'treats', 'treats', 'prevents']
['causes', 'occurs_in', 'isa', 'occurs_in']
['causes', 'disrupts', 'interacts_with', 'disrupts']
['causes', 'complicates', 'complicates', 'isa']
['causes', 'augments', 'diagnoses', 'complicates']
['causes', 'produces', 'complicates', 'disrupts']
['causes', 'causes', 'inhibits', 'augments']
['causes', 'diagnoses', 'inhibits', 'compared_with']
['causes', 'stimulates', 'same_as', 'disrupts']
['causes', 'occurs_in', 'prevents', 'same_as']
['causes', 'location_of', 'diagnoses', 'causes']
['causes', 'same_as', 'part_of', 'prevents']
['causes', 'complicates', 'causes', 'same_as']
['causes', 'part_of', 'isa', 'coexists_with']
['causes', 'part_of', 'augments', 'stimulates']
['causes', 'produces', 'location_of', 'stimulates']
['causes', 'associated_with', 'treats', 'occurs_in']
['causes', 'prevents', 'treats', 'associated_with']
['causes', 'compared_with', 'inhibits', 'interacts_with']
['causes', 'isa', 'augments', 'part_of']
['causes', 'stimulates', 'augments', 'treats']
['causes', 'treats', 'complicates', 'same_as']
['causes', 'isa', 'augments', 'interacts_with']
['causes', 'inhibits', 'location_of', 'stimulates']
['causes', 'location_of', 'stimulates', 'inhibits']
['causes', 'part_of', 'occurs_in', 'complicates']
['causes', 'location_of', 'treats']
['causes', 'disrupts', 'location_of', 'compared_with']
['causes', 'causes', 'associated_with', 'diagnoses']
['causes', 'compared_with', 'augments', 'part_of']
['causes', 'disrupts', 'prevents', 'part_of']
['causes', 'interacts_with', 'prevents', 'location_of']
['causes', 'augments', 'interacts_with', 'prevents']
['causes', 'complicates', 'treats', 'produces']
['causes', 'produces', 'inhibits', 'coexists_with']
['causes', 'interacts_with']
['causes', 'inhibits', 'complicates', 'causes']
['causes', 'disrupts', 'coexists_with', 'associated_with']
['causes', 'disrupts', 'coexists_with', 'occurs_in']
['causes', 'augments', 'causes', 'disrupts']
['causes', 'prevents', 'same_as', 'same_as']
['causes', 'associated_with', 'same_as', 'produces']
['causes', 'causes', 'stimulates', 'affects']
['causes', 'part_of', 'prevents', 'inhibits']
['causes', 'disrupts', 'compared_with', 'complicates']
['causes', 'stimulates', 'occurs_in', 'produces']
['causes', 'augments', 'augments', 'same_as']
['causes', 'occurs_in', 'location_of']
['causes', 'stimulates', 'location_of', 'part_of']
['causes', 'disrupts', 'coexists_with', 'part_of']
['causes', 'produces', 'stimulates', 'stimulates']
['causes', 'produces', 'part_of', 'prevents']
['causes']
['causes', 'isa', 'disrupts', 'same_as']
['causes', 'associated_with', 'part_of', 'location_of']
['causes', 'causes', 'same_as', 'produces']
['causes', 'part_of', 'location_of', 'complicates']
['causes', 'location_of', 'isa', 'disrupts']
['causes', 'diagnoses', 'compared_with', 'interacts_with']
['causes', 'affects', 'treats', 'same_as']
['stimulates', 'inhibits', 'produces', 'compared_with']
['stimulates', 'diagnoses', 'associated_with', 'inhibits']
['stimulates', 'augments', 'produces', 'stimulates']
['stimulates', 'produces', 'disrupts', 'prevents']
['stimulates', 'augments', 'coexists_with', 'affects']
['stimulates', 'associated_with', 'occurs_in', 'produces']
['stimulates', 'inhibits', 'affects', 'diagnoses']
['stimulates', 'stimulates', 'complicates', 'diagnoses']
['stimulates', 'stimulates', 'location_of', 'isa']
['stimulates', 'complicates', 'stimulates', 'coexists_with']
['stimulates', 'stimulates', 'augments', 'produces']
['stimulates', 'diagnoses', 'location_of', 'occurs_in']
['stimulates', 'occurs_in']
['stimulates', 'complicates', 'affects', 'occurs_in']
['stimulates', 'treats', 'stimulates', 'associated_with']
['stimulates', 'isa', 'same_as', 'prevents']
['stimulates', 'stimulates', 'complicates', 'associated_with']
['stimulates', 'diagnoses', 'causes', 'same_as']
['stimulates', 'treats', 'associated_with', 'interacts_with']
['stimulates', 'compared_with', 'disrupts', 'causes']
['stimulates', 'prevents', 'coexists_with', 'stimulates']
['stimulates', 'part_of', 'complicates', 'complicates']
['stimulates', 'same_as', 'disrupts']
['stimulates', 'complicates', 'complicates', 'complicates']
['stimulates', 'affects', 'disrupts', 'affects']
['stimulates', 'treats', 'causes', 'affects']
['stimulates', 'causes', 'same_as', 'isa']
['stimulates', 'compared_with', 'augments', 'associated_with']
['stimulates', 'compared_with', 'stimulates', 'stimulates']
['stimulates', 'produces', 'disrupts', 'isa']
['stimulates', 'coexists_with', 'causes', 'augments']
['stimulates', 'produces', 'part_of', 'isa']
['stimulates', 'occurs_in', 'prevents', 'complicates']
['stimulates', 'causes', 'same_as', 'complicates']
['stimulates', 'causes', 'part_of', 'part_of']
['stimulates', 'coexists_with', 'occurs_in', 'associated_with']
['stimulates', 'same_as', 'disrupts', 'augments']
['stimulates', 'stimulates', 'interacts_with', 'occurs_in']
['stimulates', 'compared_with']
['stimulates', 'location_of', 'interacts_with', 'prevents']
['stimulates', 'associated_with', 'part_of', 'prevents']
['stimulates', 'compared_with', 'diagnoses', 'produces']
['stimulates', 'location_of', 'interacts_with', 'causes']
['stimulates', 'treats']
['stimulates', 'coexists_with', 'affects', 'produces']
['stimulates', 'augments', 'occurs_in']
['stimulates', 'causes', 'affects', 'prevents']
['stimulates', 'isa', 'prevents', 'associated_with']
['stimulates', 'coexists_with', 'coexists_with', 'location_of']
['stimulates', 'coexists_with', 'complicates', 'same_as']
['stimulates', 'inhibits', 'occurs_in', 'stimulates']
['stimulates', 'location_of', 'interacts_with', 'compared_with']
['stimulates', 'isa', 'occurs_in', 'disrupts']
['stimulates', 'associated_with', 'affects', 'occurs_in']
['stimulates', 'inhibits', 'location_of', 'complicates']
['stimulates', 'diagnoses', 'compared_with', 'inhibits']
['stimulates', 'complicates', 'inhibits', 'causes']
['stimulates', 'stimulates', 'treats', 'augments']
['stimulates', 'diagnoses', 'inhibits', 'produces']
['stimulates', 'causes', 'compared_with', 'affects']
['stimulates', 'diagnoses', 'stimulates', 'occurs_in']
['stimulates', 'augments', 'prevents', 'augments']
['stimulates', 'compared_with', 'location_of', 'causes']
['stimulates', 'associated_with', 'compared_with', 'prevents']
['stimulates', 'isa', 'affects', 'causes']
['stimulates', 'augments', 'causes']
['stimulates', 'part_of', 'complicates', 'coexists_with']
['stimulates', 'complicates', 'occurs_in', 'inhibits']
['stimulates', 'augments', 'disrupts', 'same_as']
['stimulates', 'disrupts', 'treats', 'produces']
['stimulates', 'location_of', 'compared_with', 'interacts_with']
['stimulates', 'interacts_with', 'location_of', 'inhibits']
['stimulates', 'coexists_with', 'isa', 'coexists_with']
['stimulates', 'produces', 'occurs_in', 'diagnoses']
['stimulates', 'coexists_with', 'location_of', 'interacts_with']
['stimulates', 'occurs_in', 'stimulates', 'part_of']
['stimulates']
['stimulates', 'disrupts', 'treats', 'occurs_in']
