['diagnoses', 'disrupts', 'produces', 'produces']
['disrupts', 'disrupts', 'stimulates', 'isa']
['disrupts', 'prevents', 'coexists_with', 'same_as']
['disrupts', 'produces', 'augments', 'isa']
['disrupts', 'treats', 'part_of', 'treats']
['disrupts', 'augments']
['disrupts', 'prevents', 'coexists_with', 'isa']
['disrupts', 'treats', 'disrupts']
['disrupts', 'location_of']
['disrupts', 'augments', 'stimulates', 'location_of']
['disrupts', 'treats', 'location_of', 'affects']
['disrupts', 'stimulates', 'disrupts']
['disrupts', 'occurs_in', 'isa', 'interacts_with']
['disrupts', 'disrupts', 'associated_with', 'produces']
['disrupts', 'causes', 'isa']
['disrupts', 'interacts_with', 'part_of', 'augments']
['disrupts', 'produces', 'coexists_with', 'disrupts']
['disrupts', 'causes', 'isa', 'isa']
['disrupts', 'associated_with', 'diagnoses', 'location_of']
['disrupts', 'treats']
['disrupts', 'diagnoses', 'stimulates', 'location_of']
['disrupts', 'prevents', 'complicates', 'coexists_with']
['disrupts', 'affects', 'treats', 'causes']
['disrupts', 'produces', 'stimulates', 'complicates']
['disrupts', 'prevents', 'location_of', 'occurs_in']
['disrupts', 'diagnoses', 'same_as', 'compared_with']
['disrupts', 'augments', 'causes', 'interacts_with']
['disrupts', 'inhibits', 'augments']
['disrupts', 'location_of', 'interacts_with', 'interacts_with']
['disrupts', 'coexists_with', 'associated_with', 'produces']
['disrupts', 'complicates', 'coexists_with', 'augments']
['disrupts']
['disrupts', 'causes', 'affects', 'interacts_with']
['produces', 'prevents', 'part_of', 'same_as']
['produces', 'compared_with', 'treats', 'produces']
['produces', 'diagnoses', 'coexists_with', 'causes']
['produces', 'disrupts', 'causes', 'compared_with']
['produces', 'stimulates', 'disrupts', 'diagnoses']
['produces', 'affects', 'treats', 'occurs_in']
['produces', 'affects', 'causes', 'stimulates']
['produces', 'part_of', 'prevents', 'stimulates']
['produces', 'part_of', 'stimulates', 'isa']
['produces', 'interacts_with', 'isa', 'stimulates']
['produces', 'interacts_with', 'produces', 'stimulates']
['produces', 'affects', 'causes', 'inhibits']
['produces', 'disrupts', 'complicates', 'disrupts']
['produces', 'diagnoses', 'complicates', 'prevents']
['produces', 'inhibits', 'isa', 'part_of']
['produces', 'affects']
['produces', 'interacts_with', 'location_of', 'prevents']
['produces', 'treats', 'location_of', 'compared_with']
['produces', 'affects', 'occurs_in']
['produces', 'causes', 'occurs_in', 'prevents']
['produces', 'coexists_with', 'location_of', 'prevents']
['produces', 'coexists_with', 'disrupts', 'affects']
['produces', 'complicates', 'compared_with', 'causes']
['produces', 'associated_with', 'coexists_with', 'location_of']
['produces', 'inhibits', 'occurs_in', 'treats']
['produces', 'compared_with', 'same_as', 'isa']
['produces', 'produces', 'associated_with', 'stimulates']
['produces', 'disrupts', 'isa', 'causes']
['produces', 'interacts_with']
['produces', 'augments', 'isa', 'isa']
['produces', 'same_as', 'associated_with', 'associated_with']
['produces', 'part_of', 'treats', 'causes']
['produces', 'augments']
['produces', 'complicates', 'prevents', 'diagnoses']
['produces']
['produces', 'coexists_with', 'causes', 'stimulates']
['produces', 'produces', 'interacts_with', 'occurs_in']
['produces', 'diagnoses', 'interacts_with', 'affects']
['produces', 'produces', 'causes', 'coexists_with']
['produces', 'disrupts', 'coexists_with', 'same_as']
['produces', 'stimulates', 'causes', 'produces']
['produces', 'affects', 'coexists_with', 'part_of']
['produces', 'prevents', 'isa', 'part_of']
['produces', 'causes', 'part_of', 'complicates']
['produces', 'treats', 'complicates', 'isa']
['produces', 'diagnoses', 'diagnoses', 'inhibits']
['produces', 'diagnoses', 'compared_with', 'produces']
['produces', 'interacts_with', 'causes', 'augments']
['produces', 'stimulates', 'same_as', 'complicates']
['produces', 'causes', 'augments', 'coexists_with']
['produces', 'inhibits', 'prevents', 'causes']
['produces', 'occurs_in', 'occurs_in', 'stimulates']
['produces', 'treats', 'interacts_with', 'diagnoses']
['produces', 'same_as', 'same_as', 'prevents']
['produces', 'compared_with', 'associated_with', 'location_of']
['produces', 'occurs_in', 'same_as', 'occurs_in']
['produces', 'same_as', 'coexists_with', 'prevents']
['produces', 'interacts_with', 'location_of', 'occurs_in']
['produces', 'location_of', 'location_of', 'same_as']
['produces', 'produces', 'interacts_with', 'causes']
['produces', 'location_of', 'complicates', 'treats']
['produces', 'prevents', 'diagnoses', 'compared_with']
['produces', 'part_of', 'inhibits', 'diagnoses']
['produces', 'interacts_with', 'produces', 'part_of']
['produces', 'complicates', 'diagnoses', 'causes']
['produces', 'part_of', 'inhibits', 'produces']
['produces', 'complicates', 'complicates', 'prevents']
['produces', 'stimulates', 'disrupts', 'coexists_with']
['produces', 'causes', 'inhibits', 'disrupts']
['produces', 'coexists_with', 'disrupts', 'stimulates']
['produces', 'complicates', 'occurs_in', 'prevents']
['produces', 'produces', 'prevents', 'isa']
['produces', 'isa', 'part_of', 'stimulates']
['produces', 'stimulates', 'interacts_with', 'produces']
['produces', 'coexists_with', 'causes', 'inhibits']
['produces', 'part_of', 'disrupts', 'augments']
['produces', 'diagnoses', 'stimulates', 'prevents']
['produces', 'disrupts', 'occurs_in', 'disrupts']
['produces', 'stimulates', 'stimulates', 'part_of']
['produces', 'occurs_in', 'isa', 'produces']
['produces', 'disrupts', 'complicates', 'occurs_in']
['produces', 'causes', 'prevents', 'causes']
['produces', 'affects', 'affects', 'stimulates']
['produces', 'same_as', 'produces', 'coexists_with']
['produces', 'disrupts', 'causes', 'isa']
['produces', 'disrupts', 'interacts_with', 'stimulates']
['produces', 'occurs_in', 'causes', 'complicates']
['produces', 'disrupts', 'part_of', 'affects']
['produces', 'coexists_with', 'location_of', 'stimulates']
['produces', 'stimulates', 'isa', 'disrupts']
['produces', 'stimulates', 'interacts_with', 'complicates']
['produces', 'inhibits', 'causes', 'diagnoses']
['produces', 'coexists_with', 'causes', 'augments']
['produces', 'stimulates', 'coexists_with', 'stimulates']
['produces', 'coexists_with', 'complicates', 'part_of']
['produces', 'interacts_with', 'augments', 'compared_with']
['produces', 'treats', 'disrupts', 'complicates']
['compared_with', 'complicates', 'diagnoses', 'disrupts']
['compared_with', 'stimulates', 'disrupts', 'disrupts']
['compared_with', 'causes', 'diagnoses', 'treats']
['compared_with', 'occurs_in', 'produces', 'disrupts']
['compared_with', 'produces', 'location_of', 'coexists_with']
['compared_with', 'occurs_in', 'treats', 'coexists_with']
['compared_with', 'produces', 'disrupts', 'occurs_in']
['compared_with', 'occurs_in', 'stimulates', 'occurs_in']
['compared_with', 'part_of', 'coexists_with', 'location_of']
['compared_with', 'associated_with', 'causes', 'isa']
['compared_with', 'complicates', 'compared_with', 'disrupts']
['compared_with', 'augments', 'interacts_with', 'prevents']
['compared_with', 'associated_with', 'inhibits', 'stimulates']
['compared_with', 'occurs_in', 'augments', 'augments']
['compared_with', 'stimulates', 'stimulates', 'augments']
['compared_with', 'prevents', 'isa', 'inhibits']
['compared_with', 'produces', 'augments', 'produces']
['compared_with', 'part_of', 'isa', 'causes']
['compared_with', 'isa', 'causes', 'causes']
['compared_with', 'stimulates', 'interacts_with']
['compared_with', 'isa', 'causes', 'complicates']
['compared_with', 'treats', 'compared_with', 'affects']
['compared_with', 'coexists_with', 'affects', 'causes']
['compared_with', 'stimulates', 'prevents', 'isa']
['compared_with', 'occurs_in', 'treats', 'causes']
['compared_with', 'isa', 'produces', 'location_of']
['compared_with', 'complicates', 'affects', 'complicates']
['compared_with', 'coexists_with', 'part_of', 'prevents']
['compared_with', 'location_of', 'coexists_with', 'location_of']
['compared_with', 'causes', 'part_of', 'same_as']
['compared_with', 'coexists_with', 'coexists_with', 'coexists_with']
['compared_with', 'augments', 'complicates', 'part_of']
['compared_with', 'prevents', 'compared_with', 'complicates']
['compared_with', 'diagnoses', 'augments', 'complicates']
['compared_with', 'augments', 'disrupts', 'interacts_with']
['compared_with', 'treats', 'associated_with', 'interacts_with']
['compared_with', 'treats', 'inhibits', 'inhibits']
['compared_with', 'interacts_with', 'prevents', 'disrupts']
['compared_with', 'same_as', 'coexists_with', 'causes']
['compared_with', 'stimulates', 'compared_with', 'isa']
['compared_with', 'part_of', 'augments', 'same_as']
['compared_with', 'diagnoses', 'occurs_in', 'interacts_with']
['compared_with', 'affects', 'produces', 'associated_with']
['compared_with', 'part_of', 'coexists_with', 'stimulates']
['compared_with', 'produces', 'treats', 'coexists_with']
['compared_with', 'stimulates', 'treats', 'location_of']
['compared_with', 'disrupts']
['compared_with', 'associated_with', 'augments', 'same_as']
['compared_with', 'disrupts', 'interacts_with', 'interacts_with']
['compared_with', 'produces', 'isa', 'same_as']
['compared_with', 'location_of', 'compared_with', 'location_of']
['compared_with', 'stimulates', 'causes', 'same_as']
['compared_with', 'prevents', 'treats', 'associated_with']
['compared_with', 'inhibits', 'produces', 'compared_with']
['compared_with', 'treats', 'causes', 'interacts_with']
['compared_with', 'produces', 'compared_with', 'disrupts']
['compared_with', 'inhibits', 'coexists_with', 'treats']
['compared_with', 'interacts_with', 'location_of', 'coexists_with']
['compared_with', 'associated_with', 'same_as', 'treats']
['compared_with', 'diagnoses', 'coexists_with', 'inhibits']
['compared_with', 'same_as', 'isa', 'compared_with']
['compared_with', 'associated_with', 'causes', 'produces']
['compared_with', 'treats', 'coexists_with', 'prevents']
['compared_with', 'coexists_with', 'coexists_with', 'part_of']
['compared_with']
['compared_with', 'causes', 'same_as', 'associated_with']
['compared_with', 'produces', 'augments', 'prevents']
['compared_with', 'augments', 'coexists_with', 'causes']
['compared_with', 'diagnoses', 'location_of', 'disrupts']
['compared_with', 'augments', 'causes', 'diagnoses']
['compared_with', 'compared_with', 'coexists_with', 'diagnoses']
['compared_with', 'treats', 'produces', 'part_of']
['compared_with', 'interacts_with', 'location_of', 'location_of']
['compared_with', 'associated_with', 'part_of', 'prevents']
['compared_with', 'disrupts', 'stimulates', 'isa']
['compared_with', 'part_of', 'same_as', 'affects']
['compared_with', 'affects', 'compared_with', 'interacts_with']
['compared_with', 'part_of', 'location_of']
['compared_with', 'coexists_with', 'associated_with', 'inhibits']
['compared_with', 'associated_with', 'causes', 'affects']
['compared_with', 'associated_with', 'treats', 'compared_with']
['compared_with', 'causes', 'produces', 'treats']
['compared_with', 'occurs_in', 'diagnoses', 'produces']
['compared_with', 'occurs_in', 'produces']
['compared_with', 'occurs_in', 'augments', 'inhibits']
['compared_with', 'produces', 'complicates', 'coexists_with']
['compared_with', 'produces', 'stimulates', 'causes']
['compared_with', 'disrupts', 'prevents', 'causes']
['compared_with', 'affects', 'complicates', 'affects']
['compared_with', 'interacts_with', 'inhibits', 'treats']
['compared_with', 'part_of', 'inhibits', 'complicates']
['compared_with', 'stimulates', 'same_as', 'produces']
['compared_with', 'disrupts', 'location_of', 'interacts_with']
['compared_with', 'interacts_with', 'same_as', 'prevents']
['compared_with', 'inhibits', 'diagnoses', 'isa']
['compared_with', 'disrupts', 'stimulates', 'inhibits']
['compared_with', 'affects', 'stimulates', 'part_of']
['compared_with', 'isa', 'stimulates', 'augments']
['compared_with', 'same_as', 'part_of', 'disrupts']
['augments', 'same_as', 'augments', 'same_as']
['augments', 'complicates', 'inhibits', 'coexists_with']
['augments']
['augments', 'affects', 'location_of', 'stimulates']
['augments', 'part_of', 'prevents', 'occurs_in']
['augments', 'affects', 'treats', 'disrupts']
['augments', 'inhibits', 'diagnoses', 'produces']
['augments', 'complicates', 'inhibits', 'compared_with']
['augments', 'part_of', 'same_as', 'causes']
['augments', 'coexists_with', 'isa', 'compared_with']
['augments', 'compared_with', 'same_as', 'isa']
['augments', 'part_of', 'part_of', 'part_of']
['augments', 'interacts_with', 'inhibits', 'diagnoses']
['augments', 'treats', 'affects', 'interacts_with']
['augments', 'inhibits', 'interacts_with', 'location_of']
['augments', 'prevents', 'complicates', 'produces']
['augments', 'associated_with', 'associated_with', 'part_of']
['augments', 'diagnoses', 'isa', 'inhibits']
['augments', 'treats', 'location_of', 'stimulates']
['augments', 'occurs_in', 'location_of', 'location_of']
['augments', 'affects', 'causes', 'associated_with']
['augments', 'associated_with', 'associated_with', 'stimulates']
['augments', 'compared_with']
['augments', 'occurs_in', 'disrupts', 'produces']
['augments', 'treats', 'produces', 'interacts_with']
['augments', 'treats', 'diagnoses', 'coexists_with']
['augments', 'occurs_in', 'occurs_in', 'associated_with']
['augments', 'produces', 'inhibits', 'compared_with']
['augments', 'affects', 'coexists_with', 'inhibits']
['augments', 'isa', 'diagnoses', 'part_of']
['augments', 'treats', 'affects', 'compared_with']
['augments', 'produces', 'part_of', 'diagnoses']
['augments', 'disrupts', 'coexists_with', 'causes']
['augments', 'complicates', 'treats', 'treats']
['augments', 'compared_with', 'diagnoses', 'associated_with']
['augments', 'prevents', 'treats', 'coexists_with']
['augments', 'complicates', 'augments', 'coexists_with']
['augments', 'augments', 'treats', 'same_as']
['augments', 'occurs_in', 'location_of', 'interacts_with']
['augments', 'coexists_with', 'part_of', 'isa']
['augments', 'same_as', 'interacts_with', 'coexists_with']
['augments', 'complicates', 'same_as', 'location_of']
['augments', 'causes', 'affects', 'occurs_in']
['augments', 'part_of', 'causes', 'treats']
['augments', 'affects', 'interacts_with', 'causes']
['augments', 'treats', 'isa', 'interacts_with']
['augments', 'part_of', 'affects', 'diagnoses']
['augments', 'prevents', 'stimulates', 'prevents']
['augments', 'augments', 'isa', 'coexists_with']
['augments', 'associated_with', 'occurs_in', 'stimulates']
['augments', 'part_of', 'compared_with']
['augments', 'occurs_in', 'same_as', 'augments']
['augments', 'inhibits', 'coexists_with', 'interacts_with']
['augments', 'isa', 'inhibits', 'affects']
['augments', 'occurs_in', 'isa', 'stimulates']
['augments', 'disrupts', 'coexists_with', 'produces']
['augments', 'produces', 'causes', 'isa']
['augments', 'diagnoses', 'prevents']
['augments', 'stimulates', 'part_of', 'produces']
['augments', 'same_as', 'treats', 'part_of']
['augments', 'produces', 'same_as', 'same_as']
['augments', 'causes', 'treats', 'diagnoses']
['augments', 'interacts_with', 'inhibits', 'treats']
['augments', 'associated_with']
['augments', 'diagnoses', 'compared_with', 'treats']
['augments', 'causes', 'diagnoses', 'treats']
['augments', 'augments', 'interacts_with', 'isa']
['augments', 'diagnoses', 'stimulates', 'affects']
['augments', 'interacts_with', 'isa', 'causes']
['augments', 'isa', 'part_of', 'inhibits']
['augments', 'diagnoses', 'occurs_in', 'complicates']
['augments', 'location_of', 'treats', 'stimulates']
['augments', 'coexists_with', 'treats', 'produces']
['augments', 'associated_with', 'treats', 'same_as']
['augments', 'treats', 'disrupts', 'complicates']
['augments', 'treats', 'prevents', 'stimulates']
['augments', 'diagnoses', 'causes', 'complicates']
['augments', 'location_of', 'coexists_with', 'location_of']
['augments', 'prevents', 'causes', 'coexists_with']
['augments', 'part_of', 'prevents', 'coexists_with']
['augments', 'affects', 'produces', 'associated_with']
['augments', 'coexists_with', 'prevents', 'treats']
['augments', 'coexists_with', 'compared_with', 'stimulates']
['augments', 'part_of', 'associated_with', 'causes']
['augments', 'diagnoses', 'part_of', 'compared_with']
['augments', 'part_of', 'complicates', 'coexists_with']
['augments', 'inhibits', 'part_of', 'coexists_with']
['augments', 'part_of']
['augments', 'occurs_in', 'causes', 'coexists_with']
['augments', 'prevents', 'prevents', 'same_as']
['augments', 'affects', 'produces', 'treats']
['augments', 'affects', 'treats', 'causes']
['augments', 'associated_with', 'prevents', 'treats']
['augments', 'location_of', 'prevents', 'causes']
['augments', 'isa', 'part_of', 'diagnoses']
['augments', 'prevents', 'part_of']
['inhibits', 'complicates', 'compared_with', 'produces']
['inhibits', 'complicates', 'augments', 'produces']
['inhibits', 'stimulates', 'causes', 'coexists_with']
['inhibits', 'stimulates', 'interacts_with', 'associated_with']
['inhibits', 'treats', 'inhibits', 'treats']
['inhibits', 'part_of', 'prevents', 'occurs_in']
['inhibits', 'location_of', 'occurs_in', 'occurs_in']
['inhibits', 'produces', 'associated_with', 'causes']
['inhibits', 'coexists_with', 'coexists_with', 'interacts_with']
['inhibits', 'part_of', 'location_of', 'inhibits']
['inhibits', 'augments', 'same_as', 'interacts_with']
['inhibits', 'same_as', 'interacts_with', 'treats']
['inhibits', 'affects', 'disrupts', 'stimulates']
['inhibits']
['inhibits', 'coexists_with', 'isa', 'causes']
['inhibits', 'coexists_with', 'prevents', 'interacts_with']
['inhibits', 'associated_with', 'part_of', 'associated_with']
['inhibits', 'stimulates', 'diagnoses', 'coexists_with']
['inhibits', 'treats', 'stimulates', 'part_of']
['inhibits', 'produces', 'diagnoses', 'inhibits']
['inhibits', 'diagnoses', 'occurs_in', 'part_of']
['inhibits', 'causes', 'treats', 'compared_with']
['inhibits', 'causes', 'augments', 'same_as']
['inhibits', 'same_as', 'occurs_in', 'coexists_with']
['inhibits', 'produces', 'isa', 'complicates']
['inhibits', 'coexists_with', 'causes', 'produces']
['inhibits', 'complicates', 'treats', 'stimulates']
['inhibits', 'diagnoses', 'occurs_in', 'same_as']
['inhibits', 'interacts_with', 'complicates', 'inhibits']
['inhibits', 'treats', 'prevents', 'part_of']
['inhibits', 'same_as', 'isa', 'stimulates']
['inhibits', 'isa', 'diagnoses', 'disrupts']
['inhibits', 'same_as', 'affects', 'occurs_in']
['inhibits', 'part_of']
['inhibits', 'coexists_with', 'associated_with', 'isa']
['inhibits', 'coexists_with', 'complicates', 'inhibits']
['inhibits', 'prevents', 'inhibits', 'produces']
['inhibits', 'disrupts', 'treats', 'prevents']
['inhibits', 'part_of', 'location_of', 'diagnoses']
['inhibits', 'treats', 'location_of', 'diagnoses']
['inhibits', 'occurs_in', 'affects', 'associated_with']
['inhibits', 'diagnoses', 'diagnoses', 'same_as']
['inhibits', 'augments', 'associated_with', 'interacts_with']
['inhibits', 'location_of', 'complicates', 'compared_with']
['inhibits', 'coexists_with', 'part_of', 'prevents']
['inhibits', 'occurs_in', 'occurs_in', 'compared_with']
['inhibits', 'isa', 'coexists_with', 'coexists_with']
['inhibits', 'affects', 'compared_with', 'complicates']
['inhibits', 'isa']
['inhibits', 'inhibits']
['inhibits', 'augments', 'interacts_with', 'complicates']
['inhibits', 'prevents', 'causes', 'prevents']
['inhibits', 'same_as', 'stimulates', 'compared_with']
['inhibits', 'same_as', 'coexists_with', 'causes']
['inhibits', 'coexists_with', 'affects', 'isa']
['inhibits', 'prevents', 'inhibits', 'treats']
['inhibits', 'same_as', 'isa', 'prevents']
['inhibits', 'produces', 'augments', 'same_as']
['inhibits', 'complicates', 'produces', 'disrupts']
['inhibits', 'disrupts', 'produces', 'occurs_in']
['inhibits', 'stimulates', 'stimulates', 'stimulates']
['inhibits', 'prevents', 'produces', 'interacts_with']
['inhibits', 'stimulates', 'prevents', 'part_of']
['inhibits', 'same_as', 'inhibits', 'causes']
['inhibits', 'isa', 'prevents', 'causes']
['inhibits', 'augments', 'affects', 'same_as']
['inhibits', 'interacts_with', 'affects', 'treats']
['inhibits', 'occurs_in', 'augments', 'treats']
['inhibits', 'coexists_with', 'disrupts', 'complicates']
['inhibits', 'disrupts', 'complicates', 'complicates']
['inhibits', 'interacts_with', 'diagnoses', 'complicates']
['inhibits', 'compared_with', 'occurs_in', 'produces']
['inhibits', 'coexists_with', 'interacts_with', 'augments']
['inhibits', 'interacts_with', 'occurs_in', 'same_as']
['inhibits', 'produces', 'treats', 'location_of']
['inhibits', 'causes', 'associated_with', 'interacts_with']
['inhibits', 'affects', 'diagnoses', 'stimulates']
['inhibits', 'isa', 'produces', 'same_as']
['inhibits', 'part_of', 'same_as', 'augments']
['inhibits', 'inhibits', 'same_as', 'treats']
['inhibits', 'stimulates', 'inhibits', 'treats']
['inhibits', 'occurs_in', 'diagnoses', 'produces']
['inhibits', 'associated_with', 'produces', 'augments']
['inhibits', 'interacts_with', 'causes', 'associated_with']
['inhibits', 'affects', 'location_of', 'same_as']
['inhibits', 'same_as', 'coexists_with', 'stimulates']
['inhibits', 'disrupts', 'diagnoses', 'occurs_in']
['inhibits', 'same_as', 'isa', 'produces']
['inhibits', 'location_of', 'part_of', 'part_of']
['inhibits', 'causes', 'part_of', 'stimulates']
['inhibits', 'coexists_with', 'occurs_in', 'same_as']
['inhibits', 'coexists_with', 'disrupts', 'produces']
['inhibits', 'occurs_in', 'associated_with', 'prevents']
['inhibits', 'treats', 'isa', 'isa']
['inhibits', 'disrupts', 'part_of', 'interacts_with']
['inhibits', 'causes', 'associated_with', 'disrupts']
['inhibits', 'augments', 'causes', 'prevents']
['inhibits', 'stimulates', 'complicates', 'affects']
['inhibits', 'augments', 'treats', 'part_of']
['causes', 'produces', 'associated_with', 'produces']
['causes', 'disrupts', 'prevents', 'location_of']
['causes', 'prevents', 'causes', 'disrupts']
['causes', 'complicates', 'treats', 'complicates']
['causes', 'augments', 'affects', 'same_as']
['causes', 'disrupts', 'isa', 'augments']
['causes', 'treats', 'coexists_with', 'prevents']
['causes', 'complicates']
['causes', 'causes', 'same_as', 'location_of']
['causes', 'coexists_with', 'produces', 'part_of']
['causes']
['causes', 'disrupts', 'produces', 'interacts_with']
['causes', 'produces', 'augments', 'location_of']
['causes', 'occurs_in', 'occurs_in', 'interacts_with']
['causes', 'stimulates', 'produces', 'treats']
['causes', 'treats', 'augments']
['causes', 'stimulates', 'treats', 'complicates']
['causes', 'affects', 'augments', 'augments']
['causes', 'diagnoses', 'coexists_with', 'occurs_in']
['causes', 'occurs_in', 'prevents', 'produces']
['causes', 'occurs_in', 'affects', 'causes']
['causes', 'complicates', 'treats', 'causes']
['causes', 'part_of', 'occurs_in', 'part_of']
['causes', 'isa', 'prevents', 'coexists_with']
['causes', 'occurs_in', 'associated_with']
['causes', 'affects', 'disrupts', 'prevents']
['causes', 'coexists_with', 'inhibits', 'augments']
['causes', 'occurs_in', 'complicates', 'part_of']
['causes', 'same_as', 'produces', 'disrupts']
['causes', 'complicates', 'part_of', 'produces']
['causes', 'coexists_with', 'stimulates', 'prevents']
['causes', 'compared_with', 'prevents', 'causes']
['causes', 'associated_with', 'treats', 'produces']
['causes', 'stimulates', 'augments', 'complicates']
['causes', 'coexists_with', 'inhibits', 'complicates']
['causes', 'augments', 'prevents', 'part_of']
['causes', 'causes', 'location_of', 'causes']
['causes', 'prevents', 'causes', 'produces']
['causes', 'disrupts', 'causes', 'interacts_with']
['causes', 'affects', 'complicates', 'augments']
['causes', 'prevents', 'prevents', 'causes']
['causes', 'affects', 'complicates', 'associated_with']
['causes', 'produces', 'same_as', 'treats']
['causes', 'associated_with', 'disrupts', 'same_as']
['causes', 'coexists_with', 'disrupts', 'part_of']
['causes', 'produces', 'location_of', 'associated_with']
['causes', 'complicates', 'occurs_in', 'same_as']
['causes', 'affects']
['causes', 'same_as', 'treats', 'augments']
['causes', 'complicates', 'part_of', 'disrupts']
['causes', 'inhibits', 'treats', 'produces']
['causes', 'produces', 'isa', 'causes']
['causes', 'affects', 'treats', 'diagnoses']
['causes', 'diagnoses', 'affects', 'complicates']
['causes', 'same_as', 'location_of', 'disrupts']
['causes', 'coexists_with', 'diagnoses', 'inhibits']
['causes', 'affects', 'coexists_with', 'augments']
['causes', 'causes', 'stimulates', 'stimulates']
['causes', 'location_of', 'diagnoses', 'occurs_in']
['causes', 'stimulates', 'interacts_with', 'causes']
['causes', 'causes', 'diagnoses', 'produces']
['causes', 'produces', 'disrupts', 'isa']
['causes', 'stimulates', 'stimulates', 'occurs_in']
['causes', 'augments', 'prevents', 'causes']
['causes', 'disrupts', 'causes', 'affects']
['causes', 'produces', 'prevents', 'occurs_in']
['causes', 'stimulates', 'interacts_with', 'diagnoses']
['causes', 'coexists_with', 'produces', 'location_of']
['causes', 'produces', 'same_as', 'occurs_in']
['causes', 'part_of', 'compared_with', 'part_of']
['causes', 'isa', 'produces', 'occurs_in']
['causes', 'produces', 'associated_with', 'diagnoses']
['causes', 'treats', 'produces', 'causes']
['causes', 'augments', 'inhibits', 'location_of']
['causes', 'affects', 'occurs_in', 'disrupts']
['causes', 'location_of', 'location_of', 'inhibits']
['causes', 'prevents', 'coexists_with', 'produces']
['causes', 'associated_with', 'occurs_in', 'augments']
['causes', 'produces', 'interacts_with', 'part_of']
['causes', 'part_of', 'coexists_with', 'same_as']
['causes', 'stimulates', 'produces', 'part_of']
['causes', 'location_of', 'prevents', 'causes']
['causes', 'treats', 'augments', 'interacts_with']
['causes', 'isa', 'compared_with', 'disrupts']
['causes', 'affects', 'prevents', 'complicates']
['causes', 'diagnoses', 'prevents']
['causes', 'compared_with', 'disrupts', 'diagnoses']
['causes', 'disrupts', 'causes', 'produces']
['causes', 'same_as', 'causes', 'produces']
['causes', 'prevents', 'interacts_with', 'complicates']
['causes', 'occurs_in', 'affects', 'produces']
['causes', 'location_of', 'isa', 'augments']
['causes', 'diagnoses', 'causes', 'diagnoses']
['causes', 'causes', 'treats', 'coexists_with']
['causes', 'stimulates', 'disrupts', 'prevents']
['causes', 'produces', 'disrupts', 'coexists_with']
['causes', 'prevents', 'disrupts', 'compared_with']
['causes', 'produces', 'affects', 'occurs_in']
['causes', 'location_of', 'produces', 'isa']
['stimulates', 'stimulates', 'prevents', 'prevents']
['stimulates', 'prevents', 'isa', 'same_as']
['stimulates', 'inhibits', 'isa', 'isa']
['stimulates', 'diagnoses', 'affects', 'coexists_with']
['stimulates', 'compared_with', 'coexists_with', 'occurs_in']
['stimulates', 'treats', 'inhibits', 'part_of']
['stimulates', 'diagnoses', 'diagnoses', 'produces']
['stimulates', 'same_as', 'isa', 'inhibits']
['stimulates', 'coexists_with', 'produces', 'prevents']
['stimulates']
['stimulates', 'compared_with', 'augments', 'stimulates']
['stimulates', 'part_of', 'inhibits', 'interacts_with']
['stimulates', 'complicates', 'prevents', 'part_of']
['stimulates', 'complicates', 'stimulates', 'prevents']
['stimulates', 'compared_with', 'compared_with', 'diagnoses']
['stimulates', 'location_of', 'interacts_with', 'stimulates']
['stimulates', 'prevents', 'causes', 'occurs_in']
['stimulates', 'complicates', 'produces', 'part_of']
['stimulates', 'coexists_with', 'associated_with', 'occurs_in']
['stimulates', 'coexists_with', 'part_of', 'occurs_in']
['stimulates', 'causes', 'diagnoses', 'disrupts']
['stimulates', 'coexists_with', 'occurs_in']
['stimulates', 'compared_with', 'prevents', 'causes']
['stimulates', 'treats', 'augments', 'part_of']
['stimulates', 'part_of', 'compared_with', 'isa']
['stimulates', 'occurs_in', 'occurs_in', 'compared_with']
['stimulates', 'produces', 'stimulates', 'inhibits']
['stimulates', 'stimulates', 'prevents', 'same_as']
['stimulates', 'inhibits', 'causes', 'produces']
['stimulates', 'location_of', 'inhibits', 'stimulates']
['stimulates', 'compared_with', 'complicates', 'isa']
['stimulates', 'part_of', 'associated_with', 'same_as']
['stimulates', 'isa', 'disrupts', 'treats']
['stimulates', 'diagnoses', 'associated_with', 'treats']
['stimulates', 'produces', 'interacts_with', 'causes']
['stimulates', 'part_of', 'disrupts', 'produces']
['stimulates', 'causes', 'coexists_with', 'coexists_with']
['stimulates', 'disrupts', 'diagnoses', 'disrupts']
['stimulates', 'same_as', 'occurs_in', 'affects']
['stimulates', 'produces', 'associated_with', 'causes']
['stimulates', 'stimulates', 'inhibits', 'inhibits']
['stimulates', 'associated_with', 'produces', 'diagnoses']
['stimulates', 'diagnoses', 'location_of', 'compared_with']
['stimulates', 'compared_with', 'isa', 'occurs_in']
['stimulates', 'causes', 'occurs_in', 'same_as']
['stimulates', 'interacts_with', 'inhibits', 'augments']
['stimulates', 'augments', 'causes', 'produces']
['stimulates', 'produces', 'produces', 'location_of']
['stimulates', 'same_as', 'causes', 'produces']
['stimulates', 'coexists_with', 'complicates', 'diagnoses']
['stimulates', 'affects', 'part_of', 'disrupts']
['stimulates', 'stimulates', 'prevents', 'stimulates']
['stimulates', 'disrupts', 'complicates', 'coexists_with']
['stimulates', 'associated_with', 'same_as', 'produces']
