['diagnoses', 'stimulates', 'affects', 'complicates']
['disrupts', 'inhibits', 'same_as', 'causes']
['disrupts', 'diagnoses', 'associated_with', 'inhibits']
['disrupts', 'affects', 'location_of', 'interacts_with']
['disrupts', 'causes', 'occurs_in', 'produces']
['disrupts', 'interacts_with', 'affects', 'associated_with']
['disrupts', 'coexists_with', 'inhibits', 'associated_with']
['disrupts', 'complicates', 'treats', 'disrupts']
['disrupts', 'isa', 'occurs_in', 'disrupts']
['produces', 'causes', 'coexists_with', 'complicates']
['produces', 'produces']
['produces', 'isa', 'occurs_in', 'same_as']
['produces', 'compared_with', 'isa', 'associated_with']
['produces', 'location_of', 'location_of']
['produces', 'compared_with', 'inhibits', 'compared_with']
['produces', 'disrupts', 'isa', 'interacts_with']
['produces', 'treats', 'inhibits', 'treats']
['produces', 'associated_with', 'treats', 'treats']
['produces', 'augments', 'coexists_with']
['produces', 'diagnoses', 'coexists_with', 'occurs_in']
['produces', 'location_of', 'prevents', 'interacts_with']
['produces', 'complicates', 'causes', 'coexists_with']
['produces', 'diagnoses', 'augments', 'augments']
['produces', 'associated_with', 'stimulates', 'disrupts']
['produces', 'same_as', 'diagnoses', 'isa']
['produces', 'occurs_in', 'inhibits', 'compared_with']
['produces', 'augments', 'causes', 'compared_with']
['produces', 'complicates', 'causes', 'complicates']
['produces', 'compared_with', 'stimulates', 'same_as']
['produces', 'prevents', 'interacts_with', 'part_of']
['produces', 'inhibits', 'disrupts', 'augments']
['produces']
['produces', 'disrupts', 'compared_with', 'part_of']
['produces', 'inhibits', 'stimulates', 'causes']
['produces', 'causes', 'stimulates', 'location_of']
['produces', 'occurs_in', 'inhibits', 'prevents']
['produces', 'interacts_with', 'causes', 'augments']
['produces', 'part_of', 'isa']
['produces', 'prevents', 'disrupts', 'prevents']
['produces', 'produces', 'part_of', 'complicates']
['produces', 'causes']
['produces', 'associated_with', 'inhibits', 'causes']
['produces', 'produces', 'same_as', 'affects']
['produces', 'causes', 'complicates', 'produces']
['produces', 'same_as', 'occurs_in', 'location_of']
['produces', 'affects']
['produces', 'location_of', 'disrupts', 'complicates']
['produces', 'location_of', 'same_as', 'stimulates']
['produces', 'part_of', 'associated_with', 'inhibits']
['produces', 'same_as', 'occurs_in']
['produces', 'same_as', 'treats', 'associated_with']
['produces', 'part_of', 'causes', 'compared_with']
['produces', 'occurs_in', 'prevents', 'location_of']
['produces', 'location_of', 'causes', 'diagnoses']
['produces', 'occurs_in', 'location_of', 'complicates']
['produces', 'compared_with', 'affects', 'augments']
['produces', 'disrupts', 'compared_with', 'occurs_in']
['produces', 'inhibits', 'causes', 'same_as']
['produces', 'inhibits', 'compared_with', 'compared_with']
['produces', 'part_of', 'inhibits', 'disrupts']
['produces', 'augments', 'complicates', 'prevents']
['produces', 'complicates', 'augments', 'prevents']
['produces', 'prevents', 'location_of', 'same_as']
['produces', 'prevents', 'affects', 'produces']
['produces', 'same_as', 'prevents', 'isa']
['produces', 'occurs_in', 'stimulates', 'augments']
['produces', 'stimulates', 'part_of', 'produces']
['produces', 'associated_with', 'isa', 'prevents']
['produces', 'causes', 'stimulates', 'diagnoses']
['produces', 'complicates', 'diagnoses', 'associated_with']
['produces', 'same_as', 'compared_with', 'affects']
['produces', 'part_of', 'disrupts']
['produces', 'coexists_with', 'augments', 'compared_with']
['produces', 'isa', 'complicates', 'diagnoses']
['produces', 'part_of', 'occurs_in', 'diagnoses']
['produces', 'part_of']
['produces', 'diagnoses', 'stimulates', 'associated_with']
['produces', 'affects', 'interacts_with', 'stimulates']
['produces', 'location_of', 'stimulates', 'same_as']
['produces', 'interacts_with', 'interacts_with', 'augments']
['produces', 'coexists_with', 'location_of', 'prevents']
['produces', 'interacts_with']
['produces', 'interacts_with', 'causes', 'causes']
['produces', 'interacts_with', 'occurs_in', 'location_of']
['produces', 'coexists_with', 'coexists_with', 'same_as']
['produces', 'inhibits', 'same_as', 'location_of']
['produces', 'associated_with', 'part_of', 'affects']
['produces', 'location_of']
['produces', 'augments', 'inhibits', 'interacts_with']
['produces', 'affects', 'same_as', 'isa']
['produces', 'compared_with', 'coexists_with']
['produces', 'part_of', 'treats', 'associated_with']
['produces', 'location_of', 'affects', 'coexists_with']
['produces', 'complicates', 'same_as', 'associated_with']
['produces', 'affects', 'produces']
['produces', 'diagnoses', 'prevents', 'stimulates']
['produces', 'interacts_with', 'affects', 'produces']
['produces', 'complicates', 'associated_with', 'diagnoses']
['produces', 'occurs_in', 'augments']
['compared_with', 'produces']
['compared_with', 'augments', 'location_of', 'same_as']
['compared_with']
['compared_with', 'complicates', 'complicates', 'stimulates']
['compared_with', 'compared_with', 'stimulates', 'stimulates']
['compared_with', 'inhibits', 'inhibits', 'affects']
['compared_with', 'produces', 'prevents', 'prevents']
['compared_with', 'prevents', 'isa', 'diagnoses']
['compared_with', 'treats', 'prevents', 'produces']
['compared_with', 'treats', 'occurs_in', 'causes']
['compared_with', 'associated_with', 'treats', 'prevents']
['compared_with', 'inhibits', 'complicates', 'augments']
['compared_with', 'same_as', 'occurs_in', 'location_of']
['compared_with', 'associated_with', 'coexists_with', 'location_of']
['compared_with', 'associated_with', 'coexists_with', 'isa']
['compared_with', 'isa', 'stimulates', 'interacts_with']
['compared_with', 'affects', 'same_as', 'treats']
['compared_with', 'complicates', 'stimulates', 'stimulates']
['compared_with', 'coexists_with', 'associated_with', 'complicates']
['compared_with', 'causes', 'inhibits', 'causes']
['compared_with', 'inhibits', 'same_as']
['compared_with', 'associated_with', 'treats', 'disrupts']
['compared_with', 'isa', 'affects', 'produces']
['compared_with', 'inhibits', 'causes', 'produces']
['compared_with', 'prevents', 'augments', 'affects']
['compared_with', 'isa', 'same_as', 'augments']
['compared_with', 'associated_with', 'causes']
['compared_with', 'produces', 'produces', 'occurs_in']
['compared_with', 'location_of', 'stimulates', 'same_as']
['compared_with', 'treats', 'disrupts', 'compared_with']
['compared_with', 'produces', 'inhibits', 'prevents']
['compared_with', 'stimulates', 'disrupts', 'affects']
['compared_with', 'part_of', 'causes', 'complicates']
['compared_with', 'affects', 'isa', 'complicates']
['compared_with', 'produces', 'inhibits', 'produces']
['compared_with', 'associated_with', 'coexists_with', 'inhibits']
['compared_with', 'coexists_with', 'coexists_with', 'produces']
['compared_with', 'prevents', 'compared_with', 'affects']
['compared_with', 'associated_with', 'treats', 'augments']
['compared_with', 'location_of', 'treats', 'affects']
['compared_with', 'same_as', 'inhibits', 'associated_with']
['compared_with', 'inhibits', 'prevents', 'occurs_in']
['compared_with', 'causes', 'location_of', 'diagnoses']
['compared_with', 'prevents', 'disrupts', 'complicates']
['compared_with', 'isa', 'isa', 'produces']
['compared_with', 'same_as', 'prevents', 'causes']
['compared_with', 'inhibits', 'occurs_in', 'associated_with']
['compared_with', 'produces', 'treats', 'disrupts']
['compared_with', 'occurs_in', 'augments', 'disrupts']
['compared_with', 'complicates', 'part_of', 'part_of']
['compared_with', 'prevents', 'compared_with', 'produces']
['compared_with', 'compared_with', 'coexists_with', 'same_as']
['compared_with', 'occurs_in', 'location_of', 'isa']
['compared_with', 'interacts_with']
['compared_with', 'occurs_in', 'produces', 'disrupts']
['compared_with', 'diagnoses', 'treats', 'disrupts']
['compared_with', 'interacts_with', 'inhibits', 'affects']
['compared_with', 'location_of', 'complicates', 'occurs_in']
['compared_with', 'disrupts', 'affects', 'coexists_with']
['compared_with', 'occurs_in']
['compared_with', 'associated_with']
['compared_with', 'associated_with', 'part_of', 'location_of']
['compared_with', 'same_as', 'prevents', 'prevents']
['compared_with', 'coexists_with', 'augments', 'produces']
['compared_with', 'inhibits', 'location_of', 'compared_with']
['compared_with', 'causes', 'causes', 'part_of']
['compared_with', 'inhibits', 'location_of', 'part_of']
['compared_with', 'same_as', 'causes', 'causes']
['compared_with', 'associated_with', 'interacts_with', 'associated_with']
['compared_with', 'produces', 'produces', 'augments']
['compared_with', 'occurs_in', 'compared_with', 'interacts_with']
['compared_with', 'causes', 'isa', 'causes']
['compared_with', 'interacts_with', 'treats', 'part_of']
['compared_with', 'stimulates', 'complicates', 'associated_with']
['compared_with', 'affects', 'isa', 'occurs_in']
['compared_with', 'isa', 'prevents', 'augments']
['compared_with', 'complicates', 'augments', 'occurs_in']
['compared_with', 'same_as', 'prevents', 'disrupts']
['compared_with', 'affects', 'stimulates', 'treats']
['compared_with', 'diagnoses', 'causes', 'location_of']
['compared_with', 'compared_with', 'location_of', 'occurs_in']
['compared_with', 'stimulates', 'isa', 'augments']
['compared_with', 'same_as', 'complicates', 'disrupts']
['compared_with', 'causes', 'diagnoses', 'treats']
['compared_with', 'same_as', 'compared_with', 'compared_with']
['compared_with', 'part_of', 'treats', 'inhibits']
['compared_with', 'complicates', 'same_as', 'diagnoses']
['compared_with', 'disrupts', 'isa', 'causes']
['compared_with', 'prevents', 'location_of', 'part_of']
['compared_with', 'disrupts', 'affects', 'prevents']
['compared_with', 'interacts_with', 'prevents', 'causes']
['compared_with', 'affects', 'compared_with', 'treats']
['compared_with', 'inhibits', 'prevents', 'compared_with']
['compared_with', 'disrupts', 'stimulates', 'part_of']
['compared_with', 'augments', 'treats', 'augments']
['compared_with', 'compared_with', 'prevents', 'same_as']
['compared_with', 'location_of', 'stimulates', 'causes']
['augments', 'isa', 'occurs_in', 'coexists_with']
['augments', 'occurs_in', 'interacts_with', 'prevents']
['augments', 'location_of', 'inhibits', 'stimulates']
['augments', 'compared_with', 'causes', 'diagnoses']
['augments', 'coexists_with', 'same_as', 'associated_with']
['augments', 'treats', 'treats', 'occurs_in']
['augments', 'prevents', 'complicates', 'affects']
['augments', 'disrupts', 'stimulates', 'complicates']
['augments', 'affects']
['augments', 'causes', 'interacts_with', 'coexists_with']
['augments', 'treats', 'complicates', 'diagnoses']
['augments', 'disrupts', 'occurs_in', 'compared_with']
['augments', 'same_as', 'associated_with', 'diagnoses']
['augments', 'causes', 'augments', 'produces']
['augments', 'stimulates', 'causes', 'diagnoses']
['augments', 'disrupts', 'complicates', 'augments']
['augments', 'associated_with', 'compared_with', 'isa']
['augments', 'associated_with', 'treats', 'compared_with']
['augments', 'treats', 'disrupts', 'part_of']
['augments', 'isa', 'part_of', 'prevents']
['augments']
['augments', 'location_of']
['augments', 'causes', 'produces', 'prevents']
['augments', 'produces', 'stimulates', 'inhibits']
['augments', 'coexists_with']
['augments', 'isa', 'causes', 'coexists_with']
['augments', 'interacts_with', 'complicates', 'augments']
['augments', 'same_as', 'part_of', 'prevents']
['augments', 'disrupts', 'location_of', 'occurs_in']
['augments', 'complicates', 'coexists_with', 'occurs_in']
['augments', 'isa', 'stimulates', 'location_of']
['augments', 'diagnoses', 'location_of']
['augments', 'causes', 'prevents', 'location_of']
['augments', 'part_of']
['augments', 'location_of', 'treats', 'compared_with']
['augments', 'same_as', 'associated_with', 'interacts_with']
['augments', 'compared_with', 'produces', 'stimulates']
['augments', 'causes', 'produces', 'stimulates']
['augments', 'occurs_in', 'diagnoses', 'interacts_with']
['augments', 'diagnoses', 'treats', 'augments']
['augments', 'interacts_with', 'isa', 'same_as']
['augments', 'disrupts', 'associated_with', 'complicates']
['augments', 'associated_with', 'location_of', 'augments']
['augments', 'interacts_with', 'affects', 'diagnoses']
['augments', 'produces']
['augments', 'location_of', 'occurs_in']
['augments', 'produces', 'stimulates', 'associated_with']
['augments', 'associated_with', 'inhibits', 'stimulates']
['augments', 'stimulates', 'same_as', 'associated_with']
['augments', 'prevents', 'location_of', 'prevents']
['augments', 'affects', 'disrupts', 'location_of']
['augments', 'interacts_with', 'disrupts']
['augments', 'part_of', 'complicates', 'location_of']
['augments', 'causes', 'isa', 'interacts_with']
['augments', 'part_of', 'isa', 'inhibits']
['augments', 'interacts_with', 'diagnoses', 'complicates']
['augments', 'disrupts', 'augments', 'disrupts']
['augments', 'same_as', 'complicates', 'location_of']
['augments', 'compared_with', 'compared_with', 'treats']
['augments', 'diagnoses', 'treats', 'prevents']
['augments', 'associated_with', 'inhibits', 'associated_with']
['augments', 'occurs_in', 'same_as', 'compared_with']
['augments', 'interacts_with', 'same_as']
['augments', 'treats']
['augments', 'causes', 'inhibits', 'same_as']
['augments', 'location_of', 'diagnoses', 'disrupts']
['augments', 'interacts_with']
['augments', 'associated_with', 'associated_with', 'diagnoses']
['augments', 'interacts_with', 'part_of', 'produces']
['augments', 'complicates', 'treats', 'disrupts']
['augments', 'same_as', 'treats', 'treats']
['augments', 'produces', 'inhibits', 'compared_with']
['augments', 'disrupts', 'inhibits', 'stimulates']
['augments', 'treats', 'isa', 'part_of']
['augments', 'associated_with', 'occurs_in', 'complicates']
['augments', 'associated_with', 'location_of', 'diagnoses']
['augments', 'same_as', 'disrupts']
['augments', 'causes', 'produces', 'complicates']
['augments', 'diagnoses', 'diagnoses', 'produces']
['augments', 'complicates', 'causes', 'stimulates']
['augments', 'coexists_with', 'causes']
['augments', 'isa', 'augments', 'compared_with']
['augments', 'diagnoses', 'prevents', 'disrupts']
['augments', 'part_of', 'disrupts', 'produces']
['augments', 'same_as', 'produces', 'associated_with']
['augments', 'interacts_with', 'augments', 'causes']
['augments', 'diagnoses', 'prevents', 'complicates']
['augments', 'augments', 'produces', 'same_as']
['augments', 'disrupts', 'complicates', 'occurs_in']
['augments', 'affects', 'location_of', 'inhibits']
['augments', 'causes', 'augments', 'associated_with']
['augments', 'occurs_in', 'diagnoses', 'complicates']
['inhibits', 'isa', 'inhibits', 'prevents']
['inhibits', 'prevents', 'affects', 'diagnoses']
['inhibits', 'associated_with', 'complicates', 'same_as']
['inhibits', 'treats', 'location_of', 'part_of']
['inhibits', 'augments', 'interacts_with', 'part_of']
['inhibits', 'associated_with', 'associated_with', 'inhibits']
['inhibits', 'part_of']
['inhibits', 'same_as', 'part_of', 'coexists_with']
['inhibits', 'occurs_in', 'affects', 'same_as']
['inhibits', 'inhibits', 'compared_with', 'location_of']
['inhibits', 'stimulates', 'location_of', 'interacts_with']
['inhibits', 'isa', 'treats', 'occurs_in']
['inhibits', 'occurs_in']
['inhibits', 'treats', 'part_of', 'location_of']
['inhibits', 'location_of', 'diagnoses', 'treats']
['inhibits', 'causes', 'associated_with', 'isa']
['inhibits', 'coexists_with', 'disrupts', 'occurs_in']
['inhibits', 'produces', 'interacts_with', 'same_as']
['inhibits', 'coexists_with']
['inhibits', 'occurs_in', 'inhibits']
['inhibits', 'prevents', 'part_of', 'affects']
['inhibits', 'compared_with', 'occurs_in', 'part_of']
['inhibits', 'location_of', 'treats', 'associated_with']
['inhibits', 'disrupts', 'isa']
['inhibits', 'inhibits', 'augments', 'affects']
['inhibits', 'disrupts', 'associated_with']
['inhibits', 'inhibits', 'compared_with', 'inhibits']
['inhibits', 'compared_with', 'disrupts', 'augments']
['inhibits', 'causes', 'occurs_in', 'part_of']
['inhibits', 'isa', 'associated_with']
['inhibits', 'part_of', 'location_of', 'affects']
['inhibits', 'causes', 'augments', 'coexists_with']
['inhibits', 'complicates', 'complicates', 'part_of']
['inhibits', 'produces', 'interacts_with', 'inhibits']
['inhibits', 'location_of', 'affects', 'compared_with']
['inhibits', 'causes']
['inhibits', 'produces', 'diagnoses', 'coexists_with']
['inhibits', 'same_as', 'coexists_with', 'same_as']
['inhibits', 'diagnoses', 'isa', 'causes']
['inhibits', 'prevents', 'augments', 'same_as']
['inhibits', 'produces', 'augments', 'compared_with']
['inhibits', 'compared_with', 'inhibits', 'diagnoses']
['inhibits', 'part_of', 'affects', 'augments']
['inhibits', 'associated_with', 'isa', 'augments']
['inhibits', 'associated_with', 'occurs_in', 'isa']
['inhibits', 'causes', 'compared_with']
['inhibits', 'stimulates', 'prevents', 'complicates']
['inhibits', 'coexists_with', 'associated_with', 'part_of']
['inhibits', 'interacts_with', 'isa', 'part_of']
['inhibits', 'same_as', 'causes', 'part_of']
['inhibits', 'complicates', 'same_as', 'coexists_with']
['inhibits', 'location_of', 'disrupts']
['inhibits', 'location_of', 'part_of', 'causes']
['inhibits', 'affects', 'disrupts', 'prevents']
['inhibits', 'treats', 'isa']
['inhibits', 'augments']
['inhibits', 'produces', 'associated_with', 'complicates']
['inhibits', 'disrupts', 'inhibits', 'disrupts']
['inhibits', 'prevents', 'part_of', 'augments']
['inhibits', 'causes', 'part_of', 'occurs_in']
['inhibits', 'coexists_with', 'affects', 'prevents']
['inhibits', 'treats', 'inhibits', 'stimulates']
['inhibits', 'stimulates', 'augments', 'isa']
['inhibits', 'coexists_with', 'treats', 'isa']
['inhibits', 'part_of', 'disrupts', 'part_of']
['inhibits', 'coexists_with', 'location_of', 'produces']
['inhibits', 'prevents', 'diagnoses']
['inhibits', 'prevents', 'affects', 'occurs_in']
['inhibits', 'complicates', 'augments', 'part_of']
['inhibits', 'part_of', 'treats', 'causes']
['inhibits', 'occurs_in', 'treats']
['inhibits', 'prevents', 'isa', 'coexists_with']
['inhibits', 'inhibits']
['inhibits', 'inhibits', 'associated_with']
['inhibits', 'stimulates', 'location_of', 'coexists_with']
['inhibits', 'part_of', 'interacts_with', 'stimulates']
['inhibits', 'stimulates', 'coexists_with', 'disrupts']
['inhibits', 'compared_with', 'disrupts', 'causes']
['inhibits', 'diagnoses', 'location_of', 'inhibits']
['inhibits', 'disrupts', 'inhibits', 'compared_with']
['inhibits', 'same_as', 'associated_with', 'stimulates']
['inhibits', 'coexists_with', 'complicates', 'complicates']
['inhibits', 'same_as', 'complicates', 'augments']
['inhibits', 'complicates', 'disrupts', 'interacts_with']
['inhibits', 'occurs_in', 'same_as', 'isa']
['inhibits', 'prevents', 'interacts_with', 'affects']
['inhibits', 'affects', 'causes', 'prevents']
['inhibits', 'causes', 'augments', 'same_as']
['inhibits', 'same_as', 'part_of', 'treats']
['inhibits', 'stimulates']
['inhibits', 'prevents', 'causes', 'part_of']
['inhibits', 'disrupts', 'augments']
['inhibits']
['inhibits', 'produces', 'augments', 'produces']
['inhibits', 'disrupts', 'affects', 'stimulates']
['inhibits', 'diagnoses', 'coexists_with', 'isa']
['inhibits', 'complicates', 'prevents', 'affects']
['inhibits', 'causes', 'diagnoses', 'part_of']
['inhibits', 'causes', 'compared_with', 'occurs_in']
['causes', 'location_of', 'occurs_in', 'coexists_with']
['causes', 'occurs_in', 'treats', 'disrupts']
['causes', 'augments', 'location_of', 'causes']
['causes', 'interacts_with', 'stimulates', 'interacts_with']
['causes', 'same_as', 'augments', 'isa']
['causes', 'isa', 'location_of', 'complicates']
['causes', 'causes', 'diagnoses', 'treats']
['causes', 'complicates', 'augments', 'causes']
['causes', 'location_of', 'treats', 'diagnoses']
['causes', 'affects']
['causes', 'augments', 'compared_with', 'stimulates']
['causes', 'part_of', 'disrupts', 'coexists_with']
['causes', 'produces', 'complicates', 'occurs_in']
['causes', 'associated_with', 'inhibits', 'affects']
['causes', 'compared_with', 'inhibits', 'disrupts']
['causes', 'prevents', 'part_of', 'inhibits']
['causes', 'same_as', 'occurs_in', 'occurs_in']
['causes', 'compared_with', 'produces', 'stimulates']
['causes', 'occurs_in', 'affects', 'augments']
['causes', 'stimulates', 'augments', 'affects']
['causes', 'isa', 'compared_with', 'causes']
['causes', 'inhibits', 'location_of', 'compared_with']
['causes', 'isa', 'isa', 'occurs_in']
['causes', 'produces', 'coexists_with', 'location_of']
['causes', 'disrupts', 'isa', 'occurs_in']
['causes', 'augments', 'associated_with', 'isa']
['causes', 'prevents', 'inhibits', 'part_of']
['causes', 'compared_with', 'disrupts', 'compared_with']
['causes', 'isa', 'location_of', 'disrupts']
['causes', 'stimulates', 'occurs_in', 'augments']
['causes', 'coexists_with', 'produces', 'complicates']
['causes', 'augments', 'treats', 'inhibits']
['causes', 'stimulates', 'isa', 'occurs_in']
['causes', 'causes', 'isa']
['causes', 'compared_with', 'affects', 'prevents']
['causes', 'isa', 'part_of']
['causes', 'location_of', 'treats', 'location_of']
['causes', 'causes', 'associated_with', 'causes']
['causes', 'inhibits', 'complicates', 'causes']
['causes', 'compared_with', 'treats', 'diagnoses']
['causes', 'produces', 'coexists_with', 'inhibits']
['causes', 'occurs_in', 'complicates', 'stimulates']
['causes', 'occurs_in', 'produces', 'part_of']
['causes', 'augments', 'isa', 'causes']
['causes', 'inhibits', 'augments', 'associated_with']
['causes', 'compared_with', 'complicates', 'affects']
['causes', 'part_of', 'complicates', 'disrupts']
['causes', 'produces', 'produces', 'coexists_with']
['causes', 'part_of', 'causes', 'compared_with']
['causes', 'affects', 'interacts_with']
['causes', 'inhibits', 'complicates', 'coexists_with']
['causes', 'isa', 'complicates', 'location_of']
['causes', 'causes', 'part_of', 'same_as']
['causes', 'disrupts', 'treats', 'augments']
['causes', 'interacts_with', 'augments', 'stimulates']
['causes', 'inhibits', 'prevents', 'stimulates']
['causes', 'produces', 'interacts_with', 'coexists_with']
['causes', 'diagnoses', 'same_as']
['causes', 'coexists_with', 'same_as', 'produces']
['causes', 'treats', 'diagnoses', 'coexists_with']
['causes', 'diagnoses', 'diagnoses', 'isa']
['causes', 'inhibits', 'disrupts', 'treats']
['causes', 'part_of', 'prevents', 'diagnoses']
['causes', 'occurs_in', 'part_of', 'augments']
['causes', 'causes', 'associated_with', 'isa']
['causes', 'compared_with', 'interacts_with', 'same_as']
['causes', 'disrupts', 'produces', 'part_of']
['causes', 'treats', 'produces', 'affects']
['causes', 'stimulates', 'location_of', 'causes']
['causes', 'interacts_with', 'part_of', 'affects']
['causes', 'part_of', 'part_of', 'isa']
['causes', 'diagnoses', 'interacts_with', 'augments']
['causes', 'produces', 'compared_with', 'disrupts']
['causes', 'disrupts', 'augments', 'inhibits']
['causes', 'diagnoses', 'interacts_with', 'occurs_in']
['causes', 'produces', 'disrupts', 'complicates']
['causes', 'complicates', 'diagnoses', 'stimulates']
['causes', 'disrupts', 'interacts_with', 'causes']
['causes', 'stimulates', 'inhibits']
['causes', 'associated_with', 'isa', 'part_of']
['causes']
['causes', 'interacts_with', 'occurs_in', 'location_of']
['causes', 'inhibits', 'prevents', 'location_of']
['causes', 'produces']
['causes', 'causes', 'produces', 'causes']
['causes', 'causes']
['causes', 'disrupts', 'interacts_with', 'disrupts']
['causes', 'coexists_with', 'stimulates', 'compared_with']
['causes', 'diagnoses', 'location_of', 'causes']
['causes', 'affects', 'same_as', 'associated_with']
['causes', 'produces', 'stimulates', 'coexists_with']
['causes', 'occurs_in', 'isa', 'occurs_in']
['causes', 'produces', 'disrupts', 'causes']
['causes', 'interacts_with', 'disrupts', 'same_as']
['causes', 'part_of', 'stimulates', 'part_of']
['causes', 'affects', 'interacts_with', 'compared_with']
['stimulates', 'interacts_with', 'coexists_with', 'diagnoses']
['stimulates', 'compared_with', 'isa', 'coexists_with']
['stimulates', 'compared_with', 'produces', 'augments']
['stimulates', 'affects', 'complicates', 'inhibits']
['stimulates', 'inhibits', 'inhibits', 'associated_with']
['stimulates', 'inhibits', 'interacts_with', 'interacts_with']
['stimulates', 'isa', 'treats', 'causes']
['stimulates', 'stimulates', 'disrupts', 'prevents']
['stimulates', 'disrupts', 'causes', 'stimulates']
['stimulates', 'same_as', 'disrupts', 'causes']
['stimulates', 'stimulates', 'treats', 'prevents']
['stimulates', 'causes', 'produces', 'treats']
['stimulates', 'complicates', 'interacts_with', 'associated_with']
['stimulates', 'location_of', 'same_as']
['stimulates', 'coexists_with', 'inhibits', 'disrupts']
['stimulates', 'occurs_in', 'coexists_with', 'treats']
['stimulates', 'interacts_with', 'affects', 'treats']
['stimulates', 'produces', 'augments', 'treats']
['stimulates', 'occurs_in', 'interacts_with', 'part_of']
['stimulates', 'interacts_with', 'inhibits', 'disrupts']
['stimulates', 'produces', 'location_of', 'disrupts']
['stimulates', 'location_of', 'inhibits', 'produces']
['stimulates', 'augments', 'isa', 'part_of']
['stimulates', 'compared_with', 'stimulates', 'treats']
['stimulates']
['stimulates', 'associated_with', 'produces', 'occurs_in']
['stimulates', 'associated_with', 'part_of', 'affects']
['stimulates', 'inhibits', 'compared_with', 'associated_with']
['stimulates', 'associated_with', 'same_as', 'affects']
['stimulates', 'occurs_in', 'coexists_with', 'diagnoses']
['stimulates', 'isa', 'prevents', 'diagnoses']
['stimulates', 'location_of', 'stimulates', 'produces']
['stimulates', 'stimulates', 'disrupts', 'location_of']
['stimulates', 'associated_with', 'isa', 'coexists_with']
['stimulates', 'produces', 'causes']
['stimulates', 'compared_with']
['stimulates', 'same_as', 'location_of', 'part_of']
['stimulates', 'compared_with', 'disrupts', 'location_of']
['stimulates', 'coexists_with', 'interacts_with', 'coexists_with']
['stimulates', 'affects', 'disrupts', 'inhibits']
['stimulates', 'coexists_with', 'produces', 'complicates']
['stimulates', 'prevents', 'inhibits', 'produces']
['stimulates', 'disrupts', 'occurs_in', 'occurs_in']
['stimulates', 'location_of', 'prevents', 'location_of']
['stimulates', 'complicates', 'same_as', 'stimulates']
['stimulates', 'same_as', 'same_as', 'coexists_with']
['stimulates', 'compared_with', 'location_of', 'coexists_with']
['stimulates', 'same_as', 'diagnoses']
['stimulates', 'disrupts', 'treats', 'inhibits']
['stimulates', 'part_of', 'affects', 'same_as']
['stimulates', 'affects', 'affects', 'coexists_with']
['stimulates', 'affects', 'affects', 'stimulates']
['stimulates', 'isa', 'prevents', 'stimulates']
['stimulates', 'complicates', 'affects', 'occurs_in']
['stimulates', 'augments', 'occurs_in', 'augments']
['stimulates', 'part_of', 'treats', 'occurs_in']
['stimulates', 'location_of', 'same_as', 'produces']
['stimulates', 'inhibits', 'location_of', 'coexists_with']
['stimulates', 'causes', 'inhibits', 'complicates']
['stimulates', 'disrupts', 'coexists_with', 'isa']
['stimulates', 'occurs_in', 'compared_with', 'augments']
['stimulates', 'coexists_with', 'complicates', 'coexists_with']
['stimulates', 'augments', 'prevents', 'associated_with']
['stimulates', 'causes', 'same_as', 'isa']
['stimulates', 'diagnoses', 'disrupts', 'inhibits']
['stimulates', 'disrupts', 'isa', 'inhibits']
['stimulates', 'occurs_in', 'part_of', 'affects']
['stimulates', 'diagnoses', 'part_of', 'stimulates']
['stimulates', 'interacts_with', 'causes', 'part_of']
['stimulates', 'augments', 'coexists_with', 'same_as']
['stimulates', 'inhibits', 'associated_with', 'compared_with']
['stimulates', 'associated_with', 'disrupts', 'coexists_with']
['stimulates', 'treats', 'prevents', 'inhibits']
['stimulates', 'location_of', 'isa', 'complicates']
['stimulates', 'isa', 'compared_with', 'coexists_with']
['stimulates', 'inhibits', 'affects', 'causes']
['stimulates', 'occurs_in']
['stimulates', 'affects', 'associated_with', 'disrupts']
['stimulates', 'diagnoses', 'coexists_with', 'inhibits']
['stimulates', 'occurs_in', 'isa', 'same_as']
['stimulates', 'occurs_in', 'augments', 'diagnoses']
['stimulates', 'isa', 'coexists_with', 'affects']
['stimulates', 'coexists_with']
['stimulates', 'inhibits', 'location_of', 'stimulates']
['stimulates', 'isa', 'stimulates', 'same_as']
['stimulates', 'stimulates', 'same_as', 'affects']
['stimulates', 'prevents', 'part_of', 'diagnoses']
['stimulates', 'associated_with', 'produces', 'treats']
['stimulates', 'compared_with', 'part_of', 'affects']
['stimulates', 'compared_with', 'compared_with', 'causes']
['stimulates', 'prevents', 'compared_with', 'causes']
['stimulates', 'location_of', 'location_of', 'compared_with']
['stimulates', 'augments', 'compared_with', 'isa']
['stimulates', 'prevents', 'disrupts', 'same_as']
['stimulates', 'compared_with', 'prevents', 'location_of']
['stimulates', 'inhibits', 'isa', 'interacts_with']
['stimulates', 'diagnoses', 'prevents', 'diagnoses']
['stimulates', 'part_of', 'produces', 'treats']
['associated_with', 'associated_with', 'treats', 'causes']
['associated_with', 'interacts_with', 'coexists_with', 'complicates']
['associated_with', 'complicates', 'compared_with', 'produces']
['associated_with', 'occurs_in', 'compared_with', 'compared_with']
['associated_with', 'augments', 'occurs_in', 'causes']
['associated_with', 'inhibits', 'augments', 'augments']
