['diagnoses', 'augments', 'part_of', 'diagnoses']
['disrupts', 'compared_with', 'associated_with', 'associated_with']
['disrupts', 'causes', 'produces', 'occurs_in']
['disrupts', 'treats', 'location_of', 'affects']
['disrupts', 'affects', 'treats', 'causes']
['disrupts', 'produces', 'augments', 'location_of']
['disrupts', 'stimulates', 'disrupts']
['disrupts', 'augments', 'diagnoses', 'causes']
['disrupts', 'causes', 'diagnoses', 'treats']
['disrupts', 'affects', 'associated_with', 'complicates']
['disrupts', 'causes', 'treats', 'complicates']
['disrupts', 'interacts_with', 'compared_with', 'augments']
['disrupts', 'interacts_with', 'part_of', 'augments']
['disrupts', 'causes', 'affects', 'interacts_with']
['disrupts', 'location_of', 'prevents', 'treats']
['disrupts', 'diagnoses', 'prevents', 'associated_with']
['disrupts', 'associated_with', 'location_of', 'augments']
['disrupts', 'produces', 'coexists_with', 'disrupts']
['disrupts', 'disrupts', 'occurs_in', 'stimulates']
['disrupts', 'same_as', 'associated_with', 'disrupts']
['disrupts', 'treats', 'diagnoses', 'associated_with']
['disrupts', 'associated_with', 'diagnoses', 'location_of']
['disrupts', 'treats']
['disrupts', 'diagnoses', 'stimulates', 'location_of']
['disrupts', 'prevents', 'complicates', 'coexists_with']
['disrupts', 'prevents', 'location_of', 'occurs_in']
['disrupts', 'location_of']
['disrupts', 'complicates', 'treats', 'part_of']
['disrupts', 'diagnoses', 'diagnoses', 'treats']
['disrupts', 'coexists_with', 'associated_with', 'produces']
['disrupts', 'location_of', 'interacts_with', 'complicates']
['disrupts', 'occurs_in', 'diagnoses', 'treats']
['produces', 'inhibits', 'prevents', 'causes']
['produces', 'disrupts', 'causes', 'compared_with']
['produces', 'occurs_in', 'same_as', 'occurs_in']
['produces', 'disrupts', 'complicates', 'disrupts']
['produces', 'augments']
['produces', 'produces', 'interacts_with', 'causes']
['produces', 'prevents', 'part_of', 'same_as']
['produces', 'part_of', 'prevents', 'stimulates']
['produces', 'part_of', 'stimulates', 'isa']
['produces', 'stimulates', 'interacts_with', 'complicates']
['produces', 'compared_with', 'same_as', 'complicates']
['produces', 'part_of', 'inhibits', 'diagnoses']
['produces', 'diagnoses', 'complicates', 'prevents']
['produces', 'stimulates', 'disrupts', 'coexists_with']
['produces', 'same_as', 'coexists_with', 'prevents']
['produces', 'coexists_with', 'complicates', 'part_of']
['produces', 'inhibits', 'isa', 'part_of']
['produces', 'interacts_with', 'location_of', 'prevents']
['produces', 'treats', 'location_of', 'compared_with']
['produces', 'causes', 'occurs_in', 'prevents']
['produces', 'coexists_with', 'disrupts', 'stimulates']
['produces', 'coexists_with', 'disrupts', 'affects']
['produces', 'isa', 'complicates', 'stimulates']
['produces', 'disrupts', 'occurs_in', 'disrupts']
['produces', 'complicates', 'occurs_in', 'prevents']
['produces', 'associated_with', 'coexists_with', 'location_of']
['produces', 'produces', 'associated_with', 'stimulates']
['produces', 'disrupts', 'disrupts', 'same_as']
['produces', 'disrupts', 'complicates', 'occurs_in']
['produces', 'stimulates', 'interacts_with', 'produces']
['produces', 'coexists_with', 'causes', 'augments']
['produces', 'compared_with', 'complicates', 'affects']
['produces', 'interacts_with']
['produces', 'same_as', 'associated_with', 'associated_with']
['produces', 'augments', 'augments', 'coexists_with']
['produces', 'complicates', 'prevents', 'diagnoses']
['produces', 'interacts_with', 'causes', 'augments']
['produces', 'produces', 'interacts_with', 'occurs_in']
['produces', 'causes', 'prevents', 'causes']
['produces', 'affects', 'affects', 'stimulates']
['produces', 'disrupts', 'interacts_with', 'stimulates']
['produces', 'occurs_in', 'causes', 'complicates']
['produces', 'diagnoses', 'interacts_with', 'affects']
['produces', 'coexists_with', 'location_of', 'affects']
['produces', 'disrupts', 'part_of', 'affects']
['produces', 'produces', 'causes', 'coexists_with']
['produces', 'diagnoses', 'coexists_with', 'affects']
['produces', 'affects']
['produces', 'disrupts', 'causes', 'isa']
['produces', 'complicates', 'location_of', 'occurs_in']
['produces', 'stimulates', 'coexists_with', 'stimulates']
['produces', 'diagnoses', 'diagnoses', 'inhibits']
['produces', 'interacts_with', 'augments', 'compared_with']
['produces', 'occurs_in', 'occurs_in', 'stimulates']
['produces', 'treats', 'interacts_with', 'diagnoses']
['produces', 'compared_with', 'associated_with', 'location_of']
['produces', 'affects', 'treats', 'occurs_in']
['produces', 'prevents', 'isa', 'part_of']
['produces', 'produces', 'prevents', 'isa']
['produces', 'affects', 'causes', 'stimulates']
['produces', 'location_of', 'location_of', 'same_as']
['produces', 'interacts_with', 'produces', 'associated_with']
['produces', 'occurs_in', 'compared_with', 'stimulates']
['produces']
['produces', 'same_as', 'associated_with', 'coexists_with']
['produces', 'disrupts', 'isa', 'causes']
['produces', 'complicates', 'diagnoses', 'causes']
['produces', 'causes', 'augments', 'coexists_with']
['produces', 'interacts_with', 'produces', 'stimulates']
['produces', 'affects', 'complicates', 'inhibits']
['produces', 'part_of', 'treats', 'causes']
['produces', 'complicates', 'complicates', 'prevents']
['produces', 'causes', 'inhibits', 'disrupts']
['produces', 'treats', 'disrupts', 'complicates']
['produces', 'interacts_with', 'interacts_with', 'stimulates']
['produces', 'affects', 'occurs_in']
['produces', 'stimulates', 'disrupts', 'diagnoses']
['produces', 'complicates', 'diagnoses', 'compared_with']
['produces', 'inhibits', 'occurs_in', 'treats']
['produces', 'location_of', 'complicates', 'treats']
['produces', 'augments', 'isa', 'isa']
['produces', 'coexists_with', 'causes', 'inhibits']
['produces', 'part_of', 'disrupts', 'augments']
['produces', 'diagnoses', 'stimulates', 'prevents']
['produces', 'coexists_with', 'causes', 'stimulates']
['produces', 'complicates', 'compared_with', 'causes']
['produces', 'stimulates', 'compared_with', 'disrupts']
['produces', 'stimulates', 'stimulates', 'part_of']
['produces', 'stimulates', 'same_as', 'complicates']
['produces', 'affects', 'coexists_with', 'part_of']
['produces', 'inhibits', 'causes', 'diagnoses']
['produces', 'part_of', 'inhibits', 'produces']
['produces', 'causes', 'part_of', 'complicates']
['produces', 'location_of', 'causes', 'produces']
['produces', 'treats', 'complicates', 'isa']
['produces', 'complicates', 'same_as', 'prevents']
['produces', 'diagnoses', 'compared_with', 'produces']
['produces', 'coexists_with', 'location_of', 'stimulates']
['compared_with', 'prevents', 'compared_with', 'complicates']
['compared_with', 'part_of', 'coexists_with', 'stimulates']
['compared_with', 'treats', 'associated_with', 'affects']
['compared_with', 'stimulates', 'stimulates', 'augments']
['compared_with', 'associated_with', 'prevents', 'prevents']
['compared_with', 'interacts_with', 'location_of', 'coexists_with']
['compared_with', 'produces', 'isa', 'same_as']
['compared_with', 'same_as', 'isa', 'compared_with']
['compared_with', 'occurs_in', 'location_of', 'disrupts']
['compared_with', 'associated_with', 'inhibits', 'stimulates']
['compared_with', 'associated_with', 'augments', 'affects']
['compared_with', 'complicates', 'causes', 'diagnoses']
['compared_with', 'isa', 'produces', 'location_of']
['compared_with', 'part_of', 'coexists_with', 'location_of']
['compared_with', 'associated_with', 'causes', 'isa']
['compared_with', 'produces', 'augments', 'prevents']
['compared_with', 'isa', 'stimulates', 'occurs_in']
['compared_with', 'interacts_with', 'location_of', 'location_of']
['compared_with', 'prevents', 'isa', 'inhibits']
['compared_with', 'associated_with', 'interacts_with', 'affects']
['compared_with', 'inhibits', 'inhibits', 'treats']
['compared_with', 'inhibits', 'coexists_with', 'inhibits']
['compared_with', 'part_of', 'augments']
['compared_with', 'coexists_with', 'associated_with', 'inhibits']
['compared_with', 'coexists_with', 'part_of', 'prevents']
['compared_with', 'occurs_in', 'produces']
['compared_with', 'part_of', 'inhibits', 'complicates']
['compared_with', 'treats', 'causes', 'interacts_with']
['compared_with', 'complicates', 'compared_with', 'disrupts']
['compared_with', 'occurs_in', 'augments', 'inhibits']
['compared_with', 'produces', 'complicates', 'coexists_with']
['compared_with', 'disrupts', 'prevents', 'causes']
['compared_with', 'treats', 'associated_with', 'interacts_with']
['compared_with', 'treats', 'inhibits', 'inhibits']
['compared_with', 'augments', 'compared_with', 'prevents']
['compared_with', 'prevents', 'treats', 'associated_with']
['compared_with', 'interacts_with', 'inhibits', 'treats']
['compared_with', 'causes', 'part_of', 'same_as']
['compared_with', 'diagnoses', 'occurs_in', 'interacts_with']
['compared_with', 'stimulates', 'causes', 'same_as']
['compared_with', 'complicates', 'diagnoses', 'disrupts']
['compared_with', 'disrupts', 'location_of', 'interacts_with']
['compared_with', 'affects', 'stimulates', 'part_of']
['compared_with', 'complicates', 'affects', 'complicates']
['compared_with', 'diagnoses', 'augments', 'complicates']
['compared_with', 'augments', 'coexists_with', 'causes']
['compared_with', 'interacts_with', 'same_as', 'prevents']
['compared_with', 'associated_with', 'same_as', 'treats']
['compared_with', 'produces', 'augments', 'produces']
['compared_with', 'part_of', 'isa', 'causes']
['compared_with', 'occurs_in', 'produces', 'disrupts']
['compared_with', 'isa', 'causes', 'location_of']
['compared_with', 'disrupts', 'stimulates', 'augments']
['compared_with', 'occurs_in', 'treats', 'complicates']
['compared_with', 'isa', 'causes', 'complicates']
['compared_with', 'produces', 'disrupts', 'occurs_in']
['compared_with', 'associated_with', 'causes', 'produces']
['compared_with', 'occurs_in', 'stimulates', 'occurs_in']
['compared_with', 'prevents', 'affects', 'causes']
['compared_with', 'treats', 'coexists_with', 'prevents']
['compared_with', 'disrupts', 'stimulates', 'inhibits']
['compared_with', 'produces', 'compared_with', 'disrupts']
['compared_with']
['compared_with', 'causes', 'same_as', 'associated_with']
['compared_with', 'location_of', 'interacts_with', 'isa']
['compared_with', 'causes', 'produces', 'complicates']
['compared_with', 'occurs_in', 'augments', 'augments']
['compared_with', 'compared_with', 'coexists_with', 'diagnoses']
['compared_with', 'part_of', 'same_as', 'affects']
['compared_with', 'affects', 'compared_with', 'interacts_with']
['compared_with', 'part_of', 'location_of']
['compared_with', 'associated_with', 'treats', 'compared_with']
['compared_with', 'affects', 'complicates', 'affects']
['compared_with', 'occurs_in', 'treats', 'causes']
['compared_with', 'occurs_in', 'diagnoses', 'produces']
['compared_with', 'produces', 'treats', 'coexists_with']
['compared_with', 'causes', 'diagnoses', 'compared_with']
['compared_with', 'location_of', 'coexists_with', 'location_of']
['compared_with', 'same_as', 'part_of', 'disrupts']
['compared_with', 'complicates', 'compared_with', 'augments']
['compared_with', 'augments', 'complicates', 'part_of']
['compared_with', 'associated_with', 'disrupts', 'disrupts']
['compared_with', 'produces', 'stimulates', 'causes']
['compared_with', 'stimulates', 'associated_with']
['compared_with', 'augments', 'disrupts', 'interacts_with']
['compared_with', 'complicates', 'coexists_with', 'coexists_with']
['compared_with', 'complicates', 'prevents', 'disrupts']
['compared_with', 'stimulates', 'diagnoses', 'produces']
['compared_with', 'affects', 'produces', 'associated_with']
['compared_with', 'treats', 'treats', 'part_of']
['compared_with', 'inhibits', 'location_of', 'associated_with']
['compared_with', 'inhibits', 'diagnoses', 'isa']
['compared_with', 'coexists_with', 'coexists_with', 'part_of']
['compared_with', 'stimulates', 'treats', 'location_of']
['compared_with', 'disrupts']
['compared_with', 'disrupts', 'interacts_with', 'interacts_with']
['compared_with', 'same_as', 'coexists_with', 'causes']
['compared_with', 'location_of', 'compared_with', 'location_of']
['compared_with', 'inhibits', 'produces', 'compared_with']
['augments', 'same_as', 'augments', 'same_as']
['augments', 'occurs_in', 'same_as', 'augments']
['augments', 'affects', 'interacts_with', 'causes']
['augments', 'isa', 'inhibits', 'affects']
['augments', 'complicates', 'inhibits', 'compared_with']
['augments', 'complicates', 'same_as', 'location_of']
['augments', 'treats', 'diagnoses', 'coexists_with']
['augments', 'treats', 'part_of', 'interacts_with']
['augments', 'diagnoses', 'prevents']
['augments', 'compared_with', 'same_as', 'isa']
['augments', 'stimulates', 'part_of', 'produces']
['augments', 'associated_with', 'prevents', 'treats']
['augments', 'inhibits', 'diagnoses']
['augments', 'augments', 'isa', 'location_of']
['augments', 'occurs_in', 'isa', 'stimulates']
['augments', 'interacts_with', 'inhibits', 'diagnoses']
['augments', 'part_of', 'compared_with']
['augments', 'diagnoses', 'compared_with', 'treats']
['augments', 'augments', 'interacts_with', 'isa']
['augments', 'part_of', 'causes', 'associated_with']
['augments', 'diagnoses', 'isa', 'inhibits']
['augments', 'occurs_in', 'location_of', 'location_of']
['augments', 'diagnoses', 'stimulates', 'affects']
['augments', 'isa', 'part_of', 'inhibits']
['augments', 'same_as', 'treats', 'part_of']
['augments', 'causes', 'treats', 'diagnoses']
['augments', 'coexists_with', 'associated_with', 'compared_with']
['augments']
['augments', 'produces', 'inhibits', 'compared_with']
['augments', 'isa', 'diagnoses', 'part_of']
['augments', 'location_of', 'coexists_with', 'location_of']
['augments', 'disrupts', 'coexists_with', 'causes']
['augments', 'compared_with', 'diagnoses', 'associated_with']
['augments', 'affects', 'produces', 'associated_with']
['augments', 'prevents', 'treats', 'coexists_with']
['augments', 'associated_with', 'part_of', 'diagnoses']
['augments', 'augments', 'treats', 'same_as']
['augments', 'occurs_in', 'causes', 'associated_with']
['augments', 'coexists_with', 'prevents', 'treats']
['augments', 'coexists_with', 'compared_with', 'stimulates']
['augments', 'part_of']
['augments', 'produces', 'causes', 'isa']
['augments', 'treats', 'prevents', 'complicates']
['augments', 'causes', 'affects', 'occurs_in']
['augments', 'complicates', 'treats']
['augments', 'occurs_in', 'occurs_in', 'associated_with']
['augments', 'treats', 'disrupts', 'complicates']
['augments', 'prevents', 'stimulates', 'prevents']
['augments', 'location_of', 'prevents', 'causes']
['augments', 'complicates', 'coexists_with', 'interacts_with']
['augments', 'diagnoses', 'causes', 'complicates']
['augments', 'part_of', 'complicates', 'location_of']
['augments', 'same_as', 'interacts_with', 'coexists_with']
['augments', 'affects', 'produces', 'treats']
['augments', 'affects', 'location_of', 'stimulates']
['augments', 'affects', 'treats', 'disrupts']
['augments', 'associated_with']
['augments', 'associated_with', 'treats', 'produces']
['augments', 'disrupts', 'coexists_with', 'produces']
['augments', 'treats', 'location_of', 'occurs_in']
['augments', 'part_of', 'part_of', 'part_of']
['augments', 'interacts_with', 'inhibits', 'treats']
['augments', 'treats', 'affects', 'interacts_with']
['augments', 'associated_with', 'associated_with', 'stimulates']
['augments', 'inhibits', 'interacts_with', 'location_of']
['augments', 'prevents', 'complicates', 'produces']
['augments', 'associated_with', 'associated_with', 'part_of']
['augments', 'location_of', 'treats', 'stimulates']
['augments', 'occurs_in', 'same_as', 'same_as']
['augments', 'causes', 'diagnoses', 'treats']
['augments', 'coexists_with', 'complicates', 'isa']
['augments', 'affects', 'treats', 'causes']
['augments', 'affects', 'coexists_with', 'inhibits']
['augments', 'part_of', 'affects', 'complicates']
['augments', 'part_of', 'prevents', 'complicates']
['augments', 'associated_with', 'treats', 'complicates']
['augments', 'treats', 'affects', 'compared_with']
['augments', 'interacts_with', 'complicates', 'associated_with']
['augments', 'prevents', 'causes', 'coexists_with']
['augments', 'part_of', 'prevents', 'coexists_with']
['augments', 'occurs_in', 'disrupts', 'affects']
['augments', 'affects', 'stimulates', 'associated_with']
['augments', 'part_of', 'associated_with', 'complicates']
['augments', 'associated_with', 'occurs_in', 'stimulates']
['augments', 'diagnoses', 'occurs_in', 'complicates']
['augments', 'occurs_in', 'location_of', 'interacts_with']
['augments', 'part_of', 'same_as', 'causes']
['augments', 'diagnoses', 'part_of', 'compared_with']
['augments', 'compared_with']
['augments', 'inhibits', 'part_of', 'coexists_with']
['augments', 'complicates', 'associated_with', 'disrupts']
['augments', 'prevents', 'prevents', 'same_as']
['augments', 'complicates', 'inhibits', 'coexists_with']
['augments', 'inhibits', 'diagnoses', 'produces']
['augments', 'complicates', 'isa', 'interacts_with']
['augments', 'prevents', 'part_of']
['augments', 'produces', 'associated_with', 'diagnoses']
['inhibits', 'affects', 'compared_with', 'complicates']
['inhibits', 'complicates', 'stimulates', 'compared_with']
['inhibits', 'augments', 'interacts_with', 'complicates']
['inhibits', 'interacts_with', 'occurs_in', 'prevents']
['inhibits', 'location_of', 'occurs_in', 'occurs_in']
['inhibits', 'stimulates', 'causes', 'coexists_with']
['inhibits', 'coexists_with', 'complicates', 'inhibits']
['inhibits', 'affects', 'disrupts', 'stimulates']
['inhibits', 'produces', 'associated_with', 'causes']
['inhibits', 'stimulates', 'complicates', 'affects']
['inhibits', 'location_of', 'treats', 'part_of']
['inhibits', 'same_as', 'isa', 'stimulates']
['inhibits', 'augments', 'same_as', 'interacts_with']
['inhibits', 'inhibits']
['inhibits', 'same_as', 'isa', 'prevents']
['inhibits', 'augments', 'associated_with', 'prevents']
['inhibits', 'occurs_in', 'augments', 'treats']
['inhibits', 'same_as', 'coexists_with', 'stimulates']
['inhibits', 'produces', 'diagnoses', 'inhibits']
['inhibits', 'same_as', 'inhibits', 'causes']
['inhibits', 'coexists_with', 'occurs_in', 'same_as']
['inhibits', 'compared_with', 'occurs_in', 'produces']
['inhibits', 'produces', 'isa', 'complicates']
['inhibits', 'coexists_with', 'causes', 'produces']
['inhibits', 'interacts_with', 'causes', 'associated_with']
['inhibits', 'isa']
['inhibits', 'part_of', 'same_as', 'augments']
['inhibits', 'occurs_in', 'treats', 'location_of']
['inhibits', 'occurs_in', 'diagnoses', 'produces']
['inhibits', 'diagnoses', 'occurs_in']
['inhibits', 'same_as', 'affects', 'occurs_in']
['inhibits', 'coexists_with', 'associated_with', 'isa']
['inhibits', 'associated_with', 'produces', 'augments']
['inhibits', 'prevents', 'part_of', 'stimulates']
['inhibits', 'associated_with', 'affects', 'same_as']
['inhibits', 'complicates', 'isa', 'affects']
['inhibits', 'disrupts', 'treats', 'prevents']
['inhibits', 'location_of', 'inhibits', 'treats']
['inhibits', 'part_of', 'location_of', 'diagnoses']
['inhibits', 'treats', 'location_of', 'diagnoses']
['inhibits', 'complicates', 'complicates', 'compared_with']
['inhibits', 'isa', 'produces', 'same_as']
['inhibits', 'diagnoses', 'diagnoses', 'same_as']
['inhibits', 'produces', 'augments', 'same_as']
['inhibits', 'coexists_with', 'isa', 'inhibits']
['inhibits', 'coexists_with', 'coexists_with', 'interacts_with']
['inhibits', 'causes', 'associated_with', 'interacts_with']
['inhibits', 'same_as', 'interacts_with', 'treats']
['inhibits', 'prevents', 'causes', 'prevents']
['inhibits', 'treats', 'diagnoses', 'isa']
['inhibits', 'treats', 'inhibits', 'treats']
['inhibits', 'disrupts', 'diagnoses', 'occurs_in']
['inhibits', 'coexists_with', 'affects', 'isa']
['inhibits', 'occurs_in', 'affects', 'associated_with']
['inhibits', 'part_of', 'prevents', 'occurs_in']
['inhibits', 'complicates', 'produces', 'disrupts']
['inhibits', 'stimulates', 'complicates', 'associated_with']
['inhibits', 'disrupts', 'produces', 'occurs_in']
['inhibits', 'causes', 'associated_with', 'disrupts']
['inhibits', 'stimulates', 'stimulates', 'stimulates']
['inhibits', 'prevents', 'produces', 'interacts_with']
['inhibits', 'treats', 'associated_with', 'associated_with']
['inhibits', 'coexists_with', 'disrupts', 'part_of']
['inhibits', 'stimulates', 'inhibits', 'treats']
['inhibits', 'complicates', 'augments', 'produces']
['inhibits', 'compared_with', 'prevents', 'part_of']
['inhibits', 'coexists_with', 'prevents', 'interacts_with']
['inhibits', 'associated_with', 'part_of', 'associated_with']
['inhibits', 'stimulates', 'diagnoses', 'coexists_with']
['inhibits', 'interacts_with', 'complicates', 'inhibits']
['inhibits', 'disrupts', 'occurs_in', 'affects']
['inhibits', 'affects', 'diagnoses', 'stimulates']
['inhibits', 'diagnoses', 'occurs_in', 'part_of']
['inhibits', 'coexists_with', 'disrupts', 'complicates']
['inhibits', 'causes', 'treats', 'compared_with']
['inhibits', 'coexists_with', 'part_of', 'prevents']
['inhibits', 'complicates', 'treats', 'stimulates']
['inhibits', 'disrupts', 'coexists_with', 'associated_with']
['inhibits', 'treats', 'stimulates', 'part_of']
['inhibits', 'occurs_in', 'associated_with', 'prevents']
['inhibits', 'inhibits', 'same_as', 'treats']
['inhibits', 'part_of']
['inhibits', 'same_as', 'occurs_in', 'coexists_with']
['inhibits', 'same_as', 'coexists_with', 'location_of']
['inhibits', 'compared_with', 'prevents', 'causes']
['inhibits', 'inhibits', 'affects', 'treats']
['inhibits', 'prevents', 'inhibits', 'produces']
['inhibits', 'affects', 'location_of', 'same_as']
['inhibits', 'causes', 'augments', 'complicates']
['inhibits', 'complicates', 'compared_with', 'produces']
['inhibits', 'location_of', 'part_of', 'part_of']
['inhibits', 'coexists_with', 'complicates', 'augments']
['inhibits', 'augments', 'associated_with', 'interacts_with']
['inhibits', 'associated_with', 'location_of', 'inhibits']
['inhibits']
['inhibits', 'disrupts', 'complicates', 'complicates']
['inhibits', 'interacts_with', 'diagnoses', 'complicates']
['inhibits', 'occurs_in', 'occurs_in', 'compared_with']
['inhibits', 'compared_with', 'diagnoses', 'disrupts']
['causes', 'produces', 'associated_with', 'produces']
['causes', 'location_of', 'diagnoses', 'occurs_in']
['causes', 'affects', 'prevents', 'complicates']
['causes', 'affects', 'associated_with', 'diagnoses']
['causes', 'occurs_in', 'inhibits', 'complicates']
['causes', 'associated_with', 'disrupts', 'diagnoses']
['causes', 'disrupts', 'isa', 'augments']
['causes', 'complicates', 'disrupts', 'prevents']
['causes', 'treats', 'coexists_with', 'prevents']
['causes', 'disrupts', 'associated_with', 'interacts_with']
['causes', 'causes', 'diagnoses', 'produces']
['causes', 'associated_with', 'prevents', 'occurs_in']
['causes', 'complicates', 'prevents', 'produces']
['causes', 'compared_with', 'prevents', 'causes']
['causes', 'produces', 'location_of', 'associated_with']
['causes', 'produces', 'interacts_with', 'part_of']
['causes', 'complicates', 'part_of', 'disrupts']
['causes', 'occurs_in', 'associated_with']
['causes', 'stimulates', 'stimulates', 'occurs_in']
['causes', 'stimulates', 'produces', 'treats']
['causes', 'causes', 'same_as', 'location_of']
['causes', 'produces', 'same_as', 'treats']
['causes', 'affects', 'occurs_in', 'disrupts']
['causes', 'occurs_in', 'affects', 'causes']
['causes', 'location_of', 'complicates', 'augments']
['causes', 'stimulates', 'augments', 'complicates']
['causes', 'complicates', 'treats', 'causes']
['causes', 'stimulates', 'interacts_with', 'diagnoses']
['causes', 'part_of', 'occurs_in', 'part_of']
['causes', 'produces', 'same_as', 'occurs_in']
['causes', 'part_of', 'compared_with', 'part_of']
['causes', 'coexists_with', 'disrupts', 'part_of']
['causes', 'compared_with', 'produces', 'part_of']
['causes', 'occurs_in', 'affects', 'disrupts']
['causes', 'augments']
['causes', 'coexists_with', 'stimulates', 'prevents']
['causes', 'location_of', 'location_of', 'inhibits']
['causes', 'prevents', 'coexists_with', 'produces']
['causes', 'inhibits', 'treats', 'produces']
['causes', 'complicates', 'coexists_with', 'occurs_in']
['causes', 'coexists_with', 'produces', 'location_of']
['causes', 'disrupts', 'causes', 'interacts_with']
['causes', 'isa', 'compared_with', 'disrupts']
['causes', 'associated_with', 'complicates', 'produces']
['causes', 'affects']
['causes', 'compared_with', 'disrupts', 'diagnoses']
['causes', 'affects', 'disrupts', 'augments']
['causes', 'prevents', 'interacts_with', 'complicates']
['causes', 'occurs_in', 'affects', 'produces']
['causes', 'disrupts', 'causes', 'complicates']
['causes', 'stimulates', 'disrupts', 'prevents']
['causes', 'isa', 'associated_with', 'occurs_in']
['causes', 'produces', 'disrupts', 'coexists_with']
['causes', 'affects', 'treats', 'diagnoses']
['causes', 'complicates', 'occurs_in', 'complicates']
['causes']
['causes', 'disrupts', 'prevents', 'location_of']
['causes', 'same_as', 'location_of', 'disrupts']
['causes', 'affects', 'complicates', 'associated_with']
['causes', 'produces', 'augments', 'location_of']
['causes', 'produces', 'isa', 'causes']
['causes', 'complicates']
['causes', 'stimulates', 'interacts_with', 'causes']
['causes', 'same_as', 'produces', 'disrupts']
['causes', 'prevents', 'disrupts', 'complicates']
['causes', 'diagnoses', 'complicates', 'diagnoses']
['causes', 'treats', 'augments']
['causes', 'diagnoses', 'affects', 'complicates']
['causes', 'stimulates', 'treats', 'complicates']
['causes', 'augments', 'diagnoses', 'inhibits']
['causes', 'occurs_in', 'causes', 'produces']
['causes', 'part_of', 'coexists_with', 'occurs_in']
['causes', 'complicates', 'treats', 'complicates']
['causes', 'coexists_with', 'inhibits', 'augments']
['causes', 'causes', 'treats', 'coexists_with']
['causes', 'complicates', 'part_of', 'produces']
['causes', 'augments', 'inhibits', 'location_of']
['causes', 'complicates', 'prevents']
['causes', 'associated_with', 'occurs_in', 'augments']
['causes', 'augments', 'prevents', 'part_of']
['causes', 'stimulates', 'produces', 'part_of']
['causes', 'location_of', 'prevents', 'causes']
['causes', 'causes', 'location_of', 'causes']
['causes', 'treats', 'augments', 'interacts_with']
['causes', 'affects', 'complicates', 'augments']
['causes', 'occurs_in', 'occurs_in', 'interacts_with']
['causes', 'complicates', 'produces', 'complicates']
['causes', 'prevents', 'prevents', 'causes']
['causes', 'produces', 'disrupts', 'location_of']
['causes', 'inhibits', 'stimulates', 'stimulates']
['causes', 'disrupts', 'causes', 'produces']
['causes', 'location_of', 'affects', 'disrupts']
['causes', 'occurs_in', 'complicates', 'part_of']
['causes', 'same_as', 'treats', 'augments']
['causes', 'prevents', 'disrupts', 'compared_with']
['causes', 'produces', 'affects', 'occurs_in']
['causes', 'location_of', 'produces', 'isa']
['stimulates', 'stimulates', 'prevents', 'prevents']
['stimulates', 'diagnoses', 'isa', 'location_of']
['stimulates', 'inhibits', 'isa', 'isa']
['stimulates', 'causes', 'interacts_with', 'complicates']
['stimulates', 'occurs_in', 'associated_with', 'treats']
['stimulates', 'compared_with', 'coexists_with', 'occurs_in']
['stimulates', 'treats', 'inhibits', 'part_of']
['stimulates', 'disrupts', 'complicates', 'prevents']
['stimulates', 'same_as', 'isa', 'inhibits']
['stimulates', 'diagnoses', 'affects', 'inhibits']
['stimulates', 'coexists_with', 'produces', 'prevents']
['stimulates', 'affects', 'treats', 'causes']
['stimulates', 'occurs_in', 'interacts_with', 'causes']
['stimulates', 'part_of', 'inhibits', 'interacts_with']
['stimulates', 'location_of', 'inhibits', 'complicates']
['stimulates', 'compared_with', 'prevents', 'prevents']
['stimulates', 'prevents', 'causes', 'occurs_in']
['stimulates', 'diagnoses', 'location_of', 'affects']
['stimulates', 'causes', 'diagnoses', 'disrupts']
['stimulates', 'coexists_with', 'occurs_in']
['stimulates', 'augments', 'affects', 'produces']
['stimulates', 'treats', 'augments', 'part_of']
['stimulates']
['stimulates', 'produces', 'stimulates', 'inhibits']
['stimulates', 'augments', 'inhibits', 'complicates']
['stimulates', 'prevents', 'disrupts', 'occurs_in']
['stimulates', 'stimulates', 'prevents', 'same_as']
['stimulates', 'inhibits', 'causes', 'produces']
['stimulates', 'occurs_in', 'isa', 'associated_with']
['stimulates', 'compared_with', 'complicates', 'isa']
['stimulates', 'same_as', 'coexists_with', 'treats']
['stimulates', 'part_of', 'associated_with', 'same_as']
['stimulates', 'interacts_with', 'inhibits', 'prevents']
['stimulates', 'diagnoses', 'associated_with', 'treats']
['stimulates', 'prevents', 'isa', 'same_as']
['stimulates', 'causes', 'coexists_with', 'coexists_with']
['stimulates', 'disrupts', 'diagnoses', 'disrupts']
['stimulates', 'coexists_with', 'associated_with']
['stimulates', 'part_of', 'compared_with', 'inhibits']
['stimulates', 'occurs_in', 'prevents', 'treats']
['stimulates', 'compared_with', 'prevents', 'stimulates']
['stimulates', 'interacts_with', 'produces', 'produces']
['stimulates', 'produces', 'associated_with', 'causes']
['stimulates', 'stimulates', 'inhibits', 'inhibits']
['stimulates', 'stimulates', 'location_of', 'coexists_with']
['stimulates', 'interacts_with', 'causes', 'location_of']
['stimulates', 'causes', 'isa', 'prevents']
['stimulates', 'coexists_with', 'part_of', 'occurs_in']
['stimulates', 'inhibits', 'prevents', 'compared_with']
['stimulates', 'location_of', 'location_of', 'compared_with']
['stimulates', 'produces', 'produces', 'location_of']
['stimulates', 'treats']
['stimulates', 'coexists_with', 'isa', 'disrupts']
