['diagnoses', 'prevents', 'diagnoses', 'diagnoses']
['disrupts', 'coexists_with', 'treats', 'complicates']
['disrupts', 'disrupts', 'associated_with', 'inhibits']
['disrupts', 'augments', 'inhibits', 'produces']
['disrupts', 'prevents', 'occurs_in', 'treats']
['disrupts', 'diagnoses', 'occurs_in', 'associated_with']
['disrupts', 'inhibits', 'diagnoses', 'same_as']
['disrupts', 'prevents', 'same_as', 'augments']
['disrupts', 'disrupts', 'complicates', 'associated_with']
['disrupts', 'produces', 'augments', 'disrupts']
['disrupts', 'prevents', 'stimulates', 'stimulates']
['disrupts', 'augments', 'causes', 'treats']
['disrupts', 'complicates', 'isa', 'causes']
['disrupts', 'isa', 'complicates', 'prevents']
['disrupts', 'affects', 'occurs_in', 'isa']
['disrupts', 'treats', 'inhibits', 'diagnoses']
['disrupts', 'diagnoses', 'affects', 'produces']
['disrupts']
['disrupts', 'affects', 'treats', 'stimulates']
['disrupts', 'compared_with', 'prevents', 'prevents']
['disrupts', 'prevents', 'prevents', 'interacts_with']
['disrupts', 'produces', 'associated_with', 'causes']
['disrupts', 'part_of', 'stimulates', 'causes']
['disrupts', 'produces', 'prevents', 'diagnoses']
['disrupts', 'same_as', 'same_as', 'part_of']
['disrupts', 'diagnoses', 'inhibits', 'stimulates']
['disrupts', 'location_of', 'stimulates', 'compared_with']
['disrupts', 'part_of', 'prevents', 'prevents']
['disrupts', 'location_of']
['disrupts', 'treats', 'interacts_with', 'inhibits']
['disrupts', 'associated_with', 'associated_with', 'disrupts']
['disrupts', 'stimulates', 'part_of', 'treats']
['disrupts', 'affects', 'location_of', 'causes']
['disrupts', 'associated_with', 'augments', 'occurs_in']
['disrupts', 'prevents', 'diagnoses', 'associated_with']
['disrupts', 'causes', 'augments', 'inhibits']
['produces', 'part_of', 'inhibits', 'part_of']
['produces', 'part_of', 'stimulates', 'isa']
['produces', 'compared_with', 'isa', 'location_of']
['produces', 'disrupts', 'treats', 'affects']
['produces', 'interacts_with', 'disrupts', 'compared_with']
['produces', 'prevents', 'interacts_with', 'stimulates']
['produces', 'augments', 'augments', 'interacts_with']
['produces', 'interacts_with', 'augments', 'occurs_in']
['produces']
['produces', 'compared_with', 'isa', 'part_of']
['produces', 'stimulates', 'part_of', 'complicates']
['produces', 'associated_with']
['produces', 'treats', 'augments', 'location_of']
['produces', 'prevents', 'part_of', 'part_of']
['produces', 'causes', 'augments', 'produces']
['produces', 'part_of', 'prevents', 'produces']
['produces', 'treats', 'diagnoses', 'compared_with']
['produces', 'part_of', 'affects', 'occurs_in']
['produces', 'disrupts', 'prevents', 'isa']
['produces', 'augments', 'causes', 'disrupts']
['produces', 'produces', 'interacts_with', 'inhibits']
['produces', 'inhibits', 'diagnoses', 'complicates']
['produces', 'complicates', 'disrupts', 'prevents']
['produces', 'prevents', 'produces', 'produces']
['produces', 'interacts_with', 'diagnoses', 'compared_with']
['produces', 'treats', 'compared_with', 'inhibits']
['produces', 'complicates', 'occurs_in', 'compared_with']
['produces', 'same_as', 'isa']
['produces', 'affects', 'inhibits', 'treats']
['produces', 'interacts_with', 'affects', 'treats']
['produces', 'disrupts', 'disrupts', 'produces']
['produces', 'produces', 'associated_with', 'stimulates']
['produces', 'location_of', 'part_of', 'interacts_with']
['produces', 'prevents', 'disrupts', 'interacts_with']
['produces', 'inhibits', 'associated_with', 'coexists_with']
['produces', 'occurs_in', 'associated_with', 'treats']
['produces', 'same_as', 'diagnoses', 'occurs_in']
['produces', 'affects', 'occurs_in', 'produces']
['produces', 'stimulates', 'occurs_in', 'produces']
['produces', 'disrupts', 'causes', 'prevents']
['produces', 'disrupts', 'prevents', 'location_of']
['produces', 'interacts_with', 'compared_with', 'coexists_with']
['produces', 'prevents', 'augments', 'part_of']
['produces', 'complicates', 'occurs_in', 'coexists_with']
['produces', 'complicates', 'location_of', 'prevents']
['produces', 'stimulates', 'interacts_with', 'disrupts']
['produces', 'isa', 'disrupts', 'same_as']
['produces', 'interacts_with', 'interacts_with', 'interacts_with']
['produces', 'causes', 'interacts_with', 'coexists_with']
['produces', 'disrupts', 'disrupts', 'complicates']
['produces', 'stimulates', 'disrupts', 'complicates']
['produces', 'part_of', 'associated_with']
['produces', 'same_as', 'coexists_with', 'augments']
['produces', 'disrupts', 'interacts_with', 'same_as']
['produces', 'same_as', 'occurs_in', 'affects']
['produces', 'prevents', 'augments', 'treats']
['produces', 'produces', 'interacts_with', 'treats']
['produces', 'occurs_in', 'isa', 'occurs_in']
['produces', 'compared_with', 'affects', 'compared_with']
['produces', 'associated_with', 'treats', 'part_of']
['produces', 'same_as', 'complicates', 'complicates']
['produces', 'stimulates', 'stimulates', 'affects']
['produces', 'treats', 'disrupts', 'compared_with']
['produces', 'augments', 'causes', 'isa']
['produces', 'causes', 'diagnoses', 'compared_with']
['produces', 'produces', 'causes', 'associated_with']
['produces', 'prevents', 'location_of', 'same_as']
['produces', 'compared_with', 'treats', 'part_of']
['produces', 'location_of', 'causes', 'associated_with']
['produces', 'occurs_in', 'interacts_with', 'augments']
['produces', 'disrupts', 'interacts_with', 'disrupts']
['produces', 'isa', 'produces', 'compared_with']
['produces', 'disrupts', 'part_of', 'diagnoses']
['produces', 'occurs_in', 'compared_with', 'occurs_in']
['produces', 'disrupts', 'produces', 'diagnoses']
['produces', 'location_of', 'causes', 'same_as']
['produces', 'complicates', 'inhibits', 'part_of']
['produces', 'isa', 'produces', 'treats']
['produces', 'occurs_in', 'associated_with', 'causes']
['produces', 'inhibits', 'interacts_with', 'part_of']
['produces', 'compared_with', 'treats', 'causes']
['produces', 'stimulates', 'causes', 'inhibits']
['produces', 'disrupts', 'augments', 'occurs_in']
['produces', 'prevents', 'same_as', 'stimulates']
['produces', 'diagnoses', 'prevents', 'inhibits']
['produces', 'inhibits', 'compared_with', 'diagnoses']
['produces', 'augments', 'complicates', 'location_of']
['produces', 'associated_with', 'diagnoses', 'occurs_in']
['produces', 'inhibits', 'affects', 'complicates']
['produces', 'diagnoses', 'associated_with', 'augments']
['produces', 'inhibits', 'inhibits', 'causes']
['produces', 'causes', 'stimulates', 'prevents']
['produces', 'location_of', 'causes', 'inhibits']
['produces', 'coexists_with', 'location_of', 'coexists_with']
['produces', 'disrupts', 'stimulates', 'isa']
['produces', 'coexists_with', 'stimulates', 'location_of']
['produces', 'isa', 'disrupts', 'interacts_with']
['produces', 'associated_with', 'location_of', 'associated_with']
['compared_with', 'stimulates', 'isa', 'prevents']
['compared_with', 'diagnoses', 'causes', 'augments']
['compared_with', 'compared_with', 'coexists_with', 'location_of']
['compared_with', 'complicates', 'associated_with', 'prevents']
['compared_with', 'augments', 'complicates', 'coexists_with']
['compared_with', 'occurs_in', 'complicates', 'isa']
['compared_with', 'causes', 'causes', 'occurs_in']
['compared_with', 'treats', 'diagnoses', 'prevents']
['compared_with', 'causes', 'isa', 'associated_with']
['compared_with', 'stimulates', 'same_as', 'disrupts']
['compared_with', 'part_of', 'part_of', 'treats']
['compared_with', 'produces', 'occurs_in', 'causes']
['compared_with', 'prevents', 'part_of', 'prevents']
['compared_with', 'isa', 'causes', 'stimulates']
['compared_with', 'stimulates', 'stimulates', 'produces']
['compared_with', 'stimulates', 'interacts_with', 'causes']
['compared_with', 'occurs_in', 'produces', 'isa']
['compared_with', 'inhibits', 'diagnoses', 'location_of']
['compared_with', 'augments', 'interacts_with', 'causes']
['compared_with', 'compared_with', 'location_of', 'prevents']
['compared_with', 'diagnoses', 'occurs_in', 'causes']
['compared_with', 'interacts_with', 'produces', 'complicates']
['compared_with', 'augments', 'interacts_with', 'part_of']
['compared_with', 'produces', 'coexists_with', 'inhibits']
['compared_with', 'prevents', 'produces', 'part_of']
['compared_with', 'augments', 'causes']
['compared_with', 'occurs_in', 'stimulates', 'prevents']
['compared_with', 'augments', 'coexists_with', 'part_of']
['compared_with', 'causes', 'complicates', 'occurs_in']
['compared_with', 'part_of', 'augments', 'compared_with']
['compared_with', 'prevents', 'associated_with', 'disrupts']
['compared_with', 'prevents', 'compared_with', 'prevents']
['compared_with', 'produces', 'interacts_with', 'compared_with']
['compared_with', 'coexists_with', 'complicates', 'stimulates']
['compared_with', 'coexists_with', 'prevents', 'produces']
['compared_with', 'coexists_with', 'stimulates', 'complicates']
['compared_with']
['compared_with', 'prevents', 'compared_with', 'inhibits']
['compared_with', 'location_of', 'prevents', 'prevents']
['compared_with', 'location_of', 'prevents', 'compared_with']
['compared_with', 'stimulates', 'augments', 'prevents']
['compared_with', 'diagnoses', 'associated_with', 'prevents']
['compared_with', 'prevents', 'same_as', 'associated_with']
['compared_with', 'inhibits', 'occurs_in', 'associated_with']
['compared_with', 'produces', 'disrupts', 'affects']
['compared_with', 'location_of', 'compared_with', 'interacts_with']
['compared_with', 'augments', 'isa', 'complicates']
['compared_with', 'inhibits', 'location_of', 'complicates']
['compared_with', 'produces', 'produces', 'causes']
['compared_with', 'diagnoses', 'inhibits', 'produces']
['compared_with', 'augments', 'causes', 'occurs_in']
['compared_with', 'affects', 'diagnoses', 'interacts_with']
['compared_with', 'part_of', 'part_of', 'occurs_in']
['compared_with', 'produces', 'treats', 'stimulates']
['compared_with', 'compared_with', 'diagnoses', 'treats']
['compared_with', 'prevents', 'location_of', 'coexists_with']
['compared_with', 'produces', 'stimulates', 'produces']
['compared_with', 'complicates', 'associated_with', 'part_of']
['compared_with', 'compared_with', 'inhibits', 'part_of']
['compared_with', 'coexists_with', 'complicates', 'location_of']
['compared_with', 'interacts_with', 'coexists_with', 'same_as']
['compared_with', 'stimulates', 'part_of', 'prevents']
['compared_with', 'produces', 'affects', 'interacts_with']
['compared_with', 'treats', 'interacts_with', 'coexists_with']
['compared_with', 'complicates', 'affects', 'stimulates']
['compared_with', 'augments', 'prevents', 'isa']
['compared_with', 'prevents', 'compared_with', 'compared_with']
['compared_with', 'compared_with', 'diagnoses', 'complicates']
['compared_with', 'interacts_with', 'prevents', 'part_of']
['compared_with', 'occurs_in', 'location_of', 'prevents']
['compared_with', 'inhibits', 'coexists_with', 'complicates']
['compared_with', 'prevents', 'stimulates', 'inhibits']
['compared_with', 'diagnoses', 'coexists_with', 'causes']
['compared_with', 'interacts_with', 'part_of', 'produces']
['compared_with', 'location_of', 'prevents', 'interacts_with']
['compared_with', 'part_of', 'occurs_in', 'affects']
['compared_with', 'inhibits', 'inhibits', 'produces']
['compared_with', 'produces', 'complicates', 'interacts_with']
['compared_with', 'inhibits', 'prevents', 'location_of']
['compared_with', 'interacts_with', 'treats', 'produces']
['compared_with', 'causes', 'interacts_with', 'coexists_with']
['compared_with', 'stimulates']
['compared_with', 'location_of', 'augments', 'produces']
['compared_with', 'complicates', 'associated_with', 'affects']
['compared_with', 'location_of', 'diagnoses', 'interacts_with']
['compared_with', 'stimulates', 'complicates', 'same_as']
['compared_with', 'complicates', 'part_of', 'causes']
['compared_with', 'coexists_with', 'affects', 'occurs_in']
['compared_with', 'disrupts', 'inhibits', 'isa']
['compared_with', 'isa', 'prevents', 'interacts_with']
['compared_with', 'prevents', 'location_of', 'prevents']
['compared_with', 'produces', 'affects', 'occurs_in']
['compared_with', 'isa', 'prevents', 'treats']
['compared_with', 'stimulates', 'inhibits', 'prevents']
['compared_with', 'isa', 'augments', 'occurs_in']
['compared_with', 'part_of', 'occurs_in', 'part_of']
['compared_with', 'compared_with', 'occurs_in', 'part_of']
['augments', 'produces', 'location_of', 'prevents']
['augments', 'disrupts', 'associated_with', 'coexists_with']
['augments', 'augments', 'affects', 'interacts_with']
['augments', 'coexists_with', 'affects', 'causes']
['augments', 'diagnoses', 'produces', 'coexists_with']
['augments', 'occurs_in', 'associated_with', 'complicates']
['augments', 'coexists_with', 'stimulates', 'augments']
['augments', 'isa', 'part_of', 'associated_with']
['augments', 'treats', 'location_of', 'occurs_in']
['augments', 'coexists_with', 'affects', 'disrupts']
['augments', 'occurs_in', 'stimulates', 'part_of']
['augments', 'stimulates', 'prevents', 'location_of']
['augments']
['augments', 'occurs_in', 'occurs_in', 'produces']
['augments', 'isa', 'prevents', 'part_of']
['augments', 'occurs_in', 'inhibits', 'prevents']
['augments', 'interacts_with', 'causes', 'affects']
['augments', 'produces', 'prevents', 'produces']
['augments', 'affects', 'prevents', 'inhibits']
['augments', 'part_of', 'prevents', 'prevents']
['augments', 'causes', 'treats', 'causes']
['augments', 'causes', 'part_of', 'part_of']
['augments', 'augments', 'associated_with', 'isa']
['augments', 'stimulates', 'associated_with', 'location_of']
['augments', 'prevents', 'produces', 'compared_with']
['augments', 'isa', 'affects', 'diagnoses']
['augments', 'coexists_with', 'causes']
['augments', 'occurs_in', 'complicates', 'augments']
['augments', 'location_of', 'isa', 'prevents']
['augments', 'inhibits', 'prevents', 'coexists_with']
['augments', 'inhibits', 'interacts_with', 'same_as']
['augments', 'interacts_with', 'isa', 'part_of']
['augments', 'produces', 'treats', 'causes']
['augments', 'produces', 'stimulates', 'prevents']
['augments', 'inhibits', 'diagnoses', 'isa']
['augments', 'causes', 'disrupts', 'causes']
['augments', 'complicates', 'associated_with', 'causes']
['augments', 'coexists_with', 'produces', 'isa']
['augments', 'augments', 'treats', 'interacts_with']
['augments', 'disrupts', 'treats', 'interacts_with']
['augments', 'interacts_with', 'produces', 'treats']
['augments', 'same_as', 'disrupts', 'prevents']
['augments', 'prevents', 'complicates', 'interacts_with']
['augments', 'interacts_with', 'associated_with', 'augments']
['augments', 'treats', 'inhibits', 'disrupts']
['augments', 'occurs_in', 'location_of', 'augments']
['augments', 'complicates', 'compared_with']
['augments', 'coexists_with', 'produces', 'occurs_in']
['augments', 'produces', 'prevents', 'prevents']
['augments', 'part_of', 'augments', 'treats']
['augments', 'disrupts', 'coexists_with', 'disrupts']
['augments', 'complicates', 'coexists_with', 'interacts_with']
['augments', 'augments', 'isa', 'produces']
['augments', 'treats', 'complicates', 'complicates']
['augments', 'coexists_with', 'disrupts', 'disrupts']
['augments', 'occurs_in']
['augments', 'interacts_with', 'compared_with', 'produces']
['augments', 'occurs_in', 'prevents', 'produces']
['augments', 'diagnoses', 'prevents']
['augments', 'location_of', 'produces', 'augments']
['augments', 'causes', 'isa', 'isa']
['augments', 'complicates', 'stimulates', 'prevents']
['augments', 'affects', 'location_of', 'associated_with']
['augments', 'part_of', 'disrupts', 'causes']
['augments', 'isa', 'treats', 'causes']
['augments', 'part_of', 'produces', 'interacts_with']
['augments', 'location_of', 'prevents', 'associated_with']
['augments', 'isa', 'location_of', 'interacts_with']
['augments', 'treats', 'inhibits', 'produces']
['augments', 'prevents', 'inhibits']
['augments', 'augments', 'causes', 'disrupts']
['augments', 'augments', 'complicates', 'stimulates']
['augments', 'isa', 'coexists_with', 'compared_with']
['augments', 'complicates', 'prevents', 'augments']
['augments', 'affects', 'causes', 'stimulates']
['augments', 'complicates', 'part_of', 'complicates']
['augments', 'location_of']
['augments', 'same_as', 'prevents', 'diagnoses']
['augments', 'diagnoses', 'prevents', 'causes']
['augments', 'treats', 'treats', 'causes']
['augments', 'stimulates', 'prevents', 'produces']
['augments', 'occurs_in', 'isa', 'part_of']
['augments', 'compared_with', 'coexists_with', 'affects']
['augments', 'complicates', 'isa', 'complicates']
['augments', 'complicates', 'causes', 'interacts_with']
['augments', 'location_of', 'inhibits', 'isa']
['augments', 'prevents', 'location_of', 'affects']
['augments', 'affects', 'location_of', 'causes']
['augments', 'causes', 'stimulates', 'disrupts']
['augments', 'part_of']
['augments', 'prevents', 'produces', 'affects']
['augments', 'interacts_with', 'location_of', 'complicates']
['augments', 'produces', 'diagnoses', 'stimulates']
['augments', 'same_as', 'location_of', 'compared_with']
['augments', 'coexists_with', 'augments', 'associated_with']
['augments', 'occurs_in', 'location_of', 'complicates']
['augments', 'inhibits', 'coexists_with', 'treats']
['inhibits', 'prevents', 'produces', 'affects']
['inhibits', 'treats', 'stimulates', 'stimulates']
['inhibits', 'compared_with', 'augments', 'part_of']
['inhibits', 'location_of']
['inhibits', 'prevents', 'occurs_in', 'produces']
['inhibits', 'occurs_in', 'affects', 'same_as']
['inhibits', 'disrupts', 'affects', 'associated_with']
['inhibits', 'produces', 'occurs_in', 'interacts_with']
['inhibits', 'part_of', 'stimulates', 'inhibits']
['inhibits', 'coexists_with', 'treats', 'causes']
['inhibits', 'interacts_with', 'diagnoses', 'causes']
['inhibits', 'compared_with', 'disrupts', 'inhibits']
['inhibits', 'interacts_with', 'interacts_with', 'occurs_in']
['inhibits', 'produces', 'inhibits', 'coexists_with']
['inhibits', 'occurs_in', 'interacts_with', 'prevents']
['inhibits', 'part_of', 'stimulates', 'interacts_with']
['inhibits', 'affects', 'affects', 'coexists_with']
['inhibits', 'compared_with', 'disrupts', 'treats']
['inhibits', 'prevents', 'affects', 'stimulates']
['inhibits', 'affects', 'stimulates', 'complicates']
['inhibits', 'occurs_in', 'coexists_with', 'prevents']
['inhibits', 'associated_with', 'augments', 'compared_with']
['inhibits', 'interacts_with', 'occurs_in', 'stimulates']
['inhibits', 'isa', 'coexists_with', 'isa']
['inhibits', 'occurs_in', 'compared_with', 'augments']
['inhibits', 'associated_with', 'diagnoses', 'produces']
['inhibits', 'causes', 'part_of', 'prevents']
['inhibits', 'inhibits', 'part_of', 'location_of']
['inhibits', 'augments']
['inhibits', 'isa', 'affects', 'prevents']
['inhibits', 'coexists_with', 'coexists_with', 'augments']
['inhibits', 'prevents', 'coexists_with', 'disrupts']
['inhibits', 'interacts_with', 'affects', 'augments']
['inhibits', 'prevents', 'prevents', 'disrupts']
['inhibits', 'location_of', 'augments', 'compared_with']
['inhibits', 'occurs_in', 'diagnoses', 'prevents']
['inhibits', 'occurs_in', 'produces', 'part_of']
['inhibits', 'stimulates', 'compared_with', 'location_of']
['inhibits', 'diagnoses', 'interacts_with', 'part_of']
['inhibits', 'coexists_with', 'coexists_with', 'affects']
['inhibits', 'interacts_with', 'interacts_with', 'interacts_with']
['inhibits', 'causes', 'augments', 'associated_with']
['inhibits', 'interacts_with', 'interacts_with', 'same_as']
['inhibits', 'stimulates', 'occurs_in', 'diagnoses']
['inhibits', 'diagnoses', 'produces', 'prevents']
['inhibits', 'compared_with', 'affects', 'part_of']
['inhibits', 'prevents', 'disrupts', 'isa']
['inhibits', 'compared_with']
['inhibits', 'stimulates', 'augments', 'interacts_with']
['inhibits', 'stimulates', 'stimulates', 'causes']
['inhibits', 'causes', 'produces', 'part_of']
['inhibits', 'complicates', 'produces', 'produces']
['inhibits', 'coexists_with', 'location_of', 'associated_with']
['inhibits', 'isa', 'stimulates', 'diagnoses']
['inhibits', 'compared_with', 'stimulates', 'causes']
['inhibits', 'stimulates', 'isa', 'complicates']
['inhibits', 'produces', 'isa', 'part_of']
['inhibits', 'prevents', 'occurs_in', 'augments']
['inhibits', 'inhibits', 'causes', 'treats']
['inhibits', 'inhibits', 'prevents', 'prevents']
['inhibits', 'interacts_with', 'associated_with', 'prevents']
['inhibits', 'prevents', 'part_of', 'inhibits']
['inhibits', 'stimulates', 'interacts_with', 'compared_with']
['inhibits', 'interacts_with', 'isa', 'associated_with']
['inhibits', 'produces', 'same_as', 'diagnoses']
['inhibits', 'occurs_in', 'augments', 'interacts_with']
['inhibits', 'stimulates', 'interacts_with', 'augments']
['inhibits', 'produces', 'complicates', 'treats']
['inhibits', 'location_of', 'associated_with', 'stimulates']
['inhibits', 'produces', 'prevents', 'inhibits']
['inhibits', 'associated_with', 'causes', 'complicates']
['inhibits', 'isa', 'compared_with', 'complicates']
['inhibits', 'part_of', 'occurs_in', 'isa']
['inhibits', 'occurs_in', 'isa', 'inhibits']
['inhibits', 'coexists_with', 'stimulates', 'stimulates']
['inhibits', 'produces', 'diagnoses', 'treats']
['inhibits', 'prevents', 'occurs_in', 'diagnoses']
['inhibits', 'causes', 'isa', 'diagnoses']
['inhibits', 'associated_with', 'stimulates', 'affects']
['inhibits', 'diagnoses', 'coexists_with', 'compared_with']
['inhibits', 'augments', 'part_of', 'stimulates']
['inhibits', 'produces', 'location_of', 'complicates']
['inhibits', 'prevents', 'diagnoses', 'disrupts']
['inhibits', 'associated_with', 'produces', 'complicates']
['inhibits', 'same_as', 'compared_with', 'isa']
['inhibits', 'stimulates', 'augments', 'part_of']
['inhibits', 'interacts_with', 'causes', 'stimulates']
['inhibits', 'prevents', 'isa', 'stimulates']
['inhibits', 'disrupts', 'isa', 'produces']
['inhibits', 'associated_with', 'interacts_with', 'occurs_in']
['inhibits', 'prevents', 'isa', 'compared_with']
['inhibits', 'inhibits', 'stimulates', 'augments']
['inhibits', 'complicates', 'disrupts', 'inhibits']
['inhibits', 'associated_with', 'produces', 'affects']
['inhibits', 'location_of', 'location_of', 'produces']
['inhibits', 'causes', 'coexists_with', 'produces']
['inhibits', 'occurs_in', 'isa', 'produces']
['inhibits', 'treats', 'causes', 'part_of']
['inhibits', 'stimulates', 'same_as', 'location_of']
['inhibits', 'causes', 'isa', 'prevents']
['causes', 'location_of', 'isa', 'compared_with']
['causes', 'occurs_in', 'coexists_with', 'augments']
['causes', 'compared_with', 'isa', 'causes']
['causes', 'disrupts', 'same_as', 'interacts_with']
['causes', 'compared_with', 'treats', 'produces']
['causes', 'inhibits', 'occurs_in', 'causes']
['causes', 'inhibits', 'augments', 'coexists_with']
['causes', 'disrupts', 'coexists_with', 'affects']
['causes', 'causes', 'part_of', 'causes']
['causes', 'stimulates', 'diagnoses', 'compared_with']
['causes', 'coexists_with', 'diagnoses', 'diagnoses']
['causes', 'causes', 'causes', 'coexists_with']
['causes', 'prevents', 'part_of', 'part_of']
['causes', 'complicates', 'produces', 'occurs_in']
['causes', 'occurs_in', 'stimulates', 'produces']
['causes', 'interacts_with', 'occurs_in', 'prevents']
['causes', 'stimulates', 'augments', 'produces']
['causes', 'produces', 'produces', 'location_of']
['causes', 'same_as', 'coexists_with', 'produces']
['causes', 'affects', 'causes', 'diagnoses']
['causes', 'location_of', 'affects', 'causes']
['causes', 'disrupts', 'part_of', 'inhibits']
['causes', 'disrupts', 'coexists_with', 'diagnoses']
['causes', 'augments', 'prevents', 'causes']
['causes', 'causes', 'stimulates', 'same_as']
['causes', 'interacts_with', 'inhibits', 'interacts_with']
['causes', 'location_of', 'produces', 'prevents']
['causes', 'coexists_with']
['causes', 'compared_with', 'causes', 'part_of']
['causes', 'associated_with', 'part_of', 'occurs_in']
['causes', 'disrupts', 'prevents', 'prevents']
['causes', 'interacts_with', 'augments', 'disrupts']
['causes', 'same_as', 'produces', 'interacts_with']
['causes', 'part_of', 'produces', 'part_of']
['causes', 'inhibits', 'prevents', 'affects']
['causes', 'affects', 'interacts_with', 'diagnoses']
['causes', 'isa', 'disrupts', 'associated_with']
['causes', 'causes', 'occurs_in', 'augments']
['causes', 'complicates', 'treats', 'associated_with']
['causes', 'compared_with', 'location_of', 'produces']
['causes', 'interacts_with', 'occurs_in']
['causes', 'isa', 'produces', 'stimulates']
['causes', 'diagnoses', 'diagnoses', 'prevents']
['causes', 'augments', 'causes', 'occurs_in']
['causes', 'produces', 'causes', 'stimulates']
['causes', 'produces', 'prevents', 'causes']
['causes', 'affects', 'compared_with', 'compared_with']
['causes', 'interacts_with', 'causes', 'stimulates']
['causes', 'compared_with', 'prevents']
['causes', 'location_of', 'isa', 'occurs_in']
['causes', 'compared_with', 'treats', 'stimulates']
['causes', 'interacts_with', 'associated_with', 'interacts_with']
['causes', 'occurs_in', 'stimulates', 'inhibits']
['causes', 'causes', 'disrupts', 'augments']
['causes', 'associated_with', 'associated_with', 'produces']
['causes', 'coexists_with', 'causes', 'coexists_with']
['causes', 'prevents', 'complicates', 'part_of']
['causes', 'augments', 'treats', 'location_of']
['causes', 'affects', 'inhibits']
['causes', 'part_of', 'disrupts', 'associated_with']
['causes', 'inhibits', 'produces', 'produces']
['causes', 'diagnoses', 'inhibits', 'location_of']
['causes', 'complicates', 'associated_with', 'augments']
['causes', 'part_of', 'diagnoses', 'prevents']
['causes', 'part_of', 'disrupts']
['causes', 'disrupts', 'causes', 'same_as']
['causes', 'interacts_with', 'interacts_with', 'prevents']
['causes', 'coexists_with', 'causes', 'location_of']
['causes', 'disrupts', 'stimulates']
['causes', 'treats', 'diagnoses', 'produces']
['causes', 'affects', 'inhibits', 'compared_with']
['causes', 'isa', 'complicates', 'stimulates']
['causes', 'disrupts', 'interacts_with', 'produces']
['causes', 'treats', 'produces', 'treats']
['causes', 'augments', 'interacts_with', 'causes']
['causes', 'produces', 'diagnoses', 'treats']
['causes', 'produces', 'occurs_in', 'location_of']
['causes', 'disrupts', 'occurs_in', 'prevents']
['causes', 'inhibits', 'coexists_with', 'produces']
['causes', 'diagnoses', 'part_of', 'prevents']
['causes', 'complicates', 'same_as', 'occurs_in']
['causes', 'interacts_with', 'disrupts', 'prevents']
['causes', 'stimulates', 'produces', 'complicates']
['causes', 'produces']
['causes', 'isa', 'treats']
['causes', 'stimulates', 'location_of', 'affects']
['causes', 'occurs_in', 'augments', 'affects']
['causes', 'interacts_with', 'coexists_with', 'compared_with']
['causes', 'augments', 'coexists_with', 'interacts_with']
['causes', 'stimulates', 'produces', 'prevents']
['causes', 'inhibits', 'augments', 'interacts_with']
['causes', 'inhibits', 'location_of', 'same_as']
['causes', 'disrupts', 'associated_with', 'associated_with']
['causes', 'part_of', 'occurs_in', 'stimulates']
['causes', 'part_of', 'inhibits', 'coexists_with']
['causes', 'produces', 'part_of', 'complicates']
['causes', 'produces', 'coexists_with', 'augments']
['causes', 'prevents', 'interacts_with', 'stimulates']
['causes', 'prevents', 'diagnoses', 'causes']
['causes', 'interacts_with', 'associated_with', 'prevents']
['stimulates', 'coexists_with', 'diagnoses', 'treats']
['stimulates', 'coexists_with', 'produces', 'treats']
['stimulates', 'stimulates', 'location_of', 'causes']
['stimulates', 'causes', 'interacts_with', 'affects']
['stimulates', 'location_of', 'complicates', 'complicates']
['stimulates', 'isa', 'occurs_in', 'affects']
['stimulates', 'occurs_in', 'inhibits', 'treats']
['stimulates', 'inhibits', 'inhibits']
['stimulates', 'prevents', 'produces', 'produces']
['stimulates', 'occurs_in', 'produces', 'produces']
['stimulates', 'produces', 'causes', 'same_as']
['stimulates', 'coexists_with', 'occurs_in', 'affects']
['stimulates', 'stimulates', 'stimulates', 'occurs_in']
['stimulates', 'complicates', 'produces', 'part_of']
['stimulates', 'part_of', 'prevents', 'prevents']
['stimulates', 'diagnoses', 'augments', 'stimulates']
['stimulates', 'causes', 'occurs_in', 'stimulates']
['stimulates', 'disrupts', 'interacts_with']
['stimulates', 'interacts_with', 'produces', 'causes']
['stimulates', 'interacts_with', 'occurs_in', 'disrupts']
['stimulates', 'occurs_in', 'part_of', 'associated_with']
['stimulates', 'stimulates', 'produces', 'produces']
['stimulates', 'disrupts', 'stimulates', 'prevents']
['stimulates', 'diagnoses', 'coexists_with', 'inhibits']
['stimulates', 'disrupts', 'augments', 'causes']
['stimulates', 'interacts_with', 'interacts_with', 'augments']
['stimulates', 'interacts_with', 'prevents', 'same_as']
['stimulates', 'interacts_with']
['stimulates', 'part_of', 'coexists_with', 'complicates']
['stimulates', 'treats', 'location_of', 'part_of']
['stimulates', 'coexists_with', 'produces', 'diagnoses']
['stimulates', 'part_of', 'causes', 'disrupts']
['stimulates', 'diagnoses', 'stimulates', 'part_of']
['stimulates', 'inhibits', 'diagnoses', 'part_of']
['stimulates', 'produces', 'produces', 'occurs_in']
['stimulates', 'affects', 'interacts_with', 'produces']
['stimulates', 'interacts_with', 'interacts_with', 'disrupts']
['stimulates', 'part_of', 'treats', 'causes']
['stimulates']
['stimulates', 'coexists_with', 'associated_with', 'location_of']
['stimulates', 'prevents', 'associated_with', 'coexists_with']
['stimulates', 'produces', 'diagnoses', 'location_of']
['stimulates', 'stimulates', 'treats', 'diagnoses']
['stimulates', 'stimulates', 'isa']
