['diagnoses', 'same_as', 'produces', 'inhibits']
['produces', 'associated_with', 'compared_with', 'stimulates']
['produces', 'same_as', 'coexists_with', 'complicates']
['produces', 'inhibits', 'coexists_with', 'stimulates']
['produces', 'prevents', 'occurs_in', 'compared_with']
['produces', 'compared_with', 'coexists_with', 'inhibits']
['produces', 'occurs_in', 'interacts_with', 'coexists_with']
['produces', 'disrupts', 'diagnoses', 'inhibits']
['produces', 'isa', 'inhibits', 'same_as']
['produces', 'associated_with', 'same_as', 'coexists_with']
['produces', 'inhibits', 'isa', 'coexists_with']
['produces', 'associated_with', 'part_of']
['produces', 'prevents', 'part_of', 'location_of']
['produces', 'causes', 'treats', 'treats']
['produces', 'coexists_with', 'treats', 'part_of']
['produces', 'prevents', 'interacts_with', 'treats']
['produces', 'interacts_with', 'prevents', 'stimulates']
['produces', 'stimulates', 'coexists_with', 'coexists_with']
['produces', 'stimulates', 'isa', 'coexists_with']
['produces', 'compared_with', 'part_of', 'isa']
['produces', 'isa', 'complicates', 'same_as']
['produces', 'interacts_with', 'diagnoses', 'treats']
['produces', 'location_of', 'occurs_in', 'coexists_with']
['produces', 'location_of', 'affects', 'location_of']
['produces', 'associated_with', 'produces', 'complicates']
['produces', 'isa', 'part_of', 'same_as']
['produces', 'affects', 'interacts_with', 'isa']
['produces', 'isa', 'augments', 'complicates']
['produces', 'same_as', 'part_of', 'produces']
['produces', 'treats', 'complicates', 'complicates']
['produces', 'interacts_with', 'coexists_with', 'affects']
['produces', 'augments', 'isa', 'associated_with']
['produces', 'causes', 'prevents', 'isa']
['produces']
['produces', 'disrupts', 'associated_with', 'prevents']
['produces', 'location_of', 'coexists_with', 'prevents']
['produces', 'occurs_in', 'compared_with', 'location_of']
['produces', 'stimulates', 'same_as', 'location_of']
['produces', 'affects', 'part_of', 'complicates']
['produces', 'coexists_with', 'produces']
['produces', 'compared_with', 'compared_with', 'complicates']
['produces', 'interacts_with']
['produces', 'disrupts', 'treats', 'location_of']
['produces', 'location_of', 'prevents', 'associated_with']
['produces', 'augments', 'treats', 'associated_with']
['produces', 'causes', 'isa', 'same_as']
['produces', 'occurs_in', 'produces', 'complicates']
['produces', 'interacts_with', 'same_as']
['produces', 'disrupts', 'complicates', 'interacts_with']
['produces', 'part_of', 'affects', 'prevents']
['produces', 'produces', 'stimulates', 'complicates']
['produces', 'complicates', 'inhibits', 'complicates']
['produces', 'part_of', 'interacts_with']
['produces', 'interacts_with', 'location_of', 'part_of']
['produces', 'augments', 'stimulates', 'diagnoses']
['produces', 'affects', 'causes', 'compared_with']
['produces', 'disrupts', 'complicates', 'affects']
['produces', 'occurs_in', 'isa', 'same_as']
['produces', 'location_of', 'interacts_with', 'treats']
['produces', 'compared_with', 'same_as', 'inhibits']
['produces', 'affects', 'produces', 'location_of']
['produces', 'isa', 'compared_with', 'inhibits']
['produces', 'treats', 'affects', 'stimulates']
['produces', 'isa', 'same_as', 'augments']
['produces', 'part_of']
['produces', 'produces', 'compared_with', 'part_of']
['produces', 'produces', 'disrupts', 'inhibits']
['produces', 'interacts_with', 'associated_with', 'coexists_with']
['produces', 'isa', 'disrupts', 'produces']
['produces', 'diagnoses', 'inhibits', 'causes']
['produces', 'disrupts', 'treats', 'isa']
['produces', 'augments', 'location_of', 'produces']
['produces', 'isa']
['produces', 'isa', 'prevents', 'treats']
['produces', 'affects', 'affects', 'affects']
['produces', 'occurs_in', 'stimulates', 'part_of']
['produces', 'inhibits', 'complicates', 'affects']
['produces', 'same_as', 'affects', 'compared_with']
['produces', 'treats', 'compared_with', 'treats']
['produces', 'same_as', 'compared_with', 'diagnoses']
['produces', 'augments', 'interacts_with', 'treats']
['produces', 'coexists_with', 'affects', 'diagnoses']
['produces', 'occurs_in', 'produces', 'treats']
['produces', 'occurs_in', 'augments', 'associated_with']
['produces', 'treats', 'occurs_in', 'isa']
['produces', 'treats', 'associated_with', 'complicates']
['produces', 'diagnoses', 'affects', 'compared_with']
['produces', 'inhibits']
['produces', 'occurs_in', 'augments', 'complicates']
['produces', 'affects', 'disrupts', 'complicates']
['produces', 'produces', 'affects']
['produces', 'augments', 'inhibits', 'prevents']
['produces', 'part_of', 'part_of', 'same_as']
['produces', 'location_of', 'augments', 'inhibits']
['produces', 'compared_with', 'part_of', 'augments']
['compared_with', 'isa']
['compared_with', 'produces', 'isa', 'part_of']
['compared_with', 'complicates', 'interacts_with', 'stimulates']
['compared_with', 'compared_with', 'produces', 'disrupts']
['compared_with', 'causes', 'disrupts', 'occurs_in']
['compared_with', 'isa', 'augments', 'treats']
['compared_with', 'occurs_in', 'prevents', 'complicates']
['compared_with', 'disrupts', 'coexists_with', 'complicates']
['compared_with', 'associated_with', 'isa', 'associated_with']
['compared_with', 'affects']
['compared_with', 'isa', 'location_of', 'location_of']
['compared_with', 'disrupts', 'occurs_in', 'treats']
['compared_with', 'same_as', 'causes']
['compared_with', 'interacts_with', 'treats', 'occurs_in']
['compared_with', 'prevents', 'location_of', 'inhibits']
['compared_with', 'complicates']
['compared_with', 'prevents', 'part_of', 'inhibits']
['compared_with', 'disrupts', 'compared_with']
['compared_with']
['compared_with', 'coexists_with', 'inhibits', 'augments']
['compared_with', 'treats']
['compared_with', 'produces', 'isa', 'affects']
['compared_with', 'coexists_with', 'complicates', 'inhibits']
['compared_with', 'part_of', 'interacts_with', 'complicates']
['compared_with', 'occurs_in', 'prevents']
['compared_with', 'occurs_in', 'interacts_with']
['compared_with', 'produces', 'prevents', 'coexists_with']
['compared_with', 'location_of', 'causes', 'stimulates']
['compared_with', 'coexists_with', 'diagnoses']
['compared_with', 'augments', 'disrupts', 'disrupts']
['compared_with', 'interacts_with', 'augments', 'associated_with']
['compared_with', 'prevents', 'prevents', 'complicates']
['compared_with', 'produces', 'augments', 'augments']
['compared_with', 'interacts_with', 'same_as', 'augments']
['compared_with', 'inhibits', 'treats', 'prevents']
['compared_with', 'augments', 'occurs_in', 'interacts_with']
['compared_with', 'same_as', 'produces', 'diagnoses']
['compared_with', 'prevents', 'prevents', 'treats']
['compared_with', 'diagnoses', 'produces', 'affects']
['compared_with', 'occurs_in', 'complicates', 'complicates']
['compared_with', 'produces', 'causes']
['compared_with', 'compared_with', 'associated_with', 'occurs_in']
['compared_with', 'same_as', 'location_of', 'interacts_with']
['compared_with', 'complicates', 'causes', 'inhibits']
['compared_with', 'part_of', 'coexists_with', 'compared_with']
['compared_with', 'stimulates', 'interacts_with', 'produces']
['compared_with', 'part_of', 'prevents', 'compared_with']
['compared_with', 'compared_with', 'occurs_in', 'compared_with']
['compared_with', 'produces', 'affects', 'affects']
['compared_with', 'occurs_in', 'location_of', 'isa']
['compared_with', 'coexists_with', 'stimulates', 'stimulates']
['compared_with', 'diagnoses', 'complicates', 'inhibits']
['compared_with', 'complicates', 'same_as', 'part_of']
['compared_with', 'part_of', 'complicates', 'location_of']
['compared_with', 'associated_with', 'coexists_with', 'part_of']
['compared_with', 'diagnoses', 'complicates', 'treats']
['compared_with', 'complicates', 'disrupts', 'affects']
['compared_with', 'disrupts', 'augments', 'prevents']
['compared_with', 'coexists_with']
['compared_with', 'complicates', 'same_as', 'same_as']
['compared_with', 'causes', 'inhibits', 'stimulates']
['compared_with', 'produces', 'stimulates', 'location_of']
['compared_with', 'isa', 'stimulates', 'diagnoses']
['compared_with', 'isa', 'affects', 'stimulates']
['compared_with', 'location_of', 'location_of', 'causes']
['compared_with', 'coexists_with', 'augments', 'isa']
['compared_with', 'stimulates', 'location_of', 'location_of']
['compared_with', 'isa', 'treats', 'prevents']
['compared_with', 'location_of', 'part_of', 'location_of']
['compared_with', 'diagnoses', 'associated_with', 'occurs_in']
['compared_with', 'causes', 'diagnoses', 'affects']
['compared_with', 'isa', 'prevents', 'location_of']
['compared_with', 'diagnoses', 'augments', 'augments']
['compared_with', 'coexists_with', 'affects', 'isa']
['compared_with', 'affects', 'diagnoses', 'same_as']
['compared_with', 'treats', 'causes', 'interacts_with']
['compared_with', 'isa', 'affects', 'affects']
['compared_with', 'occurs_in', 'associated_with', 'same_as']
['compared_with', 'inhibits', 'stimulates', 'part_of']
['compared_with', 'stimulates', 'interacts_with', 'compared_with']
['compared_with', 'occurs_in', 'causes', 'produces']
['compared_with', 'coexists_with', 'affects', 'disrupts']
['compared_with', 'coexists_with', 'treats', 'associated_with']
['compared_with', 'produces', 'disrupts', 'augments']
['compared_with', 'complicates', 'causes', 'compared_with']
['compared_with', 'diagnoses', 'compared_with', 'complicates']
['compared_with', 'inhibits', 'produces', 'occurs_in']
['compared_with', 'complicates', 'interacts_with', 'causes']
['compared_with', 'disrupts', 'compared_with', 'produces']
['compared_with', 'causes', 'part_of', 'augments']
['compared_with', 'part_of', 'diagnoses', 'complicates']
['augments', 'treats', 'occurs_in', 'augments']
['augments', 'prevents', 'occurs_in', 'treats']
['augments', 'produces', 'treats', 'inhibits']
['augments', 'prevents', 'disrupts', 'affects']
['augments', 'complicates', 'coexists_with', 'treats']
['augments', 'same_as', 'prevents', 'inhibits']
['augments', 'coexists_with', 'affects', 'causes']
['augments', 'compared_with', 'augments', 'affects']
['augments', 'location_of', 'same_as', 'coexists_with']
['augments', 'prevents', 'affects', 'complicates']
['augments', 'inhibits', 'prevents', 'affects']
['augments', 'prevents', 'same_as', 'disrupts']
['augments', 'compared_with', 'prevents', 'compared_with']
['augments', 'prevents', 'diagnoses', 'location_of']
['augments', 'complicates', 'treats']
['augments', 'isa', 'isa', 'occurs_in']
['augments', 'complicates', 'produces', 'isa']
['augments', 'inhibits', 'stimulates']
['augments', 'occurs_in', 'inhibits', 'complicates']
['augments', 'diagnoses', 'associated_with', 'compared_with']
['augments', 'augments', 'stimulates', 'stimulates']
['augments', 'affects', 'interacts_with', 'produces']
['augments', 'treats', 'part_of', 'coexists_with']
['augments', 'inhibits', 'coexists_with', 'prevents']
['augments', 'isa', 'occurs_in', 'affects']
['augments', 'augments', 'same_as', 'affects']
['augments', 'prevents', 'disrupts', 'occurs_in']
['augments', 'coexists_with', 'stimulates', 'disrupts']
['augments', 'isa', 'complicates', 'affects']
['augments', 'same_as', 'stimulates', 'augments']
['augments', 'prevents', 'prevents', 'location_of']
['augments', 'coexists_with', 'part_of', 'complicates']
['augments', 'location_of', 'diagnoses', 'augments']
['augments', 'treats', 'stimulates', 'coexists_with']
['augments', 'part_of']
['augments', 'part_of', 'interacts_with', 'inhibits']
['augments', 'same_as', 'stimulates', 'causes']
['augments', 'part_of', 'compared_with', 'compared_with']
['augments', 'compared_with', 'coexists_with', 'coexists_with']
['augments', 'location_of', 'part_of', 'prevents']
['augments', 'complicates', 'augments', 'disrupts']
['augments', 'interacts_with', 'diagnoses', 'disrupts']
['augments', 'affects', 'compared_with', 'part_of']
['augments', 'prevents', 'associated_with', 'isa']
['augments', 'causes', 'compared_with']
['augments', 'interacts_with', 'coexists_with']
['augments', 'diagnoses', 'occurs_in', 'occurs_in']
['augments', 'complicates', 'isa', 'prevents']
['augments', 'coexists_with', 'compared_with', 'occurs_in']
['augments', 'produces', 'diagnoses', 'treats']
['augments', 'isa', 'produces', 'location_of']
['augments', 'causes', 'coexists_with', 'complicates']
['augments', 'disrupts', 'coexists_with', 'stimulates']
['augments', 'produces', 'causes', 'compared_with']
['augments', 'affects', 'prevents', 'diagnoses']
['augments', 'associated_with', 'inhibits']
['augments', 'location_of', 'disrupts', 'diagnoses']
['augments', 'isa', 'location_of', 'part_of']
['augments', 'produces', 'disrupts', 'stimulates']
['augments', 'interacts_with', 'location_of', 'stimulates']
['augments', 'produces', 'prevents', 'associated_with']
['augments', 'location_of', 'diagnoses', 'coexists_with']
['augments', 'same_as', 'compared_with', 'disrupts']
['augments', 'part_of', 'prevents', 'disrupts']
['augments', 'inhibits', 'compared_with', 'prevents']
['augments', 'prevents', 'part_of', 'isa']
['augments', 'inhibits', 'causes', 'associated_with']
['augments', 'causes', 'causes', 'inhibits']
['augments', 'inhibits', 'prevents', 'produces']
['augments', 'diagnoses', 'inhibits', 'augments']
['augments', 'same_as', 'prevents', 'diagnoses']
['augments', 'interacts_with', 'affects', 'prevents']
['augments', 'interacts_with', 'compared_with']
['augments', 'compared_with', 'location_of', 'complicates']
['augments', 'complicates', 'diagnoses', 'same_as']
['augments', 'coexists_with', 'produces', 'inhibits']
['augments', 'disrupts', 'produces', 'prevents']
['augments', 'affects', 'diagnoses', 'same_as']
['augments', 'augments', 'complicates', 'interacts_with']
['augments', 'treats', 'prevents', 'treats']
['augments', 'interacts_with', 'affects', 'compared_with']
['augments', 'same_as', 'causes', 'diagnoses']
['augments', 'associated_with', 'causes', 'prevents']
['augments', 'associated_with', 'diagnoses', 'inhibits']
['augments']
['augments', 'part_of', 'augments', 'treats']
['augments', 'affects', 'treats', 'isa']
['augments', 'compared_with', 'stimulates', 'complicates']
['augments', 'causes', 'coexists_with', 'location_of']
['augments', 'causes', 'treats', 'treats']
['augments', 'occurs_in', 'affects', 'treats']
['augments', 'inhibits', 'affects', 'disrupts']
['augments', 'diagnoses', 'disrupts', 'interacts_with']
['augments', 'treats', 'prevents', 'complicates']
['inhibits', 'augments', 'disrupts', 'causes']
['inhibits', 'isa', 'coexists_with', 'occurs_in']
['inhibits', 'same_as', 'associated_with', 'compared_with']
['inhibits', 'treats', 'disrupts', 'affects']
['inhibits', 'associated_with', 'occurs_in', 'part_of']
['inhibits', 'affects', 'associated_with', 'produces']
['inhibits', 'stimulates', 'augments', 'diagnoses']
['inhibits', 'interacts_with', 'isa', 'treats']
['inhibits', 'isa', 'produces', 'affects']
['inhibits', 'compared_with', 'part_of', 'occurs_in']
['inhibits', 'location_of', 'isa', 'associated_with']
['inhibits', 'associated_with', 'prevents', 'disrupts']
['inhibits', 'complicates']
['inhibits', 'stimulates', 'isa', 'augments']
['inhibits', 'associated_with', 'inhibits', 'location_of']
['inhibits', 'diagnoses', 'isa', 'produces']
['inhibits', 'diagnoses', 'stimulates', 'causes']
['inhibits', 'occurs_in', 'inhibits', 'part_of']
['inhibits', 'same_as', 'part_of', 'prevents']
['inhibits', 'associated_with', 'complicates', 'coexists_with']
['inhibits', 'diagnoses', 'associated_with', 'diagnoses']
['inhibits']
['inhibits', 'disrupts', 'location_of', 'coexists_with']
['inhibits', 'part_of', 'disrupts', 'prevents']
['inhibits', 'causes', 'affects', 'part_of']
['inhibits', 'part_of', 'stimulates', 'prevents']
['inhibits', 'compared_with', 'causes', 'stimulates']
['inhibits', 'complicates', 'prevents', 'compared_with']
['inhibits', 'interacts_with', 'compared_with', 'stimulates']
['inhibits', 'treats', 'diagnoses', 'prevents']
['inhibits', 'same_as', 'same_as', 'augments']
['inhibits', 'diagnoses', 'produces', 'associated_with']
['inhibits', 'interacts_with', 'interacts_with', 'diagnoses']
['inhibits', 'complicates', 'prevents', 'same_as']
['inhibits', 'occurs_in', 'interacts_with', 'complicates']
['inhibits', 'compared_with', 'same_as', 'complicates']
['inhibits', 'disrupts']
['inhibits', 'disrupts', 'diagnoses', 'location_of']
['inhibits', 'coexists_with', 'location_of', 'interacts_with']
['inhibits', 'produces']
['inhibits', 'isa', 'complicates', 'isa']
['inhibits', 'same_as', 'prevents', 'stimulates']
['inhibits', 'diagnoses', 'augments', 'stimulates']
['inhibits', 'occurs_in', 'produces', 'inhibits']
['inhibits', 'produces', 'prevents', 'affects']
['inhibits', 'inhibits', 'treats', 'location_of']
['inhibits', 'compared_with', 'associated_with', 'complicates']
['inhibits', 'complicates', 'prevents', 'occurs_in']
['inhibits', 'affects', 'affects', 'treats']
['inhibits', 'causes', 'interacts_with', 'stimulates']
['inhibits', 'location_of', 'associated_with', 'disrupts']
['inhibits', 'occurs_in', 'part_of', 'same_as']
['inhibits', 'diagnoses', 'stimulates', 'same_as']
['inhibits', 'inhibits', 'interacts_with', 'inhibits']
['inhibits', 'stimulates', 'affects', 'associated_with']
['inhibits', 'augments', 'associated_with', 'occurs_in']
['inhibits', 'location_of', 'compared_with', 'location_of']
['inhibits', 'compared_with']
['inhibits', 'same_as', 'interacts_with', 'prevents']
['inhibits', 'complicates', 'occurs_in', 'coexists_with']
['inhibits', 'diagnoses', 'compared_with']
['inhibits', 'affects', 'occurs_in', 'affects']
['inhibits', 'part_of', 'same_as', 'location_of']
['inhibits', 'complicates', 'prevents', 'isa']
['inhibits', 'occurs_in', 'location_of', 'stimulates']
['inhibits', 'interacts_with']
['inhibits', 'affects', 'occurs_in', 'disrupts']
['inhibits', 'interacts_with', 'causes']
['inhibits', 'inhibits', 'stimulates', 'diagnoses']
['inhibits', 'occurs_in', 'treats', 'diagnoses']
['inhibits', 'location_of', 'associated_with', 'occurs_in']
['inhibits', 'occurs_in', 'part_of', 'inhibits']
['inhibits', 'location_of', 'occurs_in', 'interacts_with']
['inhibits', 'treats', 'prevents', 'prevents']
['inhibits', 'compared_with', 'location_of', 'complicates']
['inhibits', 'occurs_in', 'augments', 'causes']
['inhibits', 'treats', 'causes', 'complicates']
['inhibits', 'location_of', 'treats', 'interacts_with']
['inhibits', 'complicates', 'augments', 'augments']
['inhibits', 'same_as', 'stimulates', 'inhibits']
['inhibits', 'complicates', 'part_of', 'same_as']
['inhibits', 'stimulates', 'associated_with', 'affects']
['inhibits', 'treats', 'stimulates', 'part_of']
['inhibits', 'inhibits', 'complicates', 'part_of']
['inhibits', 'coexists_with', 'interacts_with', 'affects']
['inhibits', 'coexists_with', 'same_as', 'causes']
['inhibits', 'disrupts', 'isa', 'part_of']
['inhibits', 'diagnoses', 'complicates', 'interacts_with']
['inhibits', 'produces', 'prevents', 'occurs_in']
['inhibits', 'same_as', 'disrupts', 'interacts_with']
['inhibits', 'associated_with', 'disrupts', 'disrupts']
['inhibits', 'location_of', 'coexists_with']
['inhibits', 'location_of', 'part_of', 'treats']
['causes', 'associated_with', 'interacts_with', 'associated_with']
['causes', 'prevents', 'compared_with', 'diagnoses']
['causes', 'augments', 'coexists_with', 'associated_with']
['causes', 'diagnoses', 'treats']
['causes', 'diagnoses', 'part_of', 'coexists_with']
['causes', 'affects', 'augments', 'disrupts']
['causes', 'occurs_in', 'diagnoses', 'complicates']
['causes', 'inhibits', 'location_of', 'part_of']
['causes', 'produces', 'same_as', 'occurs_in']
['causes', 'augments', 'stimulates', 'same_as']
['causes']
['causes', 'associated_with', 'augments', 'augments']
['causes', 'isa', 'augments', 'stimulates']
['causes', 'part_of']
['causes', 'compared_with']
['causes', 'diagnoses', 'location_of', 'produces']
['causes', 'associated_with', 'location_of', 'isa']
['causes', 'same_as', 'compared_with', 'treats']
['causes', 'stimulates', 'affects', 'causes']
['causes', 'occurs_in', 'same_as']
['causes', 'interacts_with', 'interacts_with', 'part_of']
['causes', 'prevents', 'complicates', 'produces']
['causes', 'treats', 'coexists_with', 'causes']
['causes', 'occurs_in', 'inhibits', 'diagnoses']
['causes', 'occurs_in', 'associated_with', 'location_of']
['causes', 'prevents', 'associated_with', 'same_as']
['causes', 'affects', 'causes', 'location_of']
['causes', 'associated_with', 'same_as', 'isa']
['causes', 'prevents', 'augments', 'compared_with']
['causes', 'diagnoses', 'affects', 'occurs_in']
['causes', 'location_of', 'isa', 'inhibits']
['causes', 'diagnoses', 'associated_with', 'part_of']
['causes', 'isa', 'same_as', 'interacts_with']
['causes', 'location_of', 'causes', 'affects']
['causes', 'augments', 'associated_with', 'prevents']
['causes', 'part_of', 'complicates', 'associated_with']
['causes', 'complicates', 'complicates', 'treats']
['causes', 'interacts_with', 'produces', 'produces']
['causes', 'location_of', 'diagnoses', 'coexists_with']
['causes', 'disrupts', 'compared_with', 'disrupts']
['causes', 'inhibits']
['causes', 'prevents', 'interacts_with', 'location_of']
['causes', 'disrupts', 'occurs_in', 'produces']
['causes', 'affects', 'disrupts', 'associated_with']
['causes', 'stimulates', 'occurs_in', 'same_as']
['causes', 'associated_with', 'inhibits', 'causes']
['causes', 'isa', 'produces', 'part_of']
['causes', 'same_as', 'compared_with', 'prevents']
['causes', 'stimulates', 'coexists_with']
['causes', 'isa']
['causes', 'complicates', 'treats', 'same_as']
['causes', 'location_of', 'interacts_with', 'produces']
['causes', 'occurs_in', 'augments', 'prevents']
['causes', 'stimulates', 'location_of', 'prevents']
['causes', 'associated_with', 'interacts_with', 'interacts_with']
['causes', 'augments', 'augments', 'complicates']
['causes', 'coexists_with', 'stimulates', 'occurs_in']
['causes', 'stimulates', 'prevents', 'prevents']
['causes', 'interacts_with', 'isa', 'causes']
['causes', 'complicates', 'occurs_in', 'prevents']
['causes', 'diagnoses', 'affects', 'affects']
['causes', 'same_as', 'produces', 'isa']
['causes', 'complicates', 'occurs_in', 'location_of']
['causes', 'inhibits', 'augments', 'coexists_with']
['causes', 'isa', 'causes', 'disrupts']
['causes', 'treats', 'complicates', 'stimulates']
['causes', 'causes', 'augments', 'causes']
['causes', 'stimulates', 'same_as']
['causes', 'same_as', 'same_as', 'location_of']
['causes', 'compared_with', 'isa', 'compared_with']
['causes', 'associated_with', 'treats', 'affects']
['causes', 'interacts_with', 'disrupts']
['causes', 'diagnoses']
['causes', 'prevents', 'location_of']
['causes', 'location_of', 'treats', 'treats']
['causes', 'treats']
['causes', 'same_as', 'causes', 'treats']
['causes', 'same_as', 'occurs_in', 'causes']
['causes', 'diagnoses', 'produces', 'occurs_in']
['causes', 'diagnoses', 'affects', 'produces']
['causes', 'affects', 'augments', 'augments']
['causes', 'inhibits', 'same_as', 'isa']
['causes', 'augments', 'isa', 'location_of']
['causes', 'produces', 'inhibits', 'coexists_with']
['causes', 'part_of', 'stimulates', 'interacts_with']
['causes', 'coexists_with', 'causes', 'occurs_in']
['causes', 'compared_with', 'diagnoses', 'stimulates']
['causes', 'occurs_in', 'coexists_with', 'isa']
['causes', 'associated_with', 'occurs_in', 'disrupts']
['causes', 'complicates', 'produces', 'prevents']
['causes', 'causes', 'disrupts', 'location_of']
['causes', 'causes', 'complicates', 'produces']
['causes', 'same_as', 'stimulates', 'augments']
['causes', 'causes', 'stimulates', 'interacts_with']
['causes', 'complicates', 'treats', 'treats']
['causes', 'inhibits', 'same_as', 'interacts_with']
['causes', 'location_of', 'produces', 'same_as']
['causes', 'associated_with']
['stimulates', 'interacts_with', 'complicates', 'augments']
['stimulates', 'augments', 'treats', 'affects']
['stimulates', 'stimulates', 'causes', 'location_of']
['stimulates', 'location_of']
['stimulates', 'location_of', 'affects', 'part_of']
['stimulates', 'diagnoses', 'prevents', 'augments']
['stimulates', 'part_of']
['stimulates', 'interacts_with', 'complicates', 'affects']
['stimulates', 'inhibits', 'same_as']
['stimulates', 'produces', 'same_as', 'augments']
['stimulates', 'disrupts', 'diagnoses', 'part_of']
['stimulates', 'causes', 'interacts_with', 'disrupts']
['stimulates', 'isa', 'augments', 'produces']
['stimulates', 'treats', 'produces', 'stimulates']
['stimulates', 'complicates', 'diagnoses', 'augments']
['stimulates', 'isa', 'disrupts', 'associated_with']
['stimulates', 'treats', 'produces', 'treats']
['stimulates', 'part_of', 'diagnoses', 'affects']
['stimulates', 'occurs_in', 'produces', 'location_of']
['stimulates', 'diagnoses', 'produces', 'coexists_with']
['stimulates', 'isa', 'diagnoses', 'prevents']
['stimulates', 'location_of', 'same_as', 'augments']
['stimulates', 'prevents', 'isa', 'occurs_in']
['stimulates', 'complicates', 'compared_with', 'prevents']
['stimulates', 'affects', 'diagnoses', 'same_as']
['stimulates', 'occurs_in', 'same_as', 'produces']
['stimulates', 'diagnoses', 'produces', 'part_of']
['stimulates', 'compared_with', 'interacts_with', 'diagnoses']
['stimulates', 'prevents', 'diagnoses', 'isa']
['stimulates', 'treats', 'treats', 'interacts_with']
['stimulates', 'coexists_with', 'inhibits', 'diagnoses']
['stimulates', 'diagnoses', 'causes']
['stimulates', 'causes', 'treats', 'stimulates']
['stimulates', 'produces', 'interacts_with', 'same_as']
['stimulates', 'stimulates', 'prevents', 'same_as']
['stimulates', 'isa', 'affects', 'treats']
['stimulates', 'coexists_with', 'compared_with', 'diagnoses']
['stimulates', 'associated_with', 'diagnoses', 'causes']
['stimulates', 'compared_with', 'coexists_with', 'diagnoses']
['stimulates', 'isa', 'treats', 'stimulates']
['stimulates', 'occurs_in', 'prevents', 'stimulates']
['stimulates', 'occurs_in', 'occurs_in', 'coexists_with']
['stimulates', 'complicates', 'augments', 'treats']
['stimulates', 'causes', 'coexists_with', 'diagnoses']
['stimulates', 'inhibits']
['stimulates', 'isa']
['stimulates', 'augments', 'disrupts', 'part_of']
['stimulates', 'associated_with', 'disrupts', 'produces']
['stimulates', 'occurs_in', 'coexists_with', 'augments']
['stimulates', 'disrupts', 'coexists_with', 'affects']
['stimulates', 'compared_with', 'diagnoses', 'augments']
['stimulates', 'diagnoses', 'compared_with', 'augments']
['stimulates', 'stimulates', 'produces', 'produces']
['stimulates', 'complicates', 'treats', 'diagnoses']
['stimulates', 'coexists_with', 'coexists_with', 'associated_with']
['stimulates', 'causes', 'complicates', 'inhibits']
['stimulates', 'augments', 'occurs_in', 'part_of']
['stimulates', 'location_of', 'disrupts', 'compared_with']
['stimulates', 'coexists_with', 'location_of', 'location_of']
['stimulates']
['stimulates', 'complicates', 'treats', 'causes']
['stimulates', 'complicates', 'produces', 'affects']
['stimulates', 'treats', 'associated_with', 'stimulates']
['stimulates', 'causes', 'produces', 'same_as']
['stimulates', 'treats', 'inhibits', 'associated_with']
['stimulates', 'causes', 'inhibits', 'associated_with']
['stimulates', 'prevents']
['stimulates', 'isa', 'produces', 'compared_with']
['stimulates', 'part_of', 'prevents', 'interacts_with']
['stimulates', 'treats', 'occurs_in', 'inhibits']
['stimulates', 'stimulates', 'complicates', 'part_of']
['stimulates', 'affects', 'complicates', 'location_of']
['stimulates', 'interacts_with', 'produces', 'causes']
['stimulates', 'treats', 'prevents', 'part_of']
['stimulates', 'prevents', 'isa', 'coexists_with']
['stimulates', 'coexists_with', 'stimulates', 'inhibits']
['stimulates', 'compared_with', 'prevents', 'coexists_with']
['stimulates', 'interacts_with', 'produces', 'coexists_with']
['stimulates', 'coexists_with', 'compared_with', 'stimulates']
['stimulates', 'same_as', 'augments', 'associated_with']
['stimulates', 'stimulates', 'stimulates', 'produces']
['stimulates', 'diagnoses']
['stimulates', 'stimulates', 'same_as', 'occurs_in']
['stimulates', 'augments', 'compared_with', 'stimulates']
['stimulates', 'disrupts']
['stimulates', 'interacts_with', 'affects', 'disrupts']
['stimulates', 'treats', 'produces', 'augments']
['stimulates', 'coexists_with', 'diagnoses', 'stimulates']
['stimulates', 'associated_with', 'isa', 'isa']
['stimulates', 'interacts_with', 'compared_with', 'compared_with']
['stimulates', 'same_as', 'treats', 'produces']
['stimulates', 'same_as', 'compared_with', 'interacts_with']
['associated_with', 'affects', 'affects', 'disrupts']
['associated_with', 'augments', 'augments', 'associated_with']
['associated_with', 'location_of', 'diagnoses', 'prevents']
['associated_with', 'compared_with']
['associated_with', 'stimulates', 'same_as', 'part_of']
['associated_with', 'disrupts', 'inhibits', 'associated_with']
['associated_with', 'affects', 'associated_with', 'disrupts']
['associated_with', 'augments', 'diagnoses', 'isa']
['associated_with', 'interacts_with', 'diagnoses', 'interacts_with']
['associated_with', 'causes', 'produces', 'complicates']
['associated_with', 'associated_with', 'compared_with', 'treats']
['associated_with', 'causes', 'diagnoses', 'disrupts']
['associated_with', 'location_of', 'treats', 'inhibits']
['associated_with', 'complicates', 'occurs_in', 'disrupts']
['associated_with', 'location_of', 'prevents', 'isa']
['associated_with', 'same_as', 'location_of', 'complicates']
['associated_with', 'associated_with', 'same_as', 'interacts_with']
['associated_with', 'affects', 'isa', 'compared_with']
['associated_with', 'augments']
['associated_with', 'affects', 'treats', 'occurs_in']
['associated_with', 'stimulates', 'treats', 'associated_with']
['associated_with', 'coexists_with']
['associated_with', 'isa', 'produces', 'augments']
['associated_with', 'affects', 'compared_with', 'inhibits']
