['diagnoses', 'same_as', 'produces', 'inhibits']
['disrupts', 'treats', 'compared_with', 'diagnoses']
['disrupts', 'location_of', 'treats', 'compared_with']
['disrupts', 'part_of', 'occurs_in', 'same_as']
['disrupts', 'coexists_with', 'occurs_in', 'complicates']
['disrupts', 'augments']
['disrupts', 'prevents', 'diagnoses']
['disrupts', 'affects', 'associated_with', 'stimulates']
['disrupts', 'affects', 'location_of', 'augments']
['disrupts', 'compared_with', 'isa', 'diagnoses']
['disrupts', 'location_of', 'treats', 'location_of']
['disrupts', 'compared_with', 'compared_with', 'associated_with']
['disrupts', 'complicates']
['disrupts', 'same_as', 'interacts_with', 'isa']
['produces', 'interacts_with', 'coexists_with', 'isa']
['produces', 'affects', 'complicates', 'interacts_with']
['produces', 'isa', 'interacts_with', 'part_of']
['produces', 'treats', 'inhibits', 'same_as']
['produces', 'same_as', 'affects', 'inhibits']
['produces', 'prevents', 'stimulates', 'stimulates']
['produces', 'stimulates', 'stimulates', 'occurs_in']
['produces', 'complicates', 'coexists_with', 'associated_with']
['produces', 'part_of', 'interacts_with', 'coexists_with']
['produces', 'same_as', 'treats']
['produces', 'same_as', 'affects', 'prevents']
['produces', 'occurs_in', 'stimulates', 'causes']
['produces', 'affects', 'location_of', 'disrupts']
['produces', 'causes', 'isa', 'causes']
['produces', 'isa', 'produces', 'coexists_with']
['produces', 'complicates', 'compared_with', 'treats']
['produces', 'treats', 'diagnoses', 'diagnoses']
['produces', 'compared_with', 'prevents', 'compared_with']
['produces', 'augments', 'treats', 'location_of']
['produces', 'complicates', 'compared_with', 'causes']
['produces', 'interacts_with', 'treats', 'diagnoses']
['produces', 'treats', 'produces', 'coexists_with']
['produces', 'stimulates', 'treats', 'causes']
['produces', 'diagnoses', 'location_of', 'augments']
['produces', 'complicates', 'complicates', 'coexists_with']
['produces', 'same_as', 'compared_with', 'treats']
['produces', 'causes', 'occurs_in', 'interacts_with']
['produces', 'same_as']
['produces', 'location_of', 'associated_with', 'affects']
['produces', 'treats', 'augments', 'prevents']
['produces', 'isa', 'part_of', 'isa']
['produces', 'complicates', 'occurs_in', 'location_of']
['produces', 'inhibits', 'diagnoses', 'isa']
['produces', 'location_of', 'occurs_in', 'prevents']
['produces', 'coexists_with', 'isa', 'prevents']
['produces', 'prevents', 'compared_with', 'isa']
['produces', 'stimulates', 'isa', 'interacts_with']
['produces', 'prevents', 'disrupts', 'occurs_in']
['produces', 'stimulates', 'isa', 'location_of']
['produces', 'diagnoses', 'coexists_with', 'coexists_with']
['produces', 'occurs_in']
['produces', 'coexists_with']
['produces', 'produces', 'disrupts', 'stimulates']
['produces', 'occurs_in', 'isa', 'associated_with']
['produces', 'disrupts', 'location_of', 'interacts_with']
['produces', 'diagnoses', 'associated_with', 'part_of']
['produces', 'isa', 'part_of']
['produces', 'disrupts', 'disrupts', 'diagnoses']
['produces', 'stimulates', 'causes']
['produces', 'interacts_with', 'part_of', 'disrupts']
['produces', 'compared_with', 'coexists_with', 'compared_with']
['produces', 'diagnoses', 'occurs_in', 'treats']
['produces', 'coexists_with', 'location_of', 'produces']
['produces', 'stimulates', 'inhibits', 'isa']
['produces', 'compared_with', 'affects', 'causes']
['produces', 'complicates', 'prevents', 'affects']
['produces', 'produces', 'coexists_with', 'isa']
['produces', 'interacts_with', 'compared_with', 'part_of']
['produces']
['produces', 'diagnoses', 'part_of', 'diagnoses']
['produces', 'produces']
['produces', 'prevents', 'prevents', 'produces']
['produces', 'part_of', 'prevents', 'part_of']
['produces', 'produces', 'causes', 'produces']
['produces', 'same_as', 'compared_with', 'location_of']
['produces', 'treats', 'part_of', 'prevents']
['produces', 'compared_with', 'prevents', 'disrupts']
['produces', 'coexists_with', 'same_as', 'treats']
['produces', 'compared_with', 'isa', 'treats']
['produces', 'coexists_with', 'same_as', 'isa']
['produces', 'associated_with', 'interacts_with', 'stimulates']
['produces', 'associated_with', 'compared_with', 'location_of']
['produces', 'compared_with', 'causes', 'affects']
['produces', 'produces', 'inhibits', 'isa']
['produces', 'diagnoses', 'produces', 'isa']
['produces', 'associated_with', 'complicates', 'occurs_in']
['produces', 'occurs_in', 'coexists_with', 'location_of']
['produces', 'location_of', 'same_as', 'interacts_with']
['produces', 'complicates', 'causes', 'affects']
['produces', 'coexists_with', 'treats', 'isa']
['produces', 'associated_with', 'occurs_in', 'diagnoses']
['produces', 'diagnoses', 'inhibits', 'inhibits']
['produces', 'compared_with', 'affects', 'occurs_in']
['produces', 'complicates', 'disrupts', 'occurs_in']
['produces', 'prevents', 'affects', 'diagnoses']
['produces', 'complicates', 'prevents', 'part_of']
['produces', 'same_as', 'interacts_with', 'inhibits']
['produces', 'interacts_with', 'stimulates', 'interacts_with']
['produces', 'same_as', 'compared_with', 'causes']
['produces', 'diagnoses', 'coexists_with', 'affects']
['produces', 'affects', 'augments', 'isa']
['produces', 'associated_with', 'causes', 'coexists_with']
['produces', 'disrupts', 'same_as', 'affects']
['produces', 'produces', 'same_as', 'inhibits']
['produces', 'location_of', 'isa', 'affects']
['produces', 'causes', 'location_of', 'compared_with']
['produces', 'inhibits', 'location_of', 'causes']
['produces', 'stimulates', 'prevents', 'augments']
['produces', 'diagnoses', 'location_of', 'prevents']
['produces', 'location_of', 'augments', 'interacts_with']
['compared_with', 'associated_with', 'treats', 'inhibits']
['compared_with', 'stimulates']
['compared_with', 'same_as', 'diagnoses', 'same_as']
['compared_with', 'diagnoses', 'inhibits', 'diagnoses']
['compared_with', 'occurs_in', 'compared_with', 'augments']
['compared_with', 'treats', 'augments', 'affects']
['compared_with', 'compared_with', 'affects', 'treats']
['compared_with', 'interacts_with', 'disrupts', 'coexists_with']
['compared_with', 'interacts_with', 'affects', 'coexists_with']
['compared_with', 'inhibits', 'prevents']
['compared_with', 'diagnoses', 'stimulates', 'augments']
['compared_with', 'interacts_with', 'prevents', 'affects']
['compared_with', 'interacts_with', 'isa', 'treats']
['compared_with', 'causes', 'prevents', 'produces']
['compared_with', 'causes', 'disrupts', 'interacts_with']
['compared_with', 'disrupts', 'produces', 'disrupts']
['compared_with', 'part_of', 'compared_with', 'augments']
['compared_with', 'causes', 'compared_with', 'location_of']
['compared_with', 'coexists_with', 'coexists_with', 'coexists_with']
['compared_with', 'affects', 'produces', 'treats']
['compared_with', 'occurs_in', 'occurs_in', 'associated_with']
['compared_with', 'treats', 'produces']
['compared_with', 'occurs_in', 'coexists_with', 'interacts_with']
['compared_with', 'complicates', 'stimulates', 'part_of']
['compared_with', 'produces', 'part_of', 'complicates']
['compared_with', 'same_as', 'coexists_with', 'stimulates']
['compared_with', 'prevents', 'compared_with', 'inhibits']
['compared_with', 'causes', 'complicates', 'causes']
['compared_with', 'occurs_in', 'disrupts', 'inhibits']
['compared_with', 'complicates', 'produces', 'affects']
['compared_with', 'same_as', 'causes', 'location_of']
['compared_with', 'compared_with', 'same_as', 'occurs_in']
['compared_with', 'part_of', 'affects', 'produces']
['compared_with', 'treats', 'occurs_in', 'compared_with']
['compared_with', 'isa', 'compared_with', 'compared_with']
['compared_with', 'affects', 'inhibits', 'part_of']
['compared_with', 'inhibits', 'produces', 'complicates']
['compared_with', 'coexists_with', 'prevents', 'coexists_with']
['compared_with', 'occurs_in', 'interacts_with', 'inhibits']
['compared_with', 'part_of']
['compared_with', 'prevents', 'disrupts']
['compared_with', 'disrupts', 'diagnoses']
['compared_with', 'associated_with', 'part_of', 'isa']
['compared_with', 'same_as', 'inhibits', 'stimulates']
['compared_with', 'diagnoses', 'causes', 'interacts_with']
['compared_with', 'interacts_with', 'disrupts', 'isa']
['compared_with', 'location_of', 'causes', 'prevents']
['compared_with', 'occurs_in', 'diagnoses', 'diagnoses']
['compared_with', 'complicates', 'occurs_in', 'produces']
['compared_with', 'augments', 'part_of', 'isa']
['compared_with', 'stimulates', 'treats', 'part_of']
['compared_with', 'diagnoses', 'prevents', 'prevents']
['compared_with', 'affects', 'isa', 'compared_with']
['compared_with', 'part_of', 'affects', 'part_of']
['compared_with', 'same_as', 'part_of', 'compared_with']
['compared_with', 'treats', 'interacts_with']
['compared_with', 'produces', 'produces', 'disrupts']
['compared_with', 'prevents', 'produces', 'coexists_with']
['compared_with', 'complicates', 'isa', 'complicates']
['compared_with', 'inhibits', 'part_of', 'location_of']
['compared_with', 'occurs_in', 'causes']
['compared_with', 'diagnoses', 'interacts_with', 'augments']
['compared_with', 'stimulates', 'inhibits', 'compared_with']
['compared_with', 'coexists_with', 'coexists_with', 'compared_with']
['compared_with', 'treats', 'location_of', 'isa']
['compared_with', 'part_of', 'treats', 'compared_with']
['compared_with', 'complicates', 'diagnoses', 'affects']
['compared_with', 'treats', 'stimulates', 'disrupts']
['compared_with', 'location_of', 'coexists_with', 'same_as']
['compared_with', 'interacts_with', 'complicates', 'coexists_with']
['compared_with', 'produces', 'part_of', 'treats']
['compared_with', 'produces', 'occurs_in', 'disrupts']
['compared_with', 'disrupts', 'same_as', 'inhibits']
['compared_with']
['compared_with', 'complicates', 'inhibits', 'occurs_in']
['compared_with', 'coexists_with', 'occurs_in', 'produces']
['compared_with', 'causes', 'prevents', 'location_of']
['compared_with', 'produces', 'associated_with', 'coexists_with']
['compared_with', 'same_as', 'isa', 'part_of']
['compared_with', 'interacts_with', 'affects', 'location_of']
['compared_with', 'same_as', 'disrupts', 'associated_with']
['compared_with', 'causes', 'occurs_in', 'occurs_in']
['compared_with', 'complicates', 'diagnoses', 'interacts_with']
['compared_with', 'occurs_in', 'same_as', 'location_of']
['compared_with', 'diagnoses', 'isa', 'disrupts']
['compared_with', 'stimulates', 'affects', 'part_of']
['compared_with', 'diagnoses', 'treats', 'interacts_with']
['compared_with', 'occurs_in', 'occurs_in', 'inhibits']
['compared_with', 'part_of', 'augments', 'interacts_with']
['compared_with', 'prevents', 'prevents', 'interacts_with']
['compared_with', 'prevents', 'associated_with', 'complicates']
['compared_with', 'inhibits', 'location_of', 'complicates']
['augments', 'treats', 'occurs_in', 'augments']
['augments', 'augments', 'interacts_with', 'coexists_with']
['augments', 'augments', 'complicates', 'compared_with']
['augments', 'treats', 'occurs_in', 'causes']
['augments', 'location_of', 'same_as', 'coexists_with']
['augments', 'prevents', 'inhibits', 'treats']
['augments', 'part_of', 'inhibits', 'stimulates']
['augments', 'interacts_with', 'compared_with', 'stimulates']
['augments', 'augments', 'diagnoses', 'isa']
['augments', 'stimulates', 'isa']
['augments', 'affects', 'isa', 'occurs_in']
['augments', 'isa', 'occurs_in', 'treats']
['augments', 'coexists_with', 'location_of', 'augments']
['augments', 'same_as', 'complicates', 'location_of']
['augments', 'treats', 'same_as', 'produces']
['augments', 'treats', 'coexists_with', 'diagnoses']
['augments', 'stimulates', 'coexists_with', 'produces']
['augments', 'part_of', 'compared_with', 'stimulates']
['augments', 'associated_with', 'associated_with', 'coexists_with']
['augments', 'affects', 'isa', 'part_of']
['augments', 'coexists_with', 'coexists_with', 'compared_with']
['augments', 'disrupts', 'augments', 'coexists_with']
['augments', 'produces', 'location_of', 'occurs_in']
['augments', 'stimulates']
['augments', 'produces', 'coexists_with', 'stimulates']
['augments', 'occurs_in', 'compared_with', 'complicates']
['augments', 'part_of', 'coexists_with', 'inhibits']
['augments', 'diagnoses', 'causes', 'location_of']
['augments', 'occurs_in', 'location_of']
['augments', 'diagnoses', 'prevents', 'stimulates']
['augments', 'causes']
['augments', 'inhibits', 'interacts_with', 'same_as']
['augments', 'same_as', 'associated_with', 'complicates']
['augments', 'associated_with']
['augments', 'associated_with', 'compared_with', 'part_of']
['augments', 'associated_with', 'compared_with', 'coexists_with']
['augments', 'diagnoses', 'treats']
['augments', 'associated_with', 'isa', 'disrupts']
['augments', 'part_of', 'prevents', 'associated_with']
['augments', 'associated_with', 'inhibits', 'affects']
['augments', 'inhibits', 'prevents']
['augments', 'prevents', 'complicates', 'treats']
['augments', 'compared_with', 'location_of', 'prevents']
['augments', 'complicates', 'produces', 'complicates']
['augments', 'prevents', 'compared_with', 'coexists_with']
['augments', 'produces', 'diagnoses', 'part_of']
['augments', 'isa', 'diagnoses', 'causes']
['augments', 'location_of', 'isa', 'causes']
['augments', 'diagnoses', 'disrupts', 'prevents']
['augments', 'complicates', 'occurs_in', 'prevents']
['augments', 'produces', 'compared_with']
['augments', 'inhibits', 'occurs_in', 'coexists_with']
['augments', 'coexists_with', 'augments', 'compared_with']
['augments', 'isa', 'location_of', 'occurs_in']
['augments', 'prevents', 'associated_with', 'associated_with']
['augments', 'disrupts', 'location_of', 'interacts_with']
['augments', 'stimulates', 'diagnoses', 'part_of']
['augments', 'associated_with', 'associated_with', 'associated_with']
['augments', 'affects']
['augments', 'part_of', 'same_as', 'prevents']
['augments', 'treats', 'affects', 'prevents']
['augments', 'part_of', 'associated_with', 'produces']
['augments', 'compared_with', 'produces', 'compared_with']
['augments', 'causes', 'produces', 'augments']
['augments', 'part_of', 'inhibits', 'produces']
['augments', 'causes', 'isa', 'produces']
['augments', 'produces', 'treats', 'affects']
['augments', 'stimulates', 'causes', 'part_of']
['augments', 'treats', 'location_of', 'treats']
['augments', 'coexists_with', 'location_of', 'disrupts']
['augments', 'produces', 'disrupts']
['augments', 'coexists_with', 'produces', 'affects']
['augments', 'occurs_in', 'coexists_with', 'complicates']
['augments']
['augments', 'prevents', 'associated_with', 'causes']
['augments', 'location_of', 'location_of', 'treats']
['augments', 'location_of', 'compared_with', 'prevents']
['augments', 'interacts_with', 'prevents', 'isa']
['augments', 'affects', 'occurs_in', 'coexists_with']
['augments', 'treats', 'produces', 'treats']
['augments', 'occurs_in', 'associated_with', 'associated_with']
['augments', 'coexists_with', 'inhibits', 'prevents']
['augments', 'produces', 'causes', 'stimulates']
['augments', 'treats', 'treats', 'associated_with']
['augments', 'affects', 'occurs_in', 'stimulates']
['augments', 'causes', 'disrupts', 'augments']
['augments', 'treats', 'location_of', 'coexists_with']
['augments', 'occurs_in', 'prevents', 'isa']
['augments', 'augments', 'coexists_with', 'affects']
['augments', 'affects', 'isa', 'stimulates']
['augments', 'compared_with', 'complicates', 'produces']
['augments', 'augments', 'associated_with', 'location_of']
['augments', 'inhibits', 'occurs_in', 'occurs_in']
['inhibits', 'affects', 'affects', 'same_as']
['inhibits', 'affects', 'occurs_in', 'produces']
['inhibits', 'coexists_with', 'prevents', 'diagnoses']
['inhibits', 'compared_with', 'isa', 'causes']
['inhibits', 'same_as', 'interacts_with', 'stimulates']
['inhibits', 'diagnoses', 'diagnoses', 'causes']
['inhibits', 'isa', 'disrupts', 'same_as']
['inhibits', 'compared_with', 'inhibits', 'complicates']
['inhibits', 'augments', 'associated_with', 'disrupts']
['inhibits', 'diagnoses', 'augments', 'augments']
['inhibits', 'compared_with', 'stimulates', 'coexists_with']
['inhibits', 'part_of', 'same_as', 'produces']
['inhibits', 'compared_with', 'treats', 'prevents']
['inhibits', 'part_of', 'coexists_with', 'stimulates']
['inhibits', 'produces', 'interacts_with', 'isa']
['inhibits', 'affects', 'augments', 'occurs_in']
['inhibits', 'diagnoses', 'same_as', 'isa']
['inhibits', 'location_of', 'part_of', 'coexists_with']
['inhibits', 'affects', 'causes', 'occurs_in']
['inhibits', 'location_of', 'prevents', 'affects']
['inhibits', 'causes', 'prevents', 'inhibits']
['inhibits']
['inhibits', 'augments', 'occurs_in', 'prevents']
['inhibits', 'compared_with', 'causes', 'coexists_with']
['inhibits', 'augments', 'associated_with', 'location_of']
['inhibits', 'complicates', 'compared_with', 'augments']
['inhibits', 'stimulates', 'affects', 'causes']
['inhibits', 'prevents', 'part_of', 'interacts_with']
['inhibits', 'disrupts', 'produces', 'same_as']
['inhibits', 'stimulates', 'inhibits', 'causes']
['inhibits', 'inhibits', 'diagnoses', 'occurs_in']
['inhibits', 'same_as', 'produces', 'inhibits']
['inhibits', 'causes', 'associated_with', 'prevents']
['inhibits', 'same_as', 'produces', 'treats']
['inhibits', 'causes', 'associated_with', 'location_of']
['inhibits', 'part_of']
['inhibits', 'prevents', 'affects', 'causes']
['inhibits', 'coexists_with', 'treats', 'associated_with']
['inhibits', 'stimulates', 'coexists_with', 'produces']
['inhibits', 'produces', 'location_of', 'causes']
['inhibits', 'disrupts', 'coexists_with', 'complicates']
['inhibits', 'prevents', 'interacts_with', 'stimulates']
['inhibits', 'treats', 'location_of', 'stimulates']
['inhibits', 'augments', 'location_of', 'associated_with']
['inhibits', 'augments', 'stimulates', 'compared_with']
['inhibits', 'treats', 'occurs_in', 'isa']
['inhibits', 'isa', 'augments']
['inhibits', 'occurs_in', 'location_of', 'prevents']
['inhibits', 'associated_with', 'occurs_in', 'occurs_in']
['inhibits', 'causes', 'treats', 'coexists_with']
['inhibits', 'stimulates', 'causes', 'prevents']
['inhibits', 'augments', 'prevents', 'coexists_with']
['inhibits', 'occurs_in', 'causes', 'disrupts']
['inhibits', 'stimulates', 'occurs_in', 'isa']
['inhibits', 'diagnoses', 'stimulates', 'interacts_with']
['inhibits', 'stimulates', 'produces']
['inhibits', 'prevents', 'associated_with', 'location_of']
['inhibits', 'diagnoses', 'associated_with', 'complicates']
['inhibits', 'augments', 'interacts_with', 'same_as']
['inhibits', 'associated_with', 'isa', 'isa']
['inhibits', 'coexists_with', 'occurs_in', 'occurs_in']
['inhibits', 'produces', 'produces', 'prevents']
['inhibits', 'part_of', 'treats', 'stimulates']
['inhibits', 'diagnoses', 'treats', 'isa']
['inhibits', 'produces', 'stimulates', 'compared_with']
['inhibits', 'occurs_in', 'location_of', 'interacts_with']
['inhibits', 'inhibits', 'prevents', 'same_as']
['inhibits', 'same_as', 'prevents']
['inhibits', 'associated_with', 'produces', 'associated_with']
['inhibits', 'treats']
['inhibits', 'diagnoses']
['inhibits', 'stimulates', 'complicates', 'complicates']
['inhibits', 'coexists_with', 'augments', 'prevents']
['inhibits', 'complicates', 'occurs_in', 'produces']
['inhibits', 'location_of', 'treats', 'compared_with']
['inhibits', 'treats', 'compared_with', 'produces']
['inhibits', 'inhibits', 'coexists_with', 'isa']
['inhibits', 'occurs_in', 'disrupts', 'interacts_with']
['inhibits', 'isa', 'coexists_with', 'affects']
['inhibits', 'same_as', 'location_of', 'affects']
['inhibits', 'treats', 'occurs_in', 'occurs_in']
['inhibits', 'location_of', 'stimulates', 'complicates']
['inhibits', 'same_as', 'interacts_with', 'isa']
['inhibits', 'same_as', 'associated_with', 'stimulates']
['inhibits', 'compared_with', 'location_of', 'inhibits']
['inhibits', 'part_of', 'compared_with', 'produces']
['inhibits', 'inhibits', 'diagnoses', 'complicates']
['inhibits', 'part_of', 'coexists_with', 'treats']
['inhibits', 'associated_with', 'diagnoses', 'part_of']
['inhibits', 'treats', 'augments', 'location_of']
['inhibits', 'same_as', 'same_as', 'part_of']
['inhibits', 'compared_with', 'associated_with', 'location_of']
['inhibits', 'diagnoses', 'augments', 'part_of']
['inhibits', 'treats', 'location_of', 'produces']
['inhibits', 'diagnoses', 'treats', 'complicates']
['causes', 'part_of', 'affects', 'augments']
['causes', 'interacts_with']
['causes', 'location_of', 'location_of', 'part_of']
['causes', 'same_as', 'complicates', 'interacts_with']
['causes', 'location_of', 'complicates', 'compared_with']
['causes', 'location_of', 'coexists_with', 'diagnoses']
['causes', 'inhibits', 'occurs_in', 'isa']
['causes', 'augments', 'causes', 'compared_with']
['causes', 'prevents', 'compared_with', 'produces']
['causes', 'coexists_with', 'occurs_in', 'disrupts']
['causes', 'occurs_in', 'produces', 'interacts_with']
['causes', 'interacts_with', 'inhibits', 'location_of']
['causes', 'interacts_with', 'produces', 'same_as']
['causes', 'occurs_in']
['causes', 'prevents', 'affects', 'interacts_with']
['causes', 'diagnoses', 'diagnoses', 'causes']
['causes', 'diagnoses', 'location_of', 'produces']
['causes', 'inhibits', 'same_as', 'diagnoses']
['causes', 'diagnoses', 'affects', 'treats']
['causes', 'causes', 'augments', 'compared_with']
['causes', 'inhibits', 'location_of', 'isa']
['causes', 'stimulates', 'associated_with', 'coexists_with']
['causes', 'isa', 'prevents', 'interacts_with']
['causes', 'compared_with', 'treats', 'inhibits']
['causes', 'occurs_in', 'part_of', 'coexists_with']
['causes', 'augments', 'inhibits', 'prevents']
['causes', 'complicates', 'occurs_in', 'isa']
['causes', 'stimulates', 'complicates', 'part_of']
['causes', 'coexists_with', 'part_of', 'compared_with']
['causes', 'isa', 'complicates', 'diagnoses']
['causes', 'interacts_with', 'part_of', 'coexists_with']
['causes', 'prevents', 'stimulates', 'produces']
['causes', 'location_of', 'compared_with', 'diagnoses']
['causes', 'isa', 'diagnoses', 'treats']
['causes', 'part_of', 'location_of', 'part_of']
['causes', 'produces', 'isa', 'location_of']
['causes', 'complicates', 'produces', 'treats']
['causes', 'location_of']
['causes', 'location_of', 'inhibits', 'complicates']
['causes', 'inhibits', 'part_of', 'inhibits']
['causes', 'disrupts', 'same_as', 'associated_with']
['causes', 'treats', 'augments', 'prevents']
['causes', 'produces', 'affects', 'affects']
['causes', 'disrupts', 'complicates', 'occurs_in']
['causes', 'location_of', 'part_of', 'occurs_in']
['causes', 'interacts_with', 'part_of']
['causes', 'causes', 'inhibits', 'interacts_with']
['causes', 'compared_with', 'interacts_with', 'interacts_with']
['causes', 'prevents', 'affects']
['causes', 'diagnoses', 'augments', 'produces']
['causes', 'augments', 'isa', 'interacts_with']
['causes', 'location_of', 'associated_with', 'stimulates']
['causes', 'stimulates', 'inhibits', 'prevents']
['causes', 'coexists_with', 'location_of', 'inhibits']
['causes', 'inhibits', 'produces', 'causes']
['causes', 'part_of', 'produces', 'causes']
['causes', 'coexists_with', 'associated_with', 'causes']
['causes', 'compared_with', 'causes']
['causes', 'produces', 'interacts_with', 'produces']
['causes', 'disrupts', 'inhibits', 'associated_with']
['causes', 'isa']
['causes', 'same_as', 'treats', 'part_of']
['causes', 'stimulates', 'stimulates', 'stimulates']
['causes', 'produces', 'causes', 'diagnoses']
['causes', 'location_of', 'occurs_in', 'isa']
['causes', 'part_of', 'inhibits', 'location_of']
['causes', 'coexists_with', 'associated_with', 'isa']
['causes', 'compared_with']
['causes', 'affects', 'same_as', 'disrupts']
['causes', 'produces', 'complicates', 'affects']
['causes', 'same_as', 'location_of', 'isa']
['causes', 'causes', 'stimulates', 'augments']
['causes', 'prevents', 'location_of', 'stimulates']
['causes', 'occurs_in', 'same_as', 'disrupts']
['causes', 'part_of', 'diagnoses', 'causes']
['causes', 'location_of', 'inhibits', 'augments']
['causes', 'produces', 'coexists_with', 'same_as']
['causes', 'coexists_with', 'inhibits', 'causes']
['causes', 'prevents', 'stimulates', 'occurs_in']
['causes', 'occurs_in', 'diagnoses', 'diagnoses']
['causes', 'affects', 'treats', 'associated_with']
['causes', 'produces', 'disrupts', 'diagnoses']
['causes', 'compared_with', 'part_of', 'isa']
['causes', 'interacts_with', 'associated_with', 'location_of']
['causes', 'complicates', 'isa', 'inhibits']
['causes', 'disrupts']
['causes', 'compared_with', 'complicates', 'same_as']
['causes', 'part_of', 'inhibits', 'isa']
['causes', 'affects', 'complicates', 'affects']
['causes', 'disrupts', 'disrupts', 'affects']
['causes']
['causes', 'occurs_in', 'same_as', 'coexists_with']
['causes', 'compared_with', 'occurs_in', 'same_as']
['causes', 'treats', 'part_of', 'coexists_with']
['causes', 'associated_with', 'isa', 'affects']
['stimulates', 'associated_with', 'produces', 'location_of']
['stimulates', 'occurs_in', 'causes', 'isa']
['stimulates', 'disrupts', 'interacts_with', 'isa']
['stimulates', 'occurs_in', 'diagnoses', 'prevents']
['stimulates', 'augments']
['stimulates', 'location_of']
['stimulates', 'affects', 'complicates', 'disrupts']
['stimulates', 'interacts_with', 'interacts_with', 'occurs_in']
['stimulates', 'treats', 'causes']
['stimulates', 'part_of', 'prevents', 'affects']
['stimulates', 'stimulates', 'complicates', 'isa']
['stimulates', 'augments', 'augments', 'location_of']
['stimulates', 'prevents', 'affects', 'occurs_in']
['stimulates', 'complicates', 'associated_with', 'isa']
['stimulates', 'part_of', 'diagnoses', 'associated_with']
['stimulates', 'complicates', 'inhibits', 'prevents']
['stimulates', 'produces', 'disrupts', 'disrupts']
['stimulates', 'stimulates', 'causes']
['stimulates', 'stimulates', 'complicates', 'coexists_with']
['stimulates', 'occurs_in', 'associated_with', 'coexists_with']
['stimulates', 'complicates', 'produces', 'inhibits']
['stimulates', 'associated_with', 'complicates', 'affects']
['stimulates', 'compared_with', 'causes', 'occurs_in']
['stimulates', 'augments', 'diagnoses', 'augments']
['stimulates', 'inhibits', 'inhibits', 'occurs_in']
['stimulates', 'same_as', 'stimulates', 'causes']
['stimulates', 'causes', 'part_of', 'augments']
['stimulates', 'inhibits', 'coexists_with']
['stimulates', 'produces', 'location_of', 'associated_with']
['stimulates', 'occurs_in', 'coexists_with', 'associated_with']
['stimulates', 'occurs_in', 'complicates', 'isa']
['stimulates', 'complicates', 'diagnoses', 'prevents']
['stimulates', 'associated_with']
['stimulates', 'occurs_in', 'inhibits', 'isa']
['stimulates', 'associated_with', 'stimulates', 'part_of']
['stimulates', 'affects']
['stimulates', 'isa', 'prevents', 'prevents']
['stimulates', 'same_as', 'diagnoses', 'augments']
['stimulates', 'coexists_with', 'causes', 'inhibits']
['stimulates', 'produces', 'interacts_with', 'associated_with']
['stimulates', 'causes', 'treats', 'occurs_in']
['stimulates', 'compared_with', 'part_of', 'occurs_in']
['stimulates', 'occurs_in', 'disrupts', 'causes']
['stimulates', 'causes', 'isa', 'augments']
['stimulates', 'inhibits', 'part_of', 'produces']
['stimulates', 'coexists_with', 'complicates', 'treats']
['stimulates', 'inhibits', 'part_of', 'augments']
['stimulates', 'associated_with', 'disrupts', 'associated_with']
['stimulates']
['stimulates', 'causes']
['stimulates', 'coexists_with', 'isa', 'same_as']
['stimulates', 'compared_with', 'occurs_in', 'complicates']
['stimulates', 'same_as', 'same_as', 'prevents']
['stimulates', 'location_of', 'part_of']
['stimulates', 'compared_with', 'affects', 'affects']
['stimulates', 'location_of', 'location_of', 'affects']
['stimulates', 'coexists_with', 'stimulates', 'produces']
['stimulates', 'diagnoses', 'same_as', 'augments']
['stimulates', 'disrupts', 'diagnoses', 'treats']
['stimulates', 'produces', 'occurs_in', 'isa']
['stimulates', 'associated_with', 'diagnoses', 'associated_with']
['stimulates', 'same_as', 'complicates', 'location_of']
['stimulates', 'interacts_with']
['stimulates', 'coexists_with', 'prevents', 'causes']
['stimulates', 'interacts_with', 'affects', 'produces']
['stimulates', 'interacts_with', 'disrupts', 'interacts_with']
['stimulates', 'associated_with', 'prevents', 'diagnoses']
['stimulates', 'compared_with', 'compared_with', 'affects']
['stimulates', 'isa', 'occurs_in', 'augments']
['stimulates', 'stimulates', 'treats', 'associated_with']
['stimulates', 'location_of', 'disrupts', 'causes']
['stimulates', 'produces']
['stimulates', 'diagnoses', 'inhibits', 'complicates']
['stimulates', 'diagnoses', 'complicates', 'isa']
['stimulates', 'prevents', 'location_of']
['stimulates', 'augments', 'part_of', 'augments']
['stimulates', 'inhibits', 'produces', 'interacts_with']
['stimulates', 'inhibits', 'interacts_with', 'prevents']
['stimulates', 'causes', 'prevents', 'causes']
['stimulates', 'affects', 'inhibits', 'causes']
['stimulates', 'stimulates', 'stimulates', 'produces']
['stimulates', 'inhibits', 'treats']
['stimulates', 'diagnoses', 'treats', 'isa']
['stimulates', 'isa', 'interacts_with', 'location_of']
['stimulates', 'isa', 'prevents', 'interacts_with']
['stimulates', 'augments', 'affects', 'location_of']
['stimulates', 'compared_with']
['stimulates', 'associated_with', 'causes']
['stimulates', 'disrupts', 'causes', 'treats']
['stimulates', 'part_of', 'compared_with', 'augments']
['stimulates', 'stimulates', 'associated_with', 'location_of']
['stimulates', 'augments', 'location_of', 'prevents']
['stimulates', 'complicates', 'affects', 'stimulates']
['associated_with', 'complicates', 'causes', 'part_of']
['associated_with', 'causes', 'complicates', 'causes']
