['diagnoses', 'complicates', 'location_of', 'occurs_in']
['disrupts', 'prevents', 'same_as', 'produces']
['disrupts', 'treats', 'part_of', 'treats']
['disrupts', 'augments', 'prevents', 'stimulates']
['disrupts', 'treats', 'disrupts']
['disrupts', 'location_of', 'produces', 'location_of']
['disrupts', 'part_of', 'location_of', 'treats']
['disrupts', 'coexists_with', 'affects', 'compared_with']
['disrupts', 'causes', 'produces', 'occurs_in']
['disrupts', 'treats', 'location_of', 'affects']
['disrupts', 'occurs_in', 'isa', 'interacts_with']
['disrupts', 'prevents', 'affects', 'part_of']
['disrupts', 'diagnoses', 'part_of', 'location_of']
['disrupts', 'produces', 'coexists_with', 'disrupts']
['disrupts', 'disrupts', 'occurs_in', 'stimulates']
['disrupts', 'treats']
['disrupts', 'causes', 'causes', 'augments']
['disrupts', 'augments']
['disrupts', 'produces', 'augments', 'location_of']
['disrupts', 'prevents', 'location_of', 'occurs_in']
['disrupts', 'causes', 'treats', 'augments']
['disrupts', 'augments', 'causes', 'interacts_with']
['disrupts', 'stimulates', 'isa', 'causes']
['disrupts', 'diagnoses', 'diagnoses', 'treats']
['disrupts', 'location_of', 'interacts_with', 'interacts_with']
['disrupts', 'disrupts', 'stimulates', 'isa']
['disrupts', 'treats', 'diagnoses', 'prevents']
['disrupts', 'interacts_with', 'interacts_with', 'produces']
['produces', 'causes', 'augments', 'coexists_with']
['produces', 'inhibits', 'prevents', 'causes']
['produces', 'treats', 'interacts_with', 'diagnoses']
['produces', 'compared_with', 'associated_with', 'location_of']
['produces', 'occurs_in', 'same_as', 'occurs_in']
['produces', 'interacts_with', 'location_of', 'occurs_in']
['produces', 'occurs_in', 'compared_with', 'prevents']
['produces', 'location_of', 'location_of', 'same_as']
['produces', 'location_of', 'complicates', 'treats']
['produces', 'disrupts', 'isa', 'causes']
['produces', 'part_of', 'inhibits', 'diagnoses']
['produces', 'interacts_with', 'produces', 'part_of']
['produces', 'compared_with', 'treats', 'affects']
['produces', 'coexists_with', 'causes', 'inhibits']
['produces', 'disrupts', 'complicates', 'disrupts']
['produces', 'prevents', 'causes', 'isa']
['produces', 'complicates', 'complicates', 'prevents']
['produces', 'diagnoses', 'complicates', 'prevents']
['produces', 'interacts_with', 'interacts_with', 'stimulates']
['produces', 'treats', 'location_of', 'compared_with']
['produces', 'disrupts', 'interacts_with', 'stimulates']
['produces', 'affects', 'occurs_in']
['produces', 'coexists_with', 'location_of', 'prevents']
['produces', 'coexists_with', 'disrupts', 'affects']
['produces', 'complicates', 'compared_with', 'causes']
['produces', 'affects', 'treats', 'occurs_in']
['produces', 'disrupts', 'occurs_in', 'disrupts']
['produces', 'inhibits', 'occurs_in', 'treats']
['produces', 'disrupts', 'complicates', 'occurs_in']
['produces', 'inhibits', 'causes', 'diagnoses']
['produces', 'augments', 'isa', 'isa']
['produces', 'part_of', 'treats', 'causes']
['produces', 'stimulates', 'stimulates', 'part_of']
['produces', 'produces', 'associated_with', 'stimulates']
['produces', 'affects', 'causes', 'prevents']
['produces', 'diagnoses', 'interacts_with', 'affects']
['produces', 'disrupts', 'part_of', 'affects']
['produces', 'produces', 'causes', 'coexists_with']
['produces', 'stimulates', 'compared_with', 'disrupts']
['produces', 'diagnoses', 'coexists_with', 'affects']
['produces', 'complicates', 'diagnoses', 'causes']
['produces', 'coexists_with', 'causes', 'augments']
['produces', 'prevents', 'isa', 'part_of']
['produces', 'location_of', 'causes', 'produces']
['produces', 'causes', 'part_of', 'complicates']
['produces', 'stimulates', 'disrupts', 'coexists_with']
['produces', 'diagnoses', 'diagnoses', 'inhibits']
['produces', 'interacts_with', 'augments', 'compared_with']
['produces', 'treats', 'disrupts', 'complicates']
['produces', 'interacts_with', 'causes', 'augments']
['produces', 'stimulates', 'same_as', 'complicates']
['produces', 'prevents', 'part_of', 'same_as']
['produces', 'occurs_in', 'occurs_in', 'stimulates']
['produces', 'coexists_with', 'disrupts', 'stimulates']
['produces', 'disrupts', 'causes', 'compared_with']
['produces', 'stimulates', 'disrupts', 'diagnoses']
['produces', 'prevents', 'disrupts', 'augments']
['produces', 'same_as', 'coexists_with', 'prevents']
['produces', 'augments']
['produces', 'affects', 'causes', 'stimulates']
['produces', 'produces', 'interacts_with', 'causes']
['produces', 'part_of', 'prevents', 'stimulates']
['produces', 'part_of', 'stimulates', 'isa']
['produces', 'augments', 'augments', 'produces']
['produces', 'interacts_with', 'produces', 'stimulates']
['produces', 'inhibits', 'isa', 'part_of']
['produces', 'causes', 'occurs_in', 'prevents']
['produces']
['produces', 'complicates', 'occurs_in', 'prevents']
['produces', 'associated_with', 'coexists_with', 'location_of']
['produces', 'produces', 'prevents', 'isa']
['produces', 'disrupts', 'disrupts', 'same_as']
['produces', 'stimulates', 'interacts_with', 'produces']
['produces', 'prevents', 'diagnoses', 'compared_with']
['produces', 'interacts_with']
['produces', 'same_as', 'associated_with', 'associated_with']
['produces', 'diagnoses', 'stimulates', 'prevents']
['produces', 'complicates', 'prevents', 'diagnoses']
['produces', 'produces', 'interacts_with', 'occurs_in']
['produces', 'coexists_with', 'causes', 'stimulates']
['produces', 'causes', 'prevents', 'causes']
['produces', 'affects', 'affects', 'stimulates']
['produces', 'interacts_with', 'location_of', 'prevents']
['produces', 'occurs_in', 'causes', 'complicates']
['produces', 'augments', 'part_of', 'stimulates']
['produces', 'affects']
['produces', 'affects', 'coexists_with', 'part_of']
['produces', 'stimulates', 'interacts_with', 'complicates']
['produces', 'compared_with', 'produces', 'stimulates']
['produces', 'same_as', 'produces', 'coexists_with']
['produces', 'part_of', 'inhibits', 'produces']
['produces', 'treats', 'complicates', 'isa']
['produces', 'complicates', 'same_as', 'prevents']
['produces', 'stimulates', 'coexists_with', 'stimulates']
['produces', 'coexists_with', 'complicates', 'part_of']
['produces', 'diagnoses', 'compared_with', 'produces']
['produces', 'coexists_with', 'location_of', 'stimulates']
['produces', 'causes', 'inhibits', 'disrupts']
['compared_with', 'isa', 'prevents', 'complicates']
['compared_with', 'complicates', 'diagnoses', 'disrupts']
['compared_with', 'associated_with', 'prevents', 'prevents']
['compared_with', 'interacts_with', 'location_of', 'coexists_with']
['compared_with', 'associated_with', 'same_as', 'treats']
['compared_with', 'diagnoses', 'coexists_with', 'inhibits']
['compared_with', 'part_of', 'isa', 'causes']
['compared_with', 'occurs_in', 'produces', 'disrupts']
['compared_with', 'isa', 'causes', 'location_of']
['compared_with', 'same_as', 'isa', 'compared_with']
['compared_with', 'stimulates', 'causes', 'same_as']
['compared_with', 'produces', 'disrupts', 'occurs_in']
['compared_with', 'produces', 'location_of', 'associated_with']
['compared_with', 'associated_with', 'augments', 'affects']
['compared_with', 'isa', 'produces', 'location_of']
['compared_with', 'occurs_in', 'stimulates', 'occurs_in']
['compared_with', 'prevents', 'affects', 'causes']
['compared_with', 'compared_with', 'produces', 'diagnoses']
['compared_with', 'causes', 'same_as', 'associated_with']
['compared_with', 'augments', 'coexists_with', 'causes']
['compared_with', 'causes', 'produces', 'complicates']
['compared_with', 'associated_with', 'causes', 'produces']
['compared_with', 'stimulates', 'stimulates', 'augments']
['compared_with', 'disrupts']
['compared_with', 'associated_with', 'interacts_with', 'affects']
['compared_with', 'augments', 'complicates', 'part_of']
['compared_with', 'part_of', 'location_of']
['compared_with', 'stimulates', 'interacts_with']
['compared_with', 'augments', 'coexists_with', 'location_of']
['compared_with', 'coexists_with', 'associated_with', 'inhibits']
['compared_with', 'associated_with', 'treats', 'compared_with']
['compared_with', 'treats', 'compared_with', 'affects']
['compared_with', 'augments', 'disrupts', 'interacts_with']
['compared_with', 'prevents', 'associated_with', 'prevents']
['compared_with', 'occurs_in', 'treats', 'causes']
['compared_with', 'complicates', 'affects', 'complicates']
['compared_with', 'causes', 'diagnoses', 'compared_with']
['compared_with', 'coexists_with', 'part_of', 'prevents']
['compared_with', 'complicates', 'compared_with', 'augments']
['compared_with', 'diagnoses', 'augments', 'complicates']
['compared_with', 'coexists_with', 'occurs_in', 'coexists_with']
['compared_with', 'augments', 'causes', 'diagnoses']
['compared_with', 'part_of', 'inhibits', 'complicates']
['compared_with', 'affects', 'produces', 'associated_with']
['compared_with', 'interacts_with', 'same_as', 'prevents']
['compared_with', 'disrupts', 'stimulates', 'inhibits']
['compared_with', 'stimulates', 'treats', 'location_of']
['compared_with', 'isa', 'stimulates', 'augments']
['compared_with', 'treats', 'causes', 'interacts_with']
['compared_with', 'location_of', 'prevents', 'isa']
['compared_with', 'prevents', 'compared_with', 'complicates']
['compared_with', 'part_of', 'coexists_with', 'stimulates']
['compared_with', 'produces', 'compared_with', 'disrupts']
['compared_with', 'produces', 'isa', 'same_as']
['compared_with', 'augments', 'occurs_in', 'prevents']
['compared_with', 'diagnoses', 'occurs_in', 'interacts_with']
['compared_with', 'inhibits', 'occurs_in', 'treats']
['compared_with', 'affects', 'interacts_with', 'part_of']
['compared_with', 'occurs_in', 'location_of', 'disrupts']
['compared_with', 'occurs_in', 'augments', 'augments']
['compared_with', 'treats', 'coexists_with', 'prevents']
['compared_with', 'part_of', 'coexists_with', 'location_of']
['compared_with', 'complicates', 'compared_with', 'disrupts']
['compared_with', 'occurs_in', 'prevents', 'produces']
['compared_with', 'associated_with', 'disrupts', 'disrupts']
['compared_with', 'produces', 'augments', 'prevents']
['compared_with', 'associated_with', 'inhibits', 'stimulates']
['compared_with', 'treats', 'produces', 'part_of']
['compared_with', 'interacts_with', 'location_of', 'location_of']
['compared_with', 'prevents', 'isa', 'inhibits']
['compared_with', 'produces', 'augments', 'produces']
['compared_with', 'part_of', 'same_as', 'affects']
['compared_with', 'affects', 'compared_with', 'interacts_with']
['compared_with', 'occurs_in', 'augments', 'inhibits']
['compared_with']
['compared_with', 'occurs_in', 'produces']
['compared_with', 'same_as', 'part_of', 'disrupts']
['compared_with', 'occurs_in', 'treats', 'disrupts']
['compared_with', 'produces', 'complicates', 'coexists_with']
['compared_with', 'treats', 'inhibits', 'disrupts']
['compared_with', 'produces', 'stimulates', 'causes']
['compared_with', 'disrupts', 'prevents', 'causes']
['compared_with', 'affects', 'complicates', 'affects']
['compared_with', 'stimulates', 'interacts_with', 'produces']
['compared_with', 'part_of', 'augments', 'augments']
['compared_with', 'interacts_with', 'prevents', 'disrupts']
['compared_with', 'prevents', 'treats', 'associated_with']
['compared_with', 'interacts_with', 'inhibits', 'treats']
['compared_with', 'causes', 'part_of', 'same_as']
['compared_with', 'disrupts', 'location_of', 'interacts_with']
['compared_with', 'inhibits', 'diagnoses', 'isa']
['compared_with', 'coexists_with', 'coexists_with', 'part_of']
['compared_with', 'produces', 'treats', 'coexists_with']
['compared_with', 'disrupts', 'interacts_with', 'interacts_with']
['compared_with', 'location_of', 'compared_with', 'location_of']
['compared_with', 'inhibits', 'produces', 'compared_with']
['compared_with', 'disrupts', 'stimulates', 'augments']
['augments', 'treats', 'augments', 'interacts_with']
['augments', 'same_as', 'augments', 'same_as']
['augments', 'part_of', 'prevents', 'occurs_in']
['augments', 'part_of', 'prevents', 'associated_with']
['augments', 'compared_with', 'same_as', 'produces']
['augments', 'inhibits', 'diagnoses', 'produces']
['augments', 'complicates', 'inhibits', 'compared_with']
['augments', 'complicates', 'coexists_with', 'interacts_with']
['augments', 'part_of', 'complicates', 'location_of']
['augments', 'diagnoses', 'prevents']
['augments', 'associated_with', 'prevents', 'treats']
['augments', 'interacts_with', 'inhibits', 'diagnoses']
['augments', 'augments', 'interacts_with', 'causes']
['augments', 'associated_with']
['augments', 'prevents', 'complicates', 'produces']
['augments', 'diagnoses', 'compared_with', 'treats']
['augments', 'associated_with', 'associated_with', 'part_of']
['augments', 'diagnoses', 'isa', 'inhibits']
['augments', 'same_as', 'treats', 'part_of']
['augments', 'causes', 'treats', 'diagnoses']
['augments', 'location_of', 'treats', 'stimulates']
['augments', 'associated_with', 'treats', 'same_as']
['augments', 'occurs_in', 'occurs_in', 'associated_with']
['augments', 'affects', 'treats', 'causes']
['augments', 'treats', 'disrupts', 'complicates']
['augments', 'treats', 'prevents', 'stimulates']
['augments', 'diagnoses', 'causes', 'complicates']
['augments', 'disrupts', 'coexists_with', 'causes']
['augments', 'complicates', 'treats', 'treats']
['augments', 'occurs_in', 'prevents', 'interacts_with']
['augments', 'compared_with', 'diagnoses', 'associated_with']
['augments', 'affects', 'produces', 'associated_with']
['augments', 'isa', 'prevents', 'affects']
['augments', 'augments', 'treats', 'same_as']
['augments', 'diagnoses', 'occurs_in', 'complicates']
['augments', 'coexists_with', 'prevents', 'treats']
['augments', 'coexists_with', 'compared_with', 'stimulates']
['augments', 'part_of', 'associated_with', 'causes']
['augments', 'diagnoses', 'part_of', 'compared_with']
['augments', 'inhibits', 'part_of', 'coexists_with']
['augments', 'complicates', 'same_as', 'location_of']
['augments', 'prevents', 'stimulates', 'prevents']
['augments', 'isa', 'part_of', 'diagnoses']
['augments', 'affects', 'interacts_with', 'causes']
['augments', 'complicates', 'inhibits', 'coexists_with']
['augments']
['augments', 'affects', 'location_of', 'stimulates']
['augments', 'affects', 'treats', 'disrupts']
['augments', 'disrupts', 'coexists_with', 'produces']
['augments', 'prevents', 'prevents', 'prevents']
['augments', 'coexists_with', 'isa', 'compared_with']
['augments', 'treats', 'diagnoses', 'coexists_with']
['augments', 'prevents', 'causes', 'prevents']
['augments', 'treats', 'location_of', 'occurs_in']
['augments', 'part_of', 'part_of', 'part_of']
['augments', 'stimulates', 'part_of', 'produces']
['augments', 'augments', 'isa', 'location_of']
['augments', 'interacts_with', 'inhibits', 'treats']
['augments', 'occurs_in', 'isa', 'stimulates']
['augments', 'treats', 'affects', 'interacts_with']
['augments', 'part_of', 'compared_with']
['augments', 'produces', 'prevents', 'diagnoses']
['augments', 'interacts_with', 'augments', 'stimulates']
['augments', 'associated_with', 'associated_with', 'occurs_in']
['augments', 'inhibits', 'interacts_with', 'location_of']
['augments', 'occurs_in', 'location_of', 'location_of']
['augments', 'diagnoses', 'stimulates', 'affects']
['augments', 'isa', 'part_of', 'inhibits']
['augments', 'affects', 'causes', 'associated_with']
['augments', 'coexists_with', 'treats', 'produces']
['augments', 'causes', 'diagnoses', 'treats']
['augments', 'occurs_in', 'disrupts', 'produces']
['augments', 'treats', 'produces', 'interacts_with']
['augments', 'produces', 'inhibits', 'compared_with']
['augments', 'affects', 'coexists_with', 'inhibits']
['augments', 'isa', 'diagnoses', 'part_of']
['augments', 'treats', 'affects', 'compared_with']
['augments', 'location_of', 'coexists_with', 'location_of']
['augments', 'complicates', 'augments', 'disrupts']
['augments', 'part_of', 'prevents', 'coexists_with']
['augments', 'prevents', 'treats', 'coexists_with']
['augments', 'part_of', 'same_as', 'causes']
['augments', 'compared_with']
['augments', 'part_of']
['augments', 'produces', 'causes', 'isa']
['augments', 'occurs_in', 'causes', 'coexists_with']
['augments', 'causes', 'affects', 'occurs_in']
['augments', 'occurs_in', 'same_as', 'augments']
['augments', 'affects', 'produces', 'treats']
['augments', 'part_of', 'affects', 'diagnoses']
['augments', 'location_of', 'prevents', 'causes']
['augments', 'associated_with', 'occurs_in', 'stimulates']
['augments', 'prevents', 'part_of']
['augments', 'coexists_with', 'part_of', 'isa']
['augments', 'same_as', 'interacts_with', 'coexists_with']
['inhibits', 'affects', 'compared_with', 'complicates']
['inhibits', 'inhibits']
['inhibits', 'complicates', 'compared_with', 'produces']
['inhibits', 'same_as', 'interacts_with', 'treats']
['inhibits', 'interacts_with', 'occurs_in', 'prevents']
['inhibits', 'location_of', 'occurs_in', 'occurs_in']
['inhibits', 'same_as', 'stimulates', 'compared_with']
['inhibits', 'stimulates', 'causes', 'coexists_with']
['inhibits', 'augments', 'disrupts', 'prevents']
['inhibits', 'disrupts', 'diagnoses', 'occurs_in']
['inhibits', 'part_of', 'prevents', 'occurs_in']
['inhibits', 'produces', 'augments', 'same_as']
['inhibits', 'complicates', 'produces', 'disrupts']
['inhibits', 'complicates', 'treats', 'prevents']
['inhibits', 'part_of']
['inhibits', 'produces', 'associated_with', 'causes']
['inhibits', 'part_of', 'location_of', 'inhibits']
['inhibits', 'coexists_with', 'disrupts', 'part_of']
['inhibits', 'same_as', 'isa', 'stimulates']
['inhibits', 'augments', 'same_as', 'interacts_with']
['inhibits', 'prevents', 'part_of', 'interacts_with']
['inhibits', 'stimulates', 'inhibits', 'treats']
['inhibits', 'same_as', 'isa', 'prevents']
['inhibits', 'compared_with', 'occurs_in', 'produces']
['inhibits']
['inhibits', 'augments', 'interacts_with', 'complicates']
['inhibits', 'associated_with', 'part_of', 'associated_with']
['inhibits', 'same_as', 'coexists_with', 'stimulates']
['inhibits', 'same_as', 'inhibits', 'causes']
['inhibits', 'prevents', 'disrupts', 'complicates']
['inhibits', 'coexists_with', 'occurs_in', 'same_as']
['inhibits', 'coexists_with', 'interacts_with', 'augments']
['inhibits', 'affects', 'location_of', 'part_of']
['inhibits', 'stimulates', 'diagnoses', 'coexists_with']
['inhibits', 'treats', 'stimulates', 'part_of']
['inhibits', 'diagnoses', 'occurs_in', 'same_as']
['inhibits', 'prevents', 'diagnoses', 'disrupts']
['inhibits', 'causes', 'associated_with', 'interacts_with']
['inhibits', 'affects', 'diagnoses', 'stimulates']
['inhibits', 'occurs_in', 'treats', 'location_of']
['inhibits', 'occurs_in', 'diagnoses', 'produces']
['inhibits', 'stimulates', 'prevents', 'associated_with']
['inhibits', 'produces', 'isa', 'complicates']
['inhibits', 'coexists_with', 'associated_with', 'isa']
['inhibits', 'occurs_in', 'augments', 'treats']
['inhibits', 'disrupts', 'treats', 'prevents']
['inhibits', 'treats', 'location_of', 'diagnoses']
['inhibits', 'location_of', 'part_of', 'part_of']
['inhibits', 'isa', 'produces', 'same_as']
['inhibits', 'diagnoses', 'diagnoses', 'same_as']
['inhibits', 'augments', 'associated_with', 'interacts_with']
['inhibits', 'diagnoses', 'occurs_in', 'part_of']
['inhibits', 'same_as', 'part_of', 'location_of']
['inhibits', 'treats', 'isa', 'isa']
['inhibits', 'location_of', 'complicates', 'compared_with']
['inhibits', 'prevents', 'prevents', 'part_of']
['inhibits', 'coexists_with', 'coexists_with', 'interacts_with']
['inhibits', 'treats', 'inhibits', 'treats']
['inhibits', 'coexists_with', 'affects', 'isa']
['inhibits', 'prevents', 'inhibits', 'treats']
['inhibits', 'stimulates', 'stimulates', 'stimulates']
['inhibits', 'prevents', 'produces', 'interacts_with']
['inhibits', 'occurs_in', 'occurs_in', 'compared_with']
['inhibits', 'occurs_in', 'coexists_with', 'coexists_with']
['inhibits', 'augments', 'treats', 'part_of']
['inhibits', 'affects', 'disrupts', 'stimulates']
['inhibits', 'complicates', 'augments', 'produces']
['inhibits', 'prevents', 'causes', 'prevents']
['inhibits', 'augments', 'affects', 'same_as']
['inhibits', 'coexists_with', 'prevents', 'interacts_with']
['inhibits', 'interacts_with', 'affects', 'treats']
['inhibits', 'same_as', 'isa', 'produces']
['inhibits', 'disrupts', 'occurs_in', 'affects']
['inhibits', 'prevents', 'produces', 'occurs_in']
['inhibits', 'disrupts', 'complicates', 'complicates']
['inhibits', 'interacts_with', 'diagnoses', 'complicates']
['inhibits', 'causes', 'treats', 'compared_with']
['inhibits', 'causes', 'augments', 'same_as']
['inhibits', 'coexists_with', 'causes', 'produces']
['inhibits', 'compared_with', 'prevents', 'causes']
['inhibits', 'interacts_with', 'complicates', 'inhibits']
['inhibits', 'produces', 'diagnoses', 'inhibits']
['inhibits', 'treats', 'prevents', 'part_of']
['inhibits', 'part_of', 'same_as', 'augments']
['inhibits', 'occurs_in', 'associated_with', 'prevents']
['inhibits', 'inhibits', 'same_as', 'treats']
['inhibits', 'same_as', 'affects', 'occurs_in']
['inhibits', 'same_as', 'occurs_in', 'coexists_with']
['inhibits', 'associated_with', 'produces', 'augments']
['inhibits', 'coexists_with', 'complicates', 'inhibits']
['inhibits', 'isa', 'prevents', 'same_as']
['inhibits', 'interacts_with', 'causes', 'associated_with']
['inhibits', 'prevents', 'inhibits', 'produces']
['inhibits', 'part_of', 'location_of', 'diagnoses']
['inhibits', 'occurs_in', 'affects', 'associated_with']
['inhibits', 'coexists_with', 'isa', 'inhibits']
['inhibits', 'coexists_with', 'part_of', 'prevents']
['inhibits', 'causes', 'associated_with', 'disrupts']
['inhibits', 'stimulates', 'complicates', 'affects']
['causes']
['causes', 'prevents', 'prevents', 'causes']
['causes', 'location_of', 'prevents', 'produces']
['causes', 'same_as', 'location_of', 'disrupts']
['causes', 'disrupts', 'isa', 'augments']
['causes', 'treats', 'coexists_with', 'prevents']
['causes', 'treats', 'interacts_with', 'causes']
['causes', 'affects']
['causes', 'disrupts', 'produces', 'interacts_with']
['causes', 'prevents', 'disrupts', 'compared_with']
['causes', 'associated_with', 'disrupts', 'diagnoses']
['causes', 'stimulates', 'stimulates', 'occurs_in']
['causes', 'prevents', 'produces', 'treats']
['causes', 'causes', 'same_as', 'location_of']
['causes', 'diagnoses', 'coexists_with', 'occurs_in']
['causes', 'disrupts', 'causes', 'affects']
['causes', 'location_of', 'complicates', 'augments']
['causes', 'coexists_with', 'produces', 'location_of']
['causes', 'part_of', 'compared_with', 'part_of']
['causes', 'coexists_with', 'disrupts', 'part_of']
['causes', 'diagnoses', 'causes', 'diagnoses']
['causes', 'affects', 'disrupts', 'prevents']
['causes', 'compared_with', 'produces', 'part_of']
['causes', 'compared_with', 'prevents', 'produces']
['causes', 'causes', 'treats', 'coexists_with']
['causes', 'stimulates', 'treats', 'complicates']
['causes', 'augments', 'inhibits', 'location_of']
['causes', 'inhibits', 'treats', 'produces']
['causes', 'causes', 'location_of', 'causes']
['causes', 'isa', 'produces', 'occurs_in']
['causes', 'occurs_in', 'occurs_in', 'interacts_with']
['causes', 'prevents', 'treats', 'produces']
['causes', 'produces', 'same_as', 'treats']
['causes', 'affects', 'augments', 'augments']
['causes', 'disrupts', 'causes', 'produces']
['causes', 'isa', 'prevents', 'augments']
['causes', 'same_as', 'treats', 'augments']
['causes', 'augments', 'produces', 'complicates']
['causes', 'location_of', 'produces', 'isa']
['causes', 'augments', 'prevents', 'part_of']
['causes', 'affects', 'treats', 'diagnoses']
['causes', 'produces', 'associated_with', 'produces']
['causes', 'diagnoses', 'affects', 'complicates']
['causes', 'prevents', 'interacts_with', 'produces']
['causes', 'affects', 'prevents', 'complicates']
['causes', 'affects', 'coexists_with', 'augments']
['causes', 'complicates', 'treats', 'complicates']
['causes', 'location_of', 'diagnoses', 'occurs_in']
['causes', 'causes', 'diagnoses', 'produces']
['causes', 'occurs_in', 'associated_with']
['causes', 'produces', 'augments', 'location_of']
['causes', 'augments', 'prevents', 'causes']
['causes', 'occurs_in', 'augments', 'produces']
['causes', 'treats', 'augments']
['causes', 'coexists_with', 'prevents', 'augments']
['causes', 'inhibits', 'stimulates', 'stimulates']
['causes', 'affects', 'occurs_in', 'disrupts']
['causes', 'occurs_in', 'causes', 'produces']
['causes', 'occurs_in', 'affects', 'causes']
['causes', 'occurs_in', 'occurs_in', 'complicates']
['causes', 'prevents', 'prevents', 'produces']
['causes', 'stimulates', 'augments', 'complicates']
['causes', 'complicates', 'treats', 'causes']
['causes', 'produces', 'prevents', 'occurs_in']
['causes', 'produces', 'same_as', 'occurs_in']
['causes', 'augments', 'diagnoses', 'augments']
['causes', 'treats', 'augments', 'interacts_with']
['causes', 'produces', 'associated_with', 'diagnoses']
['causes', 'prevents', 'prevents', 'location_of']
['causes', 'location_of', 'location_of', 'prevents']
['causes', 'same_as', 'produces', 'disrupts']
['causes', 'complicates', 'part_of', 'produces']
['causes', 'coexists_with', 'stimulates', 'prevents']
['causes', 'associated_with', 'occurs_in', 'augments']
['causes', 'produces', 'interacts_with', 'part_of']
['causes', 'stimulates', 'interacts_with', 'diagnoses']
['causes', 'stimulates', 'produces', 'part_of']
['causes', 'disrupts', 'causes', 'interacts_with']
['causes', 'affects', 'complicates', 'augments']
['causes', 'isa', 'compared_with', 'disrupts']
['causes', 'complicates']
['causes', 'diagnoses', 'prevents']
['causes', 'affects', 'complicates', 'associated_with']
['causes', 'augments', 'affects', 'disrupts']
['causes', 'compared_with', 'disrupts', 'diagnoses']
['causes', 'occurs_in', 'prevents', 'produces']
['causes', 'prevents', 'interacts_with', 'complicates']
['causes', 'part_of', 'occurs_in', 'part_of']
['causes', 'part_of', 'coexists_with', 'occurs_in']
['causes', 'prevents', 'affects', 'disrupts']
['causes', 'produces', 'disrupts', 'isa']
['causes', 'occurs_in', 'complicates', 'part_of']
['causes', 'produces', 'location_of', 'associated_with']
['causes', 'stimulates', 'disrupts', 'prevents']
['causes', 'compared_with', 'occurs_in', 'same_as']
['causes', 'complicates', 'part_of', 'disrupts']
['causes', 'produces', 'disrupts', 'coexists_with']
['causes', 'produces', 'isa', 'causes']
['causes', 'produces', 'affects', 'occurs_in']
['stimulates', 'occurs_in', 'interacts_with', 'prevents']
['stimulates', 'diagnoses', 'isa', 'location_of']
['stimulates', 'diagnoses', 'affects', 'prevents']
['stimulates', 'compared_with', 'coexists_with', 'occurs_in']
['stimulates', 'diagnoses', 'diagnoses', 'produces']
['stimulates', 'disrupts', 'complicates', 'prevents']
['stimulates', 'compared_with', 'augments', 'stimulates']
['stimulates', 'compared_with', 'prevents', 'prevents']
['stimulates', 'complicates', 'stimulates', 'prevents']
['stimulates', 'compared_with', 'compared_with', 'diagnoses']
['stimulates', 'associated_with', 'treats', 'interacts_with']
['stimulates', 'causes', 'isa', 'prevents']
['stimulates', 'prevents', 'causes', 'occurs_in']
['stimulates', 'diagnoses', 'location_of', 'affects']
['stimulates', 'coexists_with', 'associated_with', 'occurs_in']
['stimulates', 'coexists_with', 'part_of', 'occurs_in']
['stimulates', 'causes', 'diagnoses', 'disrupts']
['stimulates', 'coexists_with', 'occurs_in']
['stimulates', 'causes', 'coexists_with', 'coexists_with']
['stimulates', 'stimulates', 'coexists_with', 'same_as']
['stimulates', 'associated_with', 'prevents', 'produces']
['stimulates', 'coexists_with', 'occurs_in', 'diagnoses']
['stimulates', 'prevents', 'causes', 'treats']
['stimulates', 'prevents', 'disrupts', 'occurs_in']
['stimulates', 'occurs_in', 'complicates', 'augments']
['stimulates', 'prevents', 'complicates', 'coexists_with']
['stimulates', 'part_of', 'associated_with', 'same_as']
['stimulates', 'interacts_with', 'inhibits', 'prevents']
['stimulates', 'produces', 'stimulates', 'augments']
['stimulates', 'part_of', 'disrupts', 'produces']
['stimulates', 'augments', 'inhibits', 'complicates']
['stimulates', 'same_as', 'coexists_with', 'same_as']
['stimulates', 'compared_with', 'prevents', 'produces']
['stimulates', 'disrupts', 'diagnoses', 'disrupts']
['stimulates', 'same_as', 'occurs_in', 'affects']
['stimulates', 'interacts_with', 'produces', 'produces']
['stimulates', 'location_of', 'inhibits', 'complicates']
['stimulates', 'associated_with', 'produces', 'diagnoses']
['stimulates', 'part_of', 'causes', 'prevents']
['stimulates', 'stimulates', 'location_of', 'coexists_with']
['stimulates', 'stimulates', 'occurs_in', 'occurs_in']
['stimulates', 'interacts_with', 'causes', 'location_of']
['stimulates', 'causes', 'occurs_in', 'same_as']
['stimulates', 'coexists_with', 'isa', 'augments']
['stimulates', 'same_as', 'causes', 'produces']
['stimulates', 'disrupts', 'causes', 'complicates']
['stimulates', 'treats']
['stimulates', 'coexists_with', 'isa', 'disrupts']
['stimulates', 'stimulates', 'prevents', 'prevents']
['stimulates', 'inhibits', 'isa', 'isa']
['stimulates', 'causes', 'interacts_with', 'complicates']
['stimulates', 'occurs_in', 'associated_with', 'treats']
['stimulates', 'treats', 'inhibits', 'part_of']
['stimulates', 'prevents', 'prevents', 'prevents']
['stimulates', 'produces', 'occurs_in', 'same_as']
['stimulates', 'same_as', 'isa', 'inhibits']
['stimulates', 'coexists_with', 'produces', 'prevents']
['stimulates', 'affects', 'treats', 'causes']
