['diagnoses', 'complicates', 'compared_with', 'causes']
['disrupts', 'diagnoses', 'complicates', 'location_of']
['disrupts', 'augments', 'inhibits', 'augments']
['disrupts', 'causes', 'disrupts', 'augments']
['disrupts', 'complicates', 'treats', 'disrupts']
['disrupts', 'location_of', 'part_of']
['disrupts', 'stimulates', 'treats', 'augments']
['disrupts', 'isa', 'occurs_in', 'disrupts']
['produces', 'causes', 'coexists_with', 'complicates']
['produces', 'occurs_in', 'location_of', 'complicates']
['produces', 'isa', 'occurs_in', 'same_as']
['produces', 'compared_with', 'isa', 'associated_with']
['produces', 'disrupts', 'isa', 'interacts_with']
['produces', 'inhibits', 'causes', 'same_as']
['produces', 'augments', 'complicates', 'prevents']
['produces', 'associated_with', 'treats', 'treats']
['produces', 'augments', 'coexists_with']
['produces', 'complicates', 'augments', 'prevents']
['produces', 'prevents', 'location_of', 'same_as']
['produces', 'same_as', 'prevents', 'isa']
['produces', 'stimulates', 'part_of', 'produces']
['produces', 'complicates', 'causes', 'coexists_with']
['produces', 'causes', 'stimulates', 'diagnoses']
['produces', 'complicates', 'diagnoses', 'associated_with']
['produces', 'same_as', 'diagnoses', 'isa']
['produces', 'same_as', 'compared_with', 'affects']
['produces', 'part_of', 'disrupts']
['produces', 'augments', 'causes', 'compared_with']
['produces', 'isa', 'complicates', 'diagnoses']
['produces', 'prevents', 'affects', 'occurs_in']
['produces', 'part_of', 'occurs_in', 'diagnoses']
['produces', 'diagnoses', 'stimulates', 'associated_with']
['produces', 'compared_with', 'stimulates', 'same_as']
['produces', 'affects', 'interacts_with', 'stimulates']
['produces', 'prevents', 'interacts_with', 'part_of']
['produces', 'inhibits', 'disrupts', 'augments']
['produces']
['produces', 'disrupts', 'compared_with', 'part_of']
['produces', 'location_of', 'stimulates', 'same_as']
['produces', 'interacts_with', 'interacts_with', 'augments']
['produces', 'coexists_with', 'location_of', 'prevents']
['produces', 'interacts_with', 'causes', 'causes']
['produces', 'causes', 'stimulates', 'location_of']
['produces', 'coexists_with', 'coexists_with', 'same_as']
['produces', 'occurs_in', 'inhibits', 'prevents']
['produces', 'part_of', 'isa']
['produces', 'prevents', 'disrupts', 'prevents']
['produces', 'causes']
['produces', 'produces', 'same_as', 'affects']
['produces', 'causes', 'complicates', 'produces']
['produces', 'part_of', 'treats', 'associated_with']
['produces', 'location_of', 'affects', 'coexists_with']
['produces', 'same_as', 'occurs_in', 'location_of']
['produces', 'location_of', 'disrupts', 'complicates']
['produces', 'diagnoses', 'prevents', 'stimulates']
['produces', 'location_of', 'same_as', 'stimulates']
['produces', 'part_of', 'associated_with', 'inhibits']
['produces', 'interacts_with', 'affects', 'produces']
['produces', 'part_of', 'causes', 'compared_with']
['produces', 'complicates', 'associated_with', 'diagnoses']
['produces', 'occurs_in', 'prevents', 'location_of']
['produces', 'occurs_in', 'augments']
['produces', 'location_of', 'causes', 'diagnoses']
['produces', 'produces']
['produces', 'compared_with', 'affects', 'augments']
['produces', 'location_of', 'location_of']
['produces', 'disrupts', 'compared_with', 'occurs_in']
['produces', 'treats', 'inhibits', 'treats']
['produces', 'compared_with', 'inhibits', 'compared_with']
['produces', 'inhibits', 'compared_with', 'compared_with']
['produces', 'part_of', 'inhibits', 'disrupts']
['produces', 'diagnoses', 'coexists_with', 'occurs_in']
['produces', 'location_of']
['produces', 'location_of', 'prevents', 'interacts_with']
['produces', 'occurs_in', 'stimulates', 'augments']
['produces', 'affects']
['produces', 'diagnoses', 'augments', 'augments']
['produces', 'associated_with', 'isa', 'prevents']
['produces', 'associated_with', 'stimulates', 'disrupts']
['produces', 'coexists_with', 'augments', 'compared_with']
['produces', 'occurs_in', 'inhibits', 'compared_with']
['produces', 'part_of']
['produces', 'complicates', 'causes', 'complicates']
['produces', 'interacts_with']
['produces', 'interacts_with', 'occurs_in', 'location_of']
['produces', 'inhibits', 'stimulates', 'causes']
['produces', 'inhibits', 'same_as', 'location_of']
['produces', 'interacts_with', 'causes', 'augments']
['produces', 'associated_with', 'part_of', 'affects']
['produces', 'produces', 'part_of', 'complicates']
['produces', 'augments', 'inhibits', 'interacts_with']
['produces', 'associated_with', 'inhibits', 'causes']
['produces', 'affects', 'same_as', 'isa']
['produces', 'compared_with', 'coexists_with']
['produces', 'complicates', 'same_as', 'associated_with']
['produces', 'affects', 'produces']
['produces', 'same_as', 'occurs_in']
['produces', 'same_as', 'treats', 'associated_with']
['compared_with', 'augments', 'location_of', 'same_as']
['compared_with', 'prevents', 'compared_with', 'produces']
['compared_with', 'compared_with', 'coexists_with', 'same_as']
['compared_with', 'inhibits', 'inhibits', 'affects']
['compared_with', 'produces', 'prevents', 'prevents']
['compared_with', 'prevents', 'isa', 'diagnoses']
['compared_with', 'occurs_in', 'produces', 'disrupts']
['compared_with', 'causes', 'isa', 'causes']
['compared_with', 'treats', 'prevents', 'produces']
['compared_with', 'produces', 'produces', 'occurs_in']
['compared_with', 'coexists_with', 'coexists_with', 'augments']
['compared_with', 'associated_with', 'treats', 'prevents']
['compared_with', 'disrupts', 'affects', 'coexists_with']
['compared_with', 'inhibits', 'prevents', 'compared_with']
['compared_with', 'associated_with', 'coexists_with', 'location_of']
['compared_with', 'associated_with', 'coexists_with', 'isa']
['compared_with', 'associated_with']
['compared_with', 'isa', 'stimulates', 'interacts_with']
['compared_with', 'inhibits', 'location_of', 'compared_with']
['compared_with', 'complicates', 'stimulates', 'stimulates']
['compared_with', 'same_as', 'causes', 'causes']
['compared_with', 'associated_with', 'interacts_with', 'associated_with']
['compared_with', 'coexists_with', 'associated_with', 'complicates']
['compared_with', 'causes', 'inhibits', 'causes']
['compared_with', 'inhibits', 'same_as']
['compared_with', 'inhibits', 'causes', 'produces']
['compared_with', 'prevents', 'augments', 'affects']
['compared_with', 'occurs_in', 'compared_with', 'interacts_with']
['compared_with', 'associated_with', 'causes']
['compared_with', 'interacts_with', 'treats', 'part_of']
['compared_with', 'location_of', 'stimulates', 'same_as']
['compared_with', 'stimulates', 'complicates', 'associated_with']
['compared_with', 'treats', 'disrupts', 'compared_with']
['compared_with', 'same_as', 'prevents', 'disrupts']
['compared_with', 'interacts_with']
['compared_with', 'affects', 'stimulates', 'treats']
['compared_with', 'part_of', 'causes', 'complicates']
['compared_with', 'diagnoses', 'causes', 'location_of']
['compared_with', 'compared_with', 'location_of', 'occurs_in']
['compared_with', 'produces', 'inhibits', 'produces']
['compared_with', 'associated_with', 'coexists_with', 'inhibits']
['compared_with', 'causes', 'affects', 'produces']
['compared_with', 'associated_with', 'treats', 'augments']
['compared_with', 'causes', 'diagnoses', 'treats']
['compared_with', 'same_as', 'compared_with', 'compared_with']
['compared_with', 'complicates', 'same_as', 'diagnoses']
['compared_with', 'prevents', 'location_of', 'part_of']
['compared_with', 'prevents', 'disrupts', 'complicates']
['compared_with', 'interacts_with', 'prevents', 'causes']
['compared_with', 'isa', 'isa', 'produces']
['compared_with', 'same_as', 'prevents', 'causes']
['compared_with', 'produces', 'treats', 'disrupts']
['compared_with', 'compared_with', 'prevents', 'same_as']
['compared_with', 'occurs_in', 'augments', 'disrupts']
['compared_with', 'location_of', 'stimulates', 'causes']
['compared_with', 'produces']
['compared_with', 'complicates', 'part_of', 'part_of']
['compared_with']
['compared_with', 'complicates', 'complicates', 'stimulates']
['compared_with', 'interacts_with', 'produces', 'augments']
['compared_with', 'compared_with', 'stimulates', 'stimulates']
['compared_with', 'occurs_in', 'location_of', 'isa']
['compared_with', 'inhibits', 'prevents', 'occurs_in']
['compared_with', 'diagnoses', 'treats', 'disrupts']
['compared_with', 'treats', 'occurs_in', 'causes']
['compared_with', 'interacts_with', 'inhibits', 'affects']
['compared_with', 'location_of', 'complicates', 'occurs_in']
['compared_with', 'inhibits', 'complicates', 'augments']
['compared_with', 'same_as', 'occurs_in', 'location_of']
['compared_with', 'inhibits', 'occurs_in', 'associated_with']
['compared_with', 'occurs_in']
['compared_with', 'associated_with', 'part_of', 'location_of']
['compared_with', 'same_as', 'prevents', 'prevents']
['compared_with', 'coexists_with', 'augments', 'produces']
['compared_with', 'affects', 'same_as', 'treats']
['compared_with', 'inhibits', 'location_of', 'part_of']
['compared_with', 'causes', 'causes', 'part_of']
['compared_with', 'associated_with', 'treats', 'disrupts']
['compared_with', 'isa', 'same_as', 'augments']
['compared_with', 'isa', 'prevents', 'augments']
['compared_with', 'produces', 'inhibits', 'prevents']
['compared_with', 'complicates', 'augments', 'occurs_in']
['compared_with', 'stimulates', 'disrupts', 'affects']
['compared_with', 'affects', 'isa', 'complicates']
['compared_with', 'prevents', 'compared_with', 'affects']
['compared_with', 'location_of', 'treats', 'affects']
['compared_with', 'same_as', 'inhibits', 'associated_with']
['compared_with', 'same_as', 'complicates', 'disrupts']
['compared_with', 'part_of', 'treats', 'inhibits']
['compared_with', 'disrupts', 'isa', 'causes']
['compared_with', 'causes', 'location_of', 'diagnoses']
['compared_with', 'stimulates', 'isa', 'augments']
['compared_with', 'affects', 'compared_with', 'treats']
['compared_with', 'disrupts', 'stimulates', 'part_of']
['compared_with', 'augments', 'treats', 'augments']
['augments', 'location_of', 'occurs_in']
['augments', 'location_of', 'inhibits', 'stimulates']
['augments', 'produces', 'stimulates', 'associated_with']
['augments', 'associated_with', 'inhibits', 'stimulates']
['augments', 'stimulates', 'same_as', 'associated_with']
['augments', 'treats', 'treats', 'occurs_in']
['augments', 'affects', 'disrupts', 'location_of']
['augments', 'prevents', 'complicates', 'affects']
['augments', 'interacts_with', 'disrupts']
['augments', 'treats', 'disrupts', 'part_of']
['augments', 'part_of', 'complicates', 'location_of']
['augments', 'causes', 'interacts_with', 'coexists_with']
['augments', 'treats', 'complicates', 'diagnoses']
['augments', 'disrupts', 'occurs_in', 'compared_with']
['augments', 'compared_with', 'compared_with', 'treats']
['augments']
['augments', 'diagnoses', 'treats', 'prevents']
['augments', 'occurs_in', 'interacts_with', 'inhibits']
['augments', 'associated_with', 'inhibits', 'associated_with']
['augments', 'interacts_with', 'same_as']
['augments', 'causes', 'inhibits', 'same_as']
['augments', 'associated_with', 'treats', 'compared_with']
['augments', 'associated_with', 'associated_with', 'diagnoses']
['augments', 'produces']
['augments', 'interacts_with', 'part_of', 'produces']
['augments', 'isa', 'part_of', 'prevents']
['augments', 'same_as', 'treats', 'treats']
['augments', 'causes', 'produces', 'prevents']
['augments', 'treats', 'isa', 'part_of']
['augments', 'interacts_with', 'complicates', 'augments']
['augments', 'same_as', 'disrupts']
['augments', 'same_as', 'part_of', 'prevents']
['augments', 'causes', 'produces', 'complicates']
['augments', 'complicates', 'coexists_with', 'occurs_in']
['augments', 'diagnoses', 'location_of']
['augments', 'causes', 'prevents', 'location_of']
['augments', 'compared_with', 'occurs_in', 'coexists_with']
['augments', 'associated_with', 'associated_with', 'complicates']
['augments', 'complicates', 'causes', 'stimulates']
['augments', 'compared_with', 'produces', 'stimulates']
['augments', 'diagnoses', 'prevents', 'disrupts']
['augments', 'occurs_in', 'diagnoses', 'interacts_with']
['augments', 'diagnoses', 'treats', 'augments']
['augments', 'same_as', 'produces', 'associated_with']
['augments', 'interacts_with', 'isa', 'same_as']
['augments', 'interacts_with', 'augments', 'causes']
['augments', 'augments', 'produces', 'same_as']
['augments', 'associated_with', 'location_of', 'augments']
['augments', 'affects', 'location_of', 'inhibits']
['augments', 'produces', 'treats', 'inhibits']
['augments', 'location_of']
['augments', 'coexists_with', 'same_as', 'associated_with']
['augments', 'prevents', 'location_of', 'prevents']
['augments', 'disrupts', 'stimulates', 'complicates']
['augments', 'affects']
['augments', 'inhibits', 'complicates', 'location_of']
['augments', 'causes', 'isa', 'interacts_with']
['augments', 'same_as', 'associated_with', 'diagnoses']
['augments', 'disrupts', 'augments', 'disrupts']
['augments', 'causes', 'augments', 'produces']
['augments', 'occurs_in', 'same_as', 'compared_with']
['augments', 'disrupts', 'complicates', 'augments']
['augments', 'associated_with', 'compared_with', 'isa']
['augments', 'location_of', 'diagnoses', 'disrupts']
['augments', 'interacts_with', 'diagnoses', 'complicates']
['augments', 'interacts_with']
['augments', 'stimulates', 'causes', 'diagnoses']
['augments', 'complicates', 'treats', 'disrupts']
['augments', 'produces', 'inhibits', 'compared_with']
['augments', 'part_of', 'isa', 'inhibits']
['augments', 'coexists_with']
['augments', 'disrupts', 'inhibits', 'stimulates']
['augments', 'isa', 'causes', 'coexists_with']
['augments', 'part_of']
['augments', 'associated_with', 'occurs_in', 'complicates']
['augments', 'associated_with', 'location_of', 'diagnoses']
['augments', 'disrupts', 'location_of', 'occurs_in']
['augments', 'isa', 'stimulates', 'location_of']
['augments', 'diagnoses', 'diagnoses', 'produces']
['augments', 'causes', 'augments', 'associated_with']
['augments', 'location_of', 'treats', 'compared_with']
['augments', 'same_as', 'associated_with', 'interacts_with']
['augments', 'treats']
['augments', 'compared_with', 'causes', 'diagnoses']
['augments', 'coexists_with', 'causes']
['augments', 'isa', 'augments', 'compared_with']
['augments', 'causes', 'produces', 'stimulates']
['augments', 'part_of', 'disrupts', 'produces']
['augments', 'disrupts', 'complicates', 'occurs_in']
['augments', 'interacts_with', 'affects', 'diagnoses']
['augments', 'occurs_in', 'diagnoses', 'complicates']
['inhibits', 'associated_with', 'complicates', 'same_as']
['inhibits', 'disrupts', 'inhibits', 'disrupts']
['inhibits', 'prevents', 'part_of', 'augments']
['inhibits', 'augments', 'interacts_with', 'part_of']
['inhibits', 'associated_with', 'associated_with', 'inhibits']
['inhibits', 'same_as', 'part_of', 'coexists_with']
['inhibits', 'occurs_in', 'affects', 'same_as']
['inhibits', 'stimulates', 'location_of', 'interacts_with']
['inhibits', 'causes', 'part_of', 'occurs_in']
['inhibits', 'occurs_in']
['inhibits', 'part_of', 'location_of', 'affects']
['inhibits', 'treats', 'inhibits', 'stimulates']
['inhibits', 'stimulates', 'augments', 'isa']
['inhibits', 'part_of', 'disrupts', 'part_of']
['inhibits', 'coexists_with', 'location_of', 'produces']
['inhibits', 'location_of', 'affects', 'diagnoses']
['inhibits', 'prevents', 'part_of', 'affects']
['inhibits', 'location_of', 'treats', 'associated_with']
['inhibits', 'occurs_in', 'treats']
['inhibits', 'disrupts', 'isa']
['inhibits', 'stimulates', 'location_of', 'coexists_with']
['inhibits', 'causes', 'occurs_in', 'part_of']
['inhibits', 'isa', 'associated_with']
['inhibits', 'causes', 'augments', 'coexists_with']
['inhibits', 'causes', 'treats', 'part_of']
['inhibits', 'disrupts', 'inhibits', 'compared_with']
['inhibits', 'complicates', 'complicates', 'part_of']
['inhibits', 'produces', 'interacts_with', 'inhibits']
['inhibits', 'same_as', 'associated_with', 'stimulates']
['inhibits', 'coexists_with', 'complicates', 'complicates']
['inhibits', 'produces', 'diagnoses', 'coexists_with']
['inhibits', 'same_as', 'complicates', 'augments']
['inhibits', 'affects', 'causes', 'prevents']
['inhibits', 'part_of', 'affects', 'augments']
['inhibits', 'produces', 'augments', 'produces']
['inhibits', 'coexists_with', 'associated_with', 'part_of']
['inhibits', 'diagnoses', 'coexists_with', 'isa']
['inhibits', 'location_of', 'disrupts']
['inhibits', 'affects', 'disrupts', 'prevents']
['inhibits', 'treats', 'isa']
['inhibits', 'isa', 'inhibits', 'prevents']
['inhibits', 'augments']
['inhibits', 'treats', 'location_of', 'part_of']
['inhibits', 'produces', 'associated_with', 'complicates']
['inhibits', 'part_of']
['inhibits', 'inhibits', 'compared_with', 'location_of']
['inhibits', 'part_of', 'interacts_with', 'stimulates']
['inhibits', 'isa', 'treats', 'occurs_in']
['inhibits', 'treats', 'part_of', 'location_of']
['inhibits', 'location_of', 'diagnoses', 'treats']
['inhibits', 'coexists_with', 'affects', 'prevents']
['inhibits', 'coexists_with', 'disrupts', 'occurs_in']
['inhibits', 'causes', 'compared_with']
['inhibits', 'coexists_with', 'treats', 'isa']
['inhibits', 'produces', 'interacts_with', 'same_as']
['inhibits', 'prevents', 'diagnoses']
['inhibits', 'occurs_in', 'inhibits']
['inhibits', 'location_of', 'inhibits', 'causes']
['inhibits', 'prevents', 'affects', 'occurs_in']
['inhibits', 'inhibits', 'compared_with', 'inhibits']
['inhibits', 'compared_with', 'occurs_in', 'part_of']
['inhibits', 'complicates', 'augments', 'part_of']
['inhibits', 'part_of', 'treats', 'causes']
['inhibits', 'prevents', 'isa', 'coexists_with']
['inhibits', 'inhibits']
['inhibits', 'inhibits', 'associated_with']
['inhibits', 'inhibits', 'augments', 'affects']
['inhibits']
['inhibits', 'causes']
['inhibits', 'disrupts', 'associated_with']
['inhibits', 'compared_with', 'disrupts', 'augments']
['inhibits', 'stimulates', 'coexists_with', 'disrupts']
['inhibits', 'causes', 'associated_with', 'isa']
['inhibits', 'compared_with', 'disrupts', 'causes']
['inhibits', 'coexists_with']
['inhibits', 'associated_with', 'isa', 'inhibits']
['inhibits', 'location_of', 'affects', 'compared_with']
['inhibits', 'same_as', 'coexists_with', 'same_as']
['inhibits', 'complicates', 'disrupts', 'interacts_with']
['inhibits', 'diagnoses', 'isa', 'causes']
['inhibits', 'prevents', 'interacts_with', 'affects']
['inhibits', 'prevents', 'augments', 'same_as']
['inhibits', 'produces', 'augments', 'compared_with']
['inhibits', 'causes', 'augments', 'same_as']
['inhibits', 'compared_with', 'inhibits', 'diagnoses']
['inhibits', 'same_as', 'part_of', 'treats']
['inhibits', 'associated_with', 'occurs_in', 'isa']
['inhibits', 'stimulates']
['inhibits', 'prevents', 'causes', 'part_of']
['inhibits', 'disrupts', 'augments']
['inhibits', 'occurs_in', 'same_as']
['inhibits', 'disrupts', 'affects', 'stimulates']
['inhibits', 'stimulates', 'prevents', 'complicates']
['inhibits', 'diagnoses', 'location_of', 'inhibits']
['inhibits', 'complicates', 'prevents', 'affects']
['inhibits', 'causes', 'compared_with', 'occurs_in']
['inhibits', 'same_as', 'causes', 'part_of']
['inhibits', 'complicates', 'same_as', 'coexists_with']
['inhibits', 'interacts_with', 'isa', 'part_of']
['causes', 'causes']
['causes', 'location_of', 'occurs_in', 'coexists_with']
['causes', 'isa', 'complicates', 'location_of']
['causes', 'diagnoses', 'same_as']
['causes', 'diagnoses', 'diagnoses', 'isa']
['causes', 'part_of', 'complicates', 'disrupts']
['causes', 'inhibits', 'disrupts', 'treats']
['causes', 'part_of', 'prevents', 'diagnoses']
['causes', 'causes', 'associated_with', 'isa']
['causes', 'compared_with', 'interacts_with', 'same_as']
['causes', 'disrupts', 'produces', 'part_of']
['causes', 'produces', 'complicates', 'occurs_in']
['causes', 'associated_with', 'inhibits', 'affects']
['causes', 'stimulates', 'location_of', 'causes']
['causes', 'interacts_with', 'part_of', 'affects']
['causes', 'produces', 'compared_with', 'disrupts']
['causes', 'produces', 'disrupts', 'causes']
['causes', 'disrupts', 'augments', 'inhibits']
['causes', 'compared_with', 'produces', 'stimulates']
['causes', 'produces', 'disrupts', 'complicates']
['causes', 'occurs_in', 'affects', 'augments']
['causes', 'disrupts', 'interacts_with', 'causes']
['causes', 'diagnoses', 'augments', 'affects']
['causes', 'stimulates', 'inhibits']
['causes', 'associated_with', 'isa', 'part_of']
['causes']
['causes', 'isa', 'compared_with', 'causes']
['causes', 'produces']
['causes', 'causes', 'part_of', 'augments']
['causes', 'produces', 'coexists_with', 'location_of']
['causes', 'augments', 'associated_with', 'isa']
['causes', 'compared_with', 'part_of', 'same_as']
['causes', 'prevents', 'inhibits', 'part_of']
['causes', 'stimulates', 'occurs_in', 'augments']
['causes', 'affects', 'same_as', 'associated_with']
['causes', 'produces', 'stimulates', 'coexists_with']
['causes', 'occurs_in', 'isa', 'occurs_in']
['causes', 'compared_with', 'affects', 'prevents']
['causes', 'location_of', 'treats', 'location_of']
['causes', 'part_of', 'stimulates', 'part_of']
['causes', 'complicates', 'diagnoses', 'compared_with']
['causes', 'inhibits', 'complicates', 'causes']
['causes', 'part_of', 'causes', 'compared_with']
['causes', 'produces', 'coexists_with', 'inhibits']
['causes', 'occurs_in', 'produces', 'part_of']
['causes', 'augments', 'isa', 'causes']
['causes', 'compared_with', 'complicates', 'affects']
['causes', 'produces', 'produces', 'coexists_with']
['causes', 'augments', 'location_of', 'causes']
['causes', 'interacts_with', 'stimulates', 'interacts_with']
['causes', 'affects', 'interacts_with']
['causes', 'inhibits', 'complicates', 'coexists_with']
['causes', 'isa', 'location_of', 'complicates']
['causes', 'causes', 'isa']
['causes', 'complicates', 'augments', 'causes']
['causes', 'inhibits', 'prevents', 'stimulates']
['causes', 'produces', 'interacts_with', 'coexists_with']
['causes', 'treats', 'diagnoses', 'coexists_with']
['causes', 'coexists_with', 'same_as', 'produces']
['causes', 'interacts_with', 'augments', 'stimulates']
['causes', 'compared_with', 'inhibits', 'disrupts']
['causes', 'location_of', 'treats', 'diagnoses']
['causes', 'same_as', 'augments', 'associated_with']
['causes', 'affects']
['causes', 'compared_with', 'treats', 'diagnoses']
['causes', 'part_of', 'disrupts', 'coexists_with']
['causes', 'disrupts', 'treats', 'augments']
['causes', 'causes', 'diagnoses', 'treats']
['causes', 'treats', 'produces', 'affects']
['causes', 'inhibits', 'augments', 'associated_with']
['causes', 'part_of', 'part_of', 'isa']
['causes', 'diagnoses', 'interacts_with', 'augments']
['causes', 'prevents', 'part_of', 'inhibits']
['causes', 'stimulates', 'isa', 'occurs_in']
['causes', 'inhibits', 'location_of', 'compared_with']
['causes', 'diagnoses', 'interacts_with', 'occurs_in']
['causes', 'compared_with', 'disrupts', 'compared_with']
['causes', 'isa', 'location_of', 'disrupts']
['causes', 'occurs_in', 'complicates', 'stimulates']
['causes', 'inhibits', 'prevents', 'location_of']
['causes', 'augments', 'compared_with', 'stimulates']
['causes', 'isa', 'isa', 'occurs_in']
['causes', 'causes', 'produces', 'causes']
['causes', 'coexists_with', 'stimulates', 'compared_with']
['causes', 'occurs_in', 'treats', 'disrupts']
['causes', 'disrupts', 'isa', 'occurs_in']
['causes', 'coexists_with', 'produces', 'complicates']
['causes', 'augments', 'treats', 'inhibits']
['causes', 'same_as', 'occurs_in', 'occurs_in']
['causes', 'disrupts', 'interacts_with', 'disrupts']
['causes', 'interacts_with', 'disrupts', 'same_as']
['causes', 'isa', 'part_of']
['causes', 'diagnoses', 'location_of', 'causes']
['causes', 'causes', 'associated_with', 'causes']
['causes', 'affects', 'interacts_with', 'compared_with']
['causes', 'inhibits', 'interacts_with', 'location_of']
['stimulates', 'complicates', 'same_as', 'stimulates']
['stimulates', 'same_as', 'same_as', 'coexists_with']
['stimulates', 'compared_with', 'location_of', 'coexists_with']
['stimulates', 'same_as', 'diagnoses']
['stimulates', 'isa', 'treats', 'causes']
['stimulates', 'disrupts', 'treats', 'inhibits']
['stimulates', 'inhibits', 'interacts_with', 'interacts_with']
['stimulates', 'part_of', 'affects', 'same_as']
['stimulates', 'disrupts', 'occurs_in', 'occurs_in']
['stimulates', 'disrupts', 'causes', 'stimulates']
['stimulates', 'inhibits', 'compared_with', 'coexists_with']
['stimulates', 'part_of', 'treats', 'occurs_in']
['stimulates', 'coexists_with']
['stimulates', 'location_of', 'same_as', 'produces']
['stimulates', 'causes', 'produces', 'treats']
['stimulates']
['stimulates', 'occurs_in', 'compared_with', 'augments']
['stimulates', 'coexists_with', 'complicates', 'coexists_with']
['stimulates', 'augments', 'prevents', 'associated_with']
['stimulates', 'interacts_with', 'affects', 'treats']
['stimulates', 'disrupts', 'isa', 'inhibits']
['stimulates', 'produces', 'augments', 'treats']
['stimulates', 'produces', 'location_of', 'disrupts']
['stimulates', 'augments', 'coexists_with', 'same_as']
['stimulates', 'inhibits', 'associated_with', 'compared_with']
['stimulates', 'compared_with', 'stimulates', 'treats']
['stimulates', 'location_of', 'isa', 'complicates']
['stimulates', 'inhibits', 'location_of', 'coexists_with']
['stimulates', 'occurs_in']
['stimulates', 'affects', 'associated_with', 'disrupts']
['stimulates', 'isa', 'prevents', 'diagnoses']
['stimulates', 'stimulates', 'disrupts', 'location_of']
['stimulates', 'associated_with', 'isa', 'coexists_with']
['stimulates', 'occurs_in', 'augments', 'diagnoses']
['stimulates', 'affects', 'compared_with', 'coexists_with']
['stimulates', 'isa', 'coexists_with', 'affects']
['stimulates', 'inhibits', 'isa']
['stimulates', 'isa', 'stimulates', 'same_as']
['stimulates', 'compared_with', 'disrupts', 'location_of']
['stimulates', 'associated_with', 'produces', 'treats']
['stimulates', 'affects', 'disrupts', 'inhibits']
['stimulates', 'compared_with', 'part_of', 'affects']
['stimulates', 'compared_with', 'compared_with', 'causes']
['stimulates', 'prevents', 'disrupts', 'same_as']
['stimulates', 'location_of', 'prevents', 'location_of']
['stimulates', 'interacts_with', 'coexists_with', 'diagnoses']
['stimulates', 'compared_with', 'isa', 'coexists_with']
['stimulates', 'compared_with', 'produces', 'augments']
['stimulates', 'stimulates', 'disrupts', 'prevents']
['stimulates', 'affects', 'affects', 'stimulates']
['stimulates', 'isa', 'prevents', 'stimulates']
['stimulates', 'complicates', 'affects', 'occurs_in']
['stimulates', 'augments', 'occurs_in', 'augments']
['stimulates', 'same_as', 'disrupts', 'causes']
['stimulates', 'stimulates', 'treats', 'prevents']
['stimulates', 'occurs_in', 'coexists_with', 'diagnoses']
['stimulates', 'causes', 'inhibits', 'complicates']
['stimulates', 'disrupts', 'coexists_with', 'isa']
['stimulates', 'complicates', 'interacts_with', 'associated_with']
['stimulates', 'location_of', 'same_as']
['stimulates', 'inhibits', 'inhibits', 'associated_with']
['stimulates', 'coexists_with', 'inhibits', 'disrupts']
['stimulates', 'causes', 'same_as', 'isa']
['stimulates', 'diagnoses', 'disrupts', 'inhibits']
['stimulates', 'interacts_with', 'inhibits', 'disrupts']
['stimulates', 'occurs_in', 'part_of', 'affects']
['stimulates', 'diagnoses', 'part_of', 'stimulates']
['stimulates', 'location_of', 'inhibits', 'produces']
['stimulates', 'interacts_with', 'causes', 'part_of']
['stimulates', 'augments', 'isa', 'part_of']
['stimulates', 'associated_with', 'disrupts', 'coexists_with']
['stimulates', 'associated_with', 'produces', 'occurs_in']
['stimulates', 'treats', 'prevents', 'inhibits']
['stimulates', 'associated_with', 'part_of', 'affects']
['stimulates', 'inhibits', 'compared_with', 'associated_with']
['stimulates', 'associated_with', 'same_as', 'affects']
['stimulates', 'inhibits', 'affects', 'causes']
['stimulates', 'affects', 'complicates', 'inhibits']
['stimulates', 'occurs_in', 'interacts_with', 'isa']
['stimulates', 'diagnoses', 'coexists_with', 'inhibits']
['stimulates', 'location_of', 'stimulates', 'produces']
['stimulates', 'occurs_in', 'isa', 'same_as']
['stimulates', 'produces', 'causes']
['stimulates', 'inhibits', 'location_of', 'stimulates']
['stimulates', 'compared_with']
['stimulates', 'same_as', 'location_of', 'part_of']
['stimulates', 'stimulates', 'same_as', 'affects']
['stimulates', 'prevents', 'part_of', 'diagnoses']
['stimulates', 'coexists_with', 'interacts_with', 'coexists_with']
['stimulates', 'prevents', 'compared_with', 'causes']
['stimulates', 'location_of', 'location_of', 'compared_with']
['stimulates', 'coexists_with', 'produces', 'complicates']
['stimulates', 'augments', 'compared_with', 'isa']
['stimulates', 'prevents', 'inhibits', 'produces']
['stimulates', 'compared_with', 'prevents', 'location_of']
['stimulates', 'diagnoses', 'prevents', 'diagnoses']
['stimulates', 'part_of', 'produces', 'treats']
['associated_with', 'isa', 'disrupts', 'same_as']
['associated_with', 'associated_with', 'treats', 'causes']
['associated_with', 'interacts_with', 'coexists_with', 'complicates']
['associated_with', 'occurs_in']
['associated_with', 'complicates', 'compared_with', 'produces']
['associated_with', 'occurs_in', 'causes', 'part_of']
['associated_with', 'stimulates', 'stimulates', 'inhibits']
['associated_with', 'causes', 'causes', 'part_of']
['associated_with', 'occurs_in', 'compared_with', 'compared_with']
['associated_with', 'diagnoses', 'stimulates', 'causes']
['associated_with', 'location_of', 'inhibits', 'associated_with']
['associated_with', 'isa', 'same_as', 'produces']
