['diagnoses', 'inhibits', 'same_as', 'causes']
['disrupts', 'prevents', 'part_of', 'diagnoses']
['disrupts', 'location_of', 'location_of', 'augments']
['disrupts', 'isa', 'causes', 'location_of']
['disrupts', 'inhibits', 'treats', 'location_of']
['disrupts', 'augments', 'location_of', 'part_of']
['disrupts', 'causes', 'affects', 'coexists_with']
['disrupts', 'prevents', 'isa', 'isa']
['disrupts', 'inhibits', 'occurs_in', 'part_of']
['disrupts', 'complicates', 'treats', 'occurs_in']
['disrupts', 'stimulates', 'causes', 'location_of']
['disrupts', 'associated_with']
['disrupts', 'treats', 'associated_with', 'augments']
['produces', 'produces', 'compared_with', 'treats']
['produces', 'augments', 'causes', 'stimulates']
['produces', 'inhibits', 'causes', 'augments']
['produces', 'stimulates', 'inhibits', 'interacts_with']
['produces', 'augments', 'produces', 'causes']
['produces', 'location_of', 'disrupts', 'occurs_in']
['produces', 'affects', 'part_of', 'diagnoses']
['produces', 'isa']
['produces', 'augments', 'isa', 'location_of']
['produces', 'inhibits', 'compared_with', 'stimulates']
['produces', 'isa', 'isa', 'part_of']
['produces', 'produces', 'inhibits', 'prevents']
['produces', 'compared_with', 'produces', 'isa']
['produces', 'coexists_with', 'produces', 'location_of']
['produces', 'stimulates', 'same_as', 'interacts_with']
['produces', 'same_as', 'compared_with', 'location_of']
['produces', 'location_of', 'produces', 'prevents']
['produces', 'prevents', 'inhibits', 'treats']
['produces', 'causes', 'isa', 'coexists_with']
['produces', 'isa', 'location_of', 'produces']
['produces', 'affects', 'treats', 'augments']
['produces', 'stimulates', 'location_of']
['produces', 'prevents', 'complicates']
['produces', 'disrupts', 'associated_with', 'causes']
['produces', 'complicates', 'compared_with', 'associated_with']
['produces', 'compared_with', 'part_of', 'part_of']
['produces', 'same_as', 'occurs_in', 'prevents']
['produces', 'complicates', 'inhibits', 'part_of']
['produces', 'occurs_in', 'same_as', 'causes']
['produces', 'complicates', 'coexists_with', 'causes']
['produces', 'interacts_with', 'complicates', 'affects']
['produces', 'compared_with', 'treats', 'complicates']
['produces', 'inhibits', 'part_of', 'treats']
['produces', 'location_of', 'isa', 'same_as']
['produces', 'diagnoses', 'coexists_with']
['produces', 'inhibits', 'occurs_in', 'part_of']
['produces', 'compared_with', 'compared_with', 'treats']
['produces', 'disrupts', 'produces', 'augments']
['produces', 'occurs_in', 'compared_with', 'same_as']
['produces', 'disrupts', 'disrupts', 'causes']
['produces', 'augments', 'associated_with']
['produces', 'diagnoses', 'augments', 'produces']
['produces', 'occurs_in', 'disrupts', 'isa']
['produces', 'coexists_with', 'treats', 'compared_with']
['produces', 'causes', 'produces', 'treats']
['produces', 'isa', 'complicates', 'affects']
['produces', 'disrupts', 'diagnoses', 'same_as']
['produces', 'disrupts', 'occurs_in', 'augments']
['produces', 'affects', 'coexists_with', 'part_of']
['produces', 'compared_with', 'same_as', 'same_as']
['produces', 'disrupts', 'interacts_with', 'part_of']
['produces', 'compared_with', 'part_of', 'occurs_in']
['produces', 'location_of', 'same_as', 'produces']
['produces', 'prevents', 'prevents', 'associated_with']
['produces', 'interacts_with', 'causes', 'interacts_with']
['produces', 'affects', 'complicates', 'interacts_with']
['produces', 'coexists_with', 'associated_with', 'coexists_with']
['produces', 'associated_with', 'produces', 'occurs_in']
['produces', 'compared_with', 'same_as', 'augments']
['produces', 'affects', 'part_of', 'location_of']
['produces', 'causes', 'isa', 'location_of']
['produces', 'produces', 'augments', 'compared_with']
['produces', 'isa', 'inhibits', 'isa']
['produces']
['produces', 'coexists_with', 'produces', 'prevents']
['produces', 'stimulates', 'treats', 'treats']
['produces', 'prevents', 'associated_with', 'compared_with']
['produces', 'compared_with', 'inhibits', 'associated_with']
['produces', 'complicates', 'stimulates', 'isa']
['produces', 'associated_with', 'coexists_with', 'causes']
['produces', 'occurs_in', 'occurs_in', 'interacts_with']
['produces', 'prevents', 'causes', 'causes']
['produces', 'isa', 'diagnoses', 'complicates']
['produces', 'augments', 'occurs_in', 'produces']
['produces', 'same_as', 'diagnoses', 'causes']
['produces', 'compared_with', 'coexists_with', 'isa']
['produces', 'part_of', 'inhibits', 'associated_with']
['produces', 'coexists_with', 'isa', 'associated_with']
['produces', 'affects', 'same_as', 'complicates']
['produces', 'occurs_in', 'occurs_in', 'compared_with']
['produces', 'produces', 'stimulates']
['produces', 'treats']
['produces', 'produces', 'same_as', 'augments']
['produces', 'inhibits', 'affects', 'compared_with']
['produces', 'location_of', 'interacts_with', 'diagnoses']
['produces', 'same_as', 'diagnoses', 'compared_with']
['produces', 'produces', 'diagnoses', 'prevents']
['produces', 'inhibits', 'complicates', 'augments']
['produces', 'disrupts', 'stimulates', 'prevents']
['produces', 'disrupts', 'causes', 'produces']
['produces', 'complicates']
['produces', 'associated_with', 'diagnoses', 'inhibits']
['produces', 'disrupts', 'compared_with', 'causes']
['produces', 'coexists_with', 'part_of', 'inhibits']
['produces', 'augments', 'inhibits', 'affects']
['produces', 'augments', 'location_of', 'interacts_with']
['produces', 'compared_with', 'disrupts', 'location_of']
['produces', 'isa', 'produces', 'same_as']
['compared_with', 'produces', 'compared_with', 'occurs_in']
['compared_with', 'part_of', 'causes', 'disrupts']
['compared_with', 'affects', 'inhibits', 'interacts_with']
['compared_with', 'treats', 'interacts_with', 'affects']
['compared_with', 'disrupts', 'prevents', 'part_of']
['compared_with', 'part_of', 'inhibits', 'associated_with']
['compared_with', 'disrupts', 'isa', 'compared_with']
['compared_with', 'stimulates', 'produces', 'stimulates']
['compared_with', 'coexists_with', 'diagnoses']
['compared_with', 'produces', 'complicates', 'produces']
['compared_with', 'isa']
['compared_with', 'prevents', 'affects', 'treats']
['compared_with', 'interacts_with', 'diagnoses', 'prevents']
['compared_with', 'produces', 'part_of', 'occurs_in']
['compared_with', 'same_as', 'stimulates', 'causes']
['compared_with', 'same_as', 'isa', 'treats']
['compared_with', 'stimulates', 'occurs_in', 'disrupts']
['compared_with', 'diagnoses', 'inhibits', 'disrupts']
['compared_with', 'stimulates', 'complicates', 'interacts_with']
['compared_with', 'occurs_in']
['compared_with', 'isa', 'disrupts']
['compared_with', 'interacts_with', 'prevents', 'complicates']
['compared_with', 'occurs_in', 'occurs_in', 'prevents']
['compared_with', 'stimulates', 'affects', 'inhibits']
['compared_with', 'location_of', 'part_of', 'prevents']
['compared_with', 'complicates', 'part_of', 'occurs_in']
['compared_with', 'produces', 'diagnoses', 'causes']
['compared_with', 'prevents', 'produces', 'produces']
['compared_with', 'part_of', 'augments', 'compared_with']
['compared_with', 'produces', 'same_as', 'occurs_in']
['compared_with', 'augments', 'location_of', 'prevents']
['compared_with', 'part_of', 'treats', 'causes']
['compared_with', 'disrupts', 'associated_with', 'isa']
['compared_with', 'produces', 'isa', 'stimulates']
['compared_with', 'produces', 'stimulates', 'diagnoses']
['compared_with', 'inhibits', 'produces', 'causes']
['compared_with', 'complicates', 'inhibits', 'part_of']
['compared_with', 'augments', 'disrupts', 'interacts_with']
['compared_with', 'isa', 'disrupts', 'interacts_with']
['compared_with', 'part_of', 'isa', 'complicates']
['compared_with', 'treats', 'complicates', 'same_as']
['compared_with', 'augments', 'augments', 'associated_with']
['compared_with', 'compared_with', 'coexists_with', 'compared_with']
['compared_with', 'coexists_with', 'part_of', 'augments']
['compared_with', 'part_of', 'occurs_in', 'coexists_with']
['compared_with', 'stimulates', 'location_of', 'part_of']
['compared_with', 'location_of', 'occurs_in', 'causes']
['compared_with', 'compared_with', 'part_of', 'interacts_with']
['compared_with', 'disrupts', 'isa', 'coexists_with']
['compared_with', 'occurs_in', 'part_of', 'disrupts']
['compared_with', 'causes', 'isa', 'augments']
['compared_with', 'isa', 'inhibits', 'produces']
['compared_with', 'causes', 'disrupts', 'same_as']
['compared_with', 'same_as', 'inhibits', 'location_of']
['compared_with', 'prevents', 'affects', 'compared_with']
['compared_with', 'associated_with', 'prevents', 'treats']
['compared_with', 'part_of', 'coexists_with', 'treats']
['compared_with', 'stimulates', 'occurs_in']
['compared_with', 'isa', 'stimulates', 'diagnoses']
['compared_with', 'causes', 'associated_with', 'occurs_in']
['compared_with', 'prevents', 'diagnoses', 'occurs_in']
['compared_with', 'complicates', 'part_of', 'augments']
['compared_with', 'same_as', 'inhibits', 'prevents']
['compared_with', 'affects', 'part_of', 'affects']
['compared_with', 'location_of', 'compared_with', 'produces']
['compared_with', 'interacts_with', 'location_of', 'augments']
['compared_with', 'compared_with', 'inhibits', 'treats']
['compared_with', 'causes', 'same_as', 'location_of']
['compared_with', 'augments', 'interacts_with', 'location_of']
['compared_with', 'coexists_with', 'produces', 'diagnoses']
['compared_with', 'occurs_in', 'complicates', 'same_as']
['compared_with', 'prevents', 'interacts_with', 'produces']
['compared_with', 'interacts_with', 'interacts_with', 'causes']
['compared_with', 'treats', 'stimulates', 'causes']
['compared_with', 'diagnoses', 'prevents', 'occurs_in']
['compared_with', 'location_of', 'produces']
['compared_with', 'complicates', 'causes', 'inhibits']
['compared_with', 'occurs_in', 'augments']
['compared_with', 'augments', 'causes', 'diagnoses']
['compared_with', 'disrupts', 'isa', 'causes']
['compared_with', 'occurs_in', 'complicates', 'disrupts']
['compared_with', 'occurs_in', 'isa', 'complicates']
['compared_with', 'coexists_with', 'associated_with', 'interacts_with']
['compared_with']
['compared_with', 'location_of', 'part_of', 'stimulates']
['compared_with', 'complicates', 'isa', 'disrupts']
['compared_with', 'inhibits', 'location_of', 'coexists_with']
['compared_with', 'same_as', 'compared_with', 'same_as']
['compared_with', 'disrupts', 'treats', 'occurs_in']
['compared_with', 'prevents', 'coexists_with', 'treats']
['compared_with', 'produces', 'occurs_in', 'associated_with']
['compared_with', 'part_of', 'isa']
['compared_with', 'interacts_with', 'same_as', 'compared_with']
['compared_with', 'treats', 'compared_with', 'diagnoses']
['augments', 'associated_with', 'occurs_in', 'causes']
['augments', 'causes', 'compared_with', 'stimulates']
['augments', 'part_of', 'same_as', 'compared_with']
['augments', 'causes', 'interacts_with', 'occurs_in']
['augments', 'coexists_with', 'treats', 'treats']
['augments', 'compared_with', 'part_of', 'diagnoses']
['augments', 'produces', 'disrupts', 'occurs_in']
['augments', 'prevents', 'occurs_in', 'location_of']
['augments', 'treats', 'interacts_with', 'inhibits']
['augments', 'interacts_with', 'stimulates', 'same_as']
['augments', 'location_of', 'inhibits', 'associated_with']
['augments', 'disrupts', 'causes', 'augments']
['augments', 'affects', 'location_of', 'isa']
['augments', 'prevents', 'causes', 'part_of']
['augments', 'treats', 'affects', 'diagnoses']
['augments', 'disrupts', 'diagnoses', 'treats']
['augments', 'isa', 'occurs_in', 'isa']
['augments', 'complicates', 'occurs_in', 'isa']
['augments', 'prevents', 'augments', 'diagnoses']
['augments', 'diagnoses', 'prevents', 'inhibits']
['augments', 'isa', 'produces', 'inhibits']
['augments', 'coexists_with', 'inhibits', 'part_of']
['augments', 'stimulates', 'location_of', 'complicates']
['augments', 'prevents', 'affects', 'prevents']
['augments', 'compared_with', 'diagnoses', 'stimulates']
['augments', 'prevents', 'same_as', 'produces']
['augments', 'occurs_in', 'affects', 'diagnoses']
['augments', 'diagnoses', 'occurs_in', 'inhibits']
['augments', 'causes', 'associated_with', 'causes']
['augments', 'affects', 'inhibits', 'occurs_in']
['augments', 'stimulates', 'interacts_with', 'complicates']
['augments', 'inhibits', 'diagnoses', 'causes']
['augments', 'produces', 'compared_with', 'augments']
['augments', 'location_of', 'prevents', 'part_of']
['augments', 'location_of', 'complicates', 'treats']
['augments', 'inhibits']
['augments', 'produces', 'coexists_with', 'causes']
['augments', 'interacts_with', 'occurs_in', 'isa']
['augments', 'causes', 'augments', 'stimulates']
['augments', 'complicates', 'compared_with', 'coexists_with']
['augments', 'interacts_with', 'same_as', 'inhibits']
['augments', 'coexists_with']
['augments', 'part_of']
['augments', 'stimulates', 'associated_with', 'diagnoses']
['augments', 'isa', 'isa', 'inhibits']
['augments', 'disrupts', 'inhibits', 'occurs_in']
['augments', 'causes', 'coexists_with', 'occurs_in']
['augments', 'associated_with', 'same_as', 'disrupts']
['augments', 'treats', 'treats', 'produces']
['augments', 'associated_with', 'causes', 'compared_with']
['augments', 'stimulates', 'location_of', 'compared_with']
['augments', 'disrupts', 'stimulates', 'augments']
['augments', 'isa', 'augments', 'same_as']
['augments', 'disrupts', 'location_of', 'same_as']
['augments', 'augments', 'occurs_in', 'stimulates']
['augments', 'complicates', 'disrupts', 'associated_with']
['augments', 'treats', 'causes', 'occurs_in']
['augments', 'diagnoses', 'same_as', 'isa']
['augments', 'causes', 'part_of', 'produces']
['augments', 'location_of', 'disrupts', 'stimulates']
['augments', 'complicates', 'diagnoses', 'interacts_with']
['augments', 'disrupts', 'diagnoses', 'same_as']
['augments', 'isa', 'augments', 'associated_with']
['augments', 'location_of', 'occurs_in', 'inhibits']
['augments', 'augments', 'coexists_with', 'isa']
['augments', 'occurs_in', 'occurs_in', 'isa']
['augments', 'same_as', 'affects', 'same_as']
['augments', 'treats', 'produces', 'occurs_in']
['augments', 'coexists_with', 'part_of', 'occurs_in']
['augments', 'stimulates', 'disrupts', 'disrupts']
['augments', 'disrupts', 'same_as', 'prevents']
['augments', 'coexists_with', 'compared_with', 'interacts_with']
['augments', 'part_of', 'treats', 'inhibits']
['augments', 'prevents', 'disrupts', 'causes']
['augments', 'inhibits', 'isa', 'disrupts']
['augments', 'same_as', 'associated_with', 'augments']
['augments', 'complicates', 'part_of', 'augments']
['augments', 'complicates', 'occurs_in', 'compared_with']
['augments', 'coexists_with', 'associated_with', 'produces']
['augments', 'part_of', 'same_as', 'stimulates']
['augments', 'interacts_with', 'part_of', 'occurs_in']
['augments', 'diagnoses', 'prevents', 'prevents']
['augments', 'location_of', 'location_of', 'interacts_with']
['augments', 'diagnoses', 'causes', 'same_as']
['augments', 'interacts_with', 'augments', 'affects']
['augments', 'location_of', 'inhibits', 'complicates']
['augments', 'causes', 'part_of', 'complicates']
['augments', 'prevents', 'part_of', 'location_of']
['augments', 'complicates', 'prevents', 'complicates']
['augments']
['augments', 'coexists_with', 'prevents', 'diagnoses']
['augments', 'disrupts', 'augments', 'treats']
['augments', 'augments', 'treats', 'disrupts']
['augments', 'complicates', 'augments']
['augments', 'complicates', 'same_as', 'part_of']
['inhibits', 'interacts_with']
['inhibits', 'causes', 'complicates', 'location_of']
['inhibits', 'treats', 'location_of', 'associated_with']
['inhibits', 'occurs_in', 'inhibits', 'inhibits']
['inhibits', 'associated_with']
['inhibits', 'compared_with', 'prevents', 'produces']
['inhibits', 'compared_with', 'compared_with', 'inhibits']
['inhibits', 'interacts_with', 'interacts_with']
['inhibits', 'location_of', 'associated_with', 'occurs_in']
['inhibits', 'complicates', 'augments', 'complicates']
['inhibits', 'causes', 'part_of', 'part_of']
['inhibits', 'same_as', 'occurs_in', 'diagnoses']
['inhibits', 'disrupts', 'inhibits', 'occurs_in']
['inhibits', 'inhibits', 'coexists_with', 'causes']
['inhibits', 'causes', 'inhibits', 'isa']
['inhibits', 'treats', 'occurs_in', 'occurs_in']
['inhibits', 'coexists_with', 'inhibits']
['inhibits', 'produces', 'stimulates', 'diagnoses']
['inhibits']
['inhibits', 'disrupts', 'interacts_with', 'produces']
['inhibits', 'part_of', 'inhibits', 'causes']
['inhibits', 'disrupts', 'complicates', 'augments']
['inhibits', 'coexists_with', 'part_of', 'location_of']
['inhibits', 'causes', 'occurs_in', 'same_as']
['inhibits', 'diagnoses', 'inhibits', 'location_of']
['inhibits', 'complicates', 'stimulates', 'causes']
['inhibits', 'compared_with', 'complicates', 'inhibits']
['inhibits', 'complicates', 'isa']
['inhibits', 'prevents', 'stimulates', 'affects']
['inhibits', 'augments', 'compared_with', 'part_of']
['inhibits', 'interacts_with', 'treats', 'compared_with']
['inhibits', 'same_as', 'treats', 'interacts_with']
['inhibits', 'isa', 'inhibits', 'occurs_in']
['inhibits', 'diagnoses', 'same_as', 'compared_with']
['inhibits', 'same_as', 'disrupts', 'compared_with']
['inhibits', 'produces', 'compared_with', 'isa']
['inhibits', 'associated_with', 'affects', 'inhibits']
['inhibits', 'same_as', 'isa', 'occurs_in']
['inhibits', 'causes', 'location_of', 'disrupts']
['inhibits', 'prevents', 'causes', 'location_of']
['inhibits', 'isa', 'inhibits', 'part_of']
['inhibits', 'augments', 'stimulates', 'complicates']
['inhibits', 'affects', 'inhibits', 'stimulates']
['inhibits', 'location_of', 'stimulates', 'augments']
['inhibits', 'occurs_in', 'compared_with', 'occurs_in']
['inhibits', 'isa', 'compared_with', 'causes']
['inhibits', 'interacts_with', 'produces', 'coexists_with']
['inhibits', 'causes', 'same_as', 'stimulates']
['inhibits', 'augments']
['inhibits', 'affects', 'part_of', 'affects']
['inhibits', 'associated_with', 'treats', 'augments']
['inhibits', 'treats', 'prevents', 'isa']
['inhibits', 'treats', 'associated_with', 'diagnoses']
['inhibits', 'inhibits', 'prevents', 'coexists_with']
['inhibits', 'isa', 'causes', 'causes']
['inhibits', 'same_as', 'causes', 'treats']
['inhibits', 'stimulates', 'same_as', 'associated_with']
['inhibits', 'augments', 'compared_with', 'stimulates']
['inhibits', 'coexists_with', 'location_of']
['inhibits', 'occurs_in']
['inhibits', 'occurs_in', 'location_of', 'treats']
['inhibits', 'location_of', 'associated_with', 'interacts_with']
['inhibits', 'inhibits', 'associated_with', 'complicates']
['inhibits', 'prevents', 'stimulates']
['inhibits', 'inhibits', 'part_of', 'diagnoses']
['inhibits', 'causes', 'location_of', 'interacts_with']
['inhibits', 'augments', 'part_of', 'location_of']
['inhibits', 'inhibits', 'complicates', 'causes']
['inhibits', 'diagnoses', 'inhibits', 'complicates']
['inhibits', 'causes', 'same_as', 'complicates']
['inhibits', 'occurs_in', 'treats', 'associated_with']
['inhibits', 'inhibits', 'isa', 'coexists_with']
['inhibits', 'location_of', 'prevents', 'complicates']
['inhibits', 'location_of', 'disrupts', 'augments']
['inhibits', 'produces', 'inhibits', 'associated_with']
['inhibits', 'stimulates', 'produces', 'causes']
['inhibits', 'occurs_in', 'causes', 'compared_with']
['inhibits', 'prevents', 'stimulates', 'occurs_in']
['inhibits', 'isa', 'causes']
['inhibits', 'location_of', 'compared_with', 'occurs_in']
['inhibits', 'interacts_with', 'causes', 'interacts_with']
['inhibits', 'location_of', 'stimulates', 'compared_with']
['inhibits', 'coexists_with', 'inhibits', 'inhibits']
['inhibits', 'part_of', 'occurs_in', 'treats']
['inhibits', 'treats', 'location_of', 'stimulates']
['inhibits', 'part_of', 'location_of', 'same_as']
['inhibits', 'produces', 'coexists_with', 'prevents']
['inhibits', 'treats', 'coexists_with']
['inhibits', 'same_as', 'isa', 'part_of']
['inhibits', 'affects', 'augments', 'causes']
['inhibits', 'diagnoses', 'prevents', 'prevents']
['inhibits', 'stimulates', 'coexists_with', 'produces']
['inhibits', 'produces', 'causes', 'compared_with']
['inhibits', 'diagnoses']
['inhibits', 'stimulates', 'occurs_in', 'compared_with']
['inhibits', 'coexists_with', 'diagnoses', 'associated_with']
['inhibits', 'treats', 'associated_with', 'coexists_with']
['inhibits', 'disrupts', 'treats', 'same_as']
['inhibits', 'coexists_with', 'inhibits', 'disrupts']
['causes', 'compared_with', 'diagnoses', 'stimulates']
['causes', 'inhibits', 'interacts_with', 'inhibits']
['causes', 'coexists_with', 'disrupts', 'compared_with']
['causes', 'isa', 'isa', 'inhibits']
['causes', 'location_of']
['causes', 'compared_with', 'treats', 'disrupts']
['causes', 'causes', 'part_of', 'same_as']
['causes', 'produces', 'same_as', 'coexists_with']
['causes', 'prevents', 'affects', 'interacts_with']
['causes', 'prevents', 'coexists_with', 'same_as']
['causes', 'location_of', 'isa', 'interacts_with']
['causes', 'stimulates', 'compared_with', 'stimulates']
['causes', 'causes', 'inhibits', 'isa']
['causes', 'coexists_with', 'isa', 'causes']
['causes', 'stimulates', 'causes', 'treats']
['causes', 'compared_with', 'location_of', 'affects']
['causes', 'location_of', 'diagnoses']
['causes', 'inhibits', 'causes', 'complicates']
['causes', 'location_of', 'same_as', 'occurs_in']
['causes', 'inhibits', 'treats', 'same_as']
['causes', 'inhibits', 'occurs_in', 'prevents']
['causes', 'produces', 'affects', 'stimulates']
['causes', 'produces', 'isa', 'stimulates']
['causes', 'disrupts', 'coexists_with', 'treats']
['causes', 'location_of', 'associated_with', 'same_as']
['causes', 'associated_with', 'prevents', 'compared_with']
['causes', 'isa', 'stimulates', 'compared_with']
['causes', 'part_of', 'treats', 'isa']
['causes', 'associated_with', 'same_as', 'isa']
['causes', 'disrupts', 'disrupts', 'treats']
['causes']
['causes', 'affects', 'isa', 'inhibits']
['causes', 'coexists_with', 'produces', 'augments']
['causes', 'causes']
['causes', 'part_of', 'inhibits', 'location_of']
['causes', 'stimulates', 'causes', 'inhibits']
['causes', 'causes', 'diagnoses']
['causes', 'occurs_in', 'produces', 'isa']
['causes', 'complicates']
['causes', 'treats', 'causes', 'compared_with']
['causes', 'produces', 'causes', 'causes']
['causes', 'causes', 'same_as', 'causes']
['causes', 'prevents', 'occurs_in', 'location_of']
['causes', 'augments', 'diagnoses', 'inhibits']
['causes', 'isa', 'location_of', 'coexists_with']
['causes', 'inhibits', 'disrupts', 'location_of']
['causes', 'compared_with', 'coexists_with', 'associated_with']
['causes', 'treats', 'location_of', 'diagnoses']
['causes', 'treats', 'treats', 'same_as']
['causes', 'stimulates', 'prevents', 'same_as']
['causes', 'stimulates', 'diagnoses', 'location_of']
['causes', 'location_of', 'diagnoses', 'treats']
['causes', 'same_as']
['causes', 'complicates', 'causes', 'treats']
['causes', 'part_of', 'diagnoses', 'inhibits']
['causes', 'augments', 'same_as', 'augments']
['causes', 'affects', 'stimulates', 'inhibits']
['causes', 'augments', 'stimulates', 'interacts_with']
['causes', 'stimulates', 'inhibits', 'causes']
['causes', 'part_of', 'prevents', 'compared_with']
['causes', 'interacts_with', 'causes']
['causes', 'part_of', 'same_as', 'inhibits']
['causes', 'coexists_with', 'causes', 'part_of']
['causes', 'compared_with', 'inhibits', 'occurs_in']
['causes', 'produces', 'inhibits', 'treats']
['causes', 'interacts_with', 'augments', 'augments']
['causes', 'stimulates', 'occurs_in', 'causes']
['causes', 'prevents', 'occurs_in']
['causes', 'isa', 'inhibits']
['causes', 'part_of', 'inhibits', 'compared_with']
['causes', 'causes', 'associated_with', 'occurs_in']
['causes', 'same_as', 'part_of', 'stimulates']
['causes', 'associated_with', 'compared_with', 'complicates']
['causes', 'isa', 'inhibits', 'isa']
['causes', 'stimulates', 'isa', 'associated_with']
['causes', 'compared_with', 'stimulates', 'interacts_with']
['causes', 'part_of', 'complicates', 'isa']
['causes', 'diagnoses', 'same_as', 'complicates']
['causes', 'causes', 'associated_with', 'location_of']
['causes', 'isa', 'isa']
['causes', 'treats', 'occurs_in', 'affects']
['causes', 'location_of', 'produces', 'associated_with']
['causes', 'treats', 'stimulates', 'location_of']
['causes', 'complicates', 'prevents', 'same_as']
['causes', 'complicates', 'occurs_in', 'compared_with']
['causes', 'augments', 'isa', 'treats']
['causes', 'disrupts', 'diagnoses', 'causes']
['causes', 'causes', 'augments', 'same_as']
['causes', 'stimulates', 'stimulates', 'produces']
['causes', 'augments', 'prevents', 'occurs_in']
['causes', 'same_as', 'inhibits', 'affects']
['causes', 'diagnoses', 'compared_with', 'interacts_with']
['causes', 'prevents', 'occurs_in', 'compared_with']
['causes', 'stimulates', 'compared_with', 'produces']
['causes', 'associated_with', 'isa', 'affects']
['causes', 'disrupts', 'interacts_with', 'treats']
['causes', 'treats', 'compared_with', 'occurs_in']
['stimulates', 'treats', 'associated_with', 'occurs_in']
['stimulates', 'prevents', 'location_of', 'affects']
['stimulates', 'augments', 'inhibits', 'compared_with']
['stimulates', 'isa', 'inhibits', 'coexists_with']
['stimulates', 'prevents', 'augments', 'stimulates']
['stimulates', 'associated_with', 'augments', 'occurs_in']
['stimulates', 'isa', 'complicates', 'diagnoses']
['stimulates', 'associated_with', 'part_of', 'coexists_with']
['stimulates', 'coexists_with', 'isa', 'treats']
['stimulates', 'occurs_in', 'disrupts', 'same_as']
['stimulates', 'augments', 'causes']
['stimulates', 'affects', 'inhibits', 'complicates']
['stimulates', 'compared_with', 'disrupts', 'associated_with']
['stimulates', 'compared_with', 'inhibits', 'diagnoses']
['stimulates', 'interacts_with', 'part_of']
['stimulates', 'diagnoses', 'compared_with', 'stimulates']
['stimulates', 'inhibits', 'occurs_in', 'inhibits']
['stimulates', 'diagnoses', 'augments', 'produces']
['stimulates', 'isa', 'isa', 'disrupts']
['stimulates', 'location_of', 'interacts_with', 'location_of']
['stimulates', 'occurs_in', 'produces', 'causes']
['stimulates', 'diagnoses', 'complicates', 'augments']
['stimulates', 'part_of', 'treats', 'augments']
['stimulates', 'coexists_with', 'associated_with', 'same_as']
['stimulates', 'affects', 'produces', 'inhibits']
['stimulates', 'treats', 'produces', 'disrupts']
['stimulates', 'treats', 'inhibits', 'treats']
['stimulates', 'coexists_with', 'same_as', 'complicates']
['stimulates', 'augments', 'stimulates', 'coexists_with']
['stimulates', 'interacts_with', 'prevents', 'augments']
['stimulates', 'location_of', 'stimulates', 'affects']
['stimulates', 'interacts_with', 'associated_with', 'part_of']
['stimulates', 'causes', 'inhibits', 'augments']
['stimulates', 'stimulates', 'causes', 'coexists_with']
['stimulates', 'same_as', 'inhibits', 'disrupts']
['stimulates', 'associated_with', 'location_of']
['stimulates', 'stimulates', 'complicates', 'causes']
['stimulates', 'occurs_in', 'produces', 'same_as']
['stimulates', 'complicates', 'complicates', 'causes']
['stimulates', 'same_as', 'complicates', 'interacts_with']
['stimulates', 'diagnoses', 'complicates']
['stimulates', 'interacts_with', 'prevents', 'disrupts']
['stimulates', 'inhibits', 'occurs_in']
['stimulates', 'prevents', 'same_as', 'compared_with']
['stimulates', 'augments', 'diagnoses', 'interacts_with']
['stimulates', 'same_as', 'isa', 'occurs_in']
['stimulates', 'stimulates']
['stimulates', 'compared_with', 'causes', 'inhibits']
['stimulates', 'produces', 'inhibits', 'interacts_with']
['stimulates', 'coexists_with', 'isa', 'associated_with']
['stimulates', 'augments', 'occurs_in']
['stimulates', 'augments', 'coexists_with']
['stimulates', 'affects', 'occurs_in', 'isa']
['stimulates', 'disrupts', 'isa', 'stimulates']
['stimulates', 'part_of', 'associated_with', 'stimulates']
['stimulates', 'same_as', 'coexists_with', 'prevents']
['stimulates', 'occurs_in', 'causes', 'part_of']
['stimulates', 'occurs_in', 'stimulates', 'occurs_in']
['stimulates', 'compared_with', 'causes', 'causes']
['stimulates', 'same_as', 'interacts_with', 'interacts_with']
['stimulates', 'isa', 'part_of', 'disrupts']
['stimulates', 'diagnoses', 'location_of', 'prevents']
['stimulates', 'stimulates', 'inhibits', 'location_of']
['stimulates', 'coexists_with', 'compared_with', 'location_of']
['stimulates', 'produces', 'same_as', 'inhibits']
['stimulates']
['stimulates', 'location_of', 'part_of', 'compared_with']
['stimulates', 'isa', 'part_of', 'compared_with']
['stimulates', 'compared_with', 'produces', 'produces']
['stimulates', 'inhibits']
['stimulates', 'affects', 'part_of', 'affects']
['stimulates', 'same_as']
['stimulates', 'interacts_with', 'coexists_with', 'stimulates']
['stimulates', 'complicates', 'treats']
['stimulates', 'inhibits', 'affects', 'augments']
['stimulates', 'augments', 'augments', 'prevents']
['stimulates', 'produces', 'disrupts', 'produces']
['stimulates', 'complicates', 'location_of', 'location_of']
['stimulates', 'part_of', 'interacts_with', 'inhibits']
['stimulates', 'produces', 'interacts_with', 'prevents']
['stimulates', 'associated_with', 'location_of', 'compared_with']
['stimulates', 'augments', 'compared_with', 'inhibits']
['stimulates', 'occurs_in', 'affects', 'associated_with']
['stimulates', 'compared_with', 'complicates', 'associated_with']
['stimulates', 'prevents', 'interacts_with', 'occurs_in']
['stimulates', 'part_of', 'augments', 'produces']
['stimulates', 'disrupts', 'produces', 'produces']
