['diagnoses', 'coexists_with', 'location_of', 'associated_with']
['disrupts', 'location_of', 'same_as', 'prevents']
['disrupts', 'inhibits', 'interacts_with', 'compared_with']
['disrupts', 'augments', 'interacts_with', 'occurs_in']
['disrupts', 'coexists_with', 'isa', 'isa']
['disrupts', 'location_of', 'coexists_with', 'occurs_in']
['disrupts', 'complicates', 'prevents', 'treats']
['disrupts', 'isa', 'prevents', 'diagnoses']
['disrupts', 'diagnoses', 'augments', 'interacts_with']
['disrupts', 'location_of', 'part_of', 'produces']
['disrupts', 'inhibits', 'isa', 'produces']
['disrupts', 'isa', 'treats', 'location_of']
['disrupts', 'inhibits', 'causes']
['disrupts', 'same_as']
['disrupts', 'coexists_with', 'isa', 'inhibits']
['disrupts', 'causes', 'affects', 'affects']
['disrupts', 'associated_with', 'coexists_with', 'compared_with']
['disrupts', 'compared_with', 'treats', 'complicates']
['disrupts', 'occurs_in', 'diagnoses', 'diagnoses']
['disrupts', 'associated_with', 'inhibits', 'augments']
['disrupts', 'occurs_in', 'same_as', 'isa']
['disrupts', 'prevents', 'causes', 'compared_with']
['disrupts', 'isa', 'augments', 'interacts_with']
['disrupts', 'location_of', 'diagnoses', 'location_of']
['disrupts', 'location_of', 'treats', 'part_of']
['disrupts', 'occurs_in', 'prevents', 'compared_with']
['disrupts', 'causes', 'prevents', 'compared_with']
['disrupts', 'produces', 'disrupts', 'stimulates']
['produces', 'causes', 'diagnoses', 'part_of']
['produces', 'causes', 'treats', 'diagnoses']
['produces', 'occurs_in', 'occurs_in', 'stimulates']
['produces', 'coexists_with', 'complicates', 'treats']
['produces', 'causes', 'complicates', 'diagnoses']
['produces', 'treats', 'occurs_in']
['produces', 'compared_with', 'associated_with', 'associated_with']
['produces', 'isa', 'occurs_in', 'occurs_in']
['produces', 'complicates', 'coexists_with', 'occurs_in']
['produces', 'augments', 'part_of', 'compared_with']
['produces', 'diagnoses', 'diagnoses', 'produces']
['produces', 'same_as', 'part_of', 'occurs_in']
['produces', 'stimulates', 'augments', 'associated_with']
['produces', 'prevents', 'stimulates', 'produces']
['produces', 'part_of', 'associated_with', 'inhibits']
['produces', 'produces', 'compared_with', 'complicates']
['produces', 'inhibits', 'isa', 'produces']
['produces', 'associated_with', 'location_of', 'location_of']
['produces', 'complicates', 'augments', 'causes']
['produces', 'inhibits', 'disrupts', 'augments']
['produces', 'associated_with', 'disrupts', 'prevents']
['produces', 'stimulates', 'prevents', 'interacts_with']
['produces', 'compared_with', 'compared_with', 'compared_with']
['produces', 'inhibits', 'stimulates', 'inhibits']
['produces', 'treats', 'same_as', 'augments']
['produces', 'stimulates', 'inhibits', 'prevents']
['produces', 'treats', 'affects', 'occurs_in']
['produces', 'prevents', 'causes']
['produces', 'stimulates', 'stimulates', 'causes']
['produces', 'diagnoses', 'same_as', 'interacts_with']
['produces', 'interacts_with', 'location_of', 'augments']
['produces', 'augments', 'isa', 'prevents']
['produces', 'produces', 'produces', 'disrupts']
['produces', 'affects', 'augments', 'inhibits']
['produces', 'part_of', 'associated_with', 'isa']
['produces', 'causes', 'diagnoses', 'disrupts']
['produces', 'stimulates', 'coexists_with', 'diagnoses']
['produces', 'isa', 'compared_with', 'location_of']
['produces', 'same_as', 'stimulates', 'occurs_in']
['produces', 'prevents', 'coexists_with']
['produces', 'affects', 'augments', 'affects']
['produces', 'complicates', 'inhibits', 'occurs_in']
['produces', 'occurs_in', 'complicates', 'inhibits']
['produces', 'diagnoses', 'occurs_in']
['produces', 'part_of', 'interacts_with', 'occurs_in']
['produces', 'inhibits', 'treats', 'associated_with']
['produces', 'isa', 'complicates', 'associated_with']
['produces', 'isa', 'coexists_with', 'inhibits']
['produces', 'interacts_with', 'disrupts', 'stimulates']
['produces', 'complicates', 'disrupts', 'disrupts']
['produces', 'associated_with', 'complicates', 'treats']
['produces', 'complicates', 'inhibits', 'part_of']
['produces', 'produces', 'disrupts', 'coexists_with']
['produces', 'occurs_in', 'part_of', 'disrupts']
['produces', 'treats', 'produces', 'augments']
['produces', 'occurs_in', 'treats']
['produces', 'affects', 'coexists_with', 'part_of']
['produces', 'same_as', 'isa', 'inhibits']
['produces', 'location_of', 'part_of', 'affects']
['produces', 'stimulates', 'compared_with', 'part_of']
['produces', 'produces', 'inhibits', 'produces']
['produces', 'location_of', 'occurs_in', 'associated_with']
['produces', 'complicates', 'coexists_with', 'treats']
['produces', 'disrupts', 'affects', 'compared_with']
['produces', 'treats', 'inhibits', 'location_of']
['produces', 'stimulates', 'causes', 'associated_with']
['produces', 'diagnoses', 'associated_with', 'treats']
['produces', 'treats']
['produces', 'augments', 'stimulates', 'same_as']
['produces', 'prevents', 'produces', 'interacts_with']
['produces', 'same_as', 'disrupts', 'isa']
['produces', 'associated_with', 'associated_with', 'inhibits']
['produces', 'prevents', 'prevents', 'isa']
['produces', 'inhibits', 'part_of', 'produces']
['produces', 'treats', 'augments', 'complicates']
['produces', 'causes', 'prevents', 'complicates']
['produces', 'inhibits', 'diagnoses', 'diagnoses']
['produces', 'coexists_with', 'augments', 'compared_with']
['produces', 'inhibits', 'inhibits', 'coexists_with']
['produces', 'prevents']
['produces', 'affects', 'inhibits', 'affects']
['produces', 'compared_with', 'associated_with', 'complicates']
['produces', 'inhibits', 'causes', 'associated_with']
['produces', 'disrupts', 'compared_with', 'treats']
['produces', 'interacts_with', 'augments', 'produces']
['produces', 'augments', 'treats', 'location_of']
['produces', 'compared_with', 'location_of', 'occurs_in']
['produces', 'augments', 'occurs_in']
['produces', 'diagnoses', 'inhibits', 'associated_with']
['produces', 'prevents', 'interacts_with']
['produces', 'inhibits', 'isa', 'prevents']
['produces', 'prevents', 'disrupts', 'causes']
['produces', 'augments', 'causes', 'affects']
['produces', 'prevents', 'compared_with', 'associated_with']
['produces']
['compared_with', 'prevents', 'compared_with', 'produces']
['compared_with', 'isa', 'coexists_with', 'augments']
['compared_with', 'inhibits', 'same_as', 'disrupts']
['compared_with', 'location_of', 'prevents', 'interacts_with']
['compared_with', 'occurs_in', 'interacts_with', 'same_as']
['compared_with', 'associated_with', 'augments', 'location_of']
['compared_with', 'causes', 'causes', 'produces']
['compared_with', 'same_as', 'coexists_with', 'disrupts']
['compared_with', 'produces', 'same_as', 'stimulates']
['compared_with', 'inhibits', 'augments', 'inhibits']
['compared_with', 'diagnoses', 'causes', 'part_of']
['compared_with', 'occurs_in', 'location_of', 'inhibits']
['compared_with', 'causes', 'isa', 'inhibits']
['compared_with', 'location_of', 'treats', 'treats']
['compared_with', 'occurs_in', 'inhibits', 'augments']
['compared_with', 'causes', 'location_of', 'isa']
['compared_with', 'produces', 'treats', 'interacts_with']
['compared_with', 'augments', 'part_of', 'affects']
['compared_with', 'disrupts', 'produces', 'interacts_with']
['compared_with', 'stimulates', 'prevents', 'inhibits']
['compared_with', 'diagnoses', 'associated_with', 'occurs_in']
['compared_with', 'disrupts', 'treats', 'same_as']
['compared_with', 'complicates', 'interacts_with', 'occurs_in']
['compared_with', 'compared_with', 'location_of', 'stimulates']
['compared_with', 'stimulates', 'same_as', 'stimulates']
['compared_with', 'diagnoses', 'prevents', 'diagnoses']
['compared_with', 'produces', 'augments', 'diagnoses']
['compared_with', 'augments', 'coexists_with', 'produces']
['compared_with', 'part_of']
['compared_with', 'prevents', 'compared_with', 'interacts_with']
['compared_with', 'inhibits', 'occurs_in', 'prevents']
['compared_with', 'prevents', 'occurs_in', 'prevents']
['compared_with', 'inhibits', 'affects', 'interacts_with']
['compared_with', 'stimulates', 'interacts_with', 'causes']
['compared_with', 'stimulates', 'treats', 'coexists_with']
['compared_with', 'compared_with', 'stimulates', 'same_as']
['compared_with', 'same_as', 'part_of', 'inhibits']
['compared_with', 'stimulates', 'causes']
['compared_with', 'treats', 'associated_with', 'same_as']
['compared_with', 'causes', 'coexists_with', 'location_of']
['compared_with', 'associated_with', 'prevents', 'diagnoses']
['compared_with', 'location_of', 'compared_with', 'prevents']
['compared_with', 'treats', 'location_of', 'location_of']
['compared_with', 'causes', 'occurs_in', 'part_of']
['compared_with', 'inhibits', 'causes', 'diagnoses']
['compared_with', 'compared_with', 'treats', 'prevents']
['compared_with', 'augments', 'disrupts', 'isa']
['compared_with', 'disrupts', 'inhibits', 'compared_with']
['compared_with', 'causes', 'prevents', 'same_as']
['compared_with', 'associated_with', 'inhibits', 'location_of']
['compared_with', 'affects', 'diagnoses', 'affects']
['compared_with', 'diagnoses', 'complicates', 'occurs_in']
['compared_with', 'compared_with']
['compared_with', 'occurs_in', 'complicates', 'location_of']
['compared_with', 'part_of', 'compared_with', 'augments']
['compared_with', 'inhibits', 'causes', 'augments']
['compared_with', 'associated_with', 'interacts_with', 'coexists_with']
['compared_with', 'isa', 'occurs_in', 'produces']
['compared_with']
['compared_with', 'coexists_with', 'inhibits', 'same_as']
['compared_with', 'treats', 'augments', 'diagnoses']
['compared_with', 'produces', 'augments', 'isa']
['compared_with', 'affects', 'compared_with', 'compared_with']
['compared_with', 'part_of', 'same_as', 'augments']
['compared_with', 'coexists_with', 'location_of', 'treats']
['compared_with', 'augments', 'augments', 'compared_with']
['compared_with', 'coexists_with', 'isa']
['compared_with', 'interacts_with', 'location_of', 'treats']
['compared_with', 'disrupts', 'inhibits', 'inhibits']
['compared_with', 'interacts_with', 'prevents', 'occurs_in']
['compared_with', 'compared_with', 'occurs_in', 'inhibits']
['compared_with', 'part_of', 'disrupts', 'associated_with']
['compared_with', 'coexists_with', 'associated_with', 'complicates']
['compared_with', 'affects', 'interacts_with', 'associated_with']
['compared_with', 'coexists_with', 'complicates', 'diagnoses']
['compared_with', 'isa', 'stimulates', 'inhibits']
['compared_with', 'compared_with', 'occurs_in', 'location_of']
['compared_with', 'location_of', 'diagnoses']
['compared_with', 'compared_with', 'disrupts', 'diagnoses']
['compared_with', 'compared_with', 'stimulates', 'treats']
['compared_with', 'associated_with', 'complicates', 'inhibits']
['compared_with', 'disrupts', 'stimulates', 'isa']
['compared_with', 'produces', 'location_of', 'part_of']
['compared_with', 'disrupts', 'isa', 'causes']
['compared_with', 'causes', 'coexists_with', 'produces']
['compared_with', 'same_as', 'disrupts', 'inhibits']
['compared_with', 'location_of', 'location_of', 'occurs_in']
['compared_with', 'diagnoses', 'disrupts', 'occurs_in']
['compared_with', 'location_of', 'diagnoses', 'inhibits']
['compared_with', 'affects', 'produces', 'augments']
['compared_with', 'causes']
['compared_with', 'location_of', 'disrupts', 'augments']
['compared_with', 'isa', 'same_as', 'location_of']
['compared_with', 'location_of', 'occurs_in', 'causes']
['compared_with', 'produces', 'associated_with', 'prevents']
['compared_with', 'produces', 'occurs_in', 'diagnoses']
['compared_with', 'location_of', 'disrupts', 'part_of']
['augments', 'complicates', 'causes', 'occurs_in']
['augments', 'prevents', 'stimulates', 'treats']
['augments', 'occurs_in', 'interacts_with', 'interacts_with']
['augments', 'coexists_with', 'compared_with', 'associated_with']
['augments', 'location_of', 'disrupts', 'disrupts']
['augments', 'occurs_in', 'augments', 'isa']
['augments', 'disrupts', 'occurs_in', 'associated_with']
['augments', 'location_of', 'complicates', 'stimulates']
['augments', 'augments', 'inhibits', 'prevents']
['augments', 'interacts_with', 'diagnoses', 'same_as']
['augments', 'part_of', 'produces', 'location_of']
['augments', 'inhibits', 'interacts_with', 'produces']
['augments', 'isa', 'treats', 'stimulates']
['augments', 'disrupts', 'augments', 'inhibits']
['augments', 'location_of', 'treats', 'inhibits']
['augments', 'location_of', 'location_of', 'inhibits']
['augments', 'prevents', 'diagnoses', 'complicates']
['augments', 'isa', 'coexists_with', 'associated_with']
['augments', 'part_of', 'occurs_in', 'treats']
['augments', 'compared_with', 'same_as', 'treats']
['augments', 'causes', 'diagnoses', 'stimulates']
['augments', 'augments', 'treats', 'affects']
['augments', 'part_of', 'prevents', 'location_of']
['augments', 'same_as', 'location_of', 'prevents']
['augments', 'causes', 'location_of', 'part_of']
['augments', 'stimulates', 'causes', 'isa']
['augments', 'associated_with', 'treats', 'isa']
['augments', 'diagnoses', 'causes', 'compared_with']
['augments', 'inhibits', 'prevents', 'coexists_with']
['augments', 'causes']
['augments', 'complicates', 'associated_with', 'diagnoses']
['augments', 'diagnoses', 'inhibits', 'same_as']
['augments', 'disrupts', 'diagnoses', 'location_of']
['augments', 'inhibits', 'causes', 'augments']
['augments', 'augments', 'inhibits', 'produces']
['augments', 'inhibits', 'isa', 'prevents']
['augments', 'associated_with', 'compared_with', 'treats']
['augments', 'coexists_with', 'causes', 'associated_with']
['augments', 'inhibits', 'interacts_with', 'coexists_with']
['augments', 'prevents', 'inhibits', 'complicates']
['augments', 'isa']
['augments', 'inhibits']
['augments', 'diagnoses', 'affects', 'occurs_in']
['augments', 'occurs_in', 'inhibits', 'treats']
['augments', 'compared_with', 'interacts_with', 'same_as']
['augments', 'produces', 'same_as', 'same_as']
['augments', 'coexists_with', 'occurs_in', 'disrupts']
['augments', 'augments', 'coexists_with', 'coexists_with']
['augments', 'affects', 'affects', 'disrupts']
['augments', 'treats', 'produces', 'inhibits']
['augments', 'stimulates', 'diagnoses', 'associated_with']
['augments', 'occurs_in', 'coexists_with', 'inhibits']
['augments', 'compared_with', 'affects', 'stimulates']
['augments']
['augments', 'occurs_in', 'stimulates', 'location_of']
['augments', 'location_of']
['augments', 'coexists_with', 'occurs_in', 'interacts_with']
['augments', 'inhibits', 'compared_with', 'complicates']
['augments', 'interacts_with', 'prevents', 'prevents']
['augments', 'interacts_with', 'disrupts', 'coexists_with']
['augments', 'coexists_with', 'location_of', 'occurs_in']
['augments', 'stimulates', 'inhibits', 'associated_with']
['augments', 'stimulates', 'location_of', 'prevents']
['augments', 'occurs_in', 'coexists_with', 'isa']
['augments', 'same_as', 'associated_with', 'stimulates']
['augments', 'part_of', 'associated_with', 'location_of']
['augments', 'prevents', 'causes', 'inhibits']
['augments', 'augments', 'same_as', 'produces']
['augments', 'prevents', 'treats', 'same_as']
['augments', 'produces', 'augments', 'same_as']
['augments', 'disrupts', 'affects', 'isa']
['augments', 'causes', 'inhibits', 'treats']
['augments', 'same_as', 'interacts_with', 'occurs_in']
['augments', 'isa', 'occurs_in', 'associated_with']
['augments', 'augments', 'causes', 'inhibits']
['augments', 'associated_with', 'stimulates', 'part_of']
['augments', 'produces', 'causes', 'coexists_with']
['augments', 'augments', 'interacts_with', 'part_of']
['augments', 'isa', 'causes', 'diagnoses']
['augments', 'inhibits', 'treats', 'causes']
['augments', 'isa', 'part_of', 'compared_with']
['augments', 'affects', 'prevents', 'prevents']
['augments', 'stimulates', 'location_of', 'isa']
['augments', 'prevents', 'affects', 'compared_with']
['augments', 'produces', 'diagnoses', 'inhibits']
['augments', 'compared_with', 'isa', 'interacts_with']
['augments', 'occurs_in', 'part_of', 'location_of']
['augments', 'coexists_with', 'compared_with', 'causes']
['augments', 'stimulates', 'same_as', 'prevents']
['augments', 'prevents', 'stimulates', 'compared_with']
['augments', 'same_as', 'compared_with', 'same_as']
['augments', 'location_of', 'occurs_in', 'prevents']
['augments', 'treats', 'coexists_with', 'prevents']
['augments', 'isa', 'diagnoses', 'compared_with']
['augments', 'location_of', 'compared_with', 'stimulates']
['augments', 'produces']
['inhibits', 'disrupts', 'isa', 'location_of']
['inhibits', 'augments']
['inhibits', 'isa']
['inhibits', 'part_of', 'part_of', 'causes']
['inhibits', 'associated_with', 'inhibits', 'occurs_in']
['inhibits', 'inhibits', 'location_of', 'causes']
['inhibits', 'affects', 'causes', 'diagnoses']
['inhibits', 'produces', 'disrupts', 'part_of']
['inhibits', 'inhibits', 'complicates', 'coexists_with']
['inhibits', 'location_of', 'stimulates', 'diagnoses']
['inhibits', 'part_of', 'location_of', 'produces']
['inhibits', 'affects']
['inhibits', 'inhibits', 'compared_with', 'stimulates']
['inhibits', 'part_of', 'interacts_with', 'prevents']
['inhibits', 'location_of', 'treats', 'diagnoses']
['inhibits', 'stimulates', 'same_as', 'interacts_with']
['inhibits', 'augments', 'coexists_with', 'produces']
['inhibits', 'diagnoses', 'stimulates', 'associated_with']
['inhibits', 'location_of', 'prevents', 'complicates']
['inhibits']
['inhibits', 'part_of', 'augments', 'same_as']
['inhibits', 'interacts_with', 'part_of', 'compared_with']
['inhibits', 'inhibits', 'prevents', 'part_of']
['inhibits', 'interacts_with']
['inhibits', 'same_as', 'inhibits', 'inhibits']
['inhibits', 'associated_with', 'compared_with', 'interacts_with']
['inhibits', 'location_of', 'diagnoses', 'same_as']
['inhibits', 'produces', 'part_of', 'complicates']
['inhibits', 'diagnoses', 'augments', 'interacts_with']
['inhibits', 'same_as', 'compared_with', 'occurs_in']
['inhibits', 'diagnoses', 'location_of', 'treats']
['inhibits', 'complicates', 'stimulates', 'occurs_in']
['inhibits', 'inhibits', 'isa', 'treats']
['inhibits', 'stimulates', 'augments', 'same_as']
['inhibits', 'occurs_in', 'prevents', 'augments']
['inhibits', 'inhibits', 'inhibits', 'inhibits']
['inhibits', 'causes', 'same_as', 'location_of']
['inhibits', 'associated_with']
['inhibits', 'affects', 'treats', 'causes']
['inhibits', 'prevents', 'diagnoses', 'inhibits']
['inhibits', 'affects', 'coexists_with', 'compared_with']
['inhibits', 'inhibits', 'produces', 'complicates']
['inhibits', 'inhibits', 'isa', 'occurs_in']
['inhibits', 'associated_with', 'associated_with', 'produces']
['inhibits', 'occurs_in', 'compared_with', 'prevents']
['inhibits', 'causes', 'interacts_with', 'coexists_with']
['inhibits', 'causes', 'isa', 'inhibits']
['inhibits', 'stimulates', 'same_as', 'isa']
['inhibits', 'part_of', 'augments', 'diagnoses']
['inhibits', 'disrupts', 'compared_with', 'affects']
['inhibits', 'prevents', 'causes', 'complicates']
['inhibits', 'same_as', 'same_as', 'interacts_with']
['inhibits', 'diagnoses', 'location_of']
['inhibits', 'occurs_in', 'compared_with', 'stimulates']
['inhibits', 'occurs_in', 'part_of', 'augments']
['inhibits', 'disrupts', 'compared_with', 'occurs_in']
['inhibits', 'stimulates', 'treats', 'stimulates']
['inhibits', 'isa', 'occurs_in', 'complicates']
['inhibits', 'part_of', 'diagnoses', 'causes']
['inhibits', 'occurs_in', 'occurs_in', 'compared_with']
['inhibits', 'treats', 'occurs_in', 'location_of']
['inhibits', 'treats', 'same_as', 'inhibits']
['inhibits', 'inhibits']
['inhibits', 'prevents', 'prevents', 'diagnoses']
['inhibits', 'causes', 'associated_with', 'complicates']
['inhibits', 'isa', 'treats', 'same_as']
['inhibits', 'prevents', 'prevents', 'interacts_with']
['inhibits', 'interacts_with', 'produces', 'compared_with']
['inhibits', 'causes', 'diagnoses', 'isa']
['inhibits', 'affects', 'compared_with', 'associated_with']
['inhibits', 'coexists_with', 'augments', 'inhibits']
['inhibits', 'augments', 'interacts_with', 'coexists_with']
['inhibits', 'produces', 'occurs_in', 'complicates']
['inhibits', 'occurs_in', 'affects', 'location_of']
['inhibits', 'part_of', 'occurs_in', 'occurs_in']
['inhibits', 'location_of']
['inhibits', 'compared_with', 'coexists_with', 'interacts_with']
['inhibits', 'associated_with', 'affects', 'compared_with']
['inhibits', 'treats', 'stimulates', 'part_of']
['inhibits', 'inhibits', 'causes']
['inhibits', 'affects', 'location_of', 'compared_with']
['inhibits', 'compared_with', 'compared_with', 'complicates']
['inhibits', 'compared_with', 'occurs_in', 'coexists_with']
['inhibits', 'location_of', 'location_of', 'compared_with']
['inhibits', 'augments', 'part_of', 'diagnoses']
['inhibits', 'associated_with', 'occurs_in', 'occurs_in']
['inhibits', 'isa', 'affects', 'associated_with']
['inhibits', 'augments', 'complicates', 'isa']
['inhibits', 'same_as', 'complicates', 'complicates']
['inhibits', 'location_of', 'occurs_in', 'diagnoses']
['inhibits', 'stimulates', 'occurs_in', 'coexists_with']
['inhibits', 'diagnoses', 'complicates', 'interacts_with']
['inhibits', 'treats']
['inhibits', 'occurs_in', 'inhibits', 'location_of']
['inhibits', 'inhibits', 'location_of', 'interacts_with']
['inhibits', 'stimulates', 'inhibits', 'causes']
['inhibits', 'occurs_in', 'prevents', 'diagnoses']
['inhibits', 'location_of', 'prevents', 'produces']
['causes', 'inhibits', 'stimulates', 'occurs_in']
['causes', 'compared_with', 'compared_with', 'interacts_with']
['causes', 'complicates', 'diagnoses', 'prevents']
['causes', 'interacts_with', 'part_of', 'same_as']
['causes', 'interacts_with', 'disrupts', 'compared_with']
['causes', 'occurs_in']
['causes', 'causes', 'compared_with', 'causes']
['causes', 'associated_with', 'same_as', 'inhibits']
['causes', 'same_as', 'inhibits', 'treats']
['causes', 'occurs_in', 'inhibits', 'diagnoses']
['causes', 'associated_with', 'prevents', 'causes']
['causes', 'part_of', 'diagnoses', 'causes']
['causes', 'causes', 'affects', 'occurs_in']
['causes', 'coexists_with', 'causes']
['causes', 'causes', 'interacts_with', 'isa']
['causes', 'treats', 'compared_with', 'prevents']
['causes', 'inhibits', 'isa', 'isa']
['causes', 'causes', 'occurs_in', 'compared_with']
['causes', 'same_as', 'coexists_with', 'inhibits']
['causes', 'interacts_with', 'compared_with', 'prevents']
['causes', 'augments', 'disrupts', 'stimulates']
['causes', 'interacts_with', 'occurs_in', 'same_as']
['causes', 'prevents', 'compared_with', 'coexists_with']
['causes', 'occurs_in', 'compared_with', 'produces']
['causes', 'prevents', 'prevents', 'treats']
['causes', 'occurs_in', 'coexists_with', 'isa']
['causes', 'complicates', 'causes', 'diagnoses']
['causes', 'augments', 'causes', 'complicates']
['causes', 'prevents']
['causes', 'diagnoses', 'occurs_in', 'produces']
['causes', 'inhibits', 'part_of', 'complicates']
['causes', 'interacts_with', 'augments', 'compared_with']
['causes', 'occurs_in', 'affects', 'inhibits']
['causes', 'causes', 'augments', 'part_of']
['causes', 'causes', 'augments', 'disrupts']
['causes', 'isa', 'isa', 'diagnoses']
['causes', 'compared_with', 'treats', 'part_of']
['causes', 'same_as', 'same_as', 'compared_with']
['causes', 'disrupts', 'compared_with', 'same_as']
['causes', 'coexists_with', 'compared_with', 'affects']
['causes', 'location_of', 'disrupts', 'produces']
['causes', 'interacts_with', 'occurs_in', 'prevents']
['causes', 'prevents', 'prevents', 'associated_with']
['causes', 'treats', 'augments', 'diagnoses']
['causes', 'part_of', 'location_of', 'inhibits']
['causes', 'diagnoses', 'disrupts', 'isa']
['causes', 'interacts_with', 'produces', 'part_of']
['causes', 'treats', 'occurs_in', 'disrupts']
['causes', 'affects', 'disrupts', 'disrupts']
['causes', 'interacts_with', 'disrupts', 'occurs_in']
['causes', 'produces', 'diagnoses', 'diagnoses']
['causes', 'stimulates', 'disrupts', 'prevents']
['causes', 'inhibits', 'prevents', 'inhibits']
['causes', 'causes', 'coexists_with', 'occurs_in']
['causes', 'inhibits', 'associated_with', 'inhibits']
['causes', 'prevents', 'complicates', 'compared_with']
['causes', 'inhibits', 'compared_with', 'disrupts']
['causes', 'causes', 'treats', 'produces']
['causes', 'affects', 'causes', 'diagnoses']
['causes', 'inhibits', 'diagnoses', 'coexists_with']
['causes', 'coexists_with', 'location_of', 'coexists_with']
['causes', 'occurs_in', 'causes', 'produces']
['causes', 'complicates', 'augments', 'complicates']
['causes', 'prevents', 'interacts_with', 'part_of']
['causes', 'inhibits', 'augments', 'compared_with']
['causes', 'treats', 'prevents', 'complicates']
['causes', 'augments', 'associated_with', 'same_as']
['causes', 'augments']
['causes', 'interacts_with', 'disrupts', 'inhibits']
['causes', 'affects', 'treats']
['causes', 'inhibits', 'isa', 'part_of']
['causes', 'coexists_with', 'associated_with', 'part_of']
['causes', 'prevents', 'causes', 'associated_with']
['causes', 'part_of', 'location_of', 'location_of']
['causes', 'treats', 'augments', 'isa']
['causes', 'affects', 'produces', 'occurs_in']
['causes', 'produces', 'compared_with', 'isa']
['causes', 'same_as', 'occurs_in', 'causes']
['causes', 'augments', 'diagnoses', 'coexists_with']
['causes', 'affects', 'augments']
['causes', 'diagnoses', 'coexists_with', 'compared_with']
['causes', 'isa', 'treats', 'coexists_with']
['causes', 'compared_with', 'associated_with', 'prevents']
['causes', 'treats', 'isa', 'occurs_in']
['causes', 'treats', 'isa', 'interacts_with']
['causes']
['causes', 'isa', 'diagnoses', 'coexists_with']
['causes', 'disrupts', 'interacts_with', 'disrupts']
['causes', 'causes', 'inhibits', 'inhibits']
['causes', 'causes', 'compared_with', 'inhibits']
['causes', 'occurs_in', 'interacts_with', 'associated_with']
['causes', 'isa', 'prevents', 'isa']
['causes', 'disrupts', 'treats', 'diagnoses']
['causes', 'disrupts', 'causes', 'coexists_with']
['causes', 'coexists_with', 'isa', 'complicates']
['causes', 'inhibits', 'occurs_in', 'location_of']
['causes', 'compared_with', 'location_of', 'augments']
['causes', 'associated_with', 'diagnoses', 'prevents']
['stimulates', 'location_of', 'disrupts', 'compared_with']
['stimulates', 'causes', 'augments', 'disrupts']
['stimulates', 'isa', 'stimulates', 'affects']
['stimulates', 'location_of', 'isa', 'affects']
['stimulates', 'interacts_with', 'affects', 'causes']
['stimulates', 'compared_with', 'stimulates', 'prevents']
['stimulates', 'isa', 'treats', 'complicates']
['stimulates', 'augments', 'inhibits', 'inhibits']
['stimulates', 'treats', 'affects']
['stimulates', 'location_of', 'stimulates', 'diagnoses']
['stimulates', 'causes', 'compared_with', 'associated_with']
['stimulates', 'affects', 'compared_with', 'inhibits']
['stimulates', 'prevents', 'affects', 'occurs_in']
['stimulates', 'augments', 'treats', 'prevents']
['stimulates', 'prevents', 'same_as', 'disrupts']
['stimulates', 'associated_with', 'disrupts', 'interacts_with']
['stimulates', 'isa', 'produces', 'complicates']
['stimulates']
['stimulates', 'augments', 'associated_with', 'causes']
['stimulates', 'compared_with', 'treats', 'augments']
['stimulates', 'part_of', 'treats', 'prevents']
['stimulates', 'compared_with', 'isa', 'disrupts']
['stimulates', 'same_as', 'inhibits', 'augments']
['stimulates', 'affects', 'treats', 'isa']
['stimulates', 'inhibits', 'complicates', 'location_of']
['stimulates', 'part_of', 'diagnoses', 'prevents']
['stimulates', 'diagnoses', 'part_of', 'part_of']
['stimulates', 'diagnoses', 'occurs_in', 'associated_with']
['stimulates', 'coexists_with', 'coexists_with', 'coexists_with']
['stimulates', 'augments', 'affects', 'same_as']
['stimulates', 'associated_with', 'isa', 'disrupts']
['stimulates', 'part_of', 'augments', 'produces']
['stimulates', 'location_of', 'disrupts', 'stimulates']
['stimulates', 'associated_with']
['stimulates', 'occurs_in', 'inhibits', 'complicates']
['stimulates', 'location_of', 'diagnoses', 'complicates']
['stimulates', 'causes', 'location_of', 'associated_with']
['stimulates', 'treats', 'treats', 'disrupts']
['stimulates', 'complicates', 'coexists_with', 'occurs_in']
['stimulates', 'disrupts', 'treats', 'isa']
['stimulates', 'location_of', 'location_of', 'diagnoses']
['stimulates', 'part_of', 'disrupts', 'same_as']
['stimulates', 'location_of', 'same_as', 'interacts_with']
['stimulates', 'isa', 'disrupts', 'inhibits']
['stimulates', 'causes', 'inhibits', 'affects']
['stimulates', 'compared_with']
['stimulates', 'prevents', 'causes', 'coexists_with']
['stimulates', 'augments', 'affects', 'associated_with']
['stimulates', 'treats', 'interacts_with', 'same_as']
['stimulates', 'treats', 'disrupts', 'compared_with']
['stimulates', 'disrupts', 'inhibits', 'location_of']
['stimulates', 'occurs_in', 'diagnoses', 'augments']
['stimulates', 'part_of', 'occurs_in', 'stimulates']
['stimulates', 'compared_with', 'affects', 'diagnoses']
['stimulates', 'associated_with', 'same_as', 'diagnoses']
['stimulates', 'isa', 'compared_with', 'occurs_in']
['stimulates', 'part_of', 'causes', 'prevents']
['stimulates', 'disrupts', 'occurs_in', 'disrupts']
['stimulates', 'inhibits', 'diagnoses']
['stimulates', 'prevents', 'isa', 'treats']
['stimulates', 'location_of', 'inhibits', 'occurs_in']
['stimulates', 'compared_with', 'affects', 'isa']
['stimulates', 'associated_with', 'associated_with', 'stimulates']
['stimulates', 'affects', 'occurs_in', 'inhibits']
