['diagnoses', 'produces', 'causes', 'stimulates']
['disrupts', 'inhibits', 'disrupts', 'disrupts']
['disrupts', 'prevents', 'complicates', 'compared_with']
['produces', 'coexists_with', 'causes', 'location_of']
['produces', 'causes', 'occurs_in']
['produces', 'same_as', 'disrupts', 'produces']
['produces', 'location_of', 'occurs_in', 'same_as']
['produces', 'treats', 'occurs_in', 'stimulates']
['produces', 'associated_with', 'compared_with', 'augments']
['produces', 'part_of', 'same_as', 'occurs_in']
['produces', 'coexists_with', 'location_of', 'disrupts']
['produces', 'part_of', 'occurs_in', 'associated_with']
['produces', 'location_of', 'treats', 'compared_with']
['produces', 'interacts_with', 'produces', 'compared_with']
['produces', 'isa', 'associated_with', 'associated_with']
['produces', 'stimulates', 'disrupts', 'associated_with']
['produces', 'prevents', 'diagnoses', 'treats']
['produces', 'diagnoses', 'isa', 'treats']
['produces', 'associated_with', 'occurs_in', 'disrupts']
['produces', 'produces', 'complicates', 'compared_with']
['produces', 'stimulates', 'causes', 'interacts_with']
['produces', 'causes', 'diagnoses', 'location_of']
['produces', 'causes', 'location_of']
['produces', 'complicates', 'inhibits', 'produces']
['produces', 'disrupts', 'compared_with', 'location_of']
['produces', 'diagnoses', 'isa', 'location_of']
['produces', 'augments', 'isa', 'stimulates']
['produces', 'affects', 'prevents', 'diagnoses']
['produces', 'compared_with', 'occurs_in', 'causes']
['produces', 'disrupts', 'complicates', 'produces']
['produces', 'affects', 'isa', 'diagnoses']
['produces', 'prevents']
['produces', 'prevents', 'stimulates', 'same_as']
['produces', 'complicates', 'produces', 'occurs_in']
['produces', 'interacts_with', 'prevents']
['produces', 'complicates', 'affects', 'prevents']
['produces', 'coexists_with', 'occurs_in', 'complicates']
['produces', 'prevents', 'augments', 'causes']
['produces', 'complicates', 'disrupts', 'associated_with']
['produces']
['produces', 'affects', 'part_of', 'location_of']
['produces', 'treats', 'inhibits', 'compared_with']
['produces', 'same_as', 'complicates', 'produces']
['produces', 'disrupts', 'produces', 'affects']
['produces', 'stimulates', 'augments', 'disrupts']
['produces', 'stimulates', 'stimulates', 'produces']
['produces', 'interacts_with', 'inhibits', 'affects']
['produces', 'inhibits', 'associated_with', 'occurs_in']
['produces', 'affects', 'occurs_in', 'affects']
['produces', 'affects', 'affects', 'associated_with']
['produces', 'diagnoses', 'coexists_with', 'prevents']
['produces', 'treats', 'occurs_in', 'causes']
['produces', 'part_of', 'occurs_in', 'same_as']
['produces', 'disrupts', 'interacts_with', 'interacts_with']
['produces', 'location_of', 'part_of', 'inhibits']
['produces', 'isa', 'disrupts', 'causes']
['produces', 'prevents', 'occurs_in', 'disrupts']
['produces', 'treats']
['produces', 'diagnoses', 'interacts_with', 'isa']
['produces', 'treats', 'augments', 'interacts_with']
['produces', 'location_of', 'treats', 'affects']
['produces', 'compared_with', 'disrupts', 'disrupts']
['produces', 'produces', 'augments', 'inhibits']
['produces', 'associated_with', 'causes', 'location_of']
['produces', 'treats', 'inhibits', 'location_of']
['produces', 'coexists_with', 'treats', 'coexists_with']
['produces', 'same_as', 'causes', 'inhibits']
['produces', 'inhibits', 'associated_with', 'causes']
['produces', 'prevents', 'affects', 'produces']
['produces', 'prevents', 'produces', 'causes']
['produces', 'associated_with', 'complicates', 'isa']
['produces', 'associated_with', 'location_of', 'occurs_in']
['produces', 'causes', 'interacts_with', 'augments']
['produces', 'disrupts', 'part_of', 'compared_with']
['produces', 'diagnoses', 'associated_with', 'disrupts']
['produces', 'part_of', 'produces', 'same_as']
['produces', 'compared_with', 'interacts_with', 'causes']
['produces', 'prevents', 'part_of', 'part_of']
['produces', 'associated_with', 'location_of', 'part_of']
['produces', 'isa', 'treats', 'inhibits']
['produces', 'part_of', 'causes', 'inhibits']
['produces', 'interacts_with', 'occurs_in', 'location_of']
['produces', 'disrupts', 'prevents', 'diagnoses']
['produces', 'causes', 'inhibits', 'treats']
['produces', 'produces', 'location_of', 'coexists_with']
['produces', 'affects', 'complicates', 'augments']
['produces', 'treats', 'coexists_with']
['produces', 'treats', 'coexists_with', 'inhibits']
['produces', 'compared_with', 'stimulates', 'affects']
['produces', 'compared_with', 'compared_with', 'location_of']
['produces', 'location_of', 'compared_with', 'augments']
['produces', 'interacts_with', 'treats', 'affects']
['produces', 'compared_with', 'affects', 'stimulates']
['produces', 'associated_with', 'causes', 'disrupts']
['produces', 'inhibits', 'stimulates', 'affects']
['produces', 'augments', 'location_of', 'isa']
['produces', 'treats', 'disrupts', 'occurs_in']
['produces', 'occurs_in', 'stimulates', 'coexists_with']
['produces', 'coexists_with', 'coexists_with', 'coexists_with']
['compared_with', 'treats', 'associated_with', 'affects']
['compared_with', 'occurs_in', 'disrupts', 'causes']
['compared_with', 'prevents', 'stimulates', 'diagnoses']
['compared_with', 'causes', 'same_as', 'prevents']
['compared_with', 'same_as', 'complicates', 'occurs_in']
['compared_with', 'diagnoses', 'causes', 'causes']
['compared_with', 'isa']
['compared_with', 'inhibits', 'interacts_with', 'same_as']
['compared_with', 'interacts_with', 'disrupts', 'affects']
['compared_with', 'occurs_in', 'affects', 'occurs_in']
['compared_with', 'part_of', 'isa', 'coexists_with']
['compared_with', 'isa', 'produces', 'occurs_in']
['compared_with', 'interacts_with', 'complicates', 'location_of']
['compared_with', 'causes', 'interacts_with', 'compared_with']
['compared_with', 'location_of', 'inhibits', 'produces']
['compared_with', 'part_of', 'part_of', 'inhibits']
['compared_with', 'affects', 'treats', 'stimulates']
['compared_with', 'part_of', 'associated_with', 'associated_with']
['compared_with', 'causes', 'stimulates', 'coexists_with']
['compared_with', 'same_as', 'compared_with', 'interacts_with']
['compared_with', 'part_of', 'augments', 'isa']
['compared_with', 'occurs_in', 'same_as', 'occurs_in']
['compared_with', 'causes', 'occurs_in', 'compared_with']
['compared_with', 'produces', 'causes', 'location_of']
['compared_with', 'affects', 'stimulates', 'stimulates']
['compared_with', 'associated_with', 'treats', 'part_of']
['compared_with']
['compared_with', 'inhibits']
['compared_with', 'prevents', 'stimulates', 'inhibits']
['compared_with', 'affects', 'associated_with', 'stimulates']
['compared_with', 'complicates', 'part_of', 'disrupts']
['compared_with', 'interacts_with', 'augments', 'associated_with']
['compared_with', 'causes', 'augments', 'disrupts']
['compared_with', 'produces', 'associated_with', 'causes']
['compared_with', 'same_as', 'disrupts', 'occurs_in']
['compared_with', 'produces', 'stimulates', 'isa']
['compared_with', 'complicates', 'diagnoses', 'isa']
['compared_with', 'occurs_in', 'causes', 'associated_with']
['compared_with', 'treats', 'causes', 'occurs_in']
['compared_with', 'part_of', 'interacts_with']
['compared_with', 'interacts_with', 'associated_with', 'augments']
['compared_with', 'causes', 'complicates', 'coexists_with']
['compared_with', 'compared_with', 'augments', 'occurs_in']
['compared_with', 'same_as', 'complicates', 'isa']
['compared_with', 'complicates', 'associated_with', 'associated_with']
['compared_with', 'disrupts', 'diagnoses']
['compared_with', 'compared_with', 'affects', 'coexists_with']
['compared_with', 'complicates', 'treats', 'compared_with']
['compared_with', 'disrupts', 'diagnoses', 'prevents']
['compared_with', 'part_of', 'inhibits', 'prevents']
['compared_with', 'same_as', 'affects', 'diagnoses']
['compared_with', 'treats', 'complicates', 'coexists_with']
['compared_with', 'inhibits', 'stimulates', 'coexists_with']
['compared_with', 'interacts_with', 'complicates', 'produces']
['compared_with', 'produces']
['compared_with', 'same_as', 'complicates', 'affects']
['compared_with', 'prevents', 'prevents', 'inhibits']
['compared_with', 'isa', 'part_of', 'isa']
['compared_with', 'stimulates', 'augments', 'location_of']
['compared_with', 'isa', 'augments', 'isa']
['compared_with', 'disrupts', 'treats', 'compared_with']
['compared_with', 'coexists_with', 'interacts_with', 'location_of']
['compared_with', 'location_of', 'complicates', 'disrupts']
['compared_with', 'location_of', 'prevents', 'complicates']
['compared_with', 'isa', 'diagnoses', 'disrupts']
['compared_with', 'part_of', 'part_of', 'affects']
['compared_with', 'compared_with', 'diagnoses', 'affects']
['compared_with', 'part_of', 'prevents', 'affects']
['compared_with', 'same_as', 'part_of', 'prevents']
['compared_with', 'same_as', 'diagnoses', 'coexists_with']
['compared_with', 'disrupts']
['compared_with', 'disrupts', 'interacts_with', 'same_as']
['compared_with', 'compared_with', 'part_of', 'prevents']
['compared_with', 'compared_with', 'associated_with', 'inhibits']
['compared_with', 'part_of', 'isa', 'produces']
['compared_with', 'coexists_with', 'location_of', 'produces']
['compared_with', 'isa', 'causes', 'interacts_with']
['compared_with', 'causes', 'stimulates', 'prevents']
['compared_with', 'isa', 'disrupts', 'coexists_with']
['compared_with', 'same_as', 'prevents', 'disrupts']
['compared_with', 'affects', 'coexists_with', 'compared_with']
['compared_with', 'affects', 'compared_with', 'disrupts']
['compared_with', 'isa', 'occurs_in', 'affects']
['compared_with', 'complicates', 'disrupts', 'occurs_in']
['compared_with', 'associated_with', 'occurs_in', 'location_of']
['compared_with', 'part_of', 'location_of', 'occurs_in']
['compared_with', 'prevents', 'complicates', 'affects']
['compared_with', 'causes', 'compared_with', 'complicates']
['compared_with', 'isa', 'causes', 'compared_with']
['compared_with', 'stimulates', 'treats', 'produces']
['compared_with', 'compared_with', 'stimulates', 'coexists_with']
['compared_with', 'complicates', 'associated_with', 'isa']
['compared_with', 'prevents', 'associated_with', 'disrupts']
['compared_with', 'stimulates', 'same_as', 'same_as']
['compared_with', 'location_of', 'interacts_with', 'causes']
['compared_with', 'location_of', 'location_of', 'affects']
['compared_with', 'diagnoses', 'isa', 'stimulates']
['compared_with', 'treats', 'produces', 'complicates']
['augments', 'complicates', 'same_as', 'same_as']
['augments', 'disrupts', 'complicates', 'affects']
['augments', 'part_of', 'location_of', 'augments']
['augments', 'coexists_with', 'treats', 'same_as']
['augments', 'associated_with', 'location_of', 'occurs_in']
['augments', 'occurs_in']
['augments', 'occurs_in', 'produces', 'complicates']
['augments', 'stimulates', 'causes', 'causes']
['augments', 'causes', 'produces', 'treats']
['augments', 'complicates', 'associated_with', 'stimulates']
['augments', 'complicates']
['augments', 'affects', 'part_of', 'causes']
['augments', 'causes', 'location_of', 'same_as']
['augments', 'same_as', 'complicates', 'location_of']
['augments', 'causes', 'associated_with', 'inhibits']
['augments', 'part_of', 'diagnoses', 'affects']
['augments', 'same_as', 'prevents', 'disrupts']
['augments', 'prevents', 'occurs_in', 'compared_with']
['augments', 'associated_with', 'compared_with', 'associated_with']
['augments', 'produces', 'inhibits', 'complicates']
['augments', 'occurs_in', 'complicates', 'interacts_with']
['augments', 'part_of', 'coexists_with', 'stimulates']
['augments']
['augments', 'associated_with', 'same_as', 'prevents']
['augments', 'inhibits', 'compared_with', 'associated_with']
['augments', 'same_as', 'occurs_in', 'location_of']
['augments', 'associated_with', 'complicates', 'prevents']
['augments', 'stimulates', 'same_as', 'complicates']
['augments', 'isa', 'coexists_with']
['augments', 'prevents', 'treats', 'isa']
['augments', 'part_of', 'treats', 'prevents']
['augments', 'isa', 'compared_with', 'causes']
['augments', 'produces', 'affects', 'coexists_with']
['augments', 'complicates', 'complicates', 'associated_with']
['augments', 'inhibits', 'location_of', 'compared_with']
['augments', 'associated_with', 'part_of', 'isa']
['augments', 'diagnoses']
['augments', 'treats', 'compared_with', 'stimulates']
['augments', 'disrupts', 'stimulates', 'same_as']
['augments', 'coexists_with', 'occurs_in', 'disrupts']
['augments', 'coexists_with', 'treats', 'part_of']
['augments', 'coexists_with', 'affects', 'prevents']
['augments', 'complicates', 'location_of', 'stimulates']
['augments', 'occurs_in', 'affects', 'treats']
['augments', 'treats', 'isa', 'causes']
['augments', 'compared_with', 'associated_with', 'treats']
['augments', 'coexists_with', 'compared_with', 'location_of']
['augments', 'produces', 'associated_with', 'stimulates']
['augments', 'disrupts', 'associated_with', 'disrupts']
['augments', 'prevents', 'treats']
['augments', 'produces', 'affects', 'location_of']
['augments', 'diagnoses', 'compared_with', 'coexists_with']
['augments', 'associated_with', 'treats', 'produces']
['augments', 'produces', 'isa', 'location_of']
['augments', 'compared_with', 'coexists_with', 'occurs_in']
['augments', 'coexists_with', 'causes', 'augments']
['augments', 'augments', 'causes', 'inhibits']
['augments', 'prevents', 'compared_with', 'isa']
['augments', 'augments', 'treats', 'isa']
['augments', 'augments', 'causes', 'stimulates']
['augments', 'isa', 'same_as', 'augments']
['augments', 'stimulates', 'interacts_with', 'produces']
['augments', 'augments', 'disrupts', 'complicates']
['augments', 'treats']
['augments', 'interacts_with', 'disrupts', 'interacts_with']
['augments', 'augments', 'same_as', 'location_of']
['augments', 'inhibits', 'produces', 'compared_with']
['augments', 'coexists_with', 'causes', 'inhibits']
['augments', 'complicates', 'prevents', 'stimulates']
['augments', 'causes', 'compared_with', 'same_as']
['augments', 'associated_with', 'interacts_with', 'treats']
['augments', 'augments', 'location_of', 'augments']
['augments', 'occurs_in', 'complicates', 'causes']
['augments', 'stimulates', 'inhibits', 'occurs_in']
['augments', 'inhibits', 'isa', 'inhibits']
['augments', 'associated_with', 'augments', 'diagnoses']
['augments', 'inhibits', 'stimulates', 'diagnoses']
['augments', 'prevents', 'prevents', 'affects']
['augments', 'affects', 'treats', 'same_as']
['augments', 'stimulates', 'inhibits', 'affects']
['augments', 'stimulates', 'compared_with', 'location_of']
['augments', 'interacts_with', 'prevents', 'affects']
['augments', 'same_as', 'isa', 'isa']
['augments', 'isa', 'location_of', 'stimulates']
['augments', 'compared_with', 'produces', 'part_of']
['augments', 'augments', 'causes', 'interacts_with']
['augments', 'interacts_with', 'location_of', 'location_of']
['augments', 'same_as', 'coexists_with', 'occurs_in']
['augments', 'coexists_with', 'augments', 'disrupts']
['augments', 'occurs_in', 'prevents', 'causes']
['augments', 'isa']
['inhibits', 'disrupts', 'isa', 'location_of']
['inhibits', 'inhibits', 'causes', 'produces']
['inhibits', 'augments', 'augments', 'treats']
['inhibits', 'affects', 'isa', 'isa']
['inhibits', 'stimulates', 'causes', 'prevents']
['inhibits', 'interacts_with', 'location_of', 'part_of']
['inhibits', 'associated_with', 'complicates', 'same_as']
['inhibits', 'interacts_with', 'produces', 'stimulates']
['inhibits', 'stimulates', 'produces', 'coexists_with']
['inhibits', 'part_of', 'augments', 'occurs_in']
['inhibits', 'disrupts', 'same_as', 'causes']
['inhibits', 'prevents', 'location_of', 'inhibits']
['inhibits', 'disrupts', 'augments', 'diagnoses']
['inhibits', 'coexists_with', 'location_of', 'part_of']
['inhibits', 'location_of', 'associated_with', 'same_as']
['inhibits', 'prevents', 'disrupts', 'affects']
['inhibits', 'occurs_in', 'disrupts', 'affects']
['inhibits', 'location_of', 'treats', 'associated_with']
['inhibits', 'diagnoses', 'inhibits', 'complicates']
['inhibits', 'location_of', 'prevents', 'disrupts']
['inhibits', 'disrupts', 'compared_with', 'occurs_in']
['inhibits', 'interacts_with', 'complicates', 'associated_with']
['inhibits', 'diagnoses', 'augments', 'same_as']
['inhibits', 'interacts_with']
['inhibits', 'produces', 'same_as', 'occurs_in']
['inhibits', 'produces', 'diagnoses', 'part_of']
['inhibits', 'prevents', 'location_of', 'disrupts']
['inhibits', 'occurs_in', 'interacts_with', 'produces']
['inhibits', 'affects', 'location_of', 'compared_with']
['inhibits', 'causes', 'treats', 'same_as']
['inhibits', 'treats', 'interacts_with', 'affects']
['inhibits', 'associated_with', 'interacts_with', 'augments']
['inhibits', 'inhibits', 'compared_with', 'occurs_in']
['inhibits', 'occurs_in', 'prevents', 'isa']
['inhibits', 'stimulates']
['inhibits', 'stimulates', 'compared_with', 'occurs_in']
['inhibits', 'prevents', 'stimulates', 'augments']
['inhibits', 'compared_with', 'produces', 'treats']
['inhibits', 'location_of', 'disrupts', 'treats']
['inhibits', 'treats', 'interacts_with']
['inhibits', 'isa', 'compared_with', 'disrupts']
['inhibits', 'affects', 'affects', 'treats']
['inhibits', 'compared_with', 'compared_with']
['inhibits', 'produces']
['inhibits', 'compared_with', 'location_of', 'coexists_with']
['inhibits', 'diagnoses', 'produces', 'location_of']
['inhibits', 'produces', 'prevents', 'compared_with']
['inhibits', 'treats', 'produces', 'augments']
['inhibits', 'causes', 'affects', 'diagnoses']
['inhibits', 'treats', 'disrupts', 'coexists_with']
['inhibits', 'coexists_with', 'coexists_with', 'associated_with']
['inhibits', 'complicates', 'isa', 'prevents']
['inhibits', 'diagnoses', 'affects', 'diagnoses']
['inhibits', 'complicates', 'affects', 'prevents']
['inhibits', 'coexists_with', 'disrupts', 'associated_with']
['inhibits', 'inhibits', 'treats', 'inhibits']
['inhibits', 'same_as', 'disrupts', 'part_of']
['inhibits', 'inhibits', 'complicates', 'diagnoses']
['inhibits', 'isa', 'treats', 'diagnoses']
['inhibits', 'treats', 'inhibits', 'causes']
['inhibits', 'interacts_with', 'causes']
['inhibits', 'affects', 'interacts_with', 'prevents']
['inhibits', 'isa', 'isa', 'complicates']
['inhibits', 'part_of', 'part_of', 'compared_with']
['inhibits', 'coexists_with', 'prevents', 'compared_with']
['inhibits', 'diagnoses', 'diagnoses', 'produces']
['inhibits', 'location_of', 'isa', 'interacts_with']
['inhibits', 'treats', 'produces', 'interacts_with']
['inhibits', 'part_of', 'complicates', 'diagnoses']
['inhibits', 'inhibits', 'occurs_in', 'part_of']
['inhibits', 'diagnoses', 'coexists_with', 'part_of']
['inhibits']
['inhibits', 'complicates']
['inhibits', 'same_as', 'complicates', 'location_of']
['inhibits', 'occurs_in', 'stimulates', 'treats']
['inhibits', 'affects', 'causes', 'prevents']
['inhibits', 'complicates', 'interacts_with', 'associated_with']
['inhibits', 'stimulates', 'location_of', 'location_of']
['inhibits', 'affects', 'compared_with', 'same_as']
['inhibits', 'associated_with', 'produces', 'augments']
['inhibits', 'affects', 'same_as', 'affects']
['inhibits', 'disrupts', 'stimulates', 'occurs_in']
['inhibits', 'prevents', 'same_as', 'occurs_in']
['inhibits', 'disrupts', 'treats', 'part_of']
['inhibits', 'associated_with', 'affects', 'produces']
['inhibits', 'complicates', 'same_as', 'augments']
['inhibits', 'occurs_in', 'location_of', 'treats']
['inhibits', 'occurs_in', 'causes', 'location_of']
['inhibits', 'augments', 'diagnoses', 'disrupts']
['inhibits', 'occurs_in', 'disrupts', 'part_of']
['inhibits', 'location_of', 'part_of', 'diagnoses']
['inhibits', 'same_as', 'prevents', 'interacts_with']
['inhibits', 'complicates', 'augments', 'prevents']
['inhibits', 'part_of', 'affects', 'coexists_with']
['inhibits', 'treats', 'compared_with', 'location_of']
['causes', 'causes', 'interacts_with', 'associated_with']
['causes', 'same_as', 'location_of', 'disrupts']
['causes', 'part_of', 'interacts_with', 'augments']
['causes', 'affects', 'compared_with', 'coexists_with']
['causes', 'inhibits', 'location_of', 'part_of']
['causes', 'augments', 'diagnoses', 'interacts_with']
['causes', 'diagnoses', 'isa', 'occurs_in']
['causes', 'augments', 'causes', 'stimulates']
['causes', 'prevents', 'disrupts', 'treats']
['causes', 'part_of', 'part_of', 'part_of']
['causes', 'prevents', 'diagnoses', 'part_of']
['causes', 'complicates', 'occurs_in', 'coexists_with']
['causes', 'causes', 'augments', 'coexists_with']
['causes', 'prevents', 'location_of']
['causes', 'affects', 'associated_with', 'location_of']
['causes', 'same_as', 'produces', 'same_as']
['causes', 'coexists_with', 'causes', 'prevents']
['causes', 'prevents', 'augments', 'inhibits']
['causes', 'associated_with', 'inhibits', 'part_of']
['causes', 'interacts_with', 'compared_with', 'augments']
['causes', 'prevents', 'occurs_in', 'causes']
['causes', 'affects', 'isa', 'produces']
['causes', 'causes', 'complicates', 'disrupts']
['causes', 'augments']
['causes', 'treats', 'inhibits', 'isa']
['causes', 'disrupts', 'interacts_with', 'prevents']
['causes', 'complicates', 'associated_with', 'diagnoses']
['causes', 'causes', 'same_as']
['causes', 'part_of', 'augments', 'diagnoses']
['causes', 'produces', 'diagnoses', 'location_of']
['causes', 'interacts_with', 'complicates', 'complicates']
['causes', 'interacts_with', 'diagnoses', 'location_of']
['causes', 'affects', 'diagnoses', 'treats']
['causes', 'inhibits', 'prevents', 'affects']
['causes', 'complicates', 'part_of', 'augments']
['causes', 'same_as', 'interacts_with', 'augments']
['causes', 'stimulates', 'occurs_in', 'prevents']
['causes', 'associated_with', 'prevents', 'location_of']
['causes', 'augments', 'stimulates', 'complicates']
['causes', 'affects', 'complicates', 'affects']
['causes', 'inhibits', 'disrupts', 'same_as']
['causes', 'disrupts', 'complicates', 'compared_with']
['causes', 'coexists_with', 'associated_with', 'augments']
['causes', 'complicates', 'produces', 'affects']
['causes', 'complicates', 'complicates', 'causes']
['causes', 'interacts_with', 'location_of', 'stimulates']
['causes', 'compared_with', 'affects', 'isa']
['causes', 'coexists_with', 'affects', 'location_of']
['causes', 'isa', 'interacts_with', 'diagnoses']
['causes', 'diagnoses', 'location_of', 'disrupts']
['causes', 'disrupts', 'disrupts', 'stimulates']
['causes', 'complicates', 'stimulates', 'location_of']
['causes', 'complicates', 'occurs_in', 'location_of']
['causes', 'isa', 'affects', 'isa']
['causes', 'prevents', 'inhibits', 'augments']
['causes', 'occurs_in', 'location_of', 'treats']
['causes', 'disrupts', 'produces', 'complicates']
['causes', 'associated_with', 'treats', 'augments']
['causes', 'associated_with']
['causes', 'stimulates', 'isa', 'diagnoses']
['causes', 'inhibits', 'produces', 'treats']
['causes', 'affects', 'causes', 'part_of']
['causes', 'isa', 'causes', 'diagnoses']
['causes', 'affects']
['causes', 'complicates', 'stimulates', 'inhibits']
['causes', 'location_of', 'produces', 'coexists_with']
['causes', 'causes', 'affects', 'produces']
['causes', 'affects', 'prevents', 'stimulates']
['causes', 'causes', 'isa', 'affects']
['causes', 'inhibits', 'complicates', 'interacts_with']
['causes', 'augments', 'stimulates', 'compared_with']
['causes', 'interacts_with', 'prevents', 'location_of']
['causes', 'part_of', 'diagnoses', 'isa']
['causes', 'causes', 'affects', 'augments']
['causes', 'location_of', 'augments', 'stimulates']
['causes', 'augments', 'disrupts', 'same_as']
['causes', 'same_as', 'treats', 'disrupts']
['causes', 'associated_with', 'inhibits', 'prevents']
['causes', 'disrupts', 'isa', 'same_as']
['causes', 'complicates', 'coexists_with', 'same_as']
['causes']
['causes', 'isa', 'stimulates', 'treats']
['causes', 'location_of', 'coexists_with', 'interacts_with']
['causes', 'produces', 'causes', 'treats']
['causes', 'part_of', 'isa', 'same_as']
['causes', 'part_of', 'produces', 'interacts_with']
['causes', 'occurs_in', 'location_of', 'occurs_in']
['causes', 'isa', 'part_of']
['causes', 'compared_with', 'diagnoses', 'augments']
['causes', 'inhibits', 'affects', 'treats']
['causes', 'part_of', 'affects', 'same_as']
['causes', 'compared_with', 'produces', 'affects']
['causes', 'associated_with', 'causes']
['causes', 'inhibits', 'stimulates', 'diagnoses']
['causes', 'stimulates', 'causes', 'produces']
['causes', 'inhibits', 'coexists_with', 'affects']
['stimulates', 'location_of', 'affects', 'causes']
['stimulates', 'diagnoses', 'treats', 'compared_with']
['stimulates', 'affects', 'part_of', 'compared_with']
['stimulates', 'isa', 'coexists_with', 'prevents']
['stimulates', 'augments']
['stimulates', 'augments', 'part_of']
['stimulates', 'same_as', 'complicates', 'inhibits']
['stimulates', 'coexists_with', 'complicates', 'augments']
['stimulates', 'location_of', 'augments', 'treats']
['stimulates', 'treats', 'same_as', 'disrupts']
['stimulates', 'disrupts', 'associated_with', 'disrupts']
['stimulates', 'isa', 'causes', 'occurs_in']
['stimulates', 'compared_with', 'augments', 'diagnoses']
['stimulates', 'location_of', 'stimulates', 'compared_with']
['stimulates', 'interacts_with', 'disrupts', 'compared_with']
['stimulates', 'location_of', 'same_as', 'produces']
['stimulates', 'same_as', 'compared_with', 'part_of']
['stimulates', 'interacts_with', 'causes', 'causes']
['stimulates', 'inhibits', 'causes', 'associated_with']
['stimulates', 'stimulates', 'inhibits', 'interacts_with']
['stimulates', 'produces', 'augments', 'compared_with']
['stimulates', 'diagnoses', 'coexists_with', 'inhibits']
['stimulates', 'location_of', 'coexists_with', 'prevents']
['stimulates', 'affects', 'associated_with', 'stimulates']
['stimulates', 'prevents', 'prevents', 'produces']
['stimulates', 'occurs_in', 'interacts_with', 'coexists_with']
['stimulates', 'disrupts', 'same_as', 'complicates']
['stimulates', 'location_of', 'produces', 'disrupts']
['stimulates', 'complicates', 'affects', 'treats']
['stimulates', 'inhibits', 'stimulates', 'location_of']
['stimulates', 'produces']
['stimulates', 'associated_with', 'same_as', 'causes']
['stimulates', 'compared_with', 'diagnoses', 'occurs_in']
['stimulates', 'stimulates', 'disrupts', 'treats']
['stimulates', 'produces', 'prevents', 'produces']
['stimulates', 'causes', 'augments', 'affects']
['stimulates', 'stimulates', 'inhibits', 'diagnoses']
['stimulates', 'disrupts', 'prevents', 'prevents']
['stimulates', 'affects', 'occurs_in', 'inhibits']
['stimulates', 'inhibits', 'isa']
['stimulates', 'part_of', 'isa', 'part_of']
['stimulates', 'treats', 'compared_with']
['stimulates', 'causes', 'diagnoses', 'affects']
['stimulates', 'affects', 'diagnoses', 'inhibits']
['stimulates', 'associated_with', 'causes', 'location_of']
['stimulates', 'part_of', 'causes', 'stimulates']
['stimulates', 'augments', 'diagnoses', 'prevents']
['stimulates', 'same_as', 'associated_with', 'location_of']
['stimulates', 'part_of', 'location_of', 'isa']
['stimulates', 'disrupts', 'treats', 'prevents']
['stimulates', 'treats', 'affects', 'same_as']
['stimulates', 'affects', 'part_of', 'associated_with']
['stimulates', 'augments', 'affects', 'affects']
['stimulates', 'compared_with', 'occurs_in', 'isa']
['stimulates', 'produces', 'disrupts', 'interacts_with']
['stimulates', 'diagnoses', 'treats', 'part_of']
['stimulates', 'inhibits', 'complicates', 'same_as']
['stimulates', 'occurs_in', 'associated_with', 'isa']
['stimulates', 'diagnoses', 'location_of', 'augments']
['stimulates', 'complicates', 'prevents', 'augments']
['stimulates', 'location_of', 'coexists_with']
['stimulates', 'inhibits', 'associated_with', 'complicates']
['stimulates', 'complicates', 'interacts_with', 'treats']
['stimulates', 'location_of', 'compared_with', 'complicates']
['stimulates', 'same_as', 'prevents', 'causes']
['stimulates', 'same_as', 'isa', 'augments']
['stimulates', 'associated_with', 'produces', 'inhibits']
['stimulates', 'isa', 'part_of', 'location_of']
['stimulates', 'diagnoses', 'interacts_with', 'interacts_with']
['stimulates', 'augments', 'isa', 'produces']
['stimulates', 'occurs_in', 'augments', 'produces']
['stimulates', 'isa', 'diagnoses', 'diagnoses']
['stimulates', 'associated_with', 'prevents', 'part_of']
['stimulates', 'disrupts', 'treats', 'treats']
['stimulates']
['stimulates', 'inhibits', 'occurs_in', 'causes']
['stimulates', 'diagnoses']
['stimulates', 'isa', 'inhibits', 'prevents']
['stimulates', 'coexists_with', 'compared_with', 'occurs_in']
['stimulates', 'augments', 'occurs_in', 'affects']
['stimulates', 'treats', 'same_as', 'associated_with']
['stimulates', 'inhibits', 'produces', 'stimulates']
['stimulates', 'interacts_with', 'produces']
['stimulates', 'produces', 'isa', 'causes']
['stimulates', 'associated_with', 'interacts_with', 'augments']
['stimulates', 'associated_with', 'location_of', 'stimulates']
['stimulates', 'inhibits', 'stimulates', 'affects']
['stimulates', 'augments', 'isa', 'inhibits']
['stimulates', 'interacts_with', 'same_as', 'same_as']
['stimulates', 'coexists_with', 'augments', 'same_as']
['stimulates', 'disrupts', 'complicates', 'interacts_with']
['stimulates', 'augments', 'stimulates', 'location_of']
['stimulates', 'same_as', 'affects']
['stimulates', 'prevents', 'inhibits', 'augments']
['stimulates', 'disrupts', 'disrupts', 'compared_with']
['stimulates', 'occurs_in', 'coexists_with', 'stimulates']
['stimulates', 'treats', 'augments', 'disrupts']
['stimulates', 'coexists_with', 'associated_with', 'stimulates']
['associated_with', 'isa', 'same_as', 'same_as']
['associated_with', 'augments', 'compared_with', 'produces']
['associated_with', 'location_of', 'inhibits', 'isa']
['associated_with', 'diagnoses', 'causes', 'compared_with']
['associated_with', 'prevents', 'interacts_with', 'compared_with']
