['diagnoses', 'augments', 'part_of', 'diagnoses']
['disrupts', 'interacts_with', 'part_of', 'augments']
['disrupts', 'same_as', 'treats', 'disrupts']
['disrupts', 'isa', 'associated_with', 'coexists_with']
['disrupts', 'diagnoses', 'diagnoses', 'compared_with']
['disrupts', 'prevents', 'diagnoses', 'occurs_in']
['disrupts', 'treats', 'diagnoses', 'associated_with']
['disrupts', 'prevents', 'complicates', 'coexists_with']
['disrupts', 'treats', 'interacts_with', 'prevents']
['disrupts', 'produces', 'coexists_with', 'disrupts']
['disrupts', 'produces', 'stimulates', 'complicates']
['disrupts', 'affects', 'occurs_in', 'compared_with']
['disrupts', 'location_of', 'interacts_with', 'interacts_with']
['disrupts', 'causes', 'isa', 'isa']
['disrupts', 'disrupts', 'associated_with', 'treats']
['disrupts', 'interacts_with', 'interacts_with', 'produces']
['disrupts', 'occurs_in', 'diagnoses', 'treats']
['produces', 'stimulates', 'same_as', 'complicates']
['produces', 'prevents', 'part_of', 'same_as']
['produces', 'inhibits', 'prevents', 'causes']
['produces', 'coexists_with', 'disrupts', 'stimulates']
['produces', 'compared_with', 'associated_with', 'location_of']
['produces', 'stimulates', 'disrupts', 'diagnoses']
['produces', 'interacts_with']
['produces', 'causes', 'part_of', 'complicates']
['produces', 'stimulates', 'coexists_with', 'stimulates']
['produces', 'augments']
['produces', 'part_of', 'prevents', 'stimulates']
['produces', 'part_of', 'stimulates', 'isa']
['produces', 'disrupts', 'isa', 'causes']
['produces', 'compared_with', 'treats', 'affects']
['produces', 'causes', 'augments', 'coexists_with']
['produces', 'coexists_with', 'causes', 'inhibits']
['produces', 'part_of', 'treats', 'causes']
['produces', 'disrupts', 'complicates', 'disrupts']
['produces', 'complicates', 'complicates', 'prevents']
['produces', 'same_as', 'coexists_with', 'prevents']
['produces', 'inhibits', 'isa', 'part_of']
['produces', 'affects']
['produces', 'coexists_with', 'causes', 'stimulates']
['produces', 'treats', 'location_of', 'compared_with']
['produces', 'affects', 'occurs_in']
['produces', 'coexists_with', 'disrupts', 'affects']
['produces', 'complicates', 'compared_with', 'causes']
['produces', 'affects', 'isa', 'disrupts']
['produces', 'associated_with', 'coexists_with', 'location_of']
['produces', 'compared_with', 'same_as', 'isa']
['produces', 'stimulates', 'interacts_with', 'produces']
['produces', 'prevents', 'diagnoses', 'compared_with']
['produces', 'same_as', 'associated_with', 'associated_with']
['produces', 'part_of', 'disrupts', 'augments']
['produces', 'disrupts', 'occurs_in', 'disrupts']
['produces', 'complicates', 'prevents', 'diagnoses']
['produces', 'interacts_with', 'causes', 'augments']
['produces', 'coexists_with', 'location_of', 'affects']
['produces', 'disrupts', 'part_of', 'affects']
['produces', 'produces', 'causes', 'coexists_with']
['produces', 'affects', 'causes', 'stimulates']
['produces', 'stimulates', 'stimulates', 'part_of']
['produces', 'diagnoses', 'coexists_with', 'affects']
['produces', 'complicates', 'diagnoses', 'causes']
['produces', 'same_as', 'produces', 'coexists_with']
['produces', 'affects', 'complicates', 'inhibits']
['produces', 'part_of', 'inhibits', 'produces']
['produces', 'treats', 'complicates', 'isa']
['produces', 'diagnoses', 'diagnoses', 'inhibits']
['produces', 'disrupts', 'coexists_with', 'same_as']
['produces', 'occurs_in', 'occurs_in', 'stimulates']
['produces', 'treats', 'interacts_with', 'diagnoses']
['produces', 'disrupts', 'causes', 'compared_with']
['produces', 'affects', 'treats', 'occurs_in']
['produces', 'prevents', 'isa', 'part_of']
['produces', 'location_of', 'location_of', 'same_as']
['produces', 'interacts_with', 'produces', 'associated_with']
['produces', 'produces', 'interacts_with', 'causes']
['produces', 'disrupts', 'isa', 'isa']
['produces', 'location_of', 'complicates', 'treats']
['produces', 'occurs_in', 'compared_with', 'stimulates']
['produces']
['produces', 'interacts_with', 'isa', 'stimulates']
['produces', 'part_of', 'inhibits', 'diagnoses']
['produces', 'interacts_with', 'produces', 'stimulates']
['produces', 'diagnoses', 'complicates', 'prevents']
['produces', 'disrupts', 'interacts_with', 'stimulates']
['produces', 'causes', 'occurs_in', 'prevents']
['produces', 'complicates', 'occurs_in', 'prevents']
['produces', 'produces', 'prevents', 'isa']
['produces', 'inhibits', 'occurs_in', 'treats']
['produces', 'isa', 'part_of', 'stimulates']
['produces', 'inhibits', 'causes', 'diagnoses']
['produces', 'location_of', 'causes', 'produces']
['produces', 'complicates', 'location_of', 'occurs_in']
['produces', 'augments', 'isa', 'isa']
['produces', 'diagnoses', 'stimulates', 'prevents']
['produces', 'augments', 'augments', 'coexists_with']
['produces', 'produces', 'associated_with', 'stimulates']
['produces', 'disrupts', 'complicates', 'occurs_in']
['produces', 'produces', 'interacts_with', 'occurs_in']
['produces', 'causes', 'prevents', 'causes']
['produces', 'affects', 'affects', 'stimulates']
['produces', 'interacts_with', 'location_of', 'prevents']
['produces', 'treats', 'disrupts', 'complicates']
['produces', 'occurs_in', 'same_as', 'occurs_in']
['produces', 'occurs_in', 'causes', 'complicates']
['produces', 'diagnoses', 'interacts_with', 'affects']
['produces', 'affects', 'coexists_with', 'part_of']
['produces', 'stimulates', 'interacts_with', 'complicates']
['produces', 'complicates', 'same_as', 'prevents']
['produces', 'coexists_with', 'complicates', 'part_of']
['produces', 'stimulates', 'disrupts', 'coexists_with']
['produces', 'diagnoses', 'compared_with', 'produces']
['produces', 'interacts_with', 'augments', 'compared_with']
['produces', 'coexists_with', 'location_of', 'stimulates']
['produces', 'causes', 'inhibits', 'disrupts']
['compared_with', 'prevents', 'compared_with', 'complicates']
['compared_with', 'augments', 'coexists_with', 'causes']
['compared_with', 'stimulates', 'stimulates', 'augments']
['compared_with', 'interacts_with', 'location_of', 'coexists_with']
['compared_with', 'part_of', 'isa', 'causes']
['compared_with', 'occurs_in', 'produces', 'disrupts']
['compared_with', 'stimulates', 'causes', 'same_as']
['compared_with', 'occurs_in', 'stimulates', 'occurs_in']
['compared_with', 'treats', 'coexists_with', 'prevents']
['compared_with', 'part_of', 'coexists_with', 'location_of']
['compared_with', 'causes', 'same_as', 'associated_with']
['compared_with', 'associated_with', 'causes', 'isa']
['compared_with', 'augments', 'causes', 'diagnoses']
['compared_with', 'associated_with', 'causes', 'produces']
['compared_with', 'isa', 'treats', 'augments']
['compared_with', 'interacts_with', 'location_of', 'location_of']
['compared_with', 'associated_with', 'part_of', 'prevents']
['compared_with', 'produces', 'augments', 'produces']
['compared_with', 'part_of', 'augments']
['compared_with', 'part_of', 'location_of']
['compared_with', 'coexists_with', 'associated_with', 'inhibits']
['compared_with', 'associated_with', 'treats', 'compared_with']
['compared_with', 'treats', 'compared_with', 'affects']
['compared_with']
['compared_with', 'complicates', 'affects', 'complicates']
['compared_with', 'coexists_with', 'part_of', 'prevents']
['compared_with', 'occurs_in', 'produces']
['compared_with', 'treats', 'causes', 'interacts_with']
['compared_with', 'complicates', 'compared_with', 'augments']
['compared_with', 'occurs_in', 'augments', 'inhibits']
['compared_with', 'interacts_with', 'inhibits', 'treats']
['compared_with', 'causes', 'part_of', 'same_as']
['compared_with', 'diagnoses', 'occurs_in', 'interacts_with']
['compared_with', 'treats', 'treats', 'part_of']
['compared_with', 'inhibits', 'location_of', 'associated_with']
['compared_with', 'disrupts', 'location_of', 'interacts_with']
['compared_with', 'interacts_with', 'same_as', 'prevents']
['compared_with', 'inhibits', 'diagnoses', 'isa']
['compared_with', 'disrupts']
['compared_with', 'same_as', 'diagnoses', 'compared_with']
['compared_with', 'location_of', 'compared_with', 'location_of']
['compared_with', 'part_of', 'coexists_with', 'stimulates']
['compared_with', 'complicates', 'diagnoses', 'disrupts']
['compared_with', 'associated_with', 'same_as', 'treats']
['compared_with', 'produces', 'isa', 'same_as']
['compared_with', 'isa', 'causes', 'location_of']
['compared_with', 'same_as', 'isa', 'compared_with']
['compared_with', 'affects', 'interacts_with', 'part_of']
['compared_with', 'isa', 'causes', 'complicates']
['compared_with', 'associated_with', 'augments', 'affects']
['compared_with', 'isa', 'produces', 'location_of']
['compared_with', 'prevents', 'affects', 'causes']
['compared_with', 'produces', 'compared_with', 'disrupts']
['compared_with', 'complicates', 'compared_with', 'disrupts']
['compared_with', 'location_of', 'interacts_with', 'isa']
['compared_with', 'associated_with', 'disrupts', 'disrupts']
['compared_with', 'occurs_in', 'treats', 'disrupts']
['compared_with', 'produces', 'augments', 'prevents']
['compared_with', 'associated_with', 'inhibits', 'stimulates']
['compared_with', 'causes', 'produces', 'complicates']
['compared_with', 'occurs_in', 'augments', 'augments']
['compared_with', 'compared_with', 'coexists_with', 'diagnoses']
['compared_with', 'prevents', 'isa', 'inhibits']
['compared_with', 'part_of', 'same_as', 'affects']
['compared_with', 'associated_with', 'interacts_with', 'affects']
['compared_with', 'inhibits', 'inhibits', 'treats']
['compared_with', 'disrupts', 'location_of', 'augments']
['compared_with', 'affects', 'compared_with', 'interacts_with']
['compared_with', 'inhibits', 'coexists_with', 'inhibits']
['compared_with', 'occurs_in', 'treats', 'causes']
['compared_with', 'occurs_in', 'diagnoses', 'produces']
['compared_with', 'augments', 'compared_with', 'prevents']
['compared_with', 'same_as', 'part_of', 'disrupts']
['compared_with', 'augments', 'complicates', 'part_of']
['compared_with', 'diagnoses', 'augments', 'complicates']
['compared_with', 'produces', 'complicates', 'coexists_with']
['compared_with', 'produces', 'stimulates', 'causes']
['compared_with', 'stimulates', 'associated_with']
['compared_with', 'disrupts', 'prevents', 'causes']
['compared_with', 'augments', 'disrupts', 'interacts_with']
['compared_with', 'affects', 'complicates', 'affects']
['compared_with', 'stimulates', 'interacts_with', 'produces']
['compared_with', 'treats', 'associated_with', 'interacts_with']
['compared_with', 'treats', 'inhibits', 'inhibits']
['compared_with', 'same_as', 'disrupts', 'occurs_in']
['compared_with', 'complicates', 'prevents', 'disrupts']
['compared_with', 'prevents', 'treats', 'associated_with']
['compared_with', 'part_of', 'inhibits', 'complicates']
['compared_with', 'coexists_with', 'coexists_with', 'coexists_with']
['compared_with', 'affects', 'produces', 'associated_with']
['compared_with', 'disrupts', 'stimulates', 'inhibits']
['compared_with', 'coexists_with', 'coexists_with', 'part_of']
['compared_with', 'produces', 'treats', 'coexists_with']
['compared_with', 'stimulates', 'treats', 'location_of']
['compared_with', 'disrupts', 'interacts_with', 'interacts_with']
['compared_with', 'inhibits', 'produces', 'compared_with']
['augments', 'same_as', 'augments', 'same_as']
['augments', 'occurs_in', 'same_as', 'augments']
['augments', 'affects', 'interacts_with', 'causes']
['augments', 'affects', 'location_of', 'stimulates']
['augments', 'isa', 'inhibits', 'affects']
['augments', 'complicates', 'inhibits', 'compared_with']
['augments', 'part_of', 'complicates', 'location_of']
['augments', 'diagnoses', 'prevents']
['augments', 'treats', 'part_of', 'interacts_with']
['augments', 'compared_with', 'same_as', 'isa']
['augments', 'treats', 'location_of', 'occurs_in']
['augments', 'stimulates', 'part_of', 'produces']
['augments', 'inhibits', 'diagnoses']
['augments', 'occurs_in', 'isa', 'stimulates']
['augments', 'interacts_with', 'inhibits', 'diagnoses']
['augments', 'treats', 'affects', 'interacts_with']
['augments', 'part_of', 'compared_with']
['augments', 'produces', 'part_of', 'diagnoses']
['augments', 'inhibits', 'interacts_with', 'location_of']
['augments', 'part_of']
['augments', 'diagnoses', 'compared_with', 'treats']
['augments', 'associated_with', 'associated_with', 'part_of']
['augments', 'part_of', 'associated_with', 'complicates']
['augments', 'diagnoses', 'stimulates', 'affects']
['augments', 'isa', 'part_of', 'inhibits']
['augments', 'treats', 'diagnoses', 'isa']
['augments', 'location_of', 'treats', 'stimulates']
['augments', 'associated_with', 'associated_with', 'stimulates']
['augments', 'causes', 'affects', 'occurs_in']
['augments', 'causes', 'diagnoses', 'treats']
['augments', 'associated_with', 'treats', 'same_as']
['augments', 'occurs_in', 'occurs_in', 'associated_with']
['augments', 'isa', 'diagnoses', 'part_of']
['augments', 'treats', 'prevents', 'stimulates']
['augments', 'part_of', 'prevents', 'complicates']
['augments', 'associated_with']
['augments', 'occurs_in']
['augments', 'location_of', 'coexists_with', 'location_of']
['augments', 'prevents', 'causes', 'coexists_with']
['augments', 'compared_with', 'diagnoses', 'associated_with']
['augments', 'prevents', 'treats', 'coexists_with']
['augments', 'augments', 'treats', 'same_as']
['augments', 'occurs_in', 'location_of', 'interacts_with']
['augments', 'part_of', 'same_as', 'causes']
['augments']
['augments', 'prevents', 'prevents', 'same_as']
['augments', 'inhibits', 'part_of', 'coexists_with']
['augments', 'produces', 'causes', 'isa']
['augments', 'occurs_in', 'causes', 'coexists_with']
['augments', 'complicates', 'augments', 'disrupts']
['augments', 'complicates', 'treats']
['augments', 'inhibits', 'compared_with', 'produces']
['augments', 'part_of', 'affects', 'diagnoses']
['augments', 'location_of', 'prevents', 'causes']
['augments', 'prevents', 'stimulates', 'prevents']
['augments', 'disrupts', 'coexists_with', 'coexists_with']
['augments', 'coexists_with', 'part_of', 'isa']
['augments', 'complicates', 'inhibits', 'coexists_with']
['augments', 'inhibits', 'coexists_with', 'interacts_with']
['augments', 'affects', 'produces', 'treats']
['augments', 'affects', 'treats', 'disrupts']
['augments', 'interacts_with', 'isa', 'associated_with']
['augments', 'part_of', 'isa', 'associated_with']
['augments', 'associated_with', 'treats', 'produces']
['augments', 'coexists_with', 'isa', 'compared_with']
['augments', 'part_of', 'part_of', 'part_of']
['augments', 'augments', 'isa', 'location_of']
['augments', 'interacts_with', 'inhibits', 'treats']
['augments', 'prevents', 'complicates', 'produces']
['augments', 'augments', 'interacts_with', 'isa']
['augments', 'diagnoses', 'isa', 'inhibits']
['augments', 'occurs_in', 'disrupts', 'affects']
['augments', 'occurs_in', 'location_of', 'location_of']
['augments', 'diagnoses', 'occurs_in', 'complicates']
['augments', 'same_as', 'treats', 'part_of']
['augments', 'causes', 'treats', 'diagnoses']
['augments', 'affects', 'treats', 'causes']
['augments', 'treats', 'disrupts', 'complicates']
['augments', 'produces', 'inhibits', 'compared_with']
['augments', 'affects', 'coexists_with', 'inhibits']
['augments', 'treats', 'affects', 'compared_with']
['augments', 'diagnoses', 'causes', 'complicates']
['augments', 'part_of', 'prevents', 'coexists_with']
['augments', 'affects', 'produces', 'associated_with']
['augments', 'affects', 'stimulates', 'associated_with']
['augments', 'coexists_with', 'prevents', 'treats']
['augments', 'disrupts', 'coexists_with', 'produces']
['augments', 'coexists_with', 'compared_with', 'stimulates']
['augments', 'diagnoses', 'part_of', 'compared_with']
['augments', 'compared_with']
['augments', 'complicates', 'same_as', 'location_of']
['augments', 'treats', 'isa', 'interacts_with']
['augments', 'associated_with', 'prevents', 'treats']
['augments', 'associated_with', 'occurs_in', 'stimulates']
['augments', 'isa', 'part_of', 'diagnoses']
['augments', 'prevents', 'part_of']
['augments', 'same_as', 'interacts_with', 'coexists_with']
['inhibits', 'affects', 'compared_with', 'complicates']
['inhibits', 'isa']
['inhibits', 'augments', 'interacts_with', 'complicates']
['inhibits', 'disrupts', 'part_of', 'affects']
['inhibits', 'augments', 'disrupts', 'prevents']
['inhibits', 'coexists_with', 'affects', 'isa']
['inhibits', 'compared_with', 'prevents', 'part_of']
['inhibits', 'stimulates', 'causes', 'coexists_with']
['inhibits', 'treats', 'associated_with', 'associated_with']
['inhibits', 'same_as', 'isa', 'stimulates']
['inhibits', 'augments', 'same_as', 'interacts_with']
['inhibits', 'prevents', 'part_of', 'interacts_with']
['inhibits', 'stimulates', 'inhibits', 'treats']
['inhibits', 'same_as', 'isa', 'prevents']
['inhibits', 'associated_with', 'part_of', 'associated_with']
['inhibits', 'occurs_in', 'augments', 'treats']
['inhibits', 'same_as', 'inhibits', 'causes']
['inhibits', 'coexists_with', 'occurs_in', 'same_as']
['inhibits', 'disrupts', 'complicates', 'complicates']
['inhibits', 'interacts_with', 'diagnoses', 'complicates']
['inhibits', 'causes', 'treats', 'compared_with']
['inhibits', 'compared_with', 'occurs_in', 'produces']
['inhibits', 'coexists_with', 'causes', 'produces']
['inhibits', 'compared_with', 'prevents', 'causes']
['inhibits', 'interacts_with', 'occurs_in', 'same_as']
['inhibits', 'affects', 'diagnoses', 'stimulates']
['inhibits', 'occurs_in', 'treats', 'location_of']
['inhibits', 'diagnoses', 'occurs_in']
['inhibits', 'same_as', 'affects', 'occurs_in']
['inhibits', 'causes', 'augments', 'same_as']
['inhibits', 'part_of']
['inhibits', 'produces', 'isa', 'complicates']
['inhibits', 'associated_with', 'produces', 'augments']
['inhibits', 'associated_with', 'affects', 'same_as']
['inhibits', 'inhibits', 'affects', 'treats']
['inhibits', 'affects', 'location_of', 'same_as']
['inhibits', 'disrupts', 'treats', 'prevents']
['inhibits', 'part_of', 'location_of', 'diagnoses']
['inhibits', 'location_of', 'part_of', 'part_of']
['inhibits', 'diagnoses', 'diagnoses', 'same_as']
['inhibits', 'augments', 'associated_with', 'interacts_with']
['inhibits', 'same_as', 'part_of', 'location_of']
['inhibits', 'treats', 'isa', 'isa']
['inhibits', 'location_of', 'complicates', 'compared_with']
['inhibits', 'coexists_with', 'isa', 'inhibits']
['inhibits', 'coexists_with', 'part_of', 'prevents']
['inhibits', 'causes', 'associated_with', 'disrupts']
['inhibits', 'stimulates', 'stimulates', 'stimulates']
['inhibits', 'occurs_in', 'occurs_in', 'compared_with']
['inhibits', 'augments', 'treats', 'part_of']
['inhibits', 'compared_with', 'diagnoses', 'disrupts']
['inhibits', 'same_as', 'interacts_with', 'treats']
['inhibits', 'prevents', 'causes', 'prevents']
['inhibits', 'stimulates', 'interacts_with', 'associated_with']
['inhibits', 'treats', 'inhibits', 'treats']
['inhibits', 'occurs_in']
['inhibits', 'part_of', 'prevents', 'occurs_in']
['inhibits', 'complicates', 'produces', 'disrupts']
['inhibits', 'complicates', 'treats', 'prevents']
['inhibits', 'location_of', 'occurs_in', 'occurs_in']
['inhibits', 'disrupts', 'produces', 'occurs_in']
['inhibits', 'prevents', 'produces', 'interacts_with']
['inhibits', 'coexists_with', 'disrupts', 'part_of']
['inhibits', 'inhibits']
['inhibits', 'affects', 'disrupts', 'stimulates']
['inhibits', 'complicates', 'augments', 'produces']
['inhibits', 'produces', 'associated_with', 'causes']
['inhibits', 'coexists_with', 'prevents', 'interacts_with']
['inhibits', 'same_as', 'coexists_with', 'stimulates']
['inhibits', 'diagnoses', 'occurs_in', 'part_of']
['inhibits', 'coexists_with', 'interacts_with', 'augments']
['inhibits', 'same_as', 'occurs_in']
['inhibits', 'isa', 'coexists_with', 'coexists_with']
['inhibits', 'treats', 'stimulates', 'part_of']
['inhibits', 'interacts_with', 'complicates', 'inhibits']
['inhibits', 'causes', 'associated_with', 'interacts_with']
['inhibits', 'produces', 'diagnoses', 'inhibits']
['inhibits', 'same_as', 'isa', 'affects']
['inhibits', 'part_of', 'same_as', 'augments']
['inhibits', 'occurs_in', 'associated_with', 'prevents']
['inhibits', 'inhibits', 'same_as', 'treats']
['inhibits', 'coexists_with', 'disrupts', 'complicates']
['inhibits', 'coexists_with', 'associated_with', 'isa']
['inhibits', 'coexists_with', 'complicates', 'inhibits']
['inhibits', 'interacts_with', 'causes', 'associated_with']
['inhibits', 'prevents', 'inhibits', 'produces']
['inhibits', 'location_of', 'inhibits', 'treats']
['inhibits', 'disrupts', 'diagnoses', 'occurs_in']
['inhibits', 'treats', 'location_of', 'diagnoses']
['inhibits', 'complicates', 'compared_with', 'produces']
['inhibits', 'isa', 'produces', 'same_as']
['inhibits', 'occurs_in', 'affects', 'associated_with']
['inhibits', 'produces', 'augments', 'same_as']
['inhibits', 'associated_with', 'location_of', 'inhibits']
['inhibits']
['inhibits', 'coexists_with', 'coexists_with', 'interacts_with']
['inhibits', 'stimulates', 'complicates', 'affects']
['causes', 'produces', 'associated_with', 'produces']
['causes', 'coexists_with', 'treats', 'location_of']
['causes', 'treats', 'coexists_with']
['causes', 'diagnoses', 'affects', 'complicates']
['causes', 'affects', 'prevents', 'complicates']
['causes', 'location_of', 'prevents', 'produces']
['causes', 'augments']
['causes', 'affects', 'coexists_with', 'augments']
['causes', 'complicates', 'treats', 'complicates']
['causes', 'disrupts', 'isa', 'augments']
['causes', 'location_of', 'diagnoses', 'occurs_in']
['causes', 'causes', 'diagnoses', 'produces']
['causes', 'same_as', 'produces', 'disrupts']
['causes', 'prevents', 'disrupts', 'compared_with']
['causes', 'treats', 'augments']
['causes', 'inhibits', 'stimulates', 'stimulates']
['causes', 'part_of', 'occurs_in', 'part_of']
['causes', 'coexists_with', 'inhibits', 'augments']
['causes', 'prevents', 'coexists_with', 'produces']
['causes', 'occurs_in', 'affects', 'causes']
['causes', 'inhibits', 'treats', 'produces']
['causes', 'stimulates', 'augments', 'complicates']
['causes', 'produces', 'interacts_with', 'part_of']
['causes', 'treats', 'augments', 'interacts_with']
['causes', 'affects', 'complicates', 'augments']
['causes', 'occurs_in', 'occurs_in', 'interacts_with']
['causes', 'diagnoses', 'prevents']
['causes', 'compared_with', 'disrupts', 'diagnoses']
['causes', 'coexists_with', 'inhibits', 'prevents']
['causes', 'treats', 'interacts_with', 'causes']
['causes', 'produces', 'disrupts', 'isa']
['causes', 'occurs_in', 'complicates', 'part_of']
['causes', 'produces', 'location_of', 'associated_with']
['causes', 'complicates', 'part_of', 'disrupts']
['causes', 'stimulates', 'stimulates', 'occurs_in']
['causes', 'augments', 'prevents', 'part_of']
['causes', 'affects', 'treats', 'diagnoses']
['causes', 'prevents', 'interacts_with', 'produces']
['causes', 'same_as', 'location_of', 'disrupts']
['causes', 'affects', 'associated_with', 'diagnoses']
['causes', 'complicates', 'treats', 'causes']
['causes', 'complicates', 'prevents', 'produces']
['causes', 'disrupts', 'associated_with']
['causes', 'interacts_with', 'location_of', 'compared_with']
['causes', 'occurs_in', 'associated_with']
['causes', 'associated_with', 'disrupts', 'diagnoses']
['causes', 'produces', 'augments', 'location_of']
['causes', 'stimulates', 'produces', 'treats']
['causes', 'causes', 'same_as', 'location_of']
['causes', 'affects', 'augments', 'augments']
['causes', 'augments', 'diagnoses', 'inhibits']
['causes', 'compared_with', 'prevents', 'interacts_with']
['causes', 'location_of', 'complicates', 'augments']
['causes', 'produces', 'prevents', 'occurs_in']
['causes', 'produces', 'same_as', 'occurs_in']
['causes', 'part_of', 'coexists_with', 'occurs_in']
['causes', 'part_of', 'compared_with', 'part_of']
['causes', 'coexists_with', 'disrupts', 'part_of']
['causes', 'affects', 'disrupts', 'prevents']
['causes', 'compared_with', 'produces', 'part_of']
['causes', 'causes', 'treats', 'coexists_with']
['causes', 'complicates', 'part_of', 'produces']
['causes', 'stimulates', 'treats', 'complicates']
['causes', 'augments', 'inhibits', 'location_of']
['causes', 'affects', 'occurs_in', 'disrupts']
['causes', 'location_of', 'location_of', 'inhibits']
['causes', 'associated_with', 'treats', 'produces']
['causes', 'diagnoses', 'coexists_with', 'occurs_in']
['causes', 'associated_with', 'occurs_in', 'augments']
['causes', 'stimulates', 'interacts_with', 'diagnoses']
['causes', 'isa', 'compared_with', 'occurs_in']
['causes', 'stimulates', 'produces', 'part_of']
['causes', 'isa', 'compared_with', 'disrupts']
['causes', 'complicates']
['causes', 'prevents', 'prevents', 'causes']
['causes', 'affects', 'complicates', 'associated_with']
['causes', 'affects']
['causes', 'occurs_in', 'inhibits', 'complicates']
['causes', 'disrupts', 'causes', 'produces']
['causes', 'prevents', 'interacts_with', 'complicates']
['causes']
['causes', 'interacts_with', 'causes', 'affects']
['causes', 'occurs_in', 'affects', 'produces']
['causes', 'disrupts', 'causes', 'interacts_with']
['causes', 'location_of', 'affects', 'disrupts']
['causes', 'stimulates', 'disrupts', 'prevents']
['causes', 'same_as', 'treats', 'augments']
['causes', 'augments', 'produces', 'complicates']
['causes', 'compared_with', 'occurs_in', 'same_as']
['causes', 'augments', 'affects', 'disrupts']
['causes', 'diagnoses', 'complicates', 'diagnoses']
['causes', 'produces', 'disrupts', 'coexists_with']
['causes', 'same_as', 'causes', 'produces']
['causes', 'produces', 'isa', 'causes']
['causes', 'produces', 'affects', 'occurs_in']
['causes', 'location_of', 'produces', 'isa']
['stimulates', 'coexists_with', 'isa', 'disrupts']
['stimulates', 'associated_with', 'same_as', 'produces']
['stimulates', 'diagnoses', 'isa', 'location_of']
['stimulates', 'causes', 'interacts_with', 'complicates']
['stimulates', 'causes', 'occurs_in', 'same_as']
['stimulates', 'treats', 'inhibits', 'part_of']
['stimulates', 'same_as', 'isa', 'inhibits']
['stimulates', 'coexists_with', 'produces', 'prevents']
['stimulates', 'disrupts', 'causes', 'complicates']
['stimulates', 'affects', 'treats', 'causes']
['stimulates', 'compared_with', 'augments', 'stimulates']
['stimulates', 'occurs_in', 'interacts_with', 'causes']
['stimulates', 'part_of', 'inhibits', 'interacts_with']
['stimulates', 'complicates', 'stimulates', 'prevents']
['stimulates', 'compared_with', 'compared_with', 'diagnoses']
['stimulates', 'causes', 'isa', 'prevents']
['stimulates', 'location_of', 'interacts_with', 'stimulates']
['stimulates', 'prevents', 'causes', 'occurs_in']
['stimulates', 'diagnoses', 'location_of', 'affects']
['stimulates', 'complicates', 'produces', 'part_of']
['stimulates', 'coexists_with', 'associated_with', 'occurs_in']
['stimulates', 'coexists_with', 'occurs_in']
['stimulates', 'augments', 'affects', 'produces']
['stimulates', 'causes', 'coexists_with', 'coexists_with']
['stimulates', 'causes', 'diagnoses', 'coexists_with']
['stimulates', 'treats', 'augments', 'part_of']
['stimulates', 'part_of', 'compared_with', 'isa']
['stimulates', 'occurs_in', 'occurs_in', 'compared_with']
['stimulates', 'diagnoses', 'prevents', 'interacts_with']
['stimulates', 'stimulates', 'coexists_with', 'same_as']
['stimulates', 'affects', 'associated_with', 'diagnoses']
['stimulates', 'interacts_with']
['stimulates', 'location_of', 'inhibits', 'stimulates']
['stimulates', 'occurs_in', 'complicates', 'augments']
['stimulates', 'compared_with', 'prevents', 'stimulates']
['stimulates', 'same_as', 'coexists_with', 'treats']
['stimulates', 'isa', 'disrupts', 'treats']
['stimulates', 'produces', 'stimulates', 'inhibits']
['stimulates', 'same_as', 'coexists_with', 'same_as']
['stimulates', 'prevents', 'isa', 'same_as']
['stimulates', 'coexists_with', 'associated_with']
['stimulates', 'produces', 'occurs_in', 'same_as']
['stimulates', 'part_of', 'prevents', 'interacts_with']
['stimulates', 'stimulates', 'inhibits', 'inhibits']
['stimulates', 'location_of', 'inhibits', 'complicates']
['stimulates', 'associated_with', 'produces', 'diagnoses']
['stimulates', 'stimulates', 'location_of', 'coexists_with']
['stimulates', 'interacts_with', 'coexists_with', 'compared_with']
['stimulates', 'diagnoses', 'location_of', 'compared_with']
['stimulates', 'disrupts', 'causes', 'treats']
['stimulates', 'coexists_with', 'part_of', 'occurs_in']
['stimulates', 'stimulates', 'prevents', 'treats']
['stimulates', 'treats']
['stimulates', 'disrupts', 'complicates', 'coexists_with']
['stimulates', 'inhibits', 'isa', 'isa']
['stimulates', 'occurs_in', 'associated_with', 'treats']
['stimulates', 'compared_with', 'coexists_with', 'occurs_in']
['stimulates', 'diagnoses', 'affects', 'inhibits']
['stimulates']
['stimulates', 'compared_with', 'same_as', 'occurs_in']
['stimulates', 'complicates', 'prevents', 'part_of']
['stimulates', 'compared_with', 'prevents', 'prevents']
['stimulates', 'affects', 'interacts_with', 'produces']
['stimulates', 'isa', 'diagnoses', 'disrupts']
['stimulates', 'occurs_in', 'affects', 'coexists_with']
['stimulates', 'prevents', 'causes', 'treats']
['stimulates', 'prevents', 'disrupts', 'occurs_in']
['stimulates', 'stimulates', 'prevents', 'same_as']
['stimulates', 'occurs_in', 'isa', 'associated_with']
['stimulates', 'same_as', 'complicates', 'affects']
['stimulates', 'compared_with', 'complicates', 'isa']
['stimulates', 'part_of', 'associated_with', 'same_as']
['stimulates', 'prevents', 'coexists_with', 'coexists_with']
['stimulates', 'interacts_with', 'inhibits', 'prevents']
['stimulates', 'diagnoses', 'associated_with', 'treats']
