['diagnoses', 'causes', 'causes', 'augments']
['disrupts', 'occurs_in', 'causes', 'interacts_with']
['disrupts', 'same_as', 'isa', 'interacts_with']
['disrupts', 'complicates', 'produces', 'inhibits']
['disrupts', 'coexists_with', 'coexists_with', 'interacts_with']
['disrupts', 'location_of', 'interacts_with', 'treats']
['disrupts', 'coexists_with', 'same_as']
['disrupts', 'disrupts', 'affects', 'isa']
['disrupts', 'disrupts', 'prevents', 'compared_with']
['disrupts', 'produces', 'diagnoses']
['disrupts', 'stimulates', 'prevents', 'associated_with']
['disrupts', 'stimulates', 'location_of', 'part_of']
['disrupts', 'location_of', 'prevents', 'disrupts']
['produces', 'compared_with', 'treats', 'produces']
['produces', 'prevents', 'inhibits', 'stimulates']
['produces', 'treats', 'location_of']
['produces', 'diagnoses', 'produces', 'complicates']
['produces', 'produces', 'prevents', 'same_as']
['produces', 'location_of', 'augments', 'prevents']
['produces', 'occurs_in', 'treats', 'disrupts']
['produces', 'stimulates', 'same_as', 'coexists_with']
['produces', 'occurs_in', 'diagnoses', 'causes']
['produces', 'location_of', 'prevents', 'part_of']
['produces', 'treats', 'complicates', 'associated_with']
['produces', 'diagnoses', 'complicates', 'associated_with']
['produces', 'disrupts', 'same_as', 'isa']
['produces', 'diagnoses', 'complicates', 'complicates']
['produces', 'compared_with', 'complicates', 'interacts_with']
['produces', 'produces', 'compared_with', 'complicates']
['produces', 'isa', 'inhibits', 'augments']
['produces', 'disrupts', 'augments', 'compared_with']
['produces', 'prevents', 'causes', 'diagnoses']
['produces', 'prevents', 'diagnoses', 'treats']
['produces', 'produces', 'produces', 'causes']
['produces', 'compared_with', 'occurs_in', 'prevents']
['produces', 'augments', 'augments', 'occurs_in']
['produces', 'location_of', 'location_of', 'disrupts']
['produces', 'inhibits', 'causes', 'diagnoses']
['produces', 'produces', 'complicates', 'interacts_with']
['produces', 'compared_with', 'diagnoses', 'interacts_with']
['produces', 'affects', 'interacts_with', 'produces']
['produces', 'compared_with', 'associated_with', 'affects']
['produces', 'location_of', 'inhibits', 'augments']
['produces', 'isa', 'isa', 'coexists_with']
['produces', 'complicates', 'produces', 'causes']
['produces', 'diagnoses', 'isa', 'part_of']
['produces', 'prevents', 'stimulates', 'same_as']
['produces', 'coexists_with', 'coexists_with']
['produces', 'causes', 'occurs_in', 'coexists_with']
['produces', 'associated_with', 'treats', 'interacts_with']
['produces', 'interacts_with', 'diagnoses', 'location_of']
['produces', 'associated_with', 'produces', 'disrupts']
['produces']
['produces', 'produces', 'associated_with', 'treats']
['produces', 'produces', 'occurs_in', 'disrupts']
['produces', 'location_of', 'coexists_with', 'prevents']
['produces', 'coexists_with', 'diagnoses', 'inhibits']
['produces', 'isa', 'location_of', 'treats']
['produces', 'augments', 'complicates', 'complicates']
['produces', 'coexists_with', 'location_of', 'coexists_with']
['produces', 'part_of', 'part_of', 'location_of']
['produces', 'augments', 'compared_with', 'location_of']
['produces', 'affects', 'diagnoses', 'complicates']
['produces', 'isa', 'part_of', 'part_of']
['produces', 'produces', 'compared_with']
['produces', 'inhibits']
['produces', 'isa', 'inhibits', 'coexists_with']
['produces', 'compared_with']
['produces', 'treats', 'prevents', 'isa']
['produces', 'location_of', 'location_of', 'same_as']
['produces', 'compared_with', 'occurs_in', 'occurs_in']
['produces', 'occurs_in', 'isa']
['produces', 'augments', 'occurs_in', 'affects']
['produces', 'isa', 'stimulates', 'occurs_in']
['produces', 'causes', 'associated_with', 'associated_with']
['produces', 'augments', 'same_as', 'same_as']
['produces', 'compared_with', 'isa', 'occurs_in']
['produces', 'compared_with', 'affects', 'causes']
['produces', 'causes', 'diagnoses', 'part_of']
['produces', 'produces', 'stimulates', 'coexists_with']
['produces', 'augments', 'diagnoses', 'complicates']
['produces', 'occurs_in', 'interacts_with', 'part_of']
['produces', 'compared_with', 'compared_with', 'coexists_with']
['produces', 'disrupts', 'occurs_in', 'interacts_with']
['produces', 'location_of', 'disrupts', 'coexists_with']
['produces', 'compared_with', 'causes', 'part_of']
['produces', 'produces', 'coexists_with', 'compared_with']
['produces', 'complicates', 'augments', 'disrupts']
['produces', 'coexists_with', 'interacts_with', 'part_of']
['produces', 'disrupts', 'disrupts', 'interacts_with']
['produces', 'compared_with', 'interacts_with', 'disrupts']
['produces', 'same_as']
['produces', 'occurs_in', 'isa', 'inhibits']
['produces', 'occurs_in', 'affects', 'location_of']
['produces', 'same_as', 'interacts_with', 'produces']
['produces', 'location_of', 'disrupts', 'produces']
['produces', 'causes', 'interacts_with', 'inhibits']
['produces', 'associated_with', 'augments', 'prevents']
['produces', 'produces', 'disrupts', 'disrupts']
['produces', 'interacts_with', 'stimulates', 'isa']
['produces', 'compared_with', 'causes', 'complicates']
['produces', 'compared_with', 'isa', 'diagnoses']
['produces', 'produces', 'causes', 'associated_with']
['produces', 'diagnoses', 'stimulates', 'augments']
['produces', 'diagnoses', 'associated_with', 'complicates']
['produces', 'occurs_in', 'augments', 'compared_with']
['produces', 'affects', 'part_of', 'part_of']
['produces', 'associated_with', 'interacts_with', 'prevents']
['compared_with', 'complicates', 'disrupts', 'produces']
['compared_with', 'same_as', 'same_as', 'occurs_in']
['compared_with', 'compared_with', 'part_of', 'compared_with']
['compared_with', 'isa', 'inhibits', 'inhibits']
['compared_with', 'associated_with', 'complicates', 'part_of']
['compared_with', 'prevents', 'isa', 'interacts_with']
['compared_with', 'same_as', 'inhibits', 'causes']
['compared_with', 'prevents', 'diagnoses']
['compared_with', 'coexists_with', 'complicates', 'causes']
['compared_with']
['compared_with', 'same_as', 'diagnoses', 'affects']
['compared_with', 'produces', 'inhibits', 'compared_with']
['compared_with', 'affects', 'causes']
['compared_with', 'inhibits', 'coexists_with', 'complicates']
['compared_with', 'interacts_with', 'affects', 'coexists_with']
['compared_with', 'part_of', 'stimulates', 'treats']
['compared_with', 'inhibits', 'affects', 'same_as']
['compared_with', 'associated_with', 'interacts_with', 'complicates']
['compared_with', 'prevents', 'associated_with', 'coexists_with']
['compared_with', 'compared_with', 'isa', 'causes']
['compared_with', 'prevents', 'part_of']
['compared_with', 'diagnoses', 'diagnoses', 'causes']
['compared_with', 'complicates', 'prevents', 'inhibits']
['compared_with', 'stimulates', 'interacts_with', 'causes']
['compared_with', 'diagnoses', 'part_of', 'diagnoses']
['compared_with', 'affects', 'augments', 'complicates']
['compared_with', 'treats', 'inhibits', 'coexists_with']
['compared_with', 'prevents', 'location_of', 'associated_with']
['compared_with', 'complicates', 'complicates', 'prevents']
['compared_with', 'same_as', 'associated_with', 'associated_with']
['compared_with', 'location_of', 'treats', 'affects']
['compared_with', 'prevents', 'produces', 'complicates']
['compared_with', 'inhibits', 'produces', 'produces']
['compared_with', 'compared_with', 'occurs_in', 'occurs_in']
['compared_with', 'occurs_in', 'associated_with', 'occurs_in']
['compared_with', 'same_as', 'stimulates', 'associated_with']
['compared_with', 'same_as', 'coexists_with', 'causes']
['compared_with', 'coexists_with', 'stimulates', 'causes']
['compared_with', 'associated_with']
['compared_with', 'diagnoses', 'disrupts', 'isa']
['compared_with', 'complicates']
['compared_with', 'same_as', 'same_as', 'prevents']
['compared_with', 'augments', 'coexists_with', 'interacts_with']
['compared_with', 'produces', 'associated_with', 'stimulates']
['compared_with', 'stimulates', 'diagnoses', 'prevents']
['compared_with', 'disrupts']
['compared_with', 'diagnoses', 'stimulates', 'causes']
['compared_with', 'occurs_in', 'occurs_in', 'location_of']
['compared_with', 'occurs_in', 'stimulates', 'part_of']
['compared_with', 'part_of', 'coexists_with', 'stimulates']
['compared_with', 'coexists_with', 'isa', 'augments']
['compared_with', 'occurs_in', 'disrupts', 'associated_with']
['compared_with', 'location_of', 'inhibits', 'inhibits']
['compared_with', 'interacts_with', 'coexists_with', 'stimulates']
['compared_with', 'part_of', 'produces', 'augments']
['compared_with', 'associated_with', 'occurs_in', 'interacts_with']
['compared_with', 'same_as', 'interacts_with']
['compared_with', 'disrupts', 'augments', 'interacts_with']
['compared_with', 'interacts_with', 'complicates', 'isa']
['compared_with', 'same_as', 'coexists_with', 'isa']
['compared_with', 'diagnoses', 'occurs_in', 'same_as']
['compared_with', 'compared_with', 'affects', 'location_of']
['compared_with', 'coexists_with', 'produces', 'isa']
['compared_with', 'part_of', 'augments', 'stimulates']
['compared_with', 'produces', 'same_as', 'prevents']
['compared_with', 'same_as', 'disrupts', 'same_as']
['compared_with', 'associated_with', 'prevents', 'occurs_in']
['compared_with', 'part_of', 'compared_with', 'diagnoses']
['compared_with', 'complicates', 'coexists_with', 'complicates']
['compared_with', 'diagnoses', 'associated_with', 'part_of']
['compared_with', 'isa', 'location_of', 'inhibits']
['compared_with', 'location_of', 'interacts_with', 'affects']
['compared_with', 'occurs_in', 'complicates', 'treats']
['compared_with', 'produces', 'coexists_with', 'disrupts']
['compared_with', 'stimulates', 'produces', 'treats']
['compared_with', 'complicates', 'isa', 'associated_with']
['compared_with', 'same_as', 'interacts_with', 'complicates']
['compared_with', 'augments', 'isa', 'same_as']
['compared_with', 'causes', 'produces', 'inhibits']
['compared_with', 'associated_with', 'augments', 'compared_with']
['compared_with', 'diagnoses', 'part_of', 'causes']
['compared_with', 'stimulates', 'affects', 'associated_with']
['compared_with', 'location_of', 'coexists_with', 'affects']
['compared_with', 'affects', 'stimulates', 'augments']
['compared_with', 'coexists_with', 'location_of', 'complicates']
['compared_with', 'occurs_in', 'compared_with', 'same_as']
['compared_with', 'causes', 'augments', 'coexists_with']
['compared_with', 'inhibits', 'compared_with', 'augments']
['compared_with', 'prevents', 'isa', 'augments']
['compared_with', 'isa', 'location_of', 'causes']
['compared_with', 'coexists_with', 'treats', 'same_as']
['compared_with', 'part_of', 'affects', 'prevents']
['compared_with', 'part_of', 'compared_with', 'treats']
['compared_with', 'causes', 'location_of', 'interacts_with']
['compared_with', 'inhibits', 'compared_with', 'complicates']
['compared_with', 'disrupts', 'causes', 'complicates']
['compared_with', 'stimulates', 'same_as', 'interacts_with']
['augments', 'compared_with', 'compared_with', 'occurs_in']
['augments', 'occurs_in', 'stimulates', 'interacts_with']
['augments', 'affects', 'disrupts', 'location_of']
['augments', 'augments', 'occurs_in', 'diagnoses']
['augments', 'inhibits', 'interacts_with', 'treats']
['augments', 'inhibits', 'complicates', 'interacts_with']
['augments', 'treats', 'treats', 'treats']
['augments', 'interacts_with', 'augments', 'disrupts']
['augments', 'associated_with', 'same_as', 'compared_with']
['augments', 'interacts_with', 'inhibits', 'stimulates']
['augments', 'complicates', 'isa', 'compared_with']
['augments', 'interacts_with', 'compared_with', 'isa']
['augments', 'causes', 'causes', 'affects']
['augments', 'treats', 'prevents', 'produces']
['augments', 'causes', 'augments', 'occurs_in']
['augments', 'prevents', 'treats', 'disrupts']
['augments', 'coexists_with', 'inhibits', 'associated_with']
['augments', 'complicates', 'interacts_with', 'occurs_in']
['augments', 'complicates', 'location_of', 'same_as']
['augments', 'isa', 'causes', 'produces']
['augments', 'affects', 'isa', 'treats']
['augments', 'augments', 'produces', 'augments']
['augments', 'interacts_with', 'augments', 'isa']
['augments', 'augments', 'same_as', 'affects']
['augments', 'interacts_with', 'affects', 'stimulates']
['augments', 'isa', 'disrupts', 'location_of']
['augments', 'diagnoses', 'inhibits', 'occurs_in']
['augments', 'compared_with', 'occurs_in', 'location_of']
['augments', 'location_of', 'occurs_in', 'produces']
['augments', 'affects', 'compared_with', 'causes']
['augments', 'complicates', 'interacts_with', 'same_as']
['augments', 'part_of', 'prevents', 'associated_with']
['augments', 'disrupts', 'coexists_with', 'location_of']
['augments', 'interacts_with', 'part_of', 'compared_with']
['augments', 'same_as', 'stimulates', 'compared_with']
['augments', 'causes', 'disrupts', 'location_of']
['augments', 'prevents', 'occurs_in']
['augments', 'prevents', 'diagnoses', 'associated_with']
['augments', 'occurs_in', 'same_as', 'inhibits']
['augments', 'compared_with', 'associated_with', 'part_of']
['augments', 'location_of', 'associated_with', 'compared_with']
['augments', 'associated_with', 'associated_with', 'inhibits']
['augments', 'disrupts', 'coexists_with', 'disrupts']
['augments', 'coexists_with', 'location_of', 'diagnoses']
['augments', 'part_of', 'treats', 'disrupts']
['augments', 'stimulates', 'stimulates', 'treats']
['augments', 'occurs_in', 'interacts_with', 'interacts_with']
['augments', 'part_of', 'coexists_with', 'associated_with']
['augments', 'diagnoses', 'causes', 'coexists_with']
['augments', 'stimulates', 'same_as', 'associated_with']
['augments', 'location_of', 'compared_with', 'isa']
['augments', 'isa', 'prevents', 'stimulates']
['augments', 'location_of', 'diagnoses', 'isa']
['augments', 'affects', 'augments', 'interacts_with']
['augments', 'occurs_in', 'isa', 'disrupts']
['augments', 'same_as', 'location_of', 'associated_with']
['augments', 'treats', 'occurs_in', 'same_as']
['augments', 'stimulates', 'treats', 'part_of']
['augments', 'associated_with', 'associated_with', 'causes']
['augments', 'affects', 'occurs_in', 'treats']
['augments', 'interacts_with', 'complicates', 'associated_with']
['augments', 'treats', 'part_of', 'coexists_with']
['augments']
['augments', 'part_of', 'coexists_with', 'diagnoses']
['augments', 'associated_with', 'location_of', 'prevents']
['augments', 'location_of', 'prevents', 'diagnoses']
['augments', 'compared_with', 'interacts_with', 'stimulates']
['augments', 'diagnoses', 'prevents', 'affects']
['augments', 'diagnoses', 'diagnoses', 'causes']
['augments', 'affects', 'diagnoses', 'location_of']
['augments', 'part_of', 'augments', 'produces']
['augments', 'interacts_with', 'location_of', 'causes']
['augments', 'coexists_with', 'prevents', 'treats']
['augments', 'occurs_in', 'diagnoses', 'isa']
['augments', 'disrupts', 'causes', 'compared_with']
['augments', 'stimulates', 'prevents', 'complicates']
['augments', 'disrupts', 'occurs_in', 'augments']
['augments', 'treats', 'associated_with', 'isa']
['augments', 'disrupts', 'part_of', 'affects']
['augments', 'location_of', 'affects', 'occurs_in']
['augments', 'causes', 'causes', 'produces']
['augments', 'complicates', 'produces', 'same_as']
['augments', 'prevents', 'augments', 'complicates']
['augments', 'produces', 'augments', 'associated_with']
['augments', 'occurs_in', 'compared_with', 'associated_with']
['augments', 'same_as', 'interacts_with', 'location_of']
['augments', 'isa', 'isa', 'causes']
['augments', 'associated_with', 'disrupts', 'produces']
['augments', 'compared_with', 'diagnoses', 'same_as']
['augments', 'associated_with', 'compared_with', 'location_of']
['augments', 'isa', 'augments', 'part_of']
['augments', 'causes', 'inhibits', 'compared_with']
['augments', 'interacts_with', 'location_of', 'augments']
['augments', 'part_of', 'compared_with', 'occurs_in']
['augments', 'disrupts', 'isa', 'same_as']
['augments', 'location_of', 'stimulates', 'treats']
['augments', 'treats', 'associated_with', 'associated_with']
['augments', 'prevents', 'complicates', 'location_of']
['inhibits', 'produces', 'augments', 'location_of']
['inhibits', 'coexists_with', 'location_of', 'part_of']
['inhibits', 'part_of', 'part_of', 'associated_with']
['inhibits', 'isa', 'causes', 'prevents']
['inhibits', 'complicates']
['inhibits', 'occurs_in']
['inhibits', 'coexists_with', 'affects', 'prevents']
['inhibits', 'diagnoses', 'inhibits', 'augments']
['inhibits', 'augments', 'causes', 'associated_with']
['inhibits', 'part_of', 'affects', 'isa']
['inhibits', 'treats', 'same_as', 'compared_with']
['inhibits', 'produces', 'occurs_in', 'same_as']
['inhibits', 'interacts_with', 'occurs_in', 'augments']
['inhibits', 'disrupts', 'inhibits', 'isa']
['inhibits', 'inhibits', 'associated_with', 'part_of']
['inhibits', 'compared_with', 'inhibits', 'augments']
['inhibits', 'causes', 'produces', 'prevents']
['inhibits', 'affects', 'isa', 'interacts_with']
['inhibits', 'part_of', 'causes', 'disrupts']
['inhibits', 'part_of', 'part_of', 'location_of']
['inhibits', 'same_as', 'produces', 'affects']
['inhibits', 'augments', 'compared_with']
['inhibits', 'causes', 'causes', 'affects']
['inhibits', 'causes', 'isa', 'diagnoses']
['inhibits', 'stimulates', 'affects', 'complicates']
['inhibits', 'same_as', 'augments', 'affects']
['inhibits', 'prevents', 'produces', 'causes']
['inhibits', 'compared_with', 'compared_with', 'causes']
['inhibits', 'treats', 'augments', 'diagnoses']
['inhibits', 'stimulates', 'complicates', 'interacts_with']
['inhibits', 'affects', 'inhibits', 'inhibits']
['inhibits', 'same_as', 'produces', 'treats']
['inhibits', 'associated_with', 'occurs_in', 'prevents']
['inhibits', 'part_of']
['inhibits', 'coexists_with']
['inhibits', 'complicates', 'diagnoses', 'diagnoses']
['inhibits', 'interacts_with', 'complicates', 'prevents']
['inhibits', 'augments', 'associated_with', 'diagnoses']
['inhibits', 'inhibits', 'causes', 'part_of']
['inhibits', 'complicates', 'interacts_with', 'compared_with']
['inhibits', 'complicates', 'interacts_with', 'part_of']
['inhibits', 'produces', 'augments', 'treats']
['inhibits', 'associated_with', 'produces', 'coexists_with']
['inhibits', 'stimulates', 'isa', 'diagnoses']
['inhibits', 'prevents', 'affects', 'diagnoses']
['inhibits', 'associated_with', 'same_as', 'treats']
['inhibits', 'associated_with', 'interacts_with', 'prevents']
['inhibits', 'complicates', 'inhibits', 'associated_with']
['inhibits', 'augments', 'prevents', 'stimulates']
['inhibits', 'produces', 'augments', 'coexists_with']
['inhibits', 'isa', 'part_of', 'part_of']
['inhibits', 'associated_with', 'inhibits', 'occurs_in']
['inhibits', 'location_of', 'part_of', 'complicates']
['inhibits', 'diagnoses', 'causes', 'inhibits']
['inhibits', 'prevents', 'causes', 'interacts_with']
['inhibits', 'coexists_with', 'affects', 'occurs_in']
['inhibits', 'compared_with', 'prevents', 'occurs_in']
['inhibits', 'inhibits', 'diagnoses', 'part_of']
['inhibits', 'isa', 'interacts_with', 'treats']
['inhibits', 'produces', 'part_of', 'prevents']
['inhibits', 'prevents', 'causes', 'causes']
['inhibits', 'causes', 'inhibits']
['inhibits']
['inhibits', 'augments', 'prevents', 'occurs_in']
['inhibits', 'treats', 'diagnoses', 'same_as']
['inhibits', 'treats', 'stimulates', 'associated_with']
['inhibits', 'stimulates', 'treats', 'location_of']
['inhibits', 'isa', 'disrupts', 'coexists_with']
['inhibits', 'coexists_with', 'location_of', 'complicates']
['inhibits', 'diagnoses', 'same_as']
['inhibits', 'same_as', 'compared_with', 'augments']
['inhibits', 'disrupts', 'inhibits', 'inhibits']
['inhibits', 'augments', 'complicates', 'part_of']
['inhibits', 'location_of', 'augments', 'compared_with']
['inhibits', 'diagnoses', 'affects', 'inhibits']
['inhibits', 'interacts_with', 'part_of', 'prevents']
['inhibits', 'produces', 'diagnoses', 'inhibits']
['inhibits', 'inhibits', 'stimulates']
['inhibits', 'compared_with', 'occurs_in', 'coexists_with']
['inhibits', 'isa', 'compared_with', 'interacts_with']
['inhibits', 'complicates', 'augments', 'associated_with']
['inhibits', 'disrupts', 'occurs_in', 'disrupts']
['inhibits', 'part_of', 'disrupts', 'associated_with']
['inhibits', 'part_of', 'disrupts', 'disrupts']
['inhibits', 'same_as', 'isa', 'coexists_with']
['inhibits', 'stimulates']
['inhibits', 'isa', 'treats', 'inhibits']
['inhibits', 'coexists_with', 'stimulates', 'location_of']
['inhibits', 'treats', 'associated_with', 'complicates']
['inhibits', 'compared_with', 'associated_with', 'part_of']
['inhibits', 'prevents', 'produces', 'compared_with']
['inhibits', 'stimulates', 'diagnoses', 'isa']
['inhibits', 'location_of', 'part_of', 'diagnoses']
['inhibits', 'location_of', 'same_as', 'compared_with']
['inhibits', 'compared_with', 'occurs_in', 'prevents']
['inhibits', 'associated_with', 'occurs_in', 'compared_with']
['causes', 'interacts_with', 'part_of', 'part_of']
['causes']
['causes', 'prevents', 'same_as', 'diagnoses']
['causes', 'disrupts', 'complicates', 'prevents']
['causes', 'causes', 'causes', 'prevents']
['causes', 'disrupts', 'complicates', 'location_of']
['causes', 'complicates', 'inhibits', 'diagnoses']
['causes', 'isa', 'interacts_with', 'associated_with']
['causes', 'occurs_in', 'disrupts', 'diagnoses']
['causes', 'prevents', 'associated_with', 'coexists_with']
['causes', 'prevents', 'compared_with', 'augments']
['causes', 'diagnoses', 'coexists_with', 'inhibits']
['causes', 'treats', 'compared_with', 'occurs_in']
['causes', 'location_of', 'coexists_with', 'coexists_with']
['causes', 'treats', 'associated_with', 'treats']
['causes', 'coexists_with', 'disrupts', 'affects']
['causes', 'coexists_with', 'treats', 'disrupts']
['causes', 'causes', 'augments', 'same_as']
['causes', 'inhibits', 'disrupts', 'augments']
['causes', 'augments', 'augments', 'part_of']
['causes', 'stimulates', 'produces', 'produces']
['causes', 'augments', 'same_as', 'stimulates']
['causes', 'isa', 'produces', 'associated_with']
['causes', 'location_of']
['causes', 'diagnoses', 'occurs_in', 'associated_with']
['causes', 'augments', 'treats', 'complicates']
['causes', 'produces', 'interacts_with', 'complicates']
['causes', 'interacts_with', 'causes', 'location_of']
['causes', 'stimulates', 'complicates', 'produces']
['causes', 'isa', 'stimulates', 'interacts_with']
['causes', 'isa', 'stimulates', 'location_of']
['causes', 'augments', 'associated_with', 'occurs_in']
['causes', 'location_of', 'complicates', 'prevents']
['causes', 'disrupts', 'prevents', 'compared_with']
['causes', 'compared_with', 'location_of', 'compared_with']
['causes', 'compared_with', 'treats', 'diagnoses']
['causes', 'part_of', 'diagnoses', 'prevents']
['causes', 'causes', 'inhibits', 'location_of']
['causes', 'diagnoses', 'part_of', 'complicates']
['causes', 'disrupts', 'interacts_with', 'diagnoses']
['causes', 'associated_with', 'interacts_with', 'location_of']
['causes', 'coexists_with', 'augments', 'augments']
['causes', 'part_of', 'occurs_in', 'inhibits']
['causes', 'compared_with', 'augments', 'interacts_with']
['causes', 'stimulates', 'compared_with', 'occurs_in']
['causes', 'compared_with', 'occurs_in', 'coexists_with']
['causes', 'interacts_with', 'coexists_with', 'complicates']
['causes', 'interacts_with', 'augments', 'inhibits']
['causes', 'compared_with', 'affects', 'coexists_with']
['causes', 'treats', 'diagnoses', 'disrupts']
['causes', 'compared_with', 'produces', 'diagnoses']
['causes', 'complicates', 'location_of', 'diagnoses']
['causes', 'affects', 'stimulates', 'stimulates']
['causes', 'occurs_in']
['causes', 'complicates', 'disrupts', 'compared_with']
['causes', 'complicates', 'stimulates', 'part_of']
['causes', 'complicates', 'disrupts', 'diagnoses']
['causes', 'interacts_with', 'same_as', 'occurs_in']
['causes', 'disrupts', 'compared_with', 'part_of']
['causes', 'treats', 'produces', 'occurs_in']
['causes', 'compared_with', 'diagnoses', 'prevents']
['causes', 'produces', 'same_as', 'stimulates']
['causes', 'associated_with', 'affects', 'disrupts']
['causes', 'causes', 'inhibits', 'produces']
['causes', 'stimulates', 'disrupts', 'coexists_with']
['causes', 'compared_with', 'stimulates', 'same_as']
['causes', 'disrupts', 'causes', 'augments']
['causes', 'occurs_in', 'inhibits', 'stimulates']
['causes', 'associated_with', 'prevents', 'disrupts']
['causes', 'inhibits', 'interacts_with', 'isa']
['causes', 'same_as', 'same_as', 'produces']
['causes', 'treats', 'compared_with', 'prevents']
['causes', 'disrupts', 'coexists_with', 'causes']
['causes', 'location_of', 'isa', 'inhibits']
['causes', 'augments']
['causes', 'treats', 'isa', 'same_as']
['causes', 'augments', 'coexists_with', 'disrupts']
['causes', 'inhibits', 'coexists_with', 'same_as']
['causes', 'prevents', 'treats', 'part_of']
['causes', 'disrupts', 'part_of', 'occurs_in']
['causes', 'diagnoses', 'coexists_with', 'treats']
['causes', 'inhibits', 'inhibits', 'prevents']
['causes', 'complicates', 'associated_with', 'isa']
['causes', 'associated_with', 'inhibits', 'augments']
['causes', 'associated_with', 'part_of', 'occurs_in']
['causes', 'compared_with', 'treats', 'disrupts']
['causes', 'location_of', 'inhibits', 'same_as']
['causes', 'associated_with', 'isa', 'complicates']
['causes', 'same_as', 'location_of', 'causes']
['causes', 'causes', 'same_as', 'coexists_with']
['causes', 'disrupts', 'affects', 'compared_with']
['causes', 'occurs_in', 'occurs_in', 'produces']
['causes', 'augments', 'same_as', 'complicates']
['causes', 'coexists_with', 'same_as', 'treats']
['causes', 'part_of', 'interacts_with', 'treats']
['causes', 'interacts_with', 'compared_with', 'isa']
['stimulates', 'coexists_with', 'produces', 'coexists_with']
['stimulates', 'prevents']
['stimulates', 'augments', 'location_of', 'causes']
['stimulates', 'stimulates', 'causes', 'occurs_in']
['stimulates', 'compared_with', 'stimulates', 'prevents']
['stimulates', 'treats', 'location_of', 'prevents']
['stimulates', 'interacts_with', 'coexists_with', 'isa']
['stimulates', 'prevents', 'coexists_with', 'complicates']
['stimulates', 'disrupts', 'augments', 'interacts_with']
['stimulates', 'interacts_with', 'coexists_with', 'causes']
['stimulates', 'part_of', 'prevents', 'disrupts']
['stimulates', 'complicates', 'inhibits', 'isa']
['stimulates', 'location_of', 'associated_with', 'disrupts']
['stimulates', 'coexists_with', 'coexists_with', 'inhibits']
['stimulates', 'same_as', 'interacts_with', 'interacts_with']
['stimulates', 'associated_with', 'produces', 'same_as']
['stimulates', 'treats', 'augments', 'complicates']
['stimulates', 'isa', 'interacts_with', 'produces']
['stimulates', 'compared_with', 'coexists_with', 'causes']
['stimulates', 'isa', 'location_of', 'compared_with']
['stimulates', 'complicates', 'part_of']
['stimulates', 'location_of', 'same_as', 'augments']
['stimulates', 'inhibits', 'treats', 'occurs_in']
['stimulates', 'coexists_with', 'occurs_in', 'diagnoses']
['stimulates', 'disrupts', 'same_as', 'affects']
['stimulates', 'isa', 'produces', 'disrupts']
['stimulates', 'inhibits', 'part_of', 'interacts_with']
['stimulates', 'causes', 'part_of', 'part_of']
['stimulates', 'isa', 'isa', 'compared_with']
['stimulates', 'causes', 'part_of', 'augments']
['stimulates', 'inhibits', 'complicates', 'stimulates']
['stimulates', 'causes', 'isa', 'occurs_in']
['stimulates', 'associated_with', 'associated_with', 'treats']
['stimulates', 'associated_with', 'produces', 'associated_with']
['stimulates', 'diagnoses', 'occurs_in', 'coexists_with']
['stimulates', 'prevents', 'stimulates', 'stimulates']
['stimulates', 'coexists_with', 'location_of', 'isa']
['stimulates', 'isa', 'treats', 'coexists_with']
['stimulates', 'occurs_in', 'interacts_with', 'isa']
['stimulates', 'complicates', 'same_as', 'prevents']
['stimulates', 'treats', 'affects', 'part_of']
['stimulates', 'coexists_with']
['stimulates', 'produces', 'treats', 'produces']
['stimulates', 'occurs_in', 'diagnoses', 'compared_with']
['stimulates', 'affects', 'compared_with', 'compared_with']
['stimulates']
['stimulates', 'location_of', 'part_of', 'associated_with']
['stimulates', 'associated_with', 'treats', 'affects']
['stimulates', 'compared_with', 'isa']
['stimulates', 'same_as', 'occurs_in', 'occurs_in']
['stimulates', 'part_of', 'causes', 'isa']
['stimulates', 'stimulates', 'disrupts', 'disrupts']
['stimulates', 'stimulates', 'diagnoses']
['stimulates', 'isa', 'location_of', 'produces']
['stimulates', 'complicates', 'location_of', 'isa']
['stimulates', 'interacts_with', 'prevents']
['stimulates', 'affects', 'causes', 'complicates']
['stimulates', 'same_as', 'coexists_with', 'causes']
['stimulates', 'part_of', 'same_as', 'prevents']
['stimulates', 'prevents', 'prevents', 'coexists_with']
['stimulates', 'interacts_with', 'isa', 'augments']
['stimulates', 'occurs_in', 'same_as', 'same_as']
['stimulates', 'diagnoses', 'treats', 'interacts_with']
['stimulates', 'occurs_in', 'augments', 'same_as']
['stimulates', 'disrupts', 'causes', 'produces']
['stimulates', 'compared_with', 'produces', 'interacts_with']
['stimulates', 'compared_with', 'affects', 'inhibits']
['stimulates', 'inhibits', 'complicates']
['stimulates', 'same_as', 'stimulates', 'isa']
['stimulates', 'same_as', 'interacts_with', 'associated_with']
['stimulates', 'interacts_with', 'part_of', 'affects']
['stimulates', 'produces', 'affects', 'treats']
['stimulates', 'produces', 'diagnoses', 'disrupts']
['stimulates', 'compared_with', 'prevents', 'coexists_with']
['stimulates', 'occurs_in', 'occurs_in', 'augments']
['stimulates', 'diagnoses', 'causes', 'part_of']
['stimulates', 'disrupts', 'interacts_with', 'causes']
['stimulates', 'coexists_with', 'disrupts', 'same_as']
