['diagnoses', 'treats', 'isa', 'affects']
['disrupts', 'diagnoses']
['disrupts', 'augments', 'same_as', 'treats']
['disrupts', 'diagnoses', 'produces', 'produces']
['disrupts', 'stimulates', 'complicates', 'prevents']
['disrupts', 'interacts_with', 'compared_with', 'part_of']
['disrupts', 'disrupts', 'treats', 'treats']
['disrupts', 'coexists_with', 'treats', 'complicates']
['disrupts', 'same_as', 'occurs_in', 'occurs_in']
['disrupts', 'associated_with', 'augments', 'occurs_in']
['disrupts', 'produces', 'stimulates', 'associated_with']
['disrupts', 'inhibits', 'augments', 'inhibits']
['disrupts', 'produces', 'same_as', 'compared_with']
['disrupts', 'augments']
['disrupts', 'augments', 'inhibits', 'produces']
['disrupts', 'produces', 'associated_with', 'affects']
['disrupts', 'affects', 'augments', 'same_as']
['disrupts', 'part_of', 'stimulates', 'causes']
['disrupts', 'occurs_in']
['disrupts', 'diagnoses', 'affects', 'produces']
['disrupts', 'produces', 'augments', 'disrupts']
['disrupts', 'complicates', 'same_as', 'produces']
['disrupts', 'occurs_in', 'location_of', 'associated_with']
['disrupts', 'affects', 'occurs_in', 'isa']
['disrupts', 'occurs_in', 'prevents', 'interacts_with']
['disrupts', 'inhibits', 'isa', 'produces']
['disrupts', 'inhibits']
['disrupts', 'prevents', 'stimulates', 'stimulates']
['disrupts', 'diagnoses', 'interacts_with', 'location_of']
['disrupts', 'affects', 'treats', 'stimulates']
['disrupts', 'associated_with', 'stimulates', 'occurs_in']
['disrupts', 'diagnoses', 'inhibits', 'isa']
['disrupts', 'inhibits', 'inhibits', 'interacts_with']
['disrupts', 'complicates', 'prevents', 'complicates']
['disrupts', 'disrupts', 'causes', 'occurs_in']
['disrupts', 'causes', 'affects', 'coexists_with']
['disrupts', 'stimulates', 'associated_with', 'treats']
['disrupts', 'associated_with', 'associated_with', 'disrupts']
['disrupts', 'treats', 'inhibits', 'diagnoses']
['disrupts', 'disrupts', 'diagnoses', 'compared_with']
['produces', 'causes', 'stimulates', 'prevents']
['produces', 'same_as', 'complicates', 'complicates']
['produces', 'complicates', 'disrupts', 'prevents']
['produces', 'disrupts', 'treats', 'affects']
['produces', 'interacts_with', 'disrupts', 'compared_with']
['produces', 'disrupts', 'same_as', 'prevents']
['produces', 'causes', 'same_as', 'compared_with']
['produces', 'part_of', 'augments', 'isa']
['produces', 'augments', 'augments', 'interacts_with']
['produces', 'interacts_with', 'augments', 'occurs_in']
['produces', 'location_of', 'occurs_in', 'same_as']
['produces', 'associated_with', 'produces', 'produces']
['produces', 'associated_with', 'location_of', 'same_as']
['produces', 'complicates', 'occurs_in', 'complicates']
['produces', 'occurs_in', 'occurs_in', 'produces']
['produces', 'interacts_with', 'diagnoses', 'compared_with']
['produces', 'treats', 'compared_with', 'inhibits']
['produces', 'associated_with']
['produces', 'isa', 'augments', 'produces']
['produces', 'interacts_with', 'affects', 'treats']
['produces', 'location_of', 'causes', 'associated_with']
['produces', 'isa', 'part_of', 'complicates']
['produces', 'diagnoses', 'treats', 'inhibits']
['produces', 'location_of', 'same_as', 'inhibits']
['produces', 'disrupts', 'interacts_with', 'disrupts']
['produces', 'complicates', 'location_of', 'prevents']
['produces', 'complicates', 'occurs_in', 'compared_with']
['produces', 'disrupts', 'augments', 'occurs_in']
['produces', 'isa', 'interacts_with', 'disrupts']
['produces', 'occurs_in', 'associated_with', 'causes']
['produces', 'disrupts', 'complicates', 'isa']
['produces', 'compared_with', 'treats', 'causes']
['produces', 'location_of', 'part_of', 'diagnoses']
['produces', 'affects', 'occurs_in', 'produces']
['produces', 'treats', 'augments', 'affects']
['produces', 'augments', 'augments', 'treats']
['produces', 'treats', 'diagnoses', 'compared_with']
['produces', 'occurs_in', 'isa', 'occurs_in']
['produces', 'occurs_in', 'compared_with', 'occurs_in']
['produces', 'same_as', 'diagnoses', 'occurs_in']
['produces', 'produces', 'diagnoses', 'inhibits']
['produces', 'treats', 'produces', 'compared_with']
['produces', 'disrupts', 'interacts_with', 'same_as']
['produces', 'interacts_with', 'interacts_with', 'augments']
['produces']
['produces', 'disrupts', 'treats', 'location_of']
['produces', 'produces', 'interacts_with', 'treats']
['produces', 'augments', 'causes', 'disrupts']
['produces', 'same_as', 'affects']
['produces', 'prevents', 'same_as', 'affects']
['produces', 'compared_with', 'isa', 'location_of']
['produces', 'occurs_in', 'disrupts', 'interacts_with']
['produces', 'treats', 'augments', 'location_of']
['produces', 'associated_with', 'diagnoses', 'occurs_in']
['produces', 'disrupts', 'disrupts', 'produces']
['produces', 'diagnoses', 'associated_with', 'augments']
['produces', 'occurs_in', 'affects', 'occurs_in']
['produces', 'part_of', 'same_as']
['produces', 'affects', 'treats', 'treats']
['produces', 'part_of', 'inhibits', 'part_of']
['produces', 'inhibits', 'diagnoses', 'complicates']
['produces', 'compared_with', 'isa', 'part_of']
['produces', 'stimulates', 'stimulates', 'affects']
['produces', 'compared_with', 'treats', 'affects']
['produces', 'inhibits', 'interacts_with', 'part_of']
['produces', 'same_as', 'occurs_in', 'affects']
['produces', 'disrupts', 'produces', 'diagnoses']
['produces', 'inhibits', 'inhibits', 'occurs_in']
['produces', 'same_as', 'inhibits', 'part_of']
['produces', 'part_of', 'prevents', 'produces']
['produces', 'occurs_in', 'interacts_with', 'augments']
['produces', 'occurs_in', 'associated_with', 'treats']
['produces', 'affects', 'interacts_with', 'coexists_with']
['produces', 'occurs_in', 'disrupts', 'complicates']
['produces', 'disrupts', 'part_of', 'diagnoses']
['produces', 'produces', 'associated_with', 'stimulates']
['produces', 'coexists_with', 'location_of', 'coexists_with']
['produces', 'inhibits', 'compared_with', 'diagnoses']
['produces', 'augments', 'causes', 'treats']
['produces', 'inhibits', 'associated_with', 'produces']
['produces', 'associated_with', 'location_of', 'treats']
['produces', 'produces', 'complicates', 'associated_with']
['produces', 'augments', 'complicates', 'location_of']
['produces', 'isa', 'produces', 'compared_with']
['produces', 'coexists_with', 'stimulates', 'inhibits']
['produces', 'isa', 'disrupts', 'same_as']
['produces', 'compared_with', 'affects', 'compared_with']
['produces', 'associated_with', 'treats', 'part_of']
['produces', 'inhibits', 'affects', 'treats']
['produces', 'complicates', 'part_of', 'part_of']
['produces', 'interacts_with', 'same_as', 'coexists_with']
['produces', 'stimulates', 'disrupts', 'complicates']
['produces', 'disrupts', 'stimulates', 'isa']
['produces', 'isa', 'disrupts', 'interacts_with']
['produces', 'prevents', 'augments', 'part_of']
['produces', 'isa', 'produces', 'treats']
['produces', 'same_as', 'coexists_with', 'augments']
['produces', 'augments', 'causes', 'inhibits']
['compared_with', 'occurs_in', 'isa', 'prevents']
['compared_with', 'complicates', 'part_of', 'part_of']
['compared_with', 'isa', 'causes', 'same_as']
['compared_with', 'augments', 'augments', 'isa']
['compared_with', 'augments', 'interacts_with', 'affects']
['compared_with', 'produces', 'treats', 'stimulates']
['compared_with', 'produces', 'stimulates', 'produces']
['compared_with', 'complicates', 'associated_with', 'part_of']
['compared_with', 'part_of', 'occurs_in', 'part_of']
['compared_with', 'occurs_in', 'same_as', 'prevents']
['compared_with', 'same_as']
['compared_with', 'interacts_with', 'coexists_with', 'same_as']
['compared_with', 'produces', 'affects', 'interacts_with']
['compared_with', 'same_as', 'compared_with', 'coexists_with']
['compared_with', 'occurs_in', 'stimulates', 'prevents']
['compared_with', 'inhibits', 'occurs_in', 'associated_with']
['compared_with', 'complicates', 'affects', 'same_as']
['compared_with', 'inhibits', 'coexists_with', 'complicates']
['compared_with', 'compared_with', 'diagnoses', 'treats']
['compared_with', 'diagnoses', 'occurs_in', 'compared_with']
['compared_with', 'augments', 'coexists_with', 'augments']
['compared_with', 'occurs_in', 'location_of', 'interacts_with']
['compared_with', 'diagnoses', 'inhibits', 'isa']
['compared_with', 'location_of', 'augments', 'produces']
['compared_with', 'interacts_with', 'treats', 'associated_with']
['compared_with', 'part_of', 'isa', 'occurs_in']
['compared_with', 'complicates', 'compared_with', 'augments']
['compared_with', 'prevents', 'compared_with', 'affects']
['compared_with', 'part_of', 'augments', 'compared_with']
['compared_with', 'treats', 'diagnoses', 'causes']
['compared_with', 'coexists_with', 'affects', 'occurs_in']
['compared_with', 'isa', 'augments', 'occurs_in']
['compared_with', 'isa', 'occurs_in', 'treats']
['compared_with', 'interacts_with', 'treats', 'affects']
['compared_with', 'augments', 'causes', 'treats']
['compared_with', 'location_of', 'prevents', 'compared_with']
['compared_with', 'diagnoses', 'location_of', 'complicates']
['compared_with', 'prevents', 'same_as', 'associated_with']
['compared_with', 'diagnoses', 'causes', 'augments']
['compared_with', 'augments', 'interacts_with']
['compared_with', 'location_of', 'compared_with', 'interacts_with']
['compared_with', 'compared_with', 'occurs_in', 'part_of']
['compared_with', 'prevents', 'interacts_with', 'inhibits']
['compared_with', 'augments', 'isa', 'complicates']
['compared_with', 'inhibits', 'interacts_with', 'causes']
['compared_with', 'compared_with', 'compared_with', 'location_of']
['compared_with', 'part_of', 'same_as', 'treats']
['compared_with']
['compared_with', 'stimulates']
['compared_with', 'interacts_with']
['compared_with', 'inhibits', 'prevents', 'interacts_with']
['compared_with', 'same_as', 'complicates', 'affects']
['compared_with', 'part_of', 'part_of', 'occurs_in']
['compared_with', 'augments', 'interacts_with', 'coexists_with']
['compared_with', 'prevents', 'same_as', 'prevents']
['compared_with', 'prevents', 'compared_with', 'compared_with']
['compared_with', 'produces', 'occurs_in', 'causes']
['compared_with', 'stimulates', 'same_as', 'diagnoses']
['compared_with', 'interacts_with', 'part_of', 'produces']
['compared_with', 'occurs_in', 'produces', 'isa']
['compared_with', 'prevents', 'produces', 'prevents']
['compared_with', 'inhibits', 'diagnoses', 'location_of']
['compared_with', 'affects', 'diagnoses', 'same_as']
['compared_with', 'treats', 'produces', 'part_of']
['compared_with', 'produces', 'complicates', 'interacts_with']
['compared_with', 'inhibits', 'inhibits', 'produces']
['compared_with', 'treats', 'interacts_with', 'affects']
['compared_with', 'part_of', 'occurs_in', 'same_as']
['compared_with', 'isa', 'associated_with', 'interacts_with']
['compared_with', 'affects', 'treats', 'occurs_in']
['compared_with', 'augments', 'associated_with', 'occurs_in']
['compared_with', 'stimulates', 'compared_with', 'inhibits']
['compared_with', 'complicates', 'associated_with', 'treats']
['compared_with', 'diagnoses', 'associated_with', 'treats']
['compared_with', 'complicates', 'associated_with', 'affects']
['compared_with', 'augments', 'treats', 'diagnoses']
['compared_with', 'stimulates', 'inhibits', 'isa']
['compared_with', 'location_of', 'diagnoses', 'interacts_with']
['compared_with', 'occurs_in', 'complicates', 'compared_with']
['compared_with', 'stimulates', 'complicates', 'same_as']
['compared_with', 'same_as', 'coexists_with', 'inhibits']
['compared_with', 'produces', 'disrupts', 'affects']
['compared_with', 'produces', 'interacts_with', 'compared_with']
['compared_with', 'coexists_with', 'complicates', 'associated_with']
['compared_with', 'produces', 'produces', 'same_as']
['compared_with', 'associated_with', 'complicates', 'occurs_in']
['compared_with', 'compared_with', 'location_of', 'interacts_with']
['compared_with', 'produces', 'affects', 'occurs_in']
['compared_with', 'interacts_with', 'affects', 'complicates']
['compared_with', 'coexists_with', 'occurs_in', 'produces']
['compared_with', 'prevents', 'associated_with', 'disrupts']
['compared_with', 'compared_with', 'diagnoses', 'part_of']
['compared_with', 'stimulates', 'augments', 'produces']
['compared_with', 'stimulates', 'stimulates', 'same_as']
['compared_with', 'interacts_with', 'prevents', 'part_of']
['compared_with', 'diagnoses', 'coexists_with', 'diagnoses']
['compared_with', 'diagnoses', 'inhibits', 'produces']
['augments', 'inhibits', 'diagnoses', 'isa']
['augments', 'disrupts', 'associated_with', 'disrupts']
['augments', 'stimulates', 'compared_with', 'produces']
['augments', 'interacts_with', 'location_of', 'complicates']
['augments', 'augments', 'treats', 'interacts_with']
['augments', 'occurs_in', 'produces', 'produces']
['augments', 'coexists_with', 'disrupts', 'disrupts']
['augments', 'causes', 'part_of', 'part_of']
['augments', 'occurs_in']
['augments', 'diagnoses', 'produces', 'coexists_with']
['augments', 'affects', 'same_as', 'disrupts']
['augments', 'treats', 'inhibits', 'disrupts']
['augments', 'augments', 'affects', 'causes']
['augments', 'diagnoses', 'prevents']
['augments', 'augments', 'isa', 'produces']
['augments', 'complicates']
['augments', 'complicates', 'prevents', 'associated_with']
['augments', 'coexists_with', 'stimulates', 'augments']
['augments', 'diagnoses', 'occurs_in', 'compared_with']
['augments', 'treats', 'isa', 'isa']
['augments', 'inhibits', 'interacts_with', 'same_as']
['augments', 'complicates', 'stimulates', 'prevents']
['augments', 'produces']
['augments', 'prevents', 'produces', 'compared_with']
['augments', 'occurs_in', 'affects', 'associated_with']
['augments', 'isa', 'affects', 'diagnoses']
['augments', 'same_as', 'prevents', 'diagnoses']
['augments', 'interacts_with', 'associated_with', 'augments']
['augments', 'causes', 'treats', 'causes']
['augments', 'prevents', 'inhibits']
['augments', 'occurs_in', 'location_of', 'augments']
['augments', 'compared_with', 'coexists_with', 'affects']
['augments', 'complicates', 'isa', 'complicates']
['augments', 'complicates', 'part_of', 'complicates']
['augments', 'location_of', 'inhibits', 'isa']
['augments', 'isa', 'treats', 'augments']
['augments', 'affects', 'location_of', 'causes']
['augments', 'prevents', 'produces', 'affects']
['augments', 'coexists_with', 'produces', 'occurs_in']
['augments', 'same_as', 'disrupts', 'isa']
['augments', 'diagnoses']
['augments', 'coexists_with', 'affects', 'diagnoses']
['augments', 'stimulates', 'prevents', 'location_of']
['augments', 'same_as', 'location_of', 'compared_with']
['augments', 'occurs_in', 'complicates', 'augments']
['augments', 'coexists_with', 'augments', 'associated_with']
['augments', 'disrupts', 'coexists_with', 'disrupts']
['augments', 'inhibits', 'coexists_with', 'treats']
['augments', 'isa', 'prevents', 'part_of']
['augments', 'complicates', 'same_as', 'inhibits']
['augments', 'treats', 'treats', 'complicates']
['augments', 'produces', 'prevents', 'affects']
['augments']
['augments', 'interacts_with', 'same_as', 'affects']
['augments', 'isa', 'inhibits', 'associated_with']
['augments', 'produces', 'diagnoses', 'augments']
['augments', 'coexists_with', 'augments']
['augments', 'produces', 'treats', 'augments']
['augments', 'augments', 'complicates', 'stimulates']
['augments', 'occurs_in', 'occurs_in', 'produces']
['augments', 'interacts_with', 'compared_with', 'produces']
['augments', 'complicates', 'compared_with']
['augments', 'affects', 'associated_with', 'inhibits']
['augments', 'produces', 'location_of', 'prevents']
['augments', 'occurs_in', 'isa', 'produces']
['augments', 'location_of', 'produces', 'augments']
['augments', 'same_as', 'isa', 'augments']
['augments', 'treats', 'prevents', 'prevents']
['augments', 'prevents', 'occurs_in', 'affects']
['augments', 'affects', 'location_of', 'associated_with']
['augments', 'complicates', 'associated_with', 'causes']
['augments', 'complicates', 'causes', 'interacts_with']
['augments', 'produces', 'prevents', 'produces']
['augments', 'location_of', 'isa', 'augments']
['augments', 'treats', 'inhibits', 'produces']
['augments', 'treats', 'treats', 'causes']
['augments', 'inhibits', 'complicates', 'coexists_with']
['augments', 'part_of', 'causes', 'compared_with']
['augments', 'augments', 'associated_with', 'isa']
['augments', 'stimulates', 'associated_with', 'location_of']
['augments', 'disrupts', 'produces', 'interacts_with']
['augments', 'part_of', 'disrupts', 'causes']
['augments', 'treats', 'location_of', 'occurs_in']
['augments', 'prevents', 'diagnoses', 'interacts_with']
['augments', 'treats', 'stimulates', 'disrupts']
['augments', 'affects', 'causes', 'produces']
['augments', 'produces', 'stimulates', 'prevents']
['augments', 'part_of', 'augments', 'treats']
['augments', 'interacts_with', 'produces', 'treats']
['augments', 'location_of']
['augments', 'occurs_in', 'inhibits', 'treats']
['augments', 'augments', 'affects', 'interacts_with']
['augments', 'coexists_with', 'produces', 'isa']
['augments', 'augments', 'isa', 'disrupts']
['augments', 'occurs_in', 'location_of', 'complicates']
['augments', 'associated_with', 'treats', 'interacts_with']
['augments', 'occurs_in', 'associated_with', 'complicates']
['augments', 'augments', 'location_of', 'interacts_with']
['inhibits', 'associated_with', 'diagnoses', 'affects']
['inhibits', 'prevents', 'produces', 'affects']
['inhibits', 'location_of', 'location_of', 'produces']
['inhibits', 'prevents', 'occurs_in', 'produces']
['inhibits', 'causes', 'treats', 'produces']
['inhibits', 'produces', 'treats', 'causes']
['inhibits', 'affects', 'interacts_with', 'complicates']
['inhibits', 'prevents', 'occurs_in', 'augments']
['inhibits', 'inhibits', 'causes', 'treats']
['inhibits', 'produces', 'isa', 'stimulates']
['inhibits', 'interacts_with', 'isa', 'associated_with']
['inhibits', 'occurs_in', 'part_of', 'inhibits']
['inhibits', 'treats', 'occurs_in', 'isa']
['inhibits', 'treats', 'stimulates', 'stimulates']
['inhibits', 'occurs_in', 'augments', 'interacts_with']
['inhibits', 'interacts_with', 'interacts_with', 'occurs_in']
['inhibits', 'produces', 'inhibits', 'coexists_with']
['inhibits', 'inhibits', 'same_as', 'location_of']
['inhibits', 'produces', 'isa', 'interacts_with']
['inhibits', 'occurs_in', 'augments', 'associated_with']
['inhibits', 'occurs_in', 'affects', 'same_as']
['inhibits', 'isa', 'compared_with', 'complicates']
['inhibits', 'produces', 'occurs_in', 'diagnoses']
['inhibits', 'diagnoses', 'interacts_with', 'part_of']
['inhibits', 'diagnoses', 'affects', 'stimulates']
['inhibits', 'isa', 'same_as', 'isa']
['inhibits', 'produces', 'diagnoses', 'treats']
['inhibits', 'prevents']
['inhibits', 'treats', 'causes', 'part_of']
['inhibits', 'causes', 'isa', 'prevents']
['inhibits']
['inhibits', 'associated_with', 'interacts_with', 'occurs_in']
['inhibits', 'occurs_in', 'produces', 'part_of']
['inhibits', 'inhibits', 'diagnoses', 'diagnoses']
['inhibits', 'associated_with', 'produces', 'affects']
['inhibits', 'disrupts', 'isa', 'compared_with']
['inhibits', 'location_of']
['inhibits', 'occurs_in', 'compared_with', 'augments']
['inhibits', 'associated_with', 'diagnoses', 'produces']
['inhibits', 'prevents', 'isa', 'compared_with']
['inhibits', 'compared_with', 'affects', 'part_of']
['inhibits', 'diagnoses', 'occurs_in', 'compared_with']
['inhibits', 'interacts_with', 'affects', 'augments']
['inhibits', 'occurs_in', 'augments', 'augments']
['inhibits', 'interacts_with', 'occurs_in', 'inhibits']
['inhibits', 'occurs_in', 'isa', 'produces']
['inhibits', 'treats', 'affects', 'coexists_with']
['inhibits', 'coexists_with', 'location_of', 'associated_with']
['inhibits', 'same_as', 'stimulates', 'same_as']
['inhibits', 'causes', 'occurs_in', 'diagnoses']
['inhibits', 'isa', 'stimulates', 'diagnoses']
['inhibits', 'same_as', 'compared_with', 'isa']
['inhibits', 'produces', 'same_as', 'diagnoses']
['inhibits', 'compared_with', 'augments', 'same_as']
['inhibits', 'causes', 'part_of', 'prevents']
['inhibits', 'occurs_in', 'compared_with', 'diagnoses']
['inhibits', 'part_of', 'affects', 'interacts_with']
['inhibits', 'disrupts', 'affects', 'affects']
['inhibits', 'diagnoses', 'treats', 'interacts_with']
['inhibits', 'occurs_in', 'interacts_with', 'inhibits']
['inhibits', 'associated_with', 'augments', 'compared_with']
['inhibits', 'stimulates', 'interacts_with', 'compared_with']
['inhibits', 'compared_with']
['inhibits', 'interacts_with', 'associated_with', 'stimulates']
['inhibits', 'occurs_in', 'isa', 'inhibits']
['inhibits', 'interacts_with', 'diagnoses', 'causes']
['inhibits', 'compared_with', 'disrupts', 'inhibits']
['inhibits', 'stimulates', 'isa', 'complicates']
['inhibits', 'stimulates', 'interacts_with', 'augments']
['inhibits', 'compared_with', 'disrupts', 'treats']
['inhibits', 'produces', 'complicates', 'treats']
['inhibits', 'diagnoses', 'isa', 'same_as']
['inhibits', 'occurs_in', 'stimulates', 'compared_with']
['inhibits', 'produces', 'part_of', 'inhibits']
['inhibits', 'augments']
['inhibits', 'isa', 'affects', 'prevents']
['inhibits', 'diagnoses', 'produces', 'complicates']
['inhibits', 'interacts_with', 'coexists_with', 'affects']
['inhibits', 'interacts_with', 'interacts_with', 'same_as']
['inhibits', 'diagnoses', 'produces', 'compared_with']
['inhibits', 'location_of', 'associated_with', 'stimulates']
['inhibits', 'causes', 'produces', 'disrupts']
['inhibits', 'location_of', 'augments', 'compared_with']
['inhibits', 'produces', 'location_of', 'complicates']
['inhibits', 'inhibits', 'part_of', 'location_of']
['inhibits', 'stimulates', 'compared_with', 'isa']
['inhibits', 'inhibits', 'augments', 'disrupts']
['inhibits', 'diagnoses', 'causes', 'stimulates']
['inhibits', 'augments', 'stimulates', 'inhibits']
['inhibits', 'augments', 'part_of', 'produces']
['inhibits', 'occurs_in', 'diagnoses']
['inhibits', 'inhibits', 'stimulates', 'augments']
['inhibits', 'inhibits', 'prevents', 'prevents']
['inhibits', 'stimulates', 'augments', 'part_of']
['inhibits', 'treats', 'stimulates', 'causes']
['inhibits', 'stimulates', 'augments', 'interacts_with']
['inhibits', 'complicates', 'produces', 'produces']
['inhibits', 'complicates', 'disrupts', 'inhibits']
['inhibits', 'associated_with', 'same_as', 'complicates']
['causes', 'occurs_in', 'augments', 'affects']
['causes', 'disrupts', 'occurs_in', 'compared_with']
['causes', 'interacts_with', 'associated_with', 'augments']
['causes', 'compared_with', 'isa', 'causes']
['causes', 'complicates', 'associated_with', 'augments']
['causes', 'augments', 'treats', 'affects']
['causes', 'inhibits', 'occurs_in', 'causes']
['causes', 'inhibits', 'augments', 'coexists_with']
['causes', 'stimulates', 'diagnoses', 'compared_with']
['causes', 'part_of', 'diagnoses', 'interacts_with']
['causes', 'complicates', 'produces', 'occurs_in']
['causes', 'stimulates', 'augments', 'produces']
['causes', 'affects', 'causes', 'diagnoses']
['causes', 'treats', 'diagnoses', 'produces']
['causes', 'treats', 'produces', 'treats']
['causes', 'prevents', 'part_of', 'part_of']
['causes', 'augments', 'coexists_with', 'interacts_with']
['causes', 'interacts_with', 'inhibits', 'interacts_with']
['causes', 'compared_with', 'treats', 'produces']
['causes', 'complicates', 'same_as', 'occurs_in']
['causes', 'affects', 'inhibits', 'compared_with']
['causes', 'disrupts', 'interacts_with', 'produces']
['causes', 'inhibits', 'produces', 'produces']
['causes', 'associated_with', 'isa', 'diagnoses']
['causes', 'compared_with', 'diagnoses', 'part_of']
['causes', 'diagnoses', 'prevents', 'affects']
['causes', 'interacts_with', 'disrupts', 'disrupts']
['causes', 'affects', 'compared_with', 'compared_with']
['causes', 'interacts_with', 'occurs_in']
['causes', 'coexists_with', 'causes', 'associated_with']
['causes', 'produces', 'compared_with', 'causes']
['causes', 'isa', 'produces', 'stimulates']
['causes', 'treats', 'treats', 'same_as']
['causes', 'interacts_with', 'interacts_with', 'treats']
['causes', 'isa', 'treats', 'disrupts']
['causes', 'inhibits', 'location_of', 'same_as']
['causes', 'augments', 'causes', 'occurs_in']
['causes', 'compared_with', 'treats', 'same_as']
['causes', 'diagnoses', 'part_of', 'prevents']
['causes', 'augments', 'affects', 'causes']
['causes', 'interacts_with', 'augments', 'disrupts']
['causes', 'isa', 'complicates', 'compared_with']
['causes', 'occurs_in', 'coexists_with', 'diagnoses']
['causes', 'affects', 'interacts_with', 'diagnoses']
['causes', 'coexists_with']
['causes', 'part_of', 'disrupts']
['causes', 'disrupts', 'treats', 'diagnoses']
['causes', 'produces', 'causes', 'stimulates']
['causes', 'affects', 'inhibits']
['causes', 'isa', 'treats']
['causes', 'occurs_in', 'stimulates', 'inhibits']
['causes', 'same_as', 'diagnoses', 'treats']
['causes', 'disrupts', 'stimulates']
['causes', 'disrupts', 'same_as', 'augments']
['causes', 'produces']
['causes', 'produces', 'inhibits', 'augments']
['causes', 'part_of', 'disrupts', 'associated_with']
['causes', 'interacts_with', 'occurs_in', 'diagnoses']
['causes', 'diagnoses', 'inhibits', 'location_of']
['causes', 'occurs_in', 'stimulates', 'produces']
['causes', 'produces', 'produces', 'location_of']
['causes', 'disrupts', 'part_of', 'inhibits']
['causes', 'disrupts', 'causes', 'same_as']
['causes', 'causes', 'causes', 'coexists_with']
['causes', 'stimulates', 'produces', 'diagnoses']
['causes', 'causes', 'stimulates', 'same_as']
['causes', 'isa', 'diagnoses', 'interacts_with']
['causes', 'interacts_with', 'causes', 'stimulates']
['causes', 'same_as', 'diagnoses', 'diagnoses']
['causes', 'part_of', 'occurs_in', 'stimulates']
['causes', 'augments', 'interacts_with', 'causes']
['causes', 'complicates', 'complicates', 'part_of']
['causes', 'affects', 'interacts_with', 'stimulates']
['causes', 'produces', 'occurs_in', 'location_of']
['causes', 'causes', 'produces', 'augments']
['causes', 'diagnoses', 'occurs_in', 'affects']
['causes', 'isa', 'disrupts', 'associated_with']
['causes', 'compared_with', 'complicates']
['causes', 'causes', 'occurs_in', 'augments']
['causes', 'interacts_with', 'occurs_in', 'stimulates']
['causes', 'stimulates', 'produces', 'complicates']
['causes', 'occurs_in', 'same_as', 'augments']
['causes', 'compared_with', 'location_of', 'produces']
['causes', 'stimulates', 'location_of', 'affects']
['causes', 'isa', 'produces', 'part_of']
['causes', 'same_as', 'occurs_in', 'produces']
['causes', 'diagnoses', 'diagnoses']
['causes', 'inhibits', 'augments', 'interacts_with']
['causes', 'causes', 'compared_with', 'augments']
['causes', 'complicates', 'treats', 'associated_with']
['causes', 'associated_with', 'part_of', 'occurs_in']
['causes', 'associated_with', 'associated_with', 'produces']
['causes', 'disrupts', 'associated_with', 'associated_with']
['causes', 'same_as', 'produces', 'interacts_with']
['causes', 'location_of', 'isa', 'occurs_in']
['causes', 'produces', 'part_of', 'complicates']
['causes', 'produces', 'coexists_with', 'augments']
['causes', 'inhibits', 'treats', 'produces']
['causes', 'interacts_with', 'associated_with', 'interacts_with']
['causes', 'augments', 'prevents', 'causes']
['stimulates', 'occurs_in', 'produces', 'produces']
['stimulates', 'produces', 'part_of']
['stimulates', 'stimulates', 'treats', 'diagnoses']
['stimulates', 'affects', 'interacts_with', 'augments']
['stimulates', 'part_of', 'diagnoses', 'occurs_in']
['stimulates', 'treats', 'diagnoses', 'associated_with']
['stimulates', 'complicates', 'isa', 'isa']
['stimulates', 'same_as', 'interacts_with', 'interacts_with']
['stimulates', 'compared_with', 'disrupts', 'interacts_with']
['stimulates', 'inhibits', 'inhibits']
['stimulates', 'stimulates', 'stimulates', 'occurs_in']
['stimulates', 'inhibits', 'inhibits', 'augments']
['stimulates', 'diagnoses', 'produces', 'compared_with']
['stimulates', 'produces', 'stimulates', 'associated_with']
['stimulates', 'disrupts', 'diagnoses', 'produces']
['stimulates', 'diagnoses', 'interacts_with', 'affects']
['stimulates', 'causes', 'location_of', 'augments']
['stimulates', 'prevents', 'associated_with', 'coexists_with']
['stimulates', 'inhibits', 'diagnoses', 'part_of']
['stimulates', 'coexists_with', 'part_of', 'produces']
['stimulates', 'disrupts', 'interacts_with']
['stimulates', 'interacts_with', 'produces', 'causes']
['stimulates', 'complicates', 'produces', 'coexists_with']
['stimulates', 'occurs_in', 'part_of', 'associated_with']
['stimulates', 'diagnoses', 'causes', 'isa']
['stimulates', 'coexists_with', 'diagnoses', 'produces']
['stimulates', 'diagnoses', 'compared_with']
['stimulates', 'same_as', 'compared_with', 'produces']
['stimulates', 'treats', 'associated_with', 'affects']
['stimulates', 'part_of', 'diagnoses', 'augments']
['stimulates', 'interacts_with', 'prevents', 'same_as']
['stimulates', 'interacts_with']
['stimulates', 'prevents', 'part_of', 'interacts_with']
['stimulates', 'coexists_with', 'produces', 'diagnoses']
['stimulates', 'inhibits', 'interacts_with', 'treats']
['stimulates', 'produces', 'produces', 'associated_with']
['stimulates', 'affects', 'interacts_with', 'produces']
['stimulates', 'coexists_with', 'inhibits', 'diagnoses']
['stimulates', 'disrupts', 'stimulates', 'prevents']
['stimulates', 'associated_with', 'location_of', 'compared_with']
['stimulates', 'location_of', 'complicates', 'inhibits']
['stimulates', 'occurs_in', 'stimulates', 'augments']
['stimulates', 'diagnoses', 'augments', 'part_of']
['stimulates', 'stimulates', 'location_of', 'causes']
['stimulates', 'augments', 'augments', 'affects']
